Ref_Start_90_Pol_at_750.00nm_cut_at_1184.50Y_01.dat
03.07.2023
10:44:36
cut middle at Y: 1184.50
top cursor: 1231 down cursor: 1138 mean of: 93 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	10837.602
586.124	10618.774
586.252	10568.312
586.380	10599.000
586.508	10656.806
586.637	10751.398
586.765	10654.129
586.893	10705.409
587.021	10761.656
587.149	10766.699
587.277	10791.559
587.405	10782.247
587.533	10838.419
587.662	10866.204
587.790	10781.968
587.918	10790.376
588.046	10783.204
588.174	10792.075
588.302	10792.785
588.430	10801.484
588.558	10795.785
588.687	10836.301
588.815	10831.032
588.943	10793.484
589.071	10859.495
589.199	10847.204
589.327	10831.376
589.455	10900.108
589.583	10829.817
589.712	10844.355
589.840	10795.409
589.968	10816.559
590.096	10849.419
590.224	10778.495
590.352	10890.806
590.480	10766.516
590.608	10784.000
590.737	10833.688
590.865	10896.462
590.993	10762.849
591.121	10845.032
591.249	10798.280
591.377	10811.204
591.505	10903.957
591.633	10790.925
591.762	10825.871
591.890	10810.258
592.018	10883.591
592.146	10830.720
592.274	10864.806
592.402	10805.699
592.530	11011.000
592.658	10911.172
592.787	10878.957
592.915	10935.355
593.043	10827.935
593.171	10898.860
593.299	10887.538
593.427	10864.108
593.555	10894.871
593.683	10916.022
593.812	10898.871
593.940	10918.667
594.068	10929.398
594.196	10942.914
594.324	10934.419
594.452	11152.860
594.580	10990.118
594.708	11061.785
594.837	11030.505
594.965	11130.097
595.093	11052.796
595.221	11123.398
595.349	11119.215
595.477	11116.269
595.605	11121.731
595.733	11142.237
595.862	11146.677
595.990	11213.828
596.118	11245.247
596.246	11298.634
596.374	11220.742
596.502	11274.774
596.630	11266.484
596.758	11255.957
596.887	11264.419
597.015	11263.022
597.143	11275.581
597.271	11274.462
597.399	11320.710
597.527	11293.301
597.655	11308.957
597.783	11318.097
597.912	11327.301
598.040	11375.172
598.168	11291.419
598.296	11294.129
598.424	11475.957
598.552	11329.086
598.680	11296.871
598.808	11356.323
598.937	11299.140
599.065	11324.903
599.193	11349.097
599.321	11343.323
599.449	11297.570
599.577	11291.237
599.705	11321.688
599.833	11270.688
599.962	11268.699
600.090	11253.817
600.218	11242.613
600.346	11234.516
600.474	11202.634
600.602	11183.548
600.730	11201.290
600.858	11233.828
600.987	11285.785
601.115	11234.226
601.243	11328.806
601.371	11282.688
601.499	11263.022
601.627	11294.688
601.755	11269.097
601.883	11297.269
602.012	11160.226
602.140	11252.634
602.268	11261.161
602.396	11384.075
602.524	11306.677
602.652	11333.387
602.780	11310.806
602.908	11349.860
603.037	11425.441
603.165	11441.398
603.293	11413.215
603.421	11468.602
603.549	11462.516
603.677	11460.527
603.805	11481.011
603.933	11502.581
604.062	11538.871
604.190	11616.398
604.318	11629.129
604.446	11606.581
604.574	11665.667
604.702	11715.602
604.830	11649.323
604.958	11681.860
605.087	11745.376
605.215	11753.043
605.343	11890.903
605.471	11875.226
605.599	11870.183
605.727	11976.237
605.855	11923.828
605.983	11961.892
606.112	12007.376
606.240	12026.570
606.368	12005.946
606.496	11987.473
606.624	12105.022
606.752	12027.796
606.880	12112.849
607.008	12070.301
607.137	12080.258
607.265	12203.323
607.393	12151.688
607.521	12231.290
607.649	12147.591
607.777	12171.075
607.905	12179.043
608.033	12157.548
608.162	12149.882
608.290	12166.301
608.418	12245.925
608.546	12180.075
608.674	12214.194
608.802	12139.280
608.930	12167.247
609.058	12153.387
609.187	12138.559
609.315	12132.301
609.443	12090.559
609.571	12233.140
609.699	12085.774
609.827	12193.849
609.955	12059.613
610.083	11999.946
610.212	12040.344
610.340	12034.914
610.468	12020.075
610.596	12051.978
610.724	11979.613
610.852	12043.194
610.980	12001.290
611.108	11968.860
611.237	11983.634
611.365	11966.204
611.493	11936.935
611.621	11941.720
611.749	11964.957
611.877	11994.925
612.005	11977.527
612.133	12017.860
612.262	11977.656
612.390	12023.258
612.518	12063.129
612.646	11997.548
612.774	12060.452
612.902	12066.108
613.030	12075.172
613.158	12020.581
613.287	12114.699
613.415	12017.645
613.543	12053.301
613.671	12011.667
613.799	12050.989
613.927	12087.860
614.055	12110.398
614.183	12119.785
614.312	12061.796
614.440	12229.151
614.568	12173.280
614.696	12178.355
614.824	12152.699
614.952	12203.849
615.080	12222.462
615.208	12292.290
615.337	12342.968
615.465	12252.903
615.593	12331.677
615.721	12311.624
615.849	12394.226
615.977	12337.753
616.105	12380.226
616.233	12377.022
616.362	12428.183
616.490	12392.871
616.618	12442.398
616.746	12556.344
616.874	12516.978
617.002	12494.978
617.130	12533.387
617.258	12499.570
617.387	12483.656
617.515	12539.925
617.643	12519.882
617.771	12625.505
617.899	12553.613
618.027	12601.333
618.155	12597.527
618.283	12634.108
618.412	12610.699
618.540	12696.462
618.668	12589.548
618.796	12637.075
618.924	12577.720
619.052	12609.366
619.180	12559.118
619.308	12572.398
619.437	12593.753
619.565	12600.011
619.693	12573.301
619.821	12621.548
619.949	12562.473
620.077	12612.946
620.205	12617.946
620.333	12614.151
620.462	12561.645
620.590	12602.538
620.718	12602.968
620.846	12613.914
620.974	12584.043
621.102	12645.624
621.230	12617.559
621.358	12730.882
621.487	12559.667
621.615	12628.634
621.743	12514.527
621.871	12570.075
621.999	12520.849
622.127	12560.860
622.255	12493.398
622.383	12498.000
622.512	12502.538
622.640	12478.591
622.768	12577.258
622.896	12590.742
623.024	12542.602
623.152	12481.989
623.280	12586.699
623.408	12514.011
623.537	12541.559
623.665	12480.301
623.793	12568.161
623.921	12519.978
624.049	12505.366
624.177	12477.108
624.305	12465.333
624.433	12487.151
624.562	12503.398
624.690	12603.935
624.818	12423.925
624.946	12468.065
625.074	12423.097
625.202	12415.624
625.330	12443.065
625.458	12538.548
625.587	12406.226
625.715	12475.247
625.843	12440.957
625.971	12455.043
626.099	12444.366
626.227	12429.022
626.355	12362.376
626.483	12444.129
626.612	12388.226
626.740	12413.409
626.868	12412.516
626.996	12466.817
627.124	12407.495
627.252	12398.817
627.380	12407.430
627.508	12358.495
627.637	12447.828
627.765	12437.570
627.893	12449.140
628.021	12485.333
628.149	12414.484
628.277	12499.699
628.405	12461.129
628.533	12438.430
628.662	12439.290
628.790	12521.731
628.918	12464.097
629.046	12575.226
629.174	12451.011
629.302	12476.731
629.430	12401.957
629.558	12493.570
629.687	12400.280
629.815	12446.753
629.943	12568.581
630.071	12505.452
630.199	12495.054
630.327	12495.237
630.455	12536.753
630.583	12532.903
630.712	12535.366
630.840	12541.065
630.968	12530.366
631.096	12520.280
631.224	12522.978
631.352	12652.194
631.480	12575.505
631.608	12718.624
631.737	12540.710
631.865	12672.710
631.993	12615.753
632.121	12750.570
632.249	12597.215
632.377	12591.720
632.505	12604.398
632.633	12627.978
632.762	12564.624
632.890	12589.527
633.018	12640.118
