lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
658.771,24151.333,21393.712,22772.5225,141.591,23236.846,40763.26,44759.587,45560.538,32284.702,33117.548,36076.087,32176.788,26192.163,28550.308,26295.721,35794.596,27541.654,27221.019,28121.971,26053.75
658.899,24017.29,21220.933,22619.1115,142.237,23134.202,40641.019,44712.923,45502.952,32139.971,32966.885,35941.5,32100.615,26088.654,28419.048,26213.433,35650.962,27455.452,27105.423,28046.308,25952.712
659.027,24011.817,21235.962,22623.889499999997,141.903,23126.481,40527.173,44671.0,45464.029,32119.577,32970.452,35914.558,31934.683,26028.817,28377.308,26180.654,35631.337,27386.038,27079.404,28050.702,25895.837
659.155,23974.129,21141.135,22557.631999999998,135.613,23070.683,40466.375,44649.048,45332.644,32087.625,32868.327,35878.452,31897.452,26005.548,28272.558,26127.288,35646.721,27412.606,27102.856,28015.663,25860.01
659.283,23906.871,21085.077,22495.974000000002,138.516,23004.654,40272.067,44539.298,45316.423,31919.904,32789.615,35721.74,31809.471,25885.721,28180.702,26039.567,35529.577,27318.913,26970.692,27919.683,25762.154
659.412,23819.258,21066.327,22442.792500000003,130.892,22972.567,40245.817,44522.615,45193.269,31929.26,32747.096,35664.24,31732.885,25844.433,28134.106,26020.067,35537.048,27296.471,26914.471,27811.394,25759.529
659.54,23810.925,21012.663,22411.794,136.871,22940.856,40183.942,44552.683,45162.144,31928.433,32669.683,35626.202,31709.99,25802.596,28117.317,25997.394,35516.625,27276.365,26898.125,27807.163,25740.096
659.668,23811.065,21020.865,22415.965,145.28,22883.51,40138.788,44540.923,45122.779,31905.279,32646.25,35614.75,31724.76,25789.788,28092.337,26054.096,35518.26,27306.673,26940.173,27864.788,25657.683
659.796,23857.796,21109.49,22483.643,137.172,22988.077,40085.548,44554.327,45128.904,31942.952,32771.462,35639.913,31662.163,25836.125,28119.212,26173.5,35581.067,27314.183,27002.481,27856.817,25770.673
659.924,23807.022,21101.942,22454.482,139.366,22917.087,40025.673,44510.587,45094.327,31948.173,32718.077,35585.327,31617.327,25808.865,28030.529,26075.904,35528.596,27333.442,26970.038,27837.404,25708.288
660.052,23833.032,21100.212,22466.622,148.172,23028.365,39998.529,44605.529,45189.279,31987.721,32804.74,35630.183,31654.019,25913.74,28111.462,26207.798,35686.231,27389.913,27038.798,27941.154,25792.279
660.18,23765.333,21076.952,22421.1425,136.505,22949.192,39961.394,44616.308,45111.019,31858.577,32640.096,35512.462,31617.596,25743.702,28028.279,26117.029,35603.317,27335.913,26933.837,27835.154,25668.163
660.308,23769.441,21080.712,22425.0765,134.935,22970.019,39957.337,44588.721,45155.356,31940.51,32677.452,35474.894,31637.654,25827.327,28091.885,26072.981,35622.231,27376.288,26920.346,27819.337,25700.567
660.437,23681.753,21013.798,22347.7755,142.828,22920.462,39872.913,44626.702,45075.865,31889.76,32584.212,35406.163,31531.462,25671.125,27974.846,26069.913,35593.779,27266.981,26855.981,27775.721,25650.846
660.565,23609.301,20902.702,22256.0015,137.645,22842.673,39661.279,44453.567,44946.865,31744.798,32422.067,35221.327,31346.808,25571.615,27809.885,25988.394,35468.808,27184.183,26789.5,27627.192,25516.163
660.693,23470.602,20736.875,22103.7385,139.796,22710.154,39436.538,44323.346,44713.779,31561.375,32275.413,35062.529,31164.433,25403.846,27652.269,25808.538,35303.894,27031.452,26591.288,27485.077,25319.462
660.821,23568.376,20899.269,22233.822500000002,137.763,22729.385,39515.635,44302.654,44739.038,31691.317,32433.99,35096.462,31293.394,25508.721,27787.49,25954.894,35468.952,27112.192,26711.375,27591.231,25462.875
660.949,23399.581,20710.779,22055.18,140.237,22452.663,39191.096,44149.231,44499.913,31469.115,32182.375,34834.99,31045.538,25326.865,27533.144,25774.769,35258.471,26969.423,26513.481,27395.24,25242.394
661.077,23420.613,20715.365,22067.989,137.194,22554.231,39170.077,44171.788,44531.644,31482.625,32148.702,34934.692,30989.096,25310.769,27574.567,25793.779,35282.413,26958.192,26590.865,27432.087,25214.423
661.205,23528.237,20822.394,22175.3155,135.903,22723.481,39288.25,44311.423,44650.702,31644.202,32327.26,35018.365,31134.683,25433.365,27654.26,25951.74,35424.712,27182.269,26649.519,27529.885,25341.865
661.333,23338.989,20660.365,21999.677000000003,127.409,22530.298,39079.894,44111.404,44508.423,31438.529,32077.231,34796.635,30905.029,25252.712,27455.692,25756.615,35257.154,26938.462,26442.077,27320.471,25160.125
661.462,23255.247,20559.25,21907.2485,141.129,22498.952,38904.894,44061.942,44419.163,31333.74,32015.279,34715.577,30813.519,25161.24,27348.769,25672.0,35160.077,26885.788,26394.923,27267.577,25085.5
661.59,23313.387,20634.413,21973.9,137.849,22467.115,38876.548,44060.269,44353.221,31351.971,32035.279,34713.298,30787.481,25162.846,27401.894,25725.269,35192.519,26974.962,26479.865,27296.24,25163.029
661.718,23137.355,20489.077,21813.216,153.645,22325.038,38635.74,43947.337,44114.846,31298.933,31841.038,34520.74,30629.337,25030.587,27301.394,25659.865,35049.096,26852.5,26290.808,27155.538,24964.74
661.846,23150.914,20492.673,21821.7935,133.011,22387.452,38683.067,43987.875,44197.942,31297.885,31900.019,34520.75,30612.721,25044.837,27278.481,25638.615,35125.212,26849.183,26296.423,27173.106,24974.779
661.974,23065.656,20415.375,21740.5155,141.484,22308.048,38592.644,43873.827,44162.058,31238.933,31802.885,34388.74,30459.519,24930.25,27145.51,25553.077,35054.885,26782.019,26164.558,27090.462,24889.452
662.102,23050.086,20396.433,21723.2595,142.29,22266.74,38475.019,43898.394,44064.375,31127.471,31699.404,34307.221,30507.269,24906.538,27135.0,25562.452,35045.404,26748.49,26174.163,27089.163,24848.885
662.23,23033.667,20351.76,21692.713499999998,152.29,22192.587,38396.913,43838.529,43933.24,31077.74,31641.24,34227.5,30314.808,24830.077,27038.558,25526.106,34938.481,26711.298,26134.846,26993.519,24784.115
662.358,22852.247,20173.798,21513.0225,134.688,22048.24,38209.029,43665.856,43812.394,30998.192,31479.471,34127.885,30230.192,24683.692,26890.385,25387.875,34860.933,26567.404,26006.452,26889.721,24720.74
662.487,22891.828,20239.663,21565.7455,144.172,22093.712,38192.702,43757.894,43855.26,31025.404,31513.558,34093.875,30240.76,24715.913,26969.673,25435.606,34930.981,26650.817,26051.577,26886.5,24692.308
662.615,22852.409,20240.962,21546.6855,138.774,22084.923,38135.74,43699.529,43873.769,30931.298,31525.837,34081.952,30196.788,24712.731,26871.135,25360.413,34864.913,26554.01,26032.288,26900.856,24668.933
662.743,22840.796,20150.038,21495.417,138.183,22013.779,37971.067,43643.529,43768.077,30950.885,31430.779,33957.221,30112.01,24649.029,26795.471,25374.567,34862.029,26546.971,25975.163,26816.5,24591.394
662.871,22773.398,20189.885,21481.641499999998,139.194,22005.163,37990.712,43614.971,43741.462,30930.5,31416.885,33922.163,30058.038,24684.135,26782.981,25409.26,34869.5,26537.865,25926.077,26820.058,24663.413
662.999,22667.151,20072.25,21369.7005,134.301,21947.423,37846.827,43534.692,43605.096,30868.087,31311.231,33842.356,29895.894,24508.663,26646.231,25313.135,34752.327,26495.067,25873.029,26708.26,24522.154
663.127,22628.161,20027.587,21327.874,139.323,21816.356,37710.596,43474.721,43451.442,30763.452,31172.779,33759.433,29883.548,24493.606,26601.01,25235.096,34736.433,26439.933,25783.942,26689.183,24400.308
663.255,22610.258,20011.125,21310.6915,143.204,21849.606,37650.212,43451.635,43420.519,30660.01,31150.462,33689.817,29764.856,24403.846,26548.375,25157.279,34687.952,26388.365,25759.308,26605.827,24380.183
663.383,22715.656,20087.817,21401.7365,142.731,21927.952,37660.24,43483.856,43510.74,30787.269,31302.337,33753.683,29827.885,24508.577,26586.135,25342.712,34854.654,26500.808,25864.212,26678.154,24444.692
663.512,22480.871,19894.721,21187.796000000002,138.161,21713.327,37452.375,43340.683,43314.99,30617.096,31038.106,33505.74,29642.26,24304.856,26377.538,25153.981,34660.269,26317.673,25674.192,26473.904,24288.971
663.64,22450.312,19910.654,21180.483,135.226,21744.923,37372.74,43309.702,43270.038,30588.317,31079.673,33532.375,29616.913,24272.154,26419.654,25182.144,34658.788,26281.75,25712.163,26511.846,24271.74
663.768,22469.409,19942.077,21205.743000000002,136.957,21720.212,37334.856,43430.577,43275.577,30633.913,30975.058,33519.317,29583.394,24330.298,26382.817,25208.0,34696.394,26354.962,25682.327,26497.183,24275.962
663.896,22406.935,19874.615,21140.775,146.258,21632.356,37213.077,43283.375,43226.846,30539.019,30910.577,33352.923,29484.058,24245.798,26316.702,25074.827,34614.606,26207.538,25630.096,26412.587,24183.327
664.024,22387.699,19776.702,21082.2005,135.011,21593.837,37175.106,43245.981,43153.125,30524.712,30910.567,33355.202,29438.635,24164.673,26261.846,25095.096,34600.779,26260.923,25579.971,26434.817,24186.26
664.152,22335.989,19803.837,21069.913,145.849,21617.462,37030.548,43175.413,43098.548,30449.76,30845.837,33307.673,29378.654,24103.904,26197.356,25104.471,34568.519,26268.913,25550.923,26345.337,24139.144
664.28,22369.086,19781.663,21075.374499999998,137.043,21622.74,37033.423,43248.885,43118.452,30513.087,30868.25,33257.971,29389.74,24124.779,26224.865,25109.077,34630.433,26241.231,25590.99,26368.288,24201.529
664.408,22233.118,19657.433,20945.2755,141.473,21475.875,36868.798,43118.192,42942.587,30377.683,30718.712,33076.346,29252.865,24020.692,26083.01,24973.952,34559.327,26110.933,25450.663,26257.558,23996.529
664.537,22204.667,19650.808,20927.737500000003,140.011,21459.981,36803.808,43076.538,42891.577,30356.26,30665.231,33055.913,29187.135,23994.702,26029.279,24983.077,34501.837,26094.606,25475.269,26241.423,23958.683
664.665,22193.333,19643.99,20918.661500000002,153.806,21406.183,36787.673,43021.51,42870.529,30320.279,30685.644,33041.375,29138.952,23996.038,26031.269,24940.154,34553.548,26131.76,25409.654,26278.952,23975.163
664.793,22163.71,19605.596,20884.653,146.366,21428.558,36703.74,42938.24,42815.212,30270.077,30571.125,33000.24,29133.856,23958.913,25977.308,24990.077,34490.952,26108.26,25409.135,26208.365,23965.317
664.921,22045.871,19561.048,20803.459499999997,135.774,21338.154,36638.423,43026.308,42713.519,30240.077,30513.587,32957.24,29021.596,23875.587,25894.885,24881.221,34481.837,26074.144,25358.365,26136.971,23836.25
665.049,22116.57,19593.519,20855.0445,136.183,21381.615,36578.337,43005.615,42785.865,30270.183,30521.327,32959.885,29089.567,23884.548,25914.923,24996.048,34496.279,26126.913,25411.827,26142.538,23913.558
665.177,22039.441,19462.202,20750.8215,130.613,21262.933,36503.625,42865.606,42677.452,30158.529,30476.317,32825.548,28906.692,23770.99,25788.212,24892.721,34376.26,25994.481,25287.702,26049.413,23810.99
665.305,22021.656,19482.231,20751.9435,139.022,21294.029,36373.827,42895.635,42657.923,30158.529,30432.462,32796.529,28884.288,23758.779,25820.404,24874.654,34455.538,26066.346,25300.981,26115.538,23777.635
665.433,21969.677,19453.115,20711.396,134.839,21255.135,36365.365,42851.673,42590.25,30163.452,30392.548,32713.087,28887.481,23697.481,25750.913,24841.856,34348.394,26008.404,25260.712,26007.096,23734.798
665.562,22055.151,19553.894,20804.5225,150.301,21287.76,36390.135,42883.365,42709.356,30221.24,30459.51,32848.106,28878.894,23819.856,25817.337,24994.625,34565.856,26142.615,25366.731,26167.644,23827.788
665.69,21921.226,19417.163,20669.194499999998,136.215,21190.394,36160.481,42700.587,42498.5,30042.183,30281.452,32673.798,28670.519,23680.01,25666.356,24783.24,34408.0,26006.904,25201.99,25972.5,23711.51
665.818,22015.591,19515.731,20765.661,139.269,21263.827,36266.048,42837.048,42562.808,30188.058,30413.471,32751.308,28836.538,23780.269,25740.769,24944.577,34554.269,26117.644,25292.99,26066.49,23809.452
665.946,21840.14,19302.769,20571.4545,141.043,21032.644,36025.279,42618.683,42321.327,29954.74,30145.837,32505.74,28578.606,23513.788,25526.096,24719.596,34322.885,25918.308,25074.308,25848.75,23537.067
666.074,21769.527,19259.096,20514.3115,153.43,21040.058,35927.019,42549.173,42320.615,29924.952,30100.365,32435.606,28503.038,23544.567,25466.048,24686.577,34295.51,25827.231,25025.596,25861.894,23506.76
666.202,21731.72,19226.038,20478.879,137.258,20975.606,35843.769,42541.337,42272.413,29907.173,30041.317,32368.548,28445.471,23481.337,25438.404,24677.067,34317.865,25868.365,25010.385,25822.375,23497.077
666.33,21656.731,19182.029,20419.379999999997,138.043,20957.663,35831.269,42565.308,42191.481,29834.942,30058.24,32321.548,28454.683,23408.837,25367.981,24636.404,34275.635,25797.25,25002.115,25718.663,23413.971
666.458,21987.774,19467.183,20727.4785,657.925,21221.894,35780.067,42600.981,42275.913,29988.173,30185.029,32527.721,28639.433,23700.654,25645.308,24872.462,34441.74,26060.692,25267.413,25960.0,23696.702
666.587,21630.72,19125.933,20378.326500000003,145.495,20889.385,35567.606,42512.029,42152.587,29763.337,29929.721,32202.788,28266.106,23331.452,25309.731,24581.827,34283.692,25773.346,24922.356,25691.769,23400.913
666.715,21577.634,19088.846,20333.239999999998,150.398,20823.942,35536.0,42415.625,42070.154,29762.106,29870.067,32193.327,28226.75,23314.394,25266.712,24573.24,34230.385,25736.029,24881.837,25682.885,23298.5
666.843,21505.194,19023.615,20264.4045,142.839,20824.673,35479.548,42351.154,41939.683,29649.231,29835.981,32079.529,28137.298,23196.192,25189.615,24507.0,34159.279,25705.038,24793.587,25641.413,23279.933
666.971,21500.108,19018.048,20259.078,142.817,20792.51,35391.375,42305.087,41976.596,29643.077,29787.663,32013.231,28121.952,23220.058,25092.712,24482.26,34119.663,25692.087,24778.019,25578.846,23248.481
667.099,21472.473,18986.01,20229.2415,137.473,20684.885,35308.058,42329.24,41915.769,29643.404,29749.279,32020.865,28134.212,23190.115,25094.26,24486.404,34163.981,25669.702,24803.154,25569.519,23260.567
667.227,21488.817,19025.019,20256.917999999998,148.763,20743.202,35261.269,42309.423,41947.048,29643.298,29770.221,31973.087,28121.846,23221.971,25114.721,24536.615,34254.981,25699.692,24874.346,25612.673,23294.894
667.355,21468.774,18980.5,20224.637000000002,146.613,20708.077,35171.26,42272.221,41893.221,29609.606,29736.74,31966.288,28066.577,23155.144,25079.192,24541.058,34149.663,25696.99,24803.779,25581.769,23220.231
667.483,21319.183,18869.875,20094.529000000002,136.097,20644.635,35103.404,42219.827,41805.846,29509.538,29599.615,31842.971,27960.865,23092.51,24955.865,24448.538,34054.846,25606.798,24699.731,25451.173,23119.135
667.612,21396.462,18923.635,20160.048499999997,138.968,20715.308,35135.452,42237.798,41852.26,29555.01,29638.058,31822.279,27963.962,23157.029,24986.452,24520.548,34214.615,25652.702,24786.99,25476.731,23171.106
667.74,21283.215,18866.317,20074.766,131.355,20613.702,34937.385,42102.567,41688.413,29472.356,29516.144,31709.106,27828.779,23017.615,24880.49,24391.337,34152.567,25637.048,24692.375,25450.625,23076.183
667.868,21238.247,18759.769,19999.008,142.849,20510.5,34810.452,42107.058,41651.375,29402.798,29476.038,31663.413,27805.279,22903.721,24820.625,24361.394,34059.048,25543.087,24593.077,25344.135,22981.567
667.996,21237.839,18806.269,20022.054,130.742,20521.519,34835.519,42017.154,41624.019,29402.837,29459.644,31605.596,27753.154,22938.567,24768.702,24356.548,34093.683,25507.048,24666.221,25331.26,22990.952
668.124,21256.462,18790.683,20023.572500000002,138.882,20505.962,34733.163,41991.817,41588.75,29391.942,29447.231,31574.49,27697.481,22900.029,24828.567,24366.923,34046.183,25539.413,24621.798,25333.962,22943.125
668.252,21317.817,18862.894,20090.355499999998,142.667,20566.673,34693.538,42077.346,41622.798,29442.663,29467.865,31602.462,27710.577,22935.904,24815.038,24428.317,34164.673,25599.712,24660.087,25383.462,22975.317
668.38,21099.183,18646.538,19872.860500000003,155.591,20408.077,34528.423,41900.25,41451.923,29238.731,29261.375,31412.0,27517.654,22791.625,24627.481,24261.413,33953.308,25449.442,24501.625,25207.904,22831.135
668.508,21159.333,18673.538,19916.4355,146.398,20405.125,34501.192,41917.683,41540.538,29316.894,29262.865,31417.798,27484.74,22796.808,24638.885,24268.981,34027.375,25516.394,24492.904,25232.029,22867.077
668.637,21017.161,18576.808,19796.9845,137.925,20283.885,34312.538,41796.942,41344.125,29140.442,29155.798,31251.673,27410.731,22697.471,24514.74,24154.673,33888.356,25362.096,24432.019,25115.433,22755.269
668.765,20987.075,18575.76,19781.4175,135.548,20252.135,34226.837,41728.135,41245.808,29204.135,29125.154,31251.779,27374.913,22708.981,24499.567,24207.788,33920.077,25378.635,24398.144,25099.913,22713.644
668.893,20920.57,18479.087,19699.8285,140.366,20247.644,34125.538,41684.231,41193.327,29038.538,29026.75,31102.442,27294.01,22573.0,24475.346,24141.385,33830.817,25340.721,24341.894,25006.654,22644.385
669.021,20856.28,18464.087,19660.1835,148.441,20148.654,34021.356,41604.904,41129.394,28983.125,29026.202,31089.76,27201.221,22574.24,24375.587,24094.49,33871.567,25292.51,24309.654,24977.663,22620.154
669.149,20918.871,18497.346,19708.108500000002,133.828,20174.038,34012.317,41559.76,41081.49,29036.183,29011.5,31033.269,27199.952,22552.058,24352.298,24099.288,33864.433,25293.702,24304.279,25043.933,22654.769
669.277,20761.0,18361.356,19561.178,139.118,20016.885,33908.192,41610.596,40982.971,28880.817,28878.933,30882.663,27021.404,22410.76,24249.587,24029.846,33738.019,25177.49,24202.702,24894.721,22472.202
669.405,20902.237,18482.394,19692.3155,144.14,20184.471,33887.087,41561.51,41044.827,28995.942,28978.74,31007.452,27125.337,22527.01,24340.048,24185.385,33883.587,25318.317,24319.375,24991.654,22639.548
669.533,20866.151,18411.067,19638.609,141.419,20139.173,33792.567,41559.663,40959.5,28907.798,28863.712,30905.74,27039.077,22465.654,24256.635,24111.413,33797.827,25259.529,24234.5,24935.337,22561.298
669.662,20768.065,18302.923,19535.494,142.301,19986.856,33632.962,41392.029,40820.769,28832.048,28734.452,30774.183,26908.885,22338.385,24145.587,24006.462,33737.76,25178.74,24129.74,24782.654,22431.625
669.79,20670.86,18291.817,19481.338499999998,143.602,19981.529,33513.769,41339.529,40712.077,28776.712,28694.154,30676.452,26816.923,22342.49,24095.087,23961.115,33674.202,25132.202,24101.221,24775.75,22370.49
669.918,20718.516,18217.663,19468.089500000002,132.032,19912.308,33487.885,41334.635,40753.923,28747.74,28646.135,30635.721,26793.548,22260.375,24075.769,23927.279,33705.74,25133.644,24104.538,24760.971,22378.019
670.046,20772.538,18353.538,19563.038,135.839,20022.481,33496.452,41379.712,40797.087,28810.423,28759.981,30668.019,26825.154,22372.135,24145.442,24076.317,33812.788,25221.923,24124.635,24844.587,22424.356
670.174,20525.731,18098.279,19312.004999999997,135.86,19822.25,33223.25,41207.25,40516.846,28617.596,28424.269,30458.471,26624.423,22150.452,23847.51,23833.827,33570.865,24986.183,23942.221,24634.827,22226.077
670.302,20525.774,18097.058,19311.416,140.204,19774.865,33115.087,41112.615,40411.962,28511.644,28387.933,30395.0,26509.163,22093.663,23844.26,23766.769,33454.365,24968.404,23866.346,24525.115,22190.24
670.43,20401.151,18032.087,19216.619,143.312,19695.394,32963.5,41014.25,40340.067,28484.433,28264.625,30316.817,26453.779,21994.019,23737.856,23724.135,33437.894,24912.462,23787.125,24419.231,22078.904
670.558,20457.946,18036.692,19247.319,139.097,19722.269,32911.212,41065.413,40316.913,28540.231,28337.385,30277.721,26382.019,22054.5,23774.731,23795.702,33469.346,24953.279,23847.49,24527.644,22064.885
670.687,20567.989,18123.481,19345.735,138.731,19798.077,33034.904,41069.202,40367.933,28537.558,28383.51,30341.221,26506.74,22110.481,23806.096,23861.221,33581.596,25059.519,23985.125,24614.596,22193.538
670.815,20313.817,17897.048,19105.4325,131.763,19582.635,32746.288,40905.99,40202.5,28297.644,28152.058,30086.548,26254.163,21865.433,23598.808,23650.846,33339.99,24841.231,23720.317,24338.808,21980.894
670.943,20346.0,17954.712,19150.356,142.194,19612.365,32690.058,40824.471,40131.279,28300.413,28160.25,30019.25,26226.038,21869.769,23631.567,23686.462,33401.019,24840.99,23743.221,24368.212,21979.942
671.071,20203.882,17828.683,19016.2825,134.204,19469.875,32549.865,40756.49,39960.817,28201.817,28016.971,29914.769,26074.817,21788.856,23489.231,23574.702,33260.981,24755.0,23615.192,24228.606,21894.51
671.199,20134.796,17749.721,18942.2585,129.505,19460.442,32358.019,40641.538,39904.163,28101.269,27887.558,29763.26,26013.856,21691.356,23392.394,23528.577,33201.798,24687.952,23565.779,24152.038,21793.317
671.327,20128.624,17769.933,18949.2785,140.882,19371.231,32310.981,40653.885,39812.0,28119.375,27884.827,29750.625,26028.673,21681.452,23381.058,23510.635,33223.933,24670.577,23531.163,24135.115,21742.529
671.455,20178.333,17764.712,18971.5225,164.688,19418.346,32323.317,40593.606,39816.356,28088.135,27844.221,29768.673,25995.587,21728.096,23405.788,23529.856,33229.154,24715.913,23533.702,24161.654,21777.096
671.583,20085.624,17674.029,18879.8265,135.129,19313.298,32140.519,40493.904,39712.577,28064.894,27790.538,29653.481,25851.154,21599.24,23239.683,23431.298,33155.625,24575.269,23468.817,24074.971,21657.75
671.712,20044.978,17607.163,18826.0705,136.022,19318.125,32087.635,40440.817,39655.163,27903.837,27728.923,29566.077,25805.298,21573.048,23228.933,23362.173,33101.875,24625.481,23449.308,24008.74,21646.048
671.84,19997.849,17644.769,18821.309,142.161,19298.51,32015.692,40391.048,39550.462,27970.49,27714.385,29524.635,25746.981,21541.471,23218.0,23470.548,33085.346,24624.635,23409.096,24039.558,21630.365
671.968,20086.247,17729.298,18907.7725,138.022,19364.538,32016.183,40409.221,39612.221,27994.413,27707.01,29603.202,25818.087,21580.827,23288.298,23529.01,33239.529,24681.981,23527.231,24078.798,21729.375
672.096,20006.097,17678.288,18842.1925,137.247,19325.654,31880.288,40299.644,39503.356,27943.212,27659.106,29448.433,25701.817,21539.75,23193.452,23436.231,33116.788,24551.933,23398.923,24013.077,21605.067
672.224,19814.516,17452.683,18633.5995,132.032,19083.25,31683.942,40192.529,39264.663,27709.452,27434.529,29218.885,25528.183,21300.885,22995.26,23228.288,32921.788,24440.808,23186.635,23797.115,21428.481
672.352,19742.613,17436.413,18589.513,138.269,19033.587,31503.413,40108.5,39218.048,27669.048,27379.317,29135.923,25420.192,21259.135,22946.798,23198.385,32892.606,24333.173,23154.548,23783.837,21366.558
672.48,19643.097,17355.625,18499.361,145.591,18929.808,31381.644,40019.577,39122.635,27523.212,27323.654,28989.606,25282.163,21182.298,22803.894,23111.231,32801.356,24296.298,23097.769,23667.942,21243.356
672.608,19663.462,17360.952,18512.207000000002,135.806,18941.808,31353.865,39999.635,39069.154,27539.038,27242.115,28996.981,25247.337,21146.154,22790.183,23114.731,32784.731,24306.923,23110.029,23664.144,21304.01
672.737,19594.28,17289.413,18441.8465,139.043,18874.423,31192.788,39874.308,38899.048,27418.865,27081.058,28897.327,25173.106,21078.683,22689.692,23098.356,32669.567,24225.692,22979.567,23546.144,21177.99
672.865,19524.656,17224.394,18374.525,141.151,18817.837,31089.894,39846.952,38814.702,27385.231,27057.875,28826.663,25099.51,21012.096,22646.154,23043.702,32612.087,24141.202,22946.24,23542.577,21139.856
672.993,19460.129,17205.933,18333.031000000003,142.022,18762.029,30940.231,39646.654,38705.144,27303.067,26966.442,28723.894,25001.731,21014.125,22625.817,22956.317,32580.385,24138.75,22860.808,23456.827,21056.712
673.121,19382.032,17118.481,18250.2565,137.194,18705.01,30832.894,39600.731,38618.635,27247.298,26885.442,28561.106,24901.51,20881.596,22521.952,22857.029,32526.587,24101.356,22855.452,23381.99,20997.288
673.249,19385.054,17113.952,18249.503,130.935,18665.51,30744.558,39537.635,38590.231,27184.202,26799.308,28543.654,24845.327,20879.019,22454.702,22836.75,32499.49,24023.673,22788.26,23355.567,20976.269
673.377,19280.677,17003.471,18142.074,135.301,18572.26,30619.471,39434.231,38412.904,27131.76,26729.673,28403.952,24753.308,20836.0,22345.712,22821.019,32448.019,23994.067,22738.356,23279.385,20903.115
673.505,19226.742,16996.981,18111.8615,134.043,18532.971,30543.952,39401.817,38347.5,27031.385,26642.74,28346.587,24682.442,20760.933,22296.942,22759.923,32394.606,23996.625,22700.26,23261.375,20840.846
673.633,19293.591,16999.202,18146.396500000003,141.785,18588.471,30459.548,39370.548,38334.615,27024.154,26670.981,28372.5,24654.106,20760.865,22336.298,22794.577,32403.173,23974.885,22717.317,23274.221,20863.827
673.762,19147.495,16941.202,18044.3485,132.645,18441.0,30355.49,39288.798,38196.856,26923.51,26498.942,28238.606,24560.202,20658.0,22191.327,22633.163,32278.952,23855.558,22596.49,23163.644,20758.827
673.89,19178.183,16917.183,18047.683,136.742,18469.375,30254.077,39165.606,38106.135,26867.183,26513.337,28125.183,24503.923,20643.798,22182.49,22648.99,32281.5,23899.731,22565.721,23094.413,20718.212
674.018,19151.548,16913.058,18032.303,134.409,18449.038,30222.038,39160.712,38023.154,26881.288,26447.365,28093.606,24515.798,20668.048,22122.981,22684.462,32251.788,23851.827,22586.327,23073.423,20697.317
674.146,19073.419,16819.51,17946.464500000002,137.989,18319.798,30018.49,39034.077,37918.538,26722.337,26328.875,27963.183,24332.558,20499.087,21999.115,22537.019,32138.471,23746.019,22479.423,22959.269,20545.481
674.274,19020.828,16758.163,17889.4955,132.667,18314.144,29933.702,39022.202,37921.519,26669.99,26294.587,27895.644,24284.298,20479.058,22014.76,22527.625,32174.269,23754.077,22431.519,22943.875,20558.038
674.402,19011.753,16784.971,17898.362,135.43,18302.942,29850.529,38937.904,37787.019,26672.817,26222.144,27871.096,24207.942,20421.567,21939.115,22500.317,32122.212,23735.067,22450.154,22890.154,20557.423
674.53,18908.355,16677.875,17793.114999999998,145.075,18206.25,29753.029,38878.231,37760.683,26552.587,26098.875,27686.01,24120.577,20331.452,21865.26,22419.096,32020.808,23647.712,22356.817,22836.817,20451.019
674.658,18803.28,16604.654,17703.966999999997,136.484,18102.394,29565.356,38792.048,37539.51,26486.885,26019.481,27579.654,23988.933,20239.5,21725.394,22378.327,31929.885,23551.279,22223.173,22741.077,20358.163
674.787,18769.591,16553.942,17661.766499999998,140.312,18026.971,29430.135,38708.587,37463.221,26395.125,25923.596,27461.0,23896.875,20209.442,21639.798,22242.413,31883.577,23483.433,22178.731,22707.115,20288.183
674.915,18830.86,16644.385,17737.622499999998,140.366,18177.788,29521.288,38729.548,37528.26,26424.856,25948.49,27550.038,23943.221,20292.019,21772.827,22366.317,31973.346,23613.529,22260.75,22791.269,20394.087
675.043,18689.333,16445.481,17567.407,138.118,17968.471,29263.817,38520.683,37307.74,26275.423,25799.596,27338.212,23823.365,20115.413,21569.269,22194.885,31803.558,23470.0,22084.798,22608.5,20200.25
675.171,18646.194,16461.519,17553.8565,147.57,17917.5,29117.971,38402.817,37138.413,26196.394,25707.471,27254.327,23665.769,20073.192,21501.173,22158.962,31709.192,23370.952,22033.365,22510.279,20094.51
675.299,18502.828,16381.144,17441.986,142.667,17858.625,29016.952,38354.635,37058.683,26096.846,25619.567,27130.981,23583.173,19980.471,21435.923,22118.413,31664.144,23292.75,21936.269,22451.74,20029.952
675.427,18498.301,16289.202,17393.7515,134.914,17828.567,28876.606,38237.817,36993.779,26016.471,25511.702,27019.577,23483.558,19888.779,21298.683,22036.519,31571.154,23262.923,21903.538,22359.596,19991.279
675.555,18440.086,16256.442,17348.264,140.946,17770.154,28784.788,38258.51,36916.462,26035.433,25420.471,26987.49,23441.231,19909.048,21295.702,21989.49,31589.962,23218.125,21866.019,22312.481,19985.356
