lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
762.808,1644.935,1351.76,1498.3474999999999,165.097,1558.596,1903.375,2296.635,2283.558,2476.346,2818.673,2063.337,1679.558,1544.74,1592.442,1676.298,2498.596,2894.49,3002.885,2287.856,1784.077
762.937,1632.323,1337.423,1484.873,157.828,1548.154,1863.538,2277.106,2243.24,2391.385,2719.529,2046.019,1663.779,1536.731,1569.606,1655.635,2414.5,2795.606,2911.529,2251.596,1760.375
763.065,1618.742,1325.587,1472.1644999999999,144.968,1519.375,1837.596,2241.538,2207.24,2390.663,2738.856,2017.548,1631.644,1522.346,1551.529,1637.154,2382.154,2803.894,2907.442,2241.74,1750.433
763.193,1604.452,1313.067,1458.7595000000001,146.839,1510.163,1843.067,2240.433,2204.788,2380.548,2707.327,2010.058,1628.365,1514.856,1552.596,1634.433,2402.769,2762.808,2906.067,2234.019,1732.298
763.321,1607.667,1305.0,1456.3335,145.333,1502.279,1830.76,2238.135,2201.452,2385.596,2720.452,2008.279,1617.962,1509.712,1540.981,1625.981,2397.481,2790.346,2906.452,2225.231,1737.481
763.449,1581.527,1290.731,1436.129,144.86,1490.529,1815.144,2210.5,2153.548,2358.346,2700.163,1990.173,1615.933,1491.269,1526.096,1626.75,2376.221,2749.721,2879.183,2217.558,1728.538
763.577,1579.366,1290.692,1435.029,136.677,1485.048,1801.962,2194.24,2160.202,2347.01,2685.933,1975.019,1599.683,1490.558,1515.067,1606.365,2356.279,2731.01,2862.923,2208.423,1715.115
763.705,1603.247,1312.615,1457.931,161.989,1504.962,1821.606,2200.865,2184.933,2443.279,2828.673,1994.808,1617.625,1508.327,1531.173,1620.51,2436.481,2872.5,3009.471,2217.346,1732.135
763.833,1594.065,1299.615,1446.8400000000001,156.43,1495.519,1820.048,2188.615,2167.673,2359.125,2680.106,1970.462,1608.298,1492.702,1523.173,1608.413,2371.837,2732.067,2871.096,2197.087,1719.452
763.962,1555.849,1284.0,1419.9245,146.387,1476.769,1803.837,2159.308,2147.875,2301.952,2628.538,1957.875,1584.25,1469.577,1508.663,1588.029,2336.885,2680.125,2809.769,2162.529,1693.769
764.09,1555.925,1272.587,1414.2559999999999,143.237,1471.433,1782.798,2155.087,2115.173,2318.231,2630.577,1960.712,1586.433,1464.808,1499.904,1591.24,2331.981,2663.952,2807.481,2163.038,1687.654
764.218,1551.129,1268.692,1409.9105,147.269,1472.913,1774.26,2124.769,2103.846,2298.952,2621.75,1937.971,1568.865,1459.24,1492.087,1570.606,2306.0,2637.519,2765.846,2153.144,1681.01
764.346,1546.108,1263.202,1404.655,148.742,1461.663,1769.635,2125.702,2092.096,2335.933,2684.615,1943.087,1570.279,1439.077,1479.087,1566.894,2331.856,2700.279,2872.365,2151.49,1681.135
764.474,1556.602,1269.442,1413.022,145.914,1472.221,1769.942,2130.0,2092.125,2339.606,2690.183,1939.894,1571.115,1459.106,1490.375,1562.606,2321.173,2704.49,2853.0,2151.49,1679.577
764.602,1527.785,1256.385,1392.085,140.161,1452.942,1742.567,2082.615,2064.577,2267.981,2573.115,1915.519,1551.721,1427.587,1477.76,1550.538,2282.192,2584.529,2756.702,2121.26,1660.346
764.73,1542.043,1252.115,1397.079,156.763,1442.635,1760.49,2095.577,2052.433,2268.894,2544.0,1912.971,1551.529,1439.221,1475.154,1544.212,2271.663,2560.481,2725.365,2136.01,1662.346
764.858,1526.602,1256.135,1391.3685,157.366,1439.962,1739.99,2072.038,2051.885,2272.596,2549.5,1907.567,1541.077,1430.087,1457.25,1541.231,2269.25,2569.029,2738.683,2107.269,1638.5
764.987,1533.108,1249.827,1391.4675,152.613,1444.154,1737.904,2070.096,2051.894,2281.712,2574.202,1899.269,1545.173,1430.106,1468.712,1534.865,2271.817,2571.587,2764.913,2117.173,1662.654
765.115,1498.409,1240.692,1369.5505,147.344,1416.077,1713.923,2043.337,2039.471,2248.76,2510.933,1890.192,1523.327,1411.115,1452.846,1524.288,2240.49,2534.25,2713.76,2096.394,1633.51
765.243,1496.946,1219.865,1358.4054999999998,140.925,1406.212,1701.952,2017.394,2010.798,2229.962,2510.75,1877.308,1517.913,1397.952,1432.173,1500.183,2216.577,2506.183,2698.087,2082.692,1610.029
765.371,1510.419,1229.933,1370.176,144.323,1406.837,1696.385,2025.712,2006.356,2230.163,2523.673,1873.163,1514.337,1398.327,1433.337,1511.5,2229.048,2534.654,2718.587,2080.49,1614.404
765.499,1495.516,1218.144,1356.83,141.011,1405.413,1700.029,2020.952,1998.404,2227.731,2574.846,1860.827,1504.413,1395.731,1436.346,1493.615,2218.971,2557.683,2764.683,2083.029,1614.51
765.627,1488.086,1211.817,1349.9515000000001,145.946,1404.144,1704.51,2014.298,1987.683,2230.971,2485.442,1874.567,1502.192,1398.385,1423.596,1499.346,2210.808,2465.865,2677.394,2061.625,1617.538
765.755,1480.032,1212.731,1346.3815,152.796,1393.087,1676.74,1998.038,1977.615,2205.212,2476.788,1853.75,1502.596,1390.769,1409.231,1498.74,2195.048,2446.625,2651.548,2053.769,1598.337
765.883,1475.215,1202.135,1338.675,153.129,1392.875,1664.317,1970.596,1956.548,2190.981,2469.644,1840.692,1485.769,1385.769,1420.202,1481.433,2182.24,2454.51,2644.471,2038.548,1592.981
766.012,1466.333,1212.385,1339.359,148.355,1375.827,1674.923,1966.096,1957.558,2168.933,2476.269,1828.904,1487.952,1364.452,1407.894,1472.846,2172.24,2460.962,2645.087,2040.144,1580.817
766.14,1451.946,1194.817,1323.3815,141.011,1372.221,1661.712,1953.827,1928.625,2165.26,2464.538,1826.942,1468.904,1361.173,1388.75,1463.471,2158.856,2441.308,2602.885,2020.615,1574.856
766.268,1446.591,1184.337,1315.464,142.914,1360.327,1658.327,1939.365,1925.144,2154.788,2436.154,1818.462,1462.731,1350.192,1387.221,1451.115,2142.952,2422.875,2612.298,2012.058,1561.048
766.396,1455.075,1184.279,1319.6770000000001,147.796,1358.077,1654.144,1934.019,1926.385,2166.365,2419.808,1818.519,1470.49,1348.404,1384.952,1446.712,2140.115,2411.212,2587.317,2004.308,1567.269
766.524,1448.301,1186.269,1317.2849999999999,154.871,1363.308,1638.971,1930.885,1909.769,2134.077,2425.01,1815.606,1470.115,1333.5,1387.538,1456.808,2115.173,2402.202,2584.019,2007.144,1557.462
766.652,1431.892,1162.048,1296.97,150.376,1344.019,1611.846,1908.962,1886.673,2113.452,2414.433,1797.038,1436.058,1332.356,1361.76,1429.51,2097.077,2386.24,2568.279,1983.452,1537.635
766.78,1433.753,1170.173,1301.963,149.602,1342.442,1620.317,1904.769,1886.558,2112.788,2503.731,1789.692,1457.404,1334.865,1360.317,1428.74,2108.904,2445.548,2673.606,1987.75,1547.288
766.908,1424.183,1161.519,1292.851,151.699,1343.452,1625.904,1896.269,1881.519,2109.404,2414.356,1796.644,1451.721,1333.702,1364.635,1432.24,2095.76,2383.144,2559.212,1992.26,1534.375
767.037,1426.516,1175.067,1300.7915,162.989,1345.375,1627.798,1904.692,1866.558,2110.26,2473.962,1798.721,1453.25,1331.308,1361.952,1434.462,2097.375,2427.298,2632.173,1982.606,1539.846
767.165,1406.591,1153.548,1280.0695,148.839,1324.394,1595.74,1879.135,1852.885,2092.317,2405.462,1776.144,1435.25,1323.058,1339.433,1422.625,2067.644,2368.817,2580.952,1953.779,1533.673
767.293,1419.161,1158.462,1288.8115,155.194,1341.288,1599.423,1872.683,1852.519,2081.577,2404.769,1768.087,1435.644,1311.923,1348.365,1416.337,2068.154,2367.106,2546.038,1962.106,1532.952
767.421,1407.398,1153.269,1280.3335,151.946,1327.712,1583.654,1865.481,1847.423,2080.962,2427.74,1772.125,1427.663,1307.577,1350.106,1413.404,2067.029,2381.827,2566.558,1964.49,1532.096
767.549,1383.86,1127.76,1255.81,145.462,1299.865,1565.173,1846.558,1807.24,2050.76,2369.894,1748.837,1404.192,1294.538,1315.029,1386.913,2027.231,2340.5,2518.106,1923.462,1494.337
767.677,1408.409,1157.317,1282.863,162.409,1328.875,1591.721,1859.433,1848.221,2067.471,2387.702,1776.327,1435.24,1314.49,1344.538,1411.875,2046.202,2360.462,2528.827,1953.317,1537.135
767.805,1388.957,1127.115,1258.036,146.892,1298.356,1567.029,1832.538,1797.365,2036.798,2381.231,1734.183,1399.894,1283.596,1319.433,1379.952,2016.269,2328.442,2516.327,1918.923,1494.413
767.933,1373.032,1134.625,1253.8285,151.462,1302.663,1566.721,1806.913,1811.26,2027.875,2363.096,1748.288,1404.125,1283.663,1313.135,1382.942,2005.115,2323.808,2511.26,1909.875,1492.865
768.062,1372.387,1115.048,1243.7175,141.011,1292.99,1545.356,1809.288,1787.49,2018.817,2347.846,1727.596,1392.01,1282.471,1296.75,1372.385,1999.067,2304.635,2497.5,1911.115,1490.837
768.19,1364.151,1115.99,1240.0705,144.452,1285.298,1538.413,1784.49,1772.76,1996.24,2370.596,1721.058,1387.51,1263.077,1294.067,1361.173,1981.096,2313.702,2533.038,1906.481,1479.442
768.318,1366.688,1113.317,1240.0025,140.366,1276.221,1556.663,1790.308,1781.731,2016.846,2406.538,1727.952,1395.01,1259.769,1296.337,1367.885,1991.404,2335.827,2556.337,1910.942,1472.183
768.446,1341.258,1104.692,1222.975,145.108,1266.721,1520.288,1766.606,1754.01,1985.192,2341.615,1710.077,1369.096,1256.5,1290.827,1343.548,1966.904,2293.875,2487.192,1882.144,1467.481
768.574,1328.806,1095.702,1212.254,141.925,1271.74,1518.5,1772.462,1745.923,1973.385,2364.49,1699.808,1362.885,1250.385,1270.808,1332.26,1962.375,2278.413,2517.769,1881.135,1465.827
768.702,1339.688,1104.144,1221.9160000000002,144.462,1268.99,1518.654,1770.558,1764.74,1983.163,2348.788,1710.125,1368.625,1261.529,1282.769,1347.971,1961.971,2294.962,2500.385,1889.875,1467.567
768.83,1336.108,1100.721,1218.4144999999999,145.226,1261.683,1520.365,1747.337,1742.106,1971.029,2338.702,1703.481,1363.5,1248.548,1262.731,1344.942,1959.144,2275.558,2480.221,1883.981,1455.038
768.958,1324.387,1093.25,1208.8184999999999,142.43,1249.298,1509.721,1725.24,1716.846,1947.452,2301.798,1698.481,1339.663,1236.865,1265.298,1318.625,1930.548,2235.25,2455.538,1854.356,1449.269
769.087,1330.108,1100.904,1215.5059999999999,149.602,1262.413,1501.577,1743.971,1720.923,1957.683,2406.75,1690.692,1355.115,1247.221,1268.75,1329.49,1931.587,2291.019,2572.202,1881.673,1454.856
769.215,1320.527,1080.971,1200.749,152.054,1241.346,1493.615,1716.24,1705.298,1930.346,2329.548,1673.99,1342.077,1219.981,1251.24,1317.779,1907.577,2230.981,2470.865,1847.385,1435.212
769.343,1313.817,1078.942,1196.3795,151.409,1237.913,1487.548,1702.49,1711.471,1928.019,2312.846,1677.087,1341.442,1231.74,1252.308,1318.212,1906.163,2244.615,2458.269,1848.529,1432.269
769.471,1313.0,1090.817,1201.9085,149.839,1246.856,1489.462,1716.865,1709.519,1949.817,2336.365,1688.173,1349.587,1237.298,1257.25,1329.663,1912.875,2261.404,2473.798,1866.49,1450.163
769.599,1307.688,1077.769,1192.7285000000002,143.634,1234.731,1493.154,1710.058,1699.452,1916.923,2318.115,1665.365,1336.952,1216.981,1249.394,1306.183,1908.644,2235.769,2449.058,1834.327,1438.519
769.727,1302.194,1069.875,1186.0345,137.753,1225.24,1477.0,1705.298,1683.558,1911.423,2333.24,1665.74,1329.154,1215.308,1240.365,1297.433,1879.99,2222.5,2483.846,1838.827,1426.048
769.855,1298.634,1051.731,1175.1825,141.086,1213.779,1440.74,1679.202,1649.337,1884.115,2268.75,1641.519,1313.519,1192.923,1219.01,1279.942,1848.788,2183.462,2416.962,1820.981,1410.702
769.983,1322.409,1088.192,1205.3005,171.484,1239.288,1480.577,1709.529,1680.712,1915.548,2310.115,1686.971,1336.538,1231.837,1254.163,1321.087,1894.971,2218.99,2438.115,1856.625,1450.01
770.112,1281.172,1059.683,1170.4275,146.484,1215.673,1443.962,1673.327,1638.096,1877.365,2276.865,1645.981,1301.519,1185.731,1205.933,1284.51,1847.452,2168.548,2418.587,1807.981,1405.433
770.24,1279.172,1043.231,1161.2015000000001,137.957,1198.962,1446.49,1649.817,1628.76,1865.808,2281.173,1637.144,1292.115,1180.385,1205.923,1270.615,1834.087,2167.49,2404.625,1799.625,1383.337
770.368,1264.28,1039.952,1152.116,141.312,1195.375,1428.769,1648.538,1629.154,1852.298,2256.038,1626.721,1288.087,1175.413,1194.683,1258.962,1812.596,2147.885,2383.5,1778.683,1392.644
770.496,1252.581,1031.894,1142.2375,138.774,1188.558,1421.279,1620.731,1606.933,1839.673,2254.587,1623.894,1283.298,1167.231,1192.548,1250.904,1821.317,2144.74,2392.048,1784.173,1382.635
770.624,1266.409,1044.712,1155.5605,148.161,1203.163,1426.683,1633.471,1627.587,1850.125,2257.731,1623.058,1297.163,1169.413,1202.981,1259.125,1815.106,2159.413,2377.144,1790.558,1388.394
770.752,1246.484,1031.779,1139.1315,138.817,1179.846,1399.385,1634.163,1613.74,1830.923,2263.404,1607.692,1275.731,1150.952,1181.029,1236.933,1785.817,2130.529,2461.019,1769.779,1370.769
770.88,1261.602,1031.163,1146.3825000000002,150.28,1193.375,1428.5,1646.933,1613.846,1830.865,2322.163,1623.673,1290.865,1178.077,1197.702,1250.029,1801.635,2140.692,2478.558,1798.5,1389.442
771.008,1244.204,1016.538,1130.371,140.796,1165.202,1395.144,1598.558,1584.587,1811.231,2250.231,1582.673,1268.452,1152.029,1165.702,1233.644,1782.356,2099.712,2403.5,1756.587,1365.269
771.137,1241.645,1017.683,1129.664,136.968,1169.971,1398.346,1602.462,1581.933,1810.346,2259.577,1591.519,1272.423,1148.481,1172.087,1227.087,1765.385,2121.683,2403.538,1755.24,1357.769
771.265,1235.194,1008.279,1121.7365,135.892,1157.375,1385.394,1577.808,1578.394,1792.154,2243.5,1587.144,1267.452,1140.0,1164.24,1219.077,1756.202,2102.317,2377.25,1754.038,1343.913
771.393,1215.333,1000.442,1107.8875,135.495,1144.24,1371.481,1567.712,1547.106,1775.298,2223.837,1551.365,1244.952,1120.692,1141.087,1205.462,1748.019,2073.837,2368.308,1726.712,1329.577
771.521,1219.398,1003.471,1111.4344999999998,134.28,1157.163,1377.856,1572.875,1560.413,1786.24,2246.712,1578.481,1251.827,1141.635,1153.827,1220.596,1751.163,2085.827,2391.423,1741.413,1349.173
771.649,1231.602,1011.596,1121.5990000000002,151.484,1161.942,1384.798,1591.702,1551.173,1773.125,2224.654,1575.981,1260.413,1130.712,1157.923,1223.202,1740.846,2085.51,2349.942,1747.087,1350.221
771.777,1264.065,1032.913,1148.489,181.194,1176.115,1403.26,1601.423,1574.529,1794.135,2246.702,1602.029,1281.048,1159.394,1183.913,1245.962,1763.644,2093.673,2373.058,1758.596,1358.308
771.905,1275.785,1046.962,1161.3735000000001,201.57,1189.375,1414.635,1609.875,1584.971,1811.087,2255.683,1626.442,1293.846,1171.394,1184.385,1249.212,1772.692,2096.019,2378.413,1768.135,1383.635
772.033,1248.398,1025.346,1136.8719999999998,181.495,1172.163,1397.558,1577.538,1570.942,1785.817,2248.25,1583.962,1271.692,1156.038,1175.538,1232.558,1739.894,2080.048,2381.846,1763.019,1352.538
772.162,1198.484,980.683,1089.5835,131.312,1128.413,1351.154,1538.096,1510.952,1739.481,2197.01,1547.663,1235.317,1099.356,1128.933,1183.587,1698.663,2038.212,2322.125,1711.269,1316.577
772.29,1192.763,991.308,1092.0355,138.968,1131.308,1346.817,1531.346,1512.692,1734.202,2191.096,1558.346,1234.356,1108.337,1135.788,1185.76,1695.279,2042.298,2326.519,1703.24,1324.173
772.418,1199.237,992.798,1096.0175,142.441,1136.788,1344.471,1522.442,1526.942,1740.846,2207.788,1553.567,1228.817,1107.0,1132.625,1190.827,1701.731,2030.423,2342.529,1719.202,1319.596
772.546,1192.538,973.404,1082.971,137.86,1121.981,1338.567,1521.519,1496.25,1712.327,2198.279,1545.394,1222.971,1097.173,1111.856,1175.548,1671.173,2011.615,2320.962,1695.683,1304.808
772.674,1184.742,970.394,1077.568,141.258,1114.856,1338.462,1514.26,1490.452,1707.837,2181.385,1538.375,1225.462,1097.769,1130.356,1170.567,1672.567,1999.394,2299.433,1692.788,1304.577
772.802,1170.667,955.76,1063.2134999999998,136.247,1102.731,1326.298,1498.913,1482.462,1694.894,2162.49,1526.462,1206.106,1079.971,1105.413,1160.721,1657.625,1984.135,2311.846,1668.731,1288.452
772.93,1176.882,965.894,1071.388,140.742,1104.99,1336.144,1515.288,1491.327,1697.683,2168.163,1531.519,1211.519,1082.231,1116.375,1167.452,1663.721,1991.875,2304.644,1683.433,1297.462
773.058,1167.57,960.904,1064.237,136.624,1111.067,1321.856,1481.615,1479.221,1690.519,2169.846,1521.875,1207.981,1079.769,1103.135,1153.885,1652.548,1978.173,2308.981,1681.442,1286.038
773.187,1174.441,953.183,1063.812,139.774,1103.712,1313.288,1474.856,1467.038,1697.144,2155.683,1518.846,1201.558,1080.212,1096.125,1155.365,1639.538,1961.077,2277.423,1665.308,1295.981
773.315,1152.204,955.0,1053.6019999999999,133.645,1096.731,1299.077,1470.154,1461.154,1678.538,2154.808,1525.221,1197.25,1069.356,1094.788,1146.971,1631.298,1957.163,2285.558,1654.856,1280.337
773.443,1153.151,952.875,1053.013,139.172,1085.442,1296.423,1454.462,1454.423,1671.654,2157.202,1506.596,1188.625,1066.923,1090.808,1140.337,1623.654,1954.788,2282.808,1653.173,1278.375
773.571,1157.935,945.423,1051.679,139.624,1096.635,1300.24,1458.433,1453.865,1673.135,2154.375,1512.279,1184.269,1064.548,1087.942,1140.894,1616.279,1943.144,2296.452,1659.654,1277.462
773.699,1151.903,944.587,1048.245,131.215,1090.548,1300.913,1453.163,1444.058,1665.26,2143.019,1509.673,1188.606,1060.837,1083.24,1136.433,1617.846,1944.894,2267.385,1653.356,1264.462
773.827,1156.946,943.981,1050.4634999999998,147.323,1083.058,1298.558,1460.413,1447.548,1658.606,2136.654,1503.135,1185.067,1064.654,1085.125,1145.298,1608.596,1940.317,2282.923,1641.471,1272.885
773.955,1174.505,958.163,1066.334,154.344,1097.981,1308.76,1463.846,1452.096,1670.894,2155.721,1522.317,1207.779,1063.125,1093.712,1161.01,1616.692,1947.721,2272.731,1658.298,1285.808
774.083,1143.613,941.298,1042.4555,140.742,1080.433,1282.75,1443.183,1431.683,1639.308,2136.154,1492.846,1176.173,1050.875,1073.24,1127.76,1600.144,1931.404,2251.317,1632.375,1263.308
774.212,1126.591,923.567,1025.079,137.398,1064.029,1270.981,1423.519,1412.721,1614.433,2117.635,1488.231,1165.712,1033.019,1065.788,1111.202,1573.587,1898.288,2253.192,1628.231,1247.346
774.34,1127.344,921.981,1024.6625,139.237,1062.212,1269.827,1420.5,1409.231,1624.577,2106.769,1477.904,1159.875,1035.288,1059.356,1111.067,1577.288,1894.529,2243.375,1619.51,1254.625
774.468,1128.624,921.481,1025.0525,138.699,1062.702,1261.837,1405.865,1405.538,1608.625,2094.875,1475.288,1162.24,1032.385,1044.788,1101.154,1567.202,1881.644,2228.019,1615.769,1233.25
774.596,1120.763,912.846,1016.8045,140.925,1055.76,1266.981,1403.692,1388.192,1593.567,2095.019,1469.337,1147.798,1021.481,1044.606,1104.875,1564.433,1874.779,2238.587,1596.808,1232.519
774.724,1119.656,919.933,1019.7945,143.731,1066.365,1255.808,1412.404,1402.519,1610.317,2102.731,1476.01,1167.433,1031.077,1068.067,1112.356,1569.048,1880.163,2259.058,1624.25,1241.971
774.852,1115.591,917.981,1016.786,147.226,1057.346,1262.904,1408.519,1392.029,1604.952,2095.423,1466.837,1164.154,1036.298,1048.606,1102.279,1558.846,1880.74,2228.202,1602.173,1242.471
774.98,1098.011,907.75,1002.8805,135.398,1038.058,1239.567,1401.462,1381.173,1579.019,2088.856,1459.24,1146.375,1008.423,1037.856,1092.875,1539.471,1853.404,2227.221,1586.048,1243.077
775.108,1107.828,908.548,1008.188,133.667,1035.587,1238.827,1377.212,1372.788,1571.538,2090.442,1461.702,1148.192,1014.24,1028.769,1090.375,1535.038,1857.183,2218.721,1577.038,1224.827
775.237,1082.935,898.702,990.8185,132.753,1029.558,1221.74,1370.471,1353.163,1557.856,2055.596,1441.077,1131.721,1008.077,1014.269,1071.394,1514.885,1833.327,2185.125,1571.721,1211.529
775.365,1089.065,894.346,991.7055,134.559,1022.115,1227.587,1363.221,1356.5,1554.981,2056.702,1441.596,1134.115,997.981,1018.404,1066.558,1506.962,1828.856,2190.692,1584.298,1207.288
775.493,1082.71,896.25,989.48,138.151,1045.212,1223.731,1364.385,1369.029,1556.51,2068.904,1443.981,1131.096,1003.192,1021.135,1076.885,1513.51,1814.173,2214.125,1578.817,1216.317
775.621,1089.613,900.337,994.975,133.376,1020.183,1218.019,1351.298,1343.212,1555.038,2054.298,1435.385,1127.962,990.029,1012.077,1062.337,1500.913,1816.673,2187.856,1560.413,1196.058
775.749,1094.817,885.125,989.971,139.043,1037.096,1213.327,1358.942,1346.433,1552.125,2042.077,1432.413,1124.106,980.827,1013.51,1070.25,1488.894,1809.375,2198.5,1571.192,1205.846
775.877,1096.151,898.923,997.537,143.968,1028.817,1224.577,1364.077,1353.452,1550.365,2064.471,1448.731,1137.038,996.125,1019.933,1064.846,1502.038,1817.288,2206.038,1578.808,1218.875
776.005,1083.892,890.808,987.35,141.065,1025.221,1215.654,1344.692,1336.029,1532.942,2054.577,1430.067,1117.019,991.394,1004.885,1059.683,1489.923,1810.413,2173.692,1561.308,1203.298
776.133,1077.774,878.481,978.1274999999999,133.043,1021.577,1196.337,1333.99,1337.885,1522.452,2048.067,1428.596,1116.0,978.038,1000.76,1054.49,1491.846,1800.029,2176.798,1552.538,1192.75
776.262,1070.903,871.788,971.3455,138.925,995.413,1198.288,1325.375,1317.462,1516.26,2035.779,1401.538,1110.115,969.221,999.029,1039.952,1472.683,1777.106,2151.26,1546.827,1185.538
776.39,1060.032,870.529,965.2805,135.742,1008.423,1190.154,1312.452,1313.99,1522.356,2011.038,1415.76,1102.221,979.49,996.433,1045.731,1475.163,1780.25,2151.808,1544.769,1179.75
776.518,1057.957,864.288,961.1225000000001,129.247,989.404,1169.433,1297.067,1290.788,1484.587,2011.558,1398.481,1093.125,956.356,974.019,1032.029,1446.875,1752.827,2137.904,1528.587,1170.452
776.646,1055.011,875.865,965.438,142.161,1005.663,1177.76,1320.25,1301.51,1497.913,2007.423,1403.317,1095.221,972.346,988.548,1027.49,1450.875,1764.01,2142.971,1536.654,1188.644
776.774,1051.258,861.875,956.5665,135.376,990.183,1167.433,1307.481,1308.269,1487.827,2007.712,1405.077,1084.058,959.798,982.913,1032.163,1438.183,1752.279,2142.894,1532.683,1178.048
776.902,1046.183,849.394,947.7885,136.57,974.798,1162.019,1296.721,1274.942,1474.615,1993.058,1385.933,1072.404,939.798,966.183,1028.625,1426.442,1730.481,2149.856,1514.346,1159.212
777.03,1033.333,852.615,942.974,130.172,971.058,1155.952,1292.558,1282.154,1468.683,1991.731,1369.952,1080.808,941.962,968.904,1012.058,1435.413,1724.433,2121.952,1502.394,1166.135
777.158,1033.839,840.442,937.1405,131.774,976.356,1167.144,1281.317,1261.952,1470.077,1993.76,1382.481,1080.894,953.25,965.087,1015.202,1420.894,1715.298,2114.327,1513.385,1157.779
777.287,1051.441,874.048,962.7445,139.473,984.135,1158.962,1296.971,1282.808,1473.029,1999.442,1399.587,1099.038,955.51,975.558,1018.99,1426.375,1727.625,2142.962,1527.587,1171.654
777.415,1026.602,847.75,937.176,129.215,956.683,1149.837,1268.221,1259.538,1447.481,1980.798,1369.625,1070.673,940.596,953.894,1006.163,1396.317,1704.212,2113.356,1495.625,1148.452
777.543,1026.892,844.913,935.9025,133.355,972.327,1149.212,1283.856,1261.558,1446.327,1968.567,1383.26,1071.894,935.769,964.231,1008.202,1399.615,1700.952,2102.173,1489.865,1149.683
777.671,1032.72,842.337,937.5285,138.699,977.0,1151.865,1268.462,1252.096,1444.183,1982.212,1373.077,1082.721,936.058,951.212,1003.048,1412.462,1703.423,2094.99,1498.712,1146.51
777.799,1034.237,835.933,935.085,138.29,963.279,1145.192,1256.663,1252.702,1438.317,1974.673,1371.615,1067.971,933.721,951.202,995.558,1391.808,1689.125,2099.904,1494.01,1146.087
777.927,1021.452,843.26,932.356,138.849,962.702,1136.317,1248.625,1249.654,1433.74,1959.471,1365.173,1068.433,927.125,943.942,995.885,1386.606,1691.865,2113.192,1482.231,1149.231
778.055,1017.946,836.692,927.319,137.957,966.144,1141.067,1251.875,1243.433,1426.308,1955.481,1378.817,1060.971,914.567,943.163,993.933,1386.413,1676.615,2097.981,1481.779,1142.933
778.183,1006.323,826.702,916.5125,131.108,949.115,1126.538,1254.538,1233.212,1417.625,1955.038,1360.904,1050.125,920.173,936.529,984.269,1367.904,1672.75,2087.683,1469.51,1130.058
778.312,1008.516,827.269,917.8924999999999,131.054,950.106,1121.76,1246.192,1232.952,1410.25,1940.0,1352.163,1056.673,910.587,937.529,977.077,1354.212,1667.615,2075.154,1472.615,1136.346
778.44,1012.172,827.99,920.081,130.022,951.837,1124.788,1242.529,1228.077,1402.644,1943.029,1354.99,1043.692,915.683,935.981,977.49,1359.567,1645.827,2072.558,1463.298,1126.663
778.568,1022.925,837.26,930.0925,150.527,961.125,1143.327,1253.471,1240.99,1429.337,1961.49,1364.106,1062.221,924.942,945.0,993.375,1372.817,1668.808,2098.856,1486.827,1134.183
778.696,992.247,826.029,909.1379999999999,130.742,950.048,1127.596,1239.298,1236.125,1403.548,1947.096,1373.894,1058.462,911.625,942.865,983.712,1357.971,1653.548,2071.837,1468.288,1125.144
778.824,1010.441,820.952,915.6965,135.387,947.952,1124.462,1231.654,1220.144,1403.096,1947.202,1361.577,1047.154,906.644,934.356,976.433,1357.913,1653.019,2084.971,1461.202,1116.837
778.952,993.774,821.702,907.738,136.785,951.365,1114.221,1222.596,1213.673,1397.606,1931.221,1356.904,1046.096,905.663,931.654,972.606,1352.538,1632.865,2072.385,1465.971,1127.654
779.08,987.419,807.788,897.6034999999999,139.054,937.298,1097.375,1209.385,1195.058,1368.76,1915.683,1342.788,1041.26,899.038,910.154,958.308,1326.231,1616.106,2032.308,1448.404,1109.337
779.208,992.774,808.721,900.7475,134.43,930.096,1096.442,1207.125,1192.298,1377.625,1908.692,1331.654,1031.442,890.038,907.192,958.202,1328.135,1613.577,2041.663,1432.837,1105.413
779.337,983.688,813.154,898.421,135.796,930.788,1099.673,1208.981,1195.452,1364.654,1902.904,1340.038,1032.5,894.808,909.74,963.298,1328.827,1609.058,2042.077,1433.058,1110.567
779.465,986.72,811.702,899.211,144.602,938.606,1101.721,1206.548,1199.615,1365.192,1903.269,1334.077,1031.663,894.221,912.356,959.269,1328.981,1598.394,2039.615,1437.99,1112.346
779.593,979.849,797.471,888.6600000000001,135.591,922.913,1087.894,1188.808,1183.423,1349.106,1897.048,1331.058,1023.971,881.442,898.875,954.135,1308.51,1590.462,2024.096,1433.144,1098.808
779.721,976.935,802.606,889.7705,142.72,929.942,1082.154,1196.721,1181.212,1342.5,1894.356,1317.481,1021.038,885.817,900.308,951.375,1306.144,1582.837,2019.048,1428.433,1095.135
779.849,973.075,799.106,886.0905,137.011,912.827,1070.375,1181.433,1171.625,1343.692,1882.76,1313.096,1017.202,879.019,896.548,939.385,1295.788,1575.971,2012.548,1410.817,1104.413
