lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
848.012,187.538,174.298,180.918,144.774,183.538,188.635,195.288,182.404,172.135,195.51,206.875,205.423,173.731,173.712,177.212,173.577,178.125,193.577,204.346,186.885
848.14,170.032,159.096,164.56400000000002,130.516,167.981,172.529,181.981,166.731,159.99,173.846,189.702,190.24,152.99,158.327,158.173,158.25,161.288,181.433,187.817,173.644
848.268,177.129,165.24,171.1845,135.376,169.673,175.827,183.904,168.74,165.625,180.529,195.154,187.192,162.721,164.144,158.298,161.067,166.317,180.558,193.567,176.875
848.396,180.742,165.577,173.15949999999998,138.011,174.462,183.135,184.721,176.26,164.779,182.058,193.712,195.548,163.029,165.26,167.317,165.183,165.577,187.644,193.962,181.933
848.524,180.538,176.981,178.7595,138.473,185.596,188.26,193.913,186.5,175.135,189.75,203.394,204.433,170.25,177.154,175.135,172.442,177.673,191.673,208.26,189.375
848.652,174.473,163.644,169.0585,132.516,172.125,177.327,183.115,171.125,162.385,179.577,193.971,194.654,163.538,166.144,164.721,163.038,164.721,183.51,191.625,178.683
848.78,175.032,158.817,166.92450000000002,130.452,168.529,171.596,178.913,167.365,157.5,176.731,189.962,189.673,157.971,158.058,159.24,159.74,164.952,179.183,189.192,175.048
848.908,181.032,168.231,174.63150000000002,139.215,177.721,179.135,192.125,173.192,165.654,182.75,197.76,194.663,164.837,166.615,167.577,166.596,167.587,186.346,197.644,183.548
849.037,178.72,166.846,172.78300000000002,137.054,174.481,176.721,186.058,172.788,163.538,184.019,196.894,195.99,162.99,164.817,165.231,167.404,167.288,185.26,194.106,179.702
849.165,175.989,161.817,168.90300000000002,130.516,170.212,178.635,179.019,172.577,160.529,181.154,190.644,186.933,156.346,162.644,160.76,161.462,164.0,181.202,188.663,177.808
849.293,184.839,166.606,175.7225,138.677,180.971,181.154,189.635,179.548,171.365,187.856,200.817,200.894,169.01,170.913,168.5,168.24,170.135,190.587,197.75,184.952
849.421,179.796,165.163,172.4795,134.011,175.423,176.413,184.462,172.173,162.413,180.163,193.106,189.077,163.654,165.769,163.731,164.144,165.962,181.788,197.048,177.404
849.549,181.602,167.019,174.3105,137.559,176.5,176.865,187.25,173.404,164.327,183.221,197.346,193.115,165.75,165.096,166.481,165.231,165.788,181.587,196.221,181.692
849.677,178.43,164.173,171.3015,133.333,170.115,175.519,182.288,172.529,164.279,178.856,193.173,191.865,158.913,166.596,161.144,161.74,165.76,182.269,191.596,179.519
849.805,186.903,172.337,179.62,144.387,182.25,183.202,191.596,177.558,173.317,191.308,202.385,195.865,168.5,173.952,170.51,170.798,172.692,189.99,199.692,187.269
849.933,168.441,164.221,166.33100000000002,132.495,172.49,174.221,182.154,171.538,158.875,179.837,190.135,189.433,159.721,163.519,158.788,161.048,162.788,181.567,188.625,174.567
850.062,179.237,167.769,173.503,139.806,175.808,179.712,187.106,176.327,170.087,186.346,195.51,197.365,165.462,165.788,166.404,167.154,168.327,187.038,193.731,183.163
850.19,172.548,164.673,168.6105,135.075,173.644,177.365,185.49,171.606,161.394,181.394,194.913,194.24,162.981,163.702,164.423,163.154,168.019,182.692,193.548,177.154
850.318,176.194,159.904,168.04899999999998,132.72,170.404,178.423,180.01,167.471,161.423,179.635,189.663,191.0,158.308,163.981,161.471,162.163,164.163,179.01,187.904,177.288
850.446,180.344,169.471,174.9075,136.849,176.01,181.587,190.5,173.769,167.029,181.385,194.163,198.635,165.288,170.846,165.481,169.51,166.471,185.865,192.635,180.808
850.574,174.839,165.952,170.3955,129.548,175.163,176.808,185.048,173.288,163.596,179.298,194.99,191.808,164.702,164.5,165.5,161.019,167.019,186.702,190.721,176.712
850.702,174.484,163.49,168.98700000000002,128.871,170.788,174.837,180.942,171.625,161.827,178.26,190.971,193.375,158.019,166.221,165.317,161.971,169.029,180.413,190.577,176.683
850.83,168.71,159.702,164.20600000000002,129.763,167.365,170.529,175.471,168.606,157.375,176.423,187.846,185.923,155.452,160.471,158.048,158.337,159.702,173.471,186.058,171.192
850.958,177.538,168.0,172.769,134.516,175.077,175.212,182.25,169.106,164.327,177.154,192.115,190.288,158.827,163.115,162.663,162.635,164.538,181.385,188.375,176.327
851.087,180.731,167.26,173.9955,137.484,174.01,181.817,190.288,173.837,168.952,184.788,197.163,197.173,167.202,168.644,166.865,166.221,168.837,188.663,193.519,182.99
851.215,170.645,160.154,165.3995,130.806,166.385,174.375,176.75,167.231,159.192,174.173,189.798,184.49,156.875,157.846,158.837,159.26,160.587,177.731,185.837,173.212
851.343,175.516,164.115,169.8155,134.849,172.779,177.337,182.135,170.827,162.567,180.942,188.952,190.865,159.635,164.212,163.904,162.625,166.317,182.106,188.096,177.212
851.471,179.129,164.731,171.93,137.892,175.231,177.365,185.423,174.154,165.077,178.808,191.933,189.394,164.635,168.615,163.471,165.106,167.587,181.933,189.885,177.962
851.599,180.161,172.375,176.268,139.441,180.346,184.721,185.654,178.827,172.346,185.548,196.981,195.221,166.337,172.769,169.173,169.038,169.615,188.856,197.413,184.798
851.727,182.946,176.702,179.824,143.29,185.346,187.721,195.356,182.577,173.558,189.183,201.769,198.452,170.51,174.644,173.125,175.25,177.365,193.558,200.692,187.192
851.855,177.075,163.471,170.273,137.978,174.837,175.346,183.606,175.346,164.038,177.481,191.692,194.529,162.904,166.413,163.308,162.019,165.923,185.375,193.125,175.558
851.983,182.527,170.442,176.4845,141.419,179.308,181.202,187.952,175.375,170.077,182.327,197.885,195.731,167.587,170.827,168.587,167.471,171.481,184.192,197.913,184.423
852.112,173.376,163.471,168.4235,132.516,170.163,175.548,179.788,169.587,163.115,176.01,186.019,191.212,157.663,164.029,164.144,161.779,163.942,178.837,184.635,177.75
852.24,185.946,175.644,180.79500000000002,146.677,179.942,182.654,189.413,179.827,171.163,185.894,197.5,200.115,165.327,170.827,169.615,170.827,172.125,187.385,194.144,187.029
852.368,189.011,175.212,182.11149999999998,149.258,181.01,187.75,194.837,182.51,173.644,185.712,199.413,202.913,171.971,175.779,171.654,176.308,175.212,190.654,201.154,190.731
852.496,174.14,162.096,168.118,133.613,168.462,176.817,182.99,172.904,161.308,177.067,188.827,189.144,156.692,161.644,162.971,160.163,163.962,177.808,187.067,178.51
852.624,173.968,166.865,170.41649999999998,136.452,178.26,176.635,186.452,172.625,166.596,180.894,191.471,192.115,160.077,165.019,167.01,164.856,165.5,187.163,191.865,178.394
852.752,185.14,173.346,179.243,140.71,181.692,184.673,190.731,180.837,174.981,184.433,196.125,199.163,168.962,174.721,170.788,173.654,170.683,188.846,199.596,188.221
852.88,176.634,167.923,172.2785,142.204,174.596,180.587,186.442,172.712,168.365,181.625,189.827,194.173,161.462,164.933,162.173,167.51,168.365,182.25,197.606,176.394
853.008,170.914,164.981,167.9475,132.355,171.442,175.894,180.808,171.952,167.038,179.346,191.865,190.885,162.288,164.74,164.394,164.76,166.433,181.327,191.865,179.452
853.137,176.634,169.125,172.8795,139.516,173.212,178.298,182.5,172.74,166.913,177.606,191.029,189.385,163.202,165.692,165.327,165.558,168.962,182.74,190.24,178.625
853.265,178.613,170.865,174.739,139.828,178.173,180.635,185.279,173.702,169.933,183.51,193.538,198.846,166.788,168.673,170.337,166.683,170.49,184.433,193.019,180.385
853.393,174.624,165.019,169.82150000000001,136.183,173.663,176.817,184.221,172.423,161.798,177.077,191.048,190.971,165.558,166.856,165.904,163.404,165.76,182.837,185.865,175.346
853.521,172.022,162.817,167.4195,133.774,166.096,168.75,176.817,168.654,156.923,174.221,185.942,184.981,157.067,160.038,158.981,159.769,162.519,174.26,185.087,171.25
853.649,183.032,169.538,176.28500000000003,141.194,177.577,179.413,188.442,178.49,170.548,184.529,193.952,194.894,167.587,169.375,169.51,167.221,170.058,186.029,193.49,181.183
853.777,171.14,166.077,168.6085,134.484,170.779,173.183,180.76,171.163,161.26,174.442,186.365,188.846,160.058,163.76,161.163,162.846,164.135,176.375,188.51,176.567
853.905,170.989,160.288,165.63850000000002,130.355,167.24,169.231,178.548,161.635,156.433,168.269,185.173,182.423,153.596,157.471,159.606,155.01,158.202,171.375,184.683,171.885
854.033,171.903,161.75,166.8265,135.892,170.817,169.173,177.644,168.212,161.183,173.308,185.904,185.202,156.288,159.567,159.75,161.096,163.048,176.712,184.25,172.788
854.162,169.731,159.712,164.7215,131.108,167.75,169.606,175.731,166.346,157.01,170.721,184.106,184.058,153.192,160.635,158.337,160.596,161.173,172.615,182.529,169.231
854.29,174.301,161.058,167.6795,136.656,168.173,175.635,181.644,169.885,163.308,173.615,190.567,188.942,160.788,164.663,161.231,164.0,163.99,179.837,183.798,171.923
854.418,192.882,177.779,185.3305,153.172,187.356,190.933,195.038,184.317,178.635,189.683,201.173,202.885,179.885,177.913,177.327,177.731,177.51,191.942,201.548,187.865
854.546,205.925,194.144,200.0345,170.129,200.654,201.904,207.933,198.0,188.221,204.356,213.144,213.567,188.654,193.692,189.529,188.673,192.433,205.942,214.74,204.962
854.674,192.828,181.115,186.9715,157.516,186.981,192.029,199.894,184.26,180.404,192.558,203.115,205.356,176.413,178.279,177.683,181.933,183.048,193.971,203.154,191.212
854.802,177.301,167.413,172.357,137.57,173.5,179.538,179.663,171.24,162.125,177.74,188.423,189.423,158.913,168.558,163.673,165.577,168.163,181.577,187.769,177.702
854.93,171.968,162.019,166.99349999999998,130.667,165.173,172.452,177.019,166.385,158.933,172.644,180.106,186.5,157.327,159.529,161.548,162.692,164.5,173.51,180.183,174.279
855.058,178.075,167.413,172.744,138.581,176.452,180.317,186.942,170.365,168.356,179.971,191.673,194.827,164.356,168.654,170.038,167.808,166.413,178.952,192.337,178.038
855.187,169.731,160.452,165.0915,135.699,166.635,172.365,178.01,168.038,157.423,173.144,181.76,184.885,159.442,155.5,159.615,157.683,159.587,174.385,181.231,169.385
855.315,189.796,192.538,191.167,147.828,196.404,201.269,210.337,196.913,189.038,204.25,207.837,211.75,188.404,186.077,186.221,190.183,187.106,203.24,214.462,201.019
855.443,175.204,161.394,168.299,138.247,171.048,173.567,176.231,170.096,161.01,172.394,183.231,184.817,161.452,161.49,166.269,163.885,163.721,174.413,186.173,173.183
855.571,174.516,165.721,170.11849999999998,136.183,168.51,177.817,180.298,168.26,163.058,172.99,183.279,187.308,158.779,165.115,161.365,159.115,160.654,176.913,183.798,174.942
855.699,181.989,173.462,177.7255,143.172,179.625,184.769,191.433,174.913,170.798,180.76,195.288,196.817,168.346,170.846,171.567,170.423,169.519,186.894,195.019,184.298
855.827,169.946,157.0,163.473,131.29,162.615,164.24,174.413,163.913,155.394,169.673,177.885,179.971,153.087,158.394,157.49,154.837,158.183,169.875,178.731,167.029
855.955,171.0,159.75,165.375,134.065,169.058,173.163,180.462,166.788,160.231,171.308,182.683,182.26,159.087,164.846,161.49,158.423,161.0,171.625,183.404,174.538
856.083,173.065,165.356,169.2105,134.57,169.49,172.673,178.163,168.75,160.567,173.5,186.49,183.827,162.269,162.846,164.231,160.519,163.279,176.692,184.51,171.894
856.212,174.247,164.327,169.287,138.753,169.962,174.298,180.317,169.317,162.308,175.048,185.048,186.144,158.279,164.587,164.654,161.49,162.51,173.058,183.548,172.75
856.34,175.989,167.894,171.94150000000002,140.839,174.779,177.904,186.356,170.385,166.135,176.702,186.26,192.577,165.25,167.279,165.596,168.183,164.798,178.019,189.308,177.76
856.468,175.054,166.173,170.6135,139.204,172.74,176.558,181.423,171.577,164.692,176.202,187.038,186.981,163.673,165.221,165.625,164.798,167.548,180.596,188.048,175.135
856.596,176.495,165.51,171.0025,134.29,168.587,176.25,186.125,170.587,162.567,173.654,187.01,190.885,160.452,165.519,161.519,160.404,160.202,180.49,185.163,178.212
856.724,179.559,170.327,174.94299999999998,139.333,175.817,177.442,183.212,175.885,167.25,178.933,191.394,193.933,164.846,165.74,169.019,166.808,169.375,178.394,189.74,177.846
856.852,194.129,177.096,185.6125,156.237,187.135,186.885,194.135,185.135,178.404,190.644,198.577,201.115,174.923,177.894,176.462,177.558,177.51,190.404,200.827,186.923
856.98,172.731,159.846,166.2885,132.667,165.74,171.154,175.038,165.346,161.346,171.827,178.452,181.788,156.192,159.433,157.548,161.0,160.577,172.837,180.096,170.413
857.108,170.742,161.606,166.17399999999998,130.806,165.462,169.288,174.981,164.913,155.163,167.577,180.144,180.788,156.365,157.49,156.596,155.673,155.0,171.423,176.942,166.529
857.237,165.72,156.76,161.24,128.323,160.99,167.26,172.192,162.048,152.663,169.904,175.99,177.702,152.846,157.702,157.144,157.029,155.26,165.75,177.317,167.385
857.365,175.484,170.606,173.04500000000002,137.538,176.019,179.433,186.798,175.808,167.837,179.538,190.038,192.192,166.721,171.413,169.808,169.923,171.798,184.433,191.856,177.625
857.493,179.86,167.567,173.7135,143.634,173.962,177.49,183.683,172.538,165.827,177.567,187.692,189.692,164.808,167.625,165.875,170.192,168.731,178.702,186.962,176.221
857.621,170.398,163.673,167.0355,139.108,168.058,173.692,181.712,170.615,161.115,173.115,183.394,188.346,161.077,164.577,158.76,161.029,161.25,176.135,181.452,173.798
857.749,169.462,160.115,164.7885,130.957,168.154,170.827,178.567,167.346,159.01,170.567,181.856,182.269,156.683,161.577,161.394,163.683,160.144,170.827,181.423,168.125
857.877,172.796,160.952,166.874,132.796,164.279,170.913,178.808,165.76,158.385,169.308,182.423,182.413,156.279,160.288,159.923,158.808,162.173,174.51,180.24,173.038
858.005,169.86,160.298,165.079,132.065,162.904,169.779,175.875,164.375,156.394,170.49,179.01,180.481,153.394,158.192,160.712,156.279,161.798,168.663,177.894,168.471
858.133,176.065,161.087,168.576,138.194,168.096,173.308,179.567,167.606,163.577,172.337,182.596,184.154,160.769,164.635,160.952,162.077,162.269,174.067,178.644,176.144
858.262,167.355,161.058,164.2065,131.129,166.49,168.452,180.577,163.471,157.173,166.173,180.279,179.808,156.394,159.644,159.433,159.567,159.74,171.106,179.269,167.952
858.39,169.591,160.702,165.1465,134.161,166.904,168.644,178.894,166.106,157.663,167.337,176.375,178.856,155.865,155.615,157.423,158.096,158.519,170.0,181.029,171.317
858.518,167.516,156.894,162.20499999999998,128.441,161.788,168.75,172.99,164.913,153.885,168.25,175.731,178.49,156.327,157.24,156.125,159.462,155.827,169.375,178.952,167.423
858.646,178.495,167.817,173.156,142.301,172.971,178.433,184.548,174.115,164.5,179.183,186.135,188.337,163.413,169.25,166.481,168.106,168.971,179.25,185.894,176.058
858.774,166.839,159.163,163.001,131.688,162.808,166.615,170.721,159.933,153.327,165.769,174.529,180.144,152.635,154.904,154.952,155.192,157.385,167.308,173.442,167.712
858.902,169.925,158.587,164.256,130.441,167.01,168.0,175.106,164.798,159.067,169.375,176.769,180.26,157.558,161.51,157.865,154.51,156.462,168.942,179.625,167.913
859.03,174.753,162.654,168.7035,139.183,170.587,171.731,180.385,169.894,160.356,174.365,181.471,183.423,159.019,162.106,163.337,162.317,161.471,174.269,179.923,175.154
859.158,174.237,165.923,170.07999999999998,137.129,172.577,173.5,182.058,169.942,162.462,174.74,183.5,187.337,162.346,166.163,164.538,162.317,164.096,177.192,184.154,176.269
859.287,176.258,160.25,168.25400000000002,138.247,167.788,170.644,178.875,168.894,161.365,172.144,183.567,185.625,157.962,164.115,161.154,162.337,161.212,173.058,181.173,172.981
859.415,172.828,164.75,168.789,135.237,167.375,171.731,182.788,169.942,161.692,175.952,182.317,184.202,164.404,162.885,164.808,164.865,166.837,176.635,180.442,175.173
859.543,167.419,166.942,167.1805,132.581,165.231,171.413,174.933,163.692,158.779,170.029,180.519,182.981,156.894,160.087,159.702,161.038,159.808,173.827,179.058,168.558
859.671,171.237,165.452,168.34449999999998,135.57,171.49,173.375,182.827,167.692,164.077,177.173,181.808,187.827,162.058,164.471,160.519,163.173,165.625,177.49,182.269,175.221
859.799,179.237,173.308,176.27249999999998,135.441,178.288,184.183,188.808,174.125,169.981,179.856,189.394,195.558,168.375,169.827,169.75,171.442,169.712,183.952,190.721,182.462
859.927,168.323,159.288,163.8055,132.903,162.942,168.74,175.644,165.846,158.077,161.981,180.712,181.817,156.067,161.404,157.596,157.529,162.183,170.51,177.202,168.904
860.055,169.333,157.077,163.20499999999998,134.043,161.587,167.423,174.865,160.74,154.615,163.731,174.596,177.933,155.385,157.856,155.106,157.288,155.481,168.125,176.981,164.587
860.183,166.677,154.615,160.64600000000002,131.0,161.115,165.106,176.5,161.212,155.183,162.298,174.76,177.096,151.692,156.212,154.75,154.288,154.769,166.038,174.144,161.212
860.312,167.301,158.26,162.7805,130.957,163.192,170.375,177.404,162.962,155.837,167.067,172.635,180.385,157.49,156.337,158.625,158.375,157.558,168.885,176.596,167.683
860.44,169.86,161.24,165.55,138.462,166.471,169.981,180.962,167.135,157.558,166.885,182.394,183.779,158.49,159.913,158.365,160.846,160.529,171.519,179.904,172.029
860.568,162.763,154.74,158.75150000000002,129.247,161.837,166.346,170.356,158.51,152.298,160.712,172.298,174.587,149.779,154.452,150.865,152.125,152.394,163.317,169.433,162.981
860.696,180.452,168.923,174.6875,145.839,176.904,180.019,186.231,178.058,169.769,176.75,183.385,185.087,166.317,169.548,170.49,165.481,167.173,177.962,186.029,181.087
860.824,182.796,171.779,177.2875,143.409,178.923,180.625,189.51,175.769,172.913,177.125,186.894,190.077,168.817,170.125,168.192,170.24,170.875,181.76,192.231,178.663
860.952,165.323,157.692,161.5075,132.925,164.394,168.885,175.337,162.615,155.202,165.519,175.308,174.798,154.365,156.163,156.779,154.952,154.971,166.077,174.346,165.894
861.08,174.247,161.788,168.0175,138.935,166.894,170.923,181.875,167.25,159.183,170.558,179.808,183.971,159.048,162.74,162.913,160.365,161.702,170.981,181.077,171.702
861.208,172.903,164.25,168.5765,135.398,171.625,173.788,179.606,163.106,161.5,170.683,178.26,185.24,157.731,163.327,160.663,162.663,162.913,173.798,183.029,174.087
861.337,169.581,158.971,164.276,135.946,167.875,174.087,176.769,159.798,157.413,168.269,178.952,182.606,156.288,158.75,160.212,161.904,160.212,170.087,178.144,171.548
861.465,179.011,170.346,174.67849999999999,146.806,174.538,176.433,191.788,175.106,169.413,176.538,185.327,191.058,163.74,171.019,169.548,171.029,170.365,179.625,188.212,179.654
861.593,171.43,164.067,167.7485,139.548,170.192,175.038,181.404,165.5,160.779,167.356,177.058,181.048,157.942,160.26,163.0,161.356,166.26,172.952,178.433,172.048
861.721,176.065,166.846,171.4555,141.108,172.375,177.99,184.183,171.692,167.058,174.856,182.317,187.779,163.433,167.327,165.519,168.115,164.5,179.442,184.567,177.163
861.849,175.645,164.817,170.231,138.989,169.635,177.635,184.087,171.635,164.808,168.615,184.644,186.394,161.942,168.654,162.75,166.135,165.76,177.615,184.779,173.212
861.977,168.204,159.048,163.626,134.366,166.26,168.154,177.038,163.519,156.375,166.596,177.837,178.067,159.24,160.385,159.019,161.596,160.163,168.952,179.413,168.096
862.105,169.581,163.279,166.43,137.43,173.404,169.413,178.423,168.365,161.106,169.346,179.731,185.394,158.173,163.135,162.067,159.952,161.125,171.327,180.288,173.558
862.233,168.613,159.404,164.0085,135.828,165.038,169.654,178.913,165.385,154.952,166.337,177.144,177.452,156.029,158.471,160.125,160.337,158.356,168.692,173.827,166.279
862.362,166.29,155.827,161.05849999999998,132.14,167.663,168.913,179.654,161.76,158.26,166.913,172.548,179.702,156.817,159.346,157.0,158.202,155.163,164.163,175.308,166.452
862.49,165.398,157.0,161.199,132.398,167.913,163.221,175.942,160.385,152.721,166.587,174.173,179.856,155.01,158.846,158.865,155.981,153.644,167.298,173.673,161.481
862.618,170.559,160.298,165.42849999999999,138.559,168.5,168.51,178.702,165.481,160.625,168.394,172.327,178.212,158.115,162.067,161.019,161.856,156.029,168.298,176.433,168.058
862.746,167.215,162.212,164.7135,133.419,167.067,171.394,179.337,165.923,159.942,166.067,176.904,180.529,156.529,159.308,157.971,158.894,160.279,169.817,176.01,170.067
862.874,170.968,162.798,166.88299999999998,137.226,168.019,174.144,180.423,166.712,163.163,170.606,177.769,179.231,158.635,163.442,161.567,162.404,161.394,169.981,180.048,172.096
863.002,172.882,163.769,168.3255,138.473,168.635,174.135,179.529,168.827,161.962,169.481,178.471,184.183,161.106,162.144,161.404,162.606,163.702,172.721,180.337,172.529
863.13,174.667,166.135,170.401,143.871,171.51,173.144,179.192,168.212,162.76,172.538,179.74,186.635,161.788,164.404,164.827,165.846,165.538,174.298,181.962,171.423
863.258,170.452,162.788,166.62,139.688,171.923,176.183,182.202,170.365,162.712,172.279,176.135,181.635,159.673,164.135,161.192,161.923,164.413,172.26,182.135,171.846
863.387,176.054,163.317,169.6855,141.656,171.365,177.471,184.856,169.769,163.317,169.865,182.644,181.231,163.452,167.952,161.231,164.048,166.038,177.827,181.962,176.029
863.515,174.667,165.26,169.9635,138.624,172.683,171.346,182.038,168.731,158.375,171.615,179.279,180.596,161.587,164.356,165.096,160.298,161.481,170.558,178.308,172.654
863.643,175.43,168.779,172.1045,144.194,172.692,180.163,188.769,175.423,166.067,176.904,183.875,186.894,164.125,168.827,165.663,166.327,168.01,177.356,183.683,176.192
863.771,173.194,163.0,168.09699999999998,139.978,167.337,173.846,181.067,167.25,158.548,168.596,181.5,178.683,160.635,163.077,162.587,159.067,161.442,175.212,181.663,171.25
863.899,174.527,163.962,169.2445,137.376,169.423,170.865,178.577,170.269,159.394,170.038,178.817,181.865,162.913,163.106,164.154,161.0,161.885,170.212,179.654,172.644
864.027,175.645,166.75,171.1975,143.871,169.712,173.865,182.01,167.5,160.596,173.567,180.654,181.587,161.683,162.183,164.846,164.308,166.25,172.01,178.769,170.769
864.155,197.161,186.404,191.7825,169.538,190.817,195.683,208.731,191.404,182.029,193.337,199.433,202.269,182.49,184.471,184.663,185.413,186.212,193.019,203.125,195.76
864.283,169.505,158.173,163.839,134.656,166.769,170.702,179.337,162.346,157.154,170.51,176.019,177.846,156.317,159.096,158.231,160.135,162.183,169.029,177.346,168.337
864.412,166.118,157.769,161.9435,130.645,162.221,165.077,173.26,163.125,156.481,164.087,170.875,177.356,153.038,158.356,157.163,155.096,157.846,165.01,173.077,165.154
864.54,171.753,165.202,168.4775,135.581,165.038,174.413,183.413,168.971,160.962,172.442,180.538,181.067,158.827,163.356,162.25,163.692,165.077,173.471,179.385,173.163
864.668,164.344,151.317,157.8305,130.484,161.654,166.837,172.779,158.577,154.596,164.24,171.183,173.067,151.904,153.298,151.817,153.644,155.635,163.76,169.212,165.288
864.796,167.946,161.163,164.55450000000002,135.151,164.183,168.644,179.183,164.125,158.548,165.365,170.096,177.885,156.75,157.423,155.394,158.692,159.106,166.529,173.75,168.817
864.924,166.849,157.673,162.261,135.29,163.904,168.106,176.163,163.385,153.808,165.779,175.779,176.885,159.058,158.644,158.433,158.952,161.394,168.423,175.712,165.212
865.052,165.215,157.298,161.25650000000002,131.129,160.596,164.394,174.154,162.394,154.135,163.327,169.481,175.423,152.202,155.288,156.817,157.721,152.894,161.817,169.221,167.115
865.18,185.505,173.01,179.2575,152.215,182.365,183.865,194.0,174.029,170.385,180.865,187.798,190.029,173.471,174.606,173.394,175.452,175.49,182.683,191.077,182.74
865.308,175.495,161.49,168.4925,136.054,167.635,172.981,179.144,166.5,161.442,170.644,174.76,181.49,162.49,162.231,162.837,163.202,161.692,169.212,176.106,169.125
865.437,168.344,159.346,163.845,138.387,168.75,172.346,179.856,165.971,159.75,169.202,175.904,182.375,161.019,161.779,160.212,159.846,162.654,168.183,175.99,165.192
865.565,163.183,156.26,159.7215,131.043,159.298,167.01,173.269,160.837,153.298,161.356,169.058,171.029,152.644,153.885,153.538,156.154,154.192,165.5,171.385,164.894
865.693,161.699,158.519,160.109,134.43,164.25,167.856,176.788,163.567,159.24,166.933,169.471,179.038,154.981,160.519,155.173,157.01,159.798,165.635,171.212,165.798
865.821,165.538,157.288,161.413,132.409,164.567,166.058,175.885,158.596,157.885,161.779,167.481,174.894,155.317,158.115,153.029,157.038,154.625,162.721,169.875,164.058
865.949,182.409,175.856,179.1325,153.247,185.769,189.538,193.058,183.279,177.731,184.837,190.875,195.212,172.481,174.25,176.856,174.76,179.019,183.933,193.913,183.702
866.077,173.333,164.577,168.95499999999998,138.29,168.49,175.106,178.923,167.26,159.433,171.067,173.462,177.942,159.904,162.49,159.635,166.173,163.24,166.779,176.577,170.25
866.205,167.903,158.337,163.12,135.71,166.144,168.788,179.154,163.385,158.558,166.827,175.25,174.663,156.663,162.385,159.029,157.317,159.635,167.76,170.154,168.26
866.333,175.72,165.885,170.8025,142.0,170.0,174.404,181.712,166.606,163.577,169.356,177.894,180.654,160.731,164.606,163.538,163.096,164.048,171.385,178.26,170.404
866.462,161.871,153.75,157.8105,130.849,159.038,164.779,173.019,158.846,151.471,159.538,167.308,168.423,149.375,152.952,152.692,150.048,152.01,159.269,168.442,163.038
866.59,173.527,166.077,169.802,140.495,170.49,173.875,182.308,169.192,166.01,171.327,182.538,179.846,159.952,165.365,165.654,165.163,166.096,174.625,178.067,172.202
866.718,168.742,161.596,165.16899999999998,143.14,166.981,170.202,180.212,168.173,160.029,169.269,174.221,177.625,159.317,161.49,160.548,162.683,164.058,170.231,178.837,170.846
866.846,166.151,157.394,161.7725,132.957,161.808,165.76,175.99,161.981,156.942,165.606,168.375,168.962,150.25,153.615,153.981,153.423,156.663,163.038,170.731,162.798
866.974,171.43,163.548,167.489,139.656,169.356,169.058,180.279,162.587,160.654,167.221,175.981,179.25,159.462,158.529,157.846,163.019,163.413,168.269,173.106,169.452
867.102,163.0,155.837,159.4185,130.226,159.788,164.798,171.577,158.75,152.702,163.067,167.865,172.808,153.106,159.135,154.144,154.115,151.404,163.01,170.913,164.144
867.23,174.86,166.769,170.8145,141.258,173.212,175.019,184.846,171.75,166.462,173.452,181.644,182.5,165.125,166.029,167.702,166.25,163.548,175.356,177.635,173.99
867.358,167.806,158.587,163.19650000000001,136.925,165.865,169.885,178.298,164.702,157.615,164.913,173.538,177.163,156.846,158.673,155.279,158.779,159.048,166.827,171.433,170.279
867.487,176.935,168.827,172.881,142.344,171.692,171.452,183.865,173.346,164.106,171.558,177.885,183.279,163.615,166.144,164.288,166.75,167.115,173.106,180.702,172.25
867.615,181.613,172.404,177.0085,147.215,174.875,180.365,189.01,174.077,171.942,180.144,186.587,187.856,168.096,173.548,171.375,170.337,173.875,179.442,185.163,181.375
867.743,166.849,157.394,162.1215,132.892,163.096,167.702,179.346,160.837,154.712,162.5,170.538,172.827,153.635,155.548,159.135,159.288,156.692,164.51,170.308,163.26
867.871,179.172,166.423,172.7975,145.204,175.606,176.856,187.385,171.913,167.365,173.74,176.24,186.962,163.394,172.298,167.394,166.183,165.865,175.385,181.269,176.913
867.999,165.527,160.837,163.182,136.226,165.74,167.231,180.462,166.673,157.74,166.721,176.077,173.192,156.077,159.692,160.663,158.183,158.615,166.625,175.625,165.971
868.127,172.871,169.606,171.2385,148.731,173.942,182.625,186.24,174.327,168.894,179.779,181.423,184.971,166.577,172.01,170.962,167.663,170.5,177.231,184.0,176.942
868.255,182.484,176.798,179.64100000000002,151.204,180.827,183.269,192.798,174.663,171.183,180.442,185.654,190.827,170.0,174.663,170.548,175.135,172.51,180.808,187.048,182.029
868.383,161.763,153.433,157.598,129.0,158.154,161.558,171.596,157.077,153.394,157.663,167.144,168.875,152.981,149.875,150.712,154.644,151.096,158.625,167.596,161.01
868.512,169.462,162.587,166.0245,138.742,165.788,170.442,181.76,166.356,161.471,165.731,173.99,177.163,163.038,164.788,167.25,161.288,162.087,168.692,175.365,172.452
