lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
621.102,12645.624,10975.654,11810.639,153.871,11736.269,23759.548,26136.942,19267.433,12921.904,13733.606,15725.385,14118.625,13774.192,13908.981,11702.202,15720.288,12123.49,12901.837,12961.644,12999.356
621.23,12617.559,10940.923,11779.241,158.495,11702.279,23699.827,26190.75,19305.058,12918.529,13675.029,15690.635,14125.067,13723.067,13928.692,11653.885,15711.5,12106.567,12831.192,12931.077,12947.26
621.358,12730.882,11057.529,11894.2055,140.183,11842.654,23843.538,26240.346,19443.279,13021.067,13835.279,15847.673,14267.673,13880.885,14017.721,11802.769,15883.337,12236.183,12970.837,13095.394,13095.212
621.487,12559.667,10871.308,11715.4875,135.591,11687.75,23712.346,26219.125,19309.423,12898.029,13715.26,15683.606,14080.596,13718.423,13890.962,11644.125,15699.856,12059.644,12803.894,12885.788,12926.442
621.615,12628.634,10899.462,11764.047999999999,142.258,11735.923,23702.298,26198.26,19396.538,12938.385,13730.577,15736.087,14137.365,13723.673,13923.846,11684.635,15713.817,12093.615,12869.76,12942.077,12947.596
621.743,12514.527,10840.423,11677.475,142.763,11639.183,23556.337,26119.019,19329.692,12887.952,13627.779,15628.798,14058.212,13651.99,13838.106,11576.625,15663.798,12028.462,12789.25,12863.894,12872.712
621.871,12570.075,10928.875,11749.475,136.366,11761.183,23658.519,26232.192,19408.712,12989.163,13774.24,15736.423,14127.106,13750.644,13927.0,11685.885,15787.529,12125.25,12859.721,12957.394,12956.885
621.999,12520.849,10834.75,11677.799500000001,133.753,11630.798,23613.625,26153.221,19305.192,12858.817,13672.808,15621.308,14038.125,13647.231,13862.837,11613.01,15638.654,11992.567,12778.904,12847.038,12835.452
622.127,12560.86,10868.904,11714.882000000001,151.075,11673.702,23556.288,26168.74,19372.231,12876.077,13712.846,15661.087,14075.846,13682.462,13900.423,11611.596,15653.298,12077.913,12805.75,12903.356,12907.596
622.255,12493.398,10843.856,11668.627,143.624,11626.279,23593.596,26161.231,19418.856,12888.375,13699.192,15685.231,14078.202,13667.231,13862.365,11582.327,15618.875,12038.548,12782.087,12875.125,12848.183
622.383,12498.0,10832.375,11665.1875,137.151,11599.788,23532.76,26151.346,19424.865,12881.154,13705.779,15651.904,14065.865,13649.904,13851.279,11600.077,15635.413,12020.913,12746.212,12858.019,12865.904
622.512,12502.538,10817.5,11660.019,138.839,11621.25,23526.202,26174.154,19403.279,12916.923,13696.24,15629.096,14051.24,13632.567,13859.74,11621.346,15593.25,12006.346,12747.202,12870.298,12854.481
622.64,12478.591,10812.385,11645.488000000001,138.194,11586.106,23494.192,26176.587,19447.106,12924.135,13706.615,15670.51,14046.99,13643.567,13873.904,11603.154,15636.913,12032.442,12753.24,12856.183,12844.452
622.768,12577.258,10849.0,11713.129,140.172,11646.923,23527.452,26164.731,19525.212,12972.817,13773.144,15719.029,14146.231,13684.317,13917.529,11648.231,15666.125,12067.577,12767.462,12912.26,12915.577
622.896,12590.742,10937.067,11763.9045,136.237,11690.288,23578.077,26291.596,19574.875,13038.038,13831.231,15736.394,14148.827,13711.269,13982.99,11674.192,15709.971,12132.144,12830.74,12932.596,12921.029
623.024,12542.602,10878.163,11710.3825,139.903,11652.163,23515.423,26221.635,19551.481,12992.212,13769.625,15728.654,14123.673,13687.221,13965.798,11643.308,15676.798,12065.654,12790.721,12920.712,12923.51
623.152,12481.989,10838.135,11660.062,129.989,11625.49,23453.087,26235.606,19559.779,12956.538,13736.548,15680.49,14093.442,13637.433,13947.0,11627.683,15634.731,12045.788,12728.413,12861.038,12841.087
623.28,12586.699,10917.51,11752.104500000001,145.538,11725.337,23542.692,26226.212,19664.654,13044.587,13840.548,15763.923,14184.894,13703.981,14002.25,11704.904,15721.288,12150.135,12841.019,12953.25,12931.452
623.408,12514.011,10815.163,11664.587,142.0,11624.5,23477.5,26264.125,19613.779,12985.625,13789.663,15730.135,14094.894,13628.933,13920.76,11609.269,15633.067,12045.712,12720.308,12876.981,12867.721
623.537,12541.559,10867.827,11704.693,140.086,11666.423,23504.5,26353.096,19659.721,13032.144,13802.875,15753.01,14170.74,13668.837,13970.192,11668.596,15668.029,12067.712,12776.942,12933.683,12908.644
623.665,12480.301,10792.721,11636.510999999999,141.344,11582.692,23415.038,26281.567,19643.731,12998.038,13771.644,15696.231,14070.385,13589.558,13922.894,11620.923,15625.24,12031.615,12695.538,12849.51,12852.894
623.793,12568.161,10864.923,11716.542000000001,154.022,11653.442,23488.606,26322.048,19740.962,13055.01,13847.0,15758.817,14150.923,13650.875,14003.404,11666.394,15704.173,12067.173,12785.163,12935.894,12905.933
623.921,12519.978,10839.971,11679.9745,138.28,11651.885,23448.356,26312.702,19675.26,13046.683,13813.885,15718.798,14144.385,13631.058,13971.885,11660.923,15684.779,12100.365,12723.817,12913.875,12872.817
624.049,12505.366,10817.846,11661.606,140.978,11608.721,23392.856,26260.298,19732.702,13053.885,13792.221,15722.144,14111.635,13618.615,13955.913,11663.308,15629.837,12079.971,12721.769,12879.606,12860.327
624.177,12477.108,10810.01,11643.559000000001,139.129,11636.721,23406.769,26308.913,19728.587,13097.356,13817.538,15699.827,14103.029,13623.452,13971.952,11615.288,15663.75,12047.413,12723.26,12877.962,12827.702
624.305,12465.333,10780.279,11622.806,144.645,11590.288,23370.769,26223.51,19773.75,13043.596,13800.212,15743.0,14136.356,13580.644,13958.654,11629.192,15611.971,12041.163,12752.731,12879.971,12875.49
624.433,12487.151,10835.519,11661.335,140.108,11641.971,23399.731,26248.462,19801.798,13079.827,13857.048,15708.442,14109.635,13625.519,14006.721,11662.192,15671.154,12083.548,12716.75,12867.731,12894.856
624.562,12503.398,10794.577,11648.9875,138.366,11588.788,23389.0,26378.019,19864.942,13084.231,13855.615,15784.106,14123.673,13629.288,13979.75,11671.462,15645.317,12085.288,12718.673,12913.26,12849.721
624.69,12603.935,10941.01,11772.4725,140.183,11736.971,23470.442,26428.769,19944.913,13198.721,13982.567,15896.327,14234.856,13722.433,14087.5,11729.894,15782.087,12210.173,12846.74,13008.413,12972.683
624.818,12423.925,10741.654,11582.789499999999,157.925,11523.587,23314.096,26347.808,19842.24,13045.548,13807.442,15695.606,14063.548,13511.644,13932.75,11590.952,15590.808,12027.433,12685.856,12854.125,12799.288
624.946,12468.065,10772.058,11620.0615,145.656,11562.106,23276.442,26319.231,19826.462,13094.981,13868.202,15703.154,14094.25,13569.683,13959.615,11635.067,15621.077,12047.856,12703.904,12868.317,12829.76
625.074,12423.097,10754.683,11588.89,139.301,11540.558,23244.538,26269.067,19869.615,13086.606,13818.942,15719.038,14052.221,13516.212,13941.452,11601.538,15623.971,12037.029,12692.202,12825.558,12824.192
625.202,12415.624,10742.269,11578.9465,135.527,11525.096,23252.702,26316.163,19863.577,13093.846,13800.394,15691.615,14096.288,13506.856,13991.01,11605.683,15604.423,12008.654,12681.375,12843.808,12802.135
625.33,12443.065,10748.519,11595.792000000001,139.71,11556.865,23245.385,26332.0,19911.125,13103.135,13874.99,15752.327,14122.375,13548.74,13968.433,11631.885,15618.24,12048.038,12667.702,12875.538,12809.019
625.458,12538.548,10881.356,11709.952000000001,155.28,11652.702,23308.913,26475.221,19992.923,13212.077,13969.038,15856.096,14191.375,13647.452,14090.721,11762.885,15739.029,12137.25,12798.846,12971.817,12908.413
625.587,12406.226,10748.519,11577.372500000001,139.409,11525.106,23250.721,26391.163,19930.962,13116.606,13846.0,15737.942,14100.577,13519.337,13987.981,11603.346,15602.221,12023.587,12678.365,12849.519,12822.51
625.715,12475.247,10803.827,11639.537,138.957,11625.587,23274.202,26440.365,20027.048,13178.423,13956.99,15825.269,14151.51,13594.683,14075.481,11672.288,15677.375,12100.654,12722.654,12943.817,12880.971
625.843,12440.957,10771.692,11606.324499999999,136.043,11561.231,23207.808,26447.606,20000.471,13136.481,13913.913,15767.048,14095.654,13564.904,14012.548,11629.981,15608.913,12067.865,12710.788,12868.231,12828.981
625.971,12455.043,10771.702,11613.3725,142.452,11589.942,23242.231,26484.692,20097.212,13183.894,13949.365,15811.981,14156.163,13568.029,14056.346,11648.962,15688.962,12074.702,12718.615,12894.971,12837.683
626.099,12444.366,10753.452,11598.909,142.645,11594.606,23221.337,26509.135,20088.644,13179.51,13922.087,15795.577,14124.827,13538.971,14052.962,11695.423,15660.558,12078.769,12697.606,12901.885,12850.558
626.227,12429.022,10783.808,11606.415,139.677,11594.413,23193.433,26464.51,20089.654,13209.0,13942.25,15806.365,14145.019,13562.769,14072.183,11688.452,15660.298,12094.567,12730.712,12925.49,12849.442
626.355,12362.376,10740.827,11551.6015,139.892,11500.058,23121.913,26455.346,20102.087,13178.048,13909.048,15782.962,14078.567,13489.163,14037.279,11636.298,15627.769,12035.654,12646.163,12883.413,12800.288
626.483,12444.129,10803.298,11623.713500000002,145.376,11610.288,23196.837,26484.721,20146.558,13292.125,14018.288,15862.788,14177.433,13544.731,14097.0,11729.596,15714.635,12164.154,12723.721,12944.769,12890.212
626.612,12388.226,10736.279,11562.2525,136.118,11527.904,23119.24,26460.452,20122.673,13247.163,13960.548,15828.49,14131.779,13532.885,14049.221,11654.827,15658.971,12091.875,12673.587,12875.462,12802.413
626.74,12413.409,10765.615,11589.511999999999,133.849,11571.587,23210.183,26509.308,20224.827,13278.404,14009.519,15884.115,14189.26,13549.481,14070.385,11662.885,15691.019,12093.106,12722.615,12931.279,12886.933
626.868,12412.516,10729.173,11570.8445,142.774,11566.183,23120.471,26454.692,20213.875,13240.519,14000.067,15858.231,14135.692,13510.856,14046.846,11655.394,15657.5,12086.51,12719.731,12882.365,12797.471
626.996,12466.817,10809.279,11638.047999999999,140.258,11625.529,23231.327,26613.712,20287.673,13326.154,14065.856,15893.567,14215.952,13603.346,14148.298,11737.846,15705.115,12157.606,12755.144,12945.577,12908.769
627.124,12407.495,10773.538,11590.516500000002,138.355,11575.654,23129.01,26511.058,20269.452,13287.894,14010.933,15852.558,14142.76,13521.904,14104.221,11675.692,15676.25,12120.231,12703.01,12916.933,12843.038
627.252,12398.817,10745.933,11572.375,159.355,11580.269,23119.49,26537.865,20292.115,13291.192,14013.25,15857.692,14149.567,13480.952,14096.106,11658.788,15638.221,12080.25,12680.923,12917.769,12820.058
627.38,12407.43,10757.288,11582.359,135.054,11556.596,23166.058,26606.5,20386.74,13306.452,14046.115,15898.962,14177.846,13531.981,14119.51,11691.24,15670.74,12113.115,12678.288,12907.404,12820.615
627.508,12358.495,10726.038,11542.266500000002,140.968,11519.971,23068.192,26550.885,20322.635,13276.144,14017.423,15903.317,14133.337,13477.462,14066.279,11627.625,15663.788,12059.673,12683.827,12881.606,12816.702
627.637,12447.828,10780.115,11613.9715,138.183,11580.865,23115.077,26590.356,20405.548,13349.885,14089.125,15884.644,14212.317,13533.029,14154.587,11732.779,15736.433,12126.404,12723.856,12942.75,12876.731
627.765,12437.57,10773.135,11605.3525,134.172,11575.202,23184.01,26704.038,20436.798,13419.26,14129.26,15964.712,14251.942,13586.154,14204.442,11722.933,15711.269,12123.067,12715.163,12950.683,12877.394
627.893,12449.14,10787.548,11618.344000000001,140.226,11604.962,23195.721,26594.519,20470.683,13410.913,14163.942,15987.538,14198.173,13537.817,14143.471,11723.462,15786.644,12200.913,12752.971,13002.221,12872.788
628.021,12485.333,10863.923,11674.628,134.269,11664.038,23193.356,26681.5,20586.385,13492.192,14207.24,16036.452,14318.01,13608.375,14289.106,11809.548,15813.337,12243.298,12824.596,13052.971,12969.856
628.149,12414.484,10782.885,11598.6845,137.591,11567.231,23116.731,26610.452,20522.038,13381.125,14125.779,15954.548,14215.683,13523.221,14119.115,11703.337,15721.635,12151.192,12713.76,12952.413,12823.885
628.277,12499.699,10871.846,11685.7725,140.376,11639.481,23148.385,26721.779,20591.856,13524.125,14226.5,16080.587,14332.24,13608.048,14253.288,11812.202,15876.26,12239.26,12793.288,13036.519,12951.721
628.405,12461.129,10823.913,11642.521,145.785,11569.538,23097.798,26697.327,20622.404,13440.0,14197.404,16018.212,14276.865,13533.202,14204.827,11731.596,15767.288,12199.154,12743.413,13002.865,12890.625
628.533,12438.43,10796.365,11617.3975,136.839,11566.673,23122.413,26690.019,20599.125,13481.76,14203.625,15999.606,14285.433,13551.962,14191.01,11797.558,15767.433,12179.115,12779.106,13014.567,12939.019
628.662,12439.29,10837.865,11638.5775,137.516,11608.26,23128.212,26693.74,20673.837,13490.452,14239.952,16036.885,14291.885,13527.923,14226.327,11789.76,15821.048,12198.75,12771.221,13035.49,12938.019
628.79,12521.731,10911.75,11716.7405,134.366,11687.76,23207.048,26879.308,20786.404,13595.519,14319.971,16127.24,14379.933,13617.606,14304.269,11872.212,15873.923,12311.894,12886.462,13125.394,13030.115
628.918,12464.097,10822.769,11643.433,139.043,11591.913,23135.029,26790.846,20694.923,13518.135,14256.837,16028.01,14323.279,13561.5,14265.365,11796.817,15806.163,12236.558,12768.26,13039.279,12949.788
629.046,12575.226,10949.0,11762.113000000001,130.699,11731.683,23204.981,26903.962,20894.538,13675.106,14402.75,16260.308,14426.087,13694.75,14405.519,11965.885,15969.654,12360.74,12941.385,13157.721,13066.0
629.174,12451.011,10812.894,11631.9525,148.032,11611.76,23105.885,26759.01,20791.365,13557.817,14319.827,16116.106,14302.798,13547.346,14261.212,11793.462,15842.49,12226.635,12784.442,13048.423,12950.058
629.302,12476.731,10867.548,11672.139500000001,135.022,11605.933,23120.952,26837.74,20837.875,13622.385,14351.74,16173.702,14386.731,13559.135,14297.49,11857.875,15903.798,12285.538,12821.048,13119.317,12994.702
629.43,12401.957,10775.548,11588.7525,144.484,11555.529,23119.221,26857.077,20851.865,13583.942,14337.702,16132.692,14346.615,13496.51,14233.413,11808.087,15839.769,12220.019,12759.048,13057.106,12958.0
629.558,12493.57,10876.529,11685.049500000001,153.968,11611.567,23185.106,26856.577,20941.644,13673.49,14393.365,16171.288,14385.327,13575.99,14363.01,11882.413,15903.337,12306.635,12842.279,13089.74,12990.298
629.687,12400.28,10814.99,11607.635,133.688,11530.654,23118.971,26845.135,20908.385,13611.788,14343.413,16136.452,14359.231,13542.038,14296.067,11819.99,15874.654,12247.452,12785.837,13089.827,12950.808
629.815,12446.753,10872.654,11659.7035,138.097,11627.635,23131.538,26919.183,20976.529,13689.952,14390.596,16219.721,14442.067,13602.894,14369.462,11868.096,15946.808,12308.952,12865.529,13161.029,13031.221
629.943,12568.581,10980.308,11774.444500000001,137.258,11718.356,23235.683,27029.577,21119.721,13783.452,14498.471,16327.221,14535.788,13665.731,14449.981,12010.519,16059.962,12408.096,12978.798,13233.519,13129.654
630.071,12505.452,10920.096,11712.774,142.323,11663.462,23159.933,26950.856,21071.212,13754.913,14493.971,16302.962,14436.356,13604.279,14403.942,11956.115,15990.356,12366.837,12906.394,13179.644,13076.837
630.199,12495.054,10887.798,11691.426,144.194,11631.558,23157.702,26965.317,21134.058,13774.452,14512.067,16280.538,14467.837,13599.442,14383.798,11935.856,15927.087,12356.721,12887.827,13176.856,13056.673
630.327,12495.237,10930.202,11712.7195,152.763,11665.173,23189.5,27028.865,21214.538,13811.125,14523.481,16336.067,14502.625,13631.99,14421.462,11951.144,16013.904,12408.058,12931.356,13223.0,13094.663
630.455,12536.753,10968.365,11752.559000000001,148.161,11677.288,23202.481,27008.769,21200.712,13859.442,14535.673,16380.837,14513.125,13672.365,14434.702,12001.75,16042.606,12428.894,12947.99,13214.49,13098.769
630.583,12532.903,10944.231,11738.567,158.43,11648.808,23184.26,27070.673,21275.981,13812.231,14569.683,16363.673,14504.808,13641.885,14443.587,11965.731,16061.385,12420.721,12931.202,13179.173,13077.769
630.712,12535.366,10945.115,11740.2405,135.774,11658.125,23249.692,27105.981,21299.173,13866.308,14608.25,16387.904,14519.558,13629.24,14477.029,12016.019,16056.692,12435.923,12918.327,13230.837,13106.269
630.84,12541.065,10952.615,11746.84,141.495,11651.731,23197.837,27095.692,21375.269,13925.5,14651.058,16439.365,14562.202,13671.029,14456.923,12047.048,16082.019,12472.538,12949.173,13263.635,13170.529
630.968,12530.366,10933.5,11731.933,138.183,11653.558,23167.24,27068.154,21338.548,13882.346,14624.875,16433.087,14508.962,13643.0,14454.058,11975.75,16091.471,12482.0,12936.433,13247.221,13125.317
631.096,12520.28,10963.952,11742.116,131.29,11688.904,23207.154,27111.904,21408.394,13901.779,14658.192,16405.654,14563.596,13656.471,14496.144,12035.702,16131.673,12413.567,12930.154,13274.981,13148.433
631.224,12522.978,10974.442,11748.71,134.118,11662.712,23176.048,27151.827,21408.817,13980.202,14696.606,16446.837,14543.25,13643.154,14530.894,12078.173,16145.356,12465.01,12958.365,13312.327,13133.942
631.352,12652.194,11102.779,11877.486499999999,152.409,11776.654,23320.875,27257.529,21632.471,14100.933,14801.952,16610.173,14686.731,13774.365,14674.096,12179.212,16272.567,12595.702,13128.115,13406.962,13263.644
631.48,12575.505,10994.875,11785.189999999999,150.946,11663.808,23233.981,27240.452,21540.308,13986.721,14756.587,16489.596,14616.212,13672.01,14542.894,12088.096,16154.5,12531.337,13027.663,13339.615,13161.827
631.608,12718.624,11193.317,11955.9705,140.968,11839.846,23418.154,27369.731,21727.173,14205.75,14887.019,16671.519,14774.173,13852.923,14706.558,12249.49,16317.904,12676.894,13216.548,13539.442,13320.433
631.737,12540.71,10977.75,11759.23,136.634,11651.894,23161.115,27212.279,21574.519,14011.433,14759.433,16527.029,14623.885,13658.135,14537.433,12087.231,16153.183,12491.49,12980.423,13300.769,13152.567
631.865,12672.71,11098.25,11885.48,138.989,11802.923,23294.548,27360.769,21739.067,14154.106,14866.106,16643.663,14714.202,13786.606,14704.769,12232.846,16289.567,12603.115,13145.327,13449.817,13319.865
631.993,12615.753,11082.356,11849.0545,136.753,11769.49,23248.202,27321.106,21719.962,14131.981,14838.625,16651.75,14713.779,13722.933,14658.712,12221.115,16276.115,12627.192,13083.673,13408.904,13261.769
632.121,12750.57,11174.971,11962.770499999999,154.968,11873.817,23404.394,27464.788,21927.404,14263.625,15001.279,16741.788,14855.029,13844.692,14792.067,12315.462,16386.183,12747.26,13229.769,13555.567,13425.75
632.249,12597.215,11053.769,11825.492,146.742,11750.923,23252.692,27360.683,21804.798,14151.904,14889.327,16629.529,14725.038,13732.99,14650.212,12205.606,16221.942,12622.5,13101.75,13391.413,13280.587
632.377,12591.72,11013.26,11802.49,146.527,11727.846,23186.683,27265.846,21780.019,14138.894,14871.231,16636.0,14692.673,13692.144,14660.404,12128.538,16247.462,12603.596,13113.615,13405.529,13237.779
632.505,12604.398,11047.577,11825.9875,137.796,11680.481,23196.096,27325.635,21850.923,14157.76,14891.019,16638.212,14721.125,13708.221,14661.837,12179.606,16256.962,12575.269,13067.433,13416.452,13250.25
632.633,12627.978,11040.26,11834.118999999999,144.871,11761.942,23302.173,27483.817,21929.856,14205.288,14934.365,16670.779,14737.644,13746.673,14716.327,12202.269,16285.846,12646.971,13114.231,13422.692,13273.298
632.762,12564.624,10985.346,11774.985,138.022,11692.615,23192.548,27356.981,21871.163,14141.981,14859.067,16620.731,14679.99,13681.394,14641.115,12156.712,16237.606,12572.029,13038.981,13376.0,13230.692
632.89,12589.527,11013.087,11801.307,142.72,11705.202,23212.433,27431.346,21914.702,14176.413,14920.817,16621.76,14691.25,13663.24,14649.99,12178.712,16274.087,12631.308,13101.856,13453.087,13238.846
633.018,12640.118,11025.654,11832.886,137.699,11722.529,23151.894,27411.144,21933.74,14234.49,14934.75,16626.548,14680.115,13695.317,14687.288,12190.779,16291.423,12616.077,13091.385,13397.846,13262.885
633.146,12600.667,11000.125,11800.396,146.559,11689.231,23155.019,27433.538,21988.337,14230.481,14936.856,16633.058,14675.356,13658.558,14674.202,12193.01,16260.471,12597.683,13065.981,13425.923,13266.115
633.274,12585.323,10972.654,11778.9885,155.935,11651.048,23091.404,27437.452,21997.875,14245.577,14914.74,16631.221,14656.308,13676.587,14661.192,12157.817,16246.904,12601.279,13021.038,13419.788,13213.404
633.402,12572.398,11009.721,11791.0595,135.839,11710.837,23170.49,27503.202,22075.615,14252.942,15012.365,16650.837,14740.615,13683.962,14722.615,12242.817,16265.971,12638.442,13105.587,13430.25,13223.144
633.53,12557.312,10956.154,11756.733,136.796,11680.942,23094.5,27446.712,22054.596,14243.154,14961.029,16649.423,14674.25,13633.01,14690.952,12176.865,16267.202,12564.558,13044.404,13393.183,13207.375
633.658,12600.495,10987.01,11793.7525,138.731,11650.981,23099.413,27463.894,22092.269,14274.202,14973.385,16636.125,14688.529,13646.154,14679.846,12199.519,16253.413,12593.24,13035.769,13405.077,13232.058
633.787,12557.409,11012.558,11784.9835,150.355,11687.058,23054.115,27463.26,22133.827,14271.356,15000.471,16648.615,14715.865,13623.067,14663.25,12182.606,16297.683,12591.192,13057.096,13374.885,13252.481
633.915,12560.366,10957.548,11758.957,144.828,11678.135,23008.529,27482.221,22119.74,14261.173,14979.471,16636.048,14698.538,13595.99,14674.846,12194.24,16280.077,12568.74,13051.558,13382.029,13218.74
634.043,12575.796,10967.462,11771.629,139.108,11674.644,23040.769,27510.538,22175.202,14324.904,14991.971,16631.423,14692.173,13602.731,14700.192,12206.26,16294.394,12586.51,13056.096,13435.462,13245.885
634.171,12539.0,10992.923,11765.961500000001,135.409,11656.212,23032.5,27546.077,22178.212,14283.048,15038.135,16687.01,14684.712,13626.106,14706.01,12242.625,16309.663,12630.067,13061.212,13415.067,13231.615
634.299,12566.581,10973.067,11769.824,140.871,11679.837,22972.058,27552.221,22158.154,14315.625,15009.529,16620.144,14652.462,13620.587,14712.144,12227.952,16293.394,12612.962,13057.452,13422.558,13216.038
634.427,12514.118,10940.308,11727.213,139.14,11632.413,22915.365,27536.692,22188.558,14263.452,14982.952,16579.615,14662.981,13563.942,14688.913,12174.952,16271.192,12593.731,13028.01,13387.558,13208.5
634.555,12753.333,11179.462,11966.3975,141.699,11844.798,23124.721,27792.702,22415.587,14555.346,15226.683,16849.846,14868.615,13786.442,14915.231,12442.413,16489.654,12834.875,13255.596,13629.942,13458.702
634.683,12505.688,10950.865,11728.2765,145.849,11626.433,22889.298,27596.856,22257.413,14329.038,15002.404,16654.875,14673.625,13570.625,14700.029,12223.769,16292.885,12600.75,13031.067,13373.904,13227.173
634.812,12495.172,10940.452,11717.812,142.398,11655.317,22856.038,27557.192,22235.654,14356.288,15023.683,16648.385,14639.885,13543.087,14655.519,12232.846,16286.404,12586.577,13034.337,13414.317,13183.125
634.94,12478.548,10915.865,11697.2065,137.258,11596.673,22806.567,27494.144,22232.596,14286.529,14983.99,16608.125,14604.558,13463.288,14649.288,12172.635,16221.971,12547.404,12965.452,13353.163,13172.933
635.068,12502.688,10889.231,11695.9595,127.817,11609.24,22779.519,27576.106,22248.683,14351.837,15017.385,16582.433,14612.269,13452.971,14655.865,12187.106,16235.798,12548.558,13017.442,13335.019,13164.769
635.196,12480.054,10917.779,11698.9165,135.108,11581.769,22709.346,27556.981,22226.346,14288.115,14959.471,16570.096,14605.365,13452.365,14624.096,12183.365,16249.404,12534.731,12947.048,13364.894,13176.308
635.324,12469.763,10873.317,11671.54,143.484,11548.827,22705.558,27459.423,22263.173,14299.673,14991.702,16561.106,14571.981,13434.635,14637.26,12174.75,16204.356,12522.269,13002.788,13327.558,13155.288
635.452,12470.247,10898.163,11684.205,141.118,11567.904,22663.49,27446.875,22257.548,14326.471,14995.125,16548.538,14586.769,13417.375,14613.673,12163.26,16198.038,12557.75,12983.702,13322.038,13135.779
635.58,12555.957,10971.24,11763.5985,135.742,11634.058,22726.26,27607.683,22333.625,14414.538,15086.538,16624.423,14614.731,13501.644,14703.135,12270.846,16290.327,12617.75,13022.779,13422.663,13221.827
635.708,12443.129,10824.865,11633.997,133.301,11524.442,22558.125,27499.346,22254.519,14254.106,14926.731,16510.25,14501.663,13386.144,14535.0,12138.731,16162.058,12499.067,12914.933,13249.375,13061.587
635.837,12461.591,10868.394,11664.9925,138.065,11560.346,22603.25,27505.99,22237.837,14331.894,14989.471,16521.442,14488.51,13371.971,14585.644,12140.644,16192.308,12523.875,12914.115,13278.808,13081.894
635.965,12426.581,10833.885,11630.233,141.72,11536.548,22509.49,27489.173,22257.327,14327.606,14933.269,16502.971,14464.346,13349.125,14564.202,12169.154,16128.471,12498.558,12883.221,13241.096,13050.827
636.093,12361.634,10800.529,11581.0815,141.505,11481.577,22501.712,27456.308,22263.615,14316.087,14942.538,16474.346,14468.288,13307.76,14503.356,12121.654,16120.692,12486.317,12833.5,13196.683,13034.99
636.221,12346.43,10768.827,11557.628499999999,145.591,11469.404,22388.788,27469.279,22245.077,14244.115,14914.577,16432.462,14424.288,13277.135,14492.067,12112.962,16078.077,12472.308,12823.433,13196.962,13023.673
636.349,12289.957,10727.471,11508.714,134.742,11410.163,22286.442,27425.971,22206.038,14207.404,14856.442,16382.885,14349.635,13196.25,14429.173,12024.817,16008.481,12361.26,12805.25,13150.375,12919.76
636.477,12290.968,10708.644,11499.806,138.914,11419.452,22256.74,27384.952,22170.25,14238.981,14855.596,16392.5,14376.135,13163.644,14424.587,12027.606,16000.163,12371.298,12745.192,13136.288,12946.029
636.605,12345.656,10736.163,11540.909500000002,164.108,11475.442,22258.51,27430.913,22241.692,14272.75,14959.462,16433.788,14409.846,13228.019,14486.712,12098.077,16088.385,12437.49,12829.5,13169.087,13010.317
636.733,12265.828,10683.904,11474.866,143.978,11387.798,22205.019,27416.375,22173.298,14206.125,14856.971,16352.683,14364.471,13157.269,14425.221,12039.635,16033.769,12356.337,12732.096,13141.529,12933.529
636.862,12227.409,10679.192,11453.3005,144.333,11357.904,22168.077,27389.154,22228.558,14215.26,14831.308,16289.212,14332.567,13113.587,14424.288,12014.971,15986.971,12367.115,12722.481,13110.298,12901.029
636.99,12262.774,10696.106,11479.439999999999,147.312,11350.856,22111.327,27424.74,22186.673,14217.279,14846.692,16337.529,14324.731,13135.279,14362.279,12020.596,16021.49,12368.144,12744.279,13124.067,12912.26
637.118,12228.774,10629.567,11429.1705,146.441,11355.856,22016.096,27337.74,22194.058,14188.375,14860.567,16299.327,14251.779,13096.933,14367.413,12022.74,15949.99,12344.346,12699.971,13072.471,12878.519
637.246,12174.645,10609.606,11392.1255,147.258,11300.471,21973.981,27313.423,22083.894,14183.135,14764.183,16222.192,14225.096,13013.346,14318.337,11985.26,15931.683,12285.24,12649.096,13013.51,12824.923
637.374,12342.215,10728.048,11535.1315,135.806,11424.288,22070.106,27475.856,22291.183,14302.856,14945.567,16364.115,14357.923,13146.115,14427.75,12112.327,16066.24,12427.712,12796.106,13147.721,12973.663
637.502,12121.559,10551.385,11336.472,142.903,11251.144,21867.962,27285.067,22074.673,14159.731,14749.808,16191.913,14178.76,12962.788,14218.596,11899.298,15873.346,12266.663,12607.183,12962.442,12730.038
637.63,12104.527,10543.125,11323.826000000001,142.957,11237.087,21787.038,27337.692,22112.471,14132.26,14754.058,16166.058,14142.529,12922.135,14231.096,11908.529,15888.26,12252.26,12579.192,12964.433,12788.712
637.758,12067.71,10550.769,11309.2395,138.151,11222.923,21768.404,27231.971,22073.673,14118.058,14736.058,16146.298,14119.125,12897.837,14223.779,11895.712,15826.26,12259.462,12574.769,12968.067,12761.865
637.887,12035.978,10446.875,11241.4265,135.538,11166.269,21672.587,27198.769,22051.481,14049.01,14694.433,16087.519,14075.567,12846.548,14170.5,11845.731,15768.548,12176.154,12514.125,12902.673,12707.481
