lambda[nm],I_Ref_Start[au],I_Ref_Stop[au],I_Ref_Mean[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
666.074,8160.925,7406.923,7783.924,153.43,7959.029,13526.25,20075.577,14050.308,9750.798,10212.635,11613.962,10119.615,9170.712,9791.288,9027.808,11689.481,9291.385,8997.173,9359.26,8816.933
666.202,8162.129,7395.125,7778.627,137.258,7948.519,13491.173,20138.644,14015.913,9747.038,10206.587,11620.087,10116.865,9197.433,9770.51,9026.423,11643.933,9284.038,8989.51,9373.413,8828.788
666.33,8101.215,7336.087,7718.651,138.043,7893.413,13459.731,20035.913,13987.913,9736.087,10149.913,11554.019,10020.212,9138.433,9710.923,8995.885,11676.24,9254.942,8928.135,9307.923,8761.731
666.458,8618.269,7779.192,8198.7305,657.925,8318.817,13811.731,20438.875,14355.952,10136.51,10564.913,11925.308,10475.779,9565.212,10130.288,9402.75,12023.24,9661.212,9363.038,9705.394,9164.433
666.587,8087.677,7346.192,7716.934499999999,145.495,7883.221,13404.49,19993.971,13997.077,9693.327,10127.231,11508.702,10040.279,9103.423,9706.423,8978.779,11630.519,9237.606,8916.135,9323.385,8733.048
666.715,8085.71,7317.442,7701.576,150.398,7882.423,13362.01,19933.288,14004.538,9714.721,10131.712,11511.904,10039.712,9149.462,9702.51,9006.385,11609.74,9240.115,8936.442,9281.317,8764.135
666.843,8030.204,7294.298,7662.251,142.839,7852.077,13298.471,19944.115,13975.346,9672.231,10088.856,11466.962,10003.481,9081.452,9655.74,8974.558,11569.856,9177.327,8883.51,9268.519,8726.971
666.971,8077.129,7306.962,7692.0455,142.817,7864.519,13317.067,20009.875,14005.99,9689.413,10106.788,11487.913,9988.077,9099.01,9667.606,8960.731,11599.029,9218.077,8908.683,9305.962,8716.202
667.099,8051.118,7333.154,7692.136,137.473,7898.673,13284.663,19992.163,13950.548,9722.317,10113.875,11509.365,9971.654,9111.548,9650.904,8994.298,11629.096,9224.558,8890.49,9296.413,8736.952
667.227,8082.591,7373.423,7728.007,148.763,7912.327,13333.683,20002.058,14042.077,9746.875,10182.029,11499.481,10010.673,9130.317,9700.635,9035.394,11648.048,9260.856,8960.837,9298.942,8753.856
667.355,8095.097,7342.308,7718.702499999999,146.613,7882.702,13291.654,19976.163,14036.058,9707.019,10095.404,11476.558,9995.135,9129.173,9705.173,8992.288,11625.192,9211.885,8929.923,9294.625,8740.663
667.483,8006.323,7258.173,7632.248,136.097,7811.673,13192.692,19938.548,13942.096,9649.106,10011.827,11422.538,9870.933,9033.923,9577.971,8933.692,11509.471,9154.567,8843.827,9195.731,8641.856
667.612,7998.753,7283.971,7641.361999999999,138.968,7826.019,13229.74,19950.25,13940.356,9649.433,10037.019,11409.827,9900.413,9054.769,9632.067,8964.067,11578.25,9179.519,8864.048,9232.615,8723.221
667.74,8024.43,7241.202,7632.816000000001,131.355,7790.548,13140.952,19803.183,13955.712,9630.952,10008.269,11372.087,9906.192,9015.01,9590.779,8933.481,11536.673,9150.606,8822.308,9199.077,8639.846
667.868,7958.387,7197.404,7577.8955000000005,142.849,7760.154,13090.279,19874.923,13869.904,9575.269,9968.462,11308.875,9828.692,8988.269,9546.144,8864.538,11529.26,9077.337,8780.76,9193.279,8590.702
667.996,7917.419,7193.798,7555.6085,130.742,7748.615,13078.615,19760.356,13896.087,9540.625,9947.173,11275.962,9799.375,8950.163,9494.202,8898.394,11510.154,9094.548,8751.096,9145.51,8577.048
668.124,7954.613,7243.519,7599.066000000001,138.882,7766.442,13090.971,19813.202,13925.0,9623.077,9995.865,11310.558,9832.663,8991.644,9528.077,8917.779,11554.596,9135.587,8813.769,9141.356,8617.154
668.252,8058.72,7293.51,7676.115,142.667,7845.942,13128.76,19847.875,14005.644,9712.394,10057.587,11373.038,9874.269,9056.837,9603.279,8961.038,11624.663,9204.0,8873.962,9257.712,8691.298
668.38,7906.828,7145.221,7526.0244999999995,155.591,7672.135,13003.096,19833.25,13849.106,9520.442,9886.808,11244.885,9731.231,8926.692,9429.625,8866.587,11469.837,9032.587,8729.808,9079.356,8514.635
668.508,7926.892,7176.692,7551.7919999999995,146.398,7733.288,13021.01,19831.596,13873.317,9548.49,9894.5,11240.49,9765.788,8936.25,9460.442,8877.875,11505.75,9093.952,8762.01,9129.75,8566.856
668.637,7896.925,7156.74,7526.8325,137.925,7666.846,12899.202,19734.038,13833.817,9521.904,9870.365,11200.75,9702.913,8873.365,9388.875,8834.817,11412.606,9017.76,8714.279,9068.154,8512.317
668.765,7927.57,7164.24,7545.905,135.548,7702.029,12906.173,19701.288,13864.904,9545.0,9851.971,11207.606,9740.942,8901.029,9439.519,8897.125,11499.288,9060.519,8711.904,9073.067,8547.779
668.893,7887.763,7129.49,7508.6265,140.366,7674.308,12858.163,19646.183,13852.76,9516.548,9845.625,11148.115,9675.74,8883.75,9390.26,8849.144,11437.26,9021.26,8711.106,9047.087,8492.798
669.021,7800.925,7042.51,7421.717500000001,148.441,7602.692,12786.067,19607.952,13731.817,9453.952,9784.817,11091.231,9624.692,8805.76,9352.471,8742.385,11377.779,8946.548,8617.5,8980.019,8423.654
669.149,7839.796,7114.308,7477.052,133.828,7694.0,12818.644,19644.087,13852.75,9525.885,9851.5,11155.625,9663.365,8830.337,9384.125,8821.433,11475.115,9024.144,8695.99,9053.615,8490.74
669.277,7761.688,7027.202,7394.445,139.118,7569.01,12732.567,19548.202,13722.24,9400.115,9766.692,11043.106,9552.635,8737.183,9280.731,8770.462,11362.538,8918.077,8562.875,8951.769,8389.385
669.405,7875.72,7130.433,7503.0765,144.14,7698.279,12790.0,19618.606,13857.308,9531.548,9844.183,11147.817,9661.875,8859.433,9394.288,8866.356,11462.692,9066.442,8702.673,9043.615,8530.038
669.533,7848.677,7092.798,7470.737499999999,141.419,7638.923,12765.846,19636.49,13801.587,9492.481,9792.077,11076.625,9617.394,8835.538,9386.885,8841.346,11439.731,9020.673,8639.077,9006.981,8460.731
669.662,7756.968,7014.048,7385.508,142.301,7559.663,12676.269,19495.317,13729.721,9427.769,9717.269,10985.163,9525.837,8706.721,9268.904,8750.721,11349.856,8925.856,8575.933,8942.125,8380.577
669.79,7732.548,6985.712,7359.13,143.602,7525.788,12615.413,19503.683,13733.183,9403.538,9711.115,10977.904,9522.625,8709.654,9292.317,8717.481,11358.76,8916.76,8534.942,8882.75,8356.673
669.918,7772.806,7014.471,7393.638499999999,132.032,7597.327,12615.106,19508.375,13771.269,9407.798,9733.317,10964.019,9521.192,8713.74,9285.49,8772.125,11350.462,8951.721,8585.144,8918.24,8360.433
670.046,7841.688,7129.279,7485.4835,135.839,7664.029,12711.317,19556.731,13824.567,9516.587,9819.163,11050.962,9615.01,8860.712,9385.087,8879.452,11467.654,9048.058,8661.375,9033.288,8483.625
670.174,7660.323,6894.99,7277.6565,135.86,7463.298,12497.096,19398.49,13631.692,9309.135,9606.712,10888.202,9411.163,8638.288,9172.596,8686.519,11257.096,8842.452,8464.115,8848.087,8262.404
670.302,7635.957,6906.856,7271.4065,140.204,7450.038,12424.019,19379.846,13604.144,9281.183,9586.144,10855.212,9398.933,8606.519,9154.683,8674.962,11272.183,8842.173,8495.048,8821.298,8260.154
670.43,7624.753,6872.288,7248.5205,143.312,7407.558,12392.702,19308.673,13579.538,9267.875,9558.567,10810.5,9328.615,8581.846,9103.442,8636.731,11223.452,8792.596,8421.952,8793.788,8228.106
670.558,7667.086,6951.423,7309.2545,139.097,7487.106,12421.49,19352.01,13651.5,9336.077,9591.817,10826.173,9397.837,8654.163,9158.048,8707.385,11267.538,8808.154,8468.385,8834.144,8270.452
670.687,7795.151,7055.856,7425.5035,138.731,7560.99,12534.769,19426.769,13768.288,9426.75,9712.625,10934.375,9496.99,8715.058,9277.615,8807.202,11381.683,8961.817,8610.933,8935.202,8373.875
670.815,7598.925,6863.058,7230.9915,131.763,7390.308,12293.404,19249.26,13560.221,9240.413,9513.0,10758.5,9291.135,8532.26,9076.856,8604.058,11199.462,8761.452,8411.144,8743.712,8168.683
670.943,7588.215,6902.731,7245.473,142.194,7449.308,12318.0,19252.606,13566.183,9269.462,9545.76,10763.135,9322.25,8622.375,9090.356,8677.288,11226.625,8804.087,8417.51,8795.99,8204.625
671.071,7507.645,6786.558,7147.101500000001,134.204,7304.962,12225.192,19128.029,13480.808,9155.058,9450.462,10663.183,9194.846,8495.375,8996.481,8548.798,11110.846,8716.5,8341.856,8696.337,8115.327
671.199,7495.806,6754.221,7125.013499999999,129.505,7298.971,12175.856,19127.115,13444.721,9175.798,9409.673,10624.048,9191.231,8440.971,8979.24,8550.067,11113.125,8672.577,8309.558,8657.856,8106.721
671.327,7539.86,6790.096,7164.977999999999,140.882,7311.029,12155.058,19135.25,13470.019,9196.231,9444.173,10624.5,9189.558,8451.596,8963.788,8582.077,11101.625,8707.942,8318.25,8672.817,8118.01
671.455,7561.333,6781.5,7171.416499999999,164.688,7322.721,12190.288,19127.606,13517.788,9181.577,9435.788,10639.558,9208.038,8484.846,8988.01,8590.106,11123.875,8735.327,8364.279,8712.788,8110.077
671.583,7493.065,6755.769,7124.4169999999995,135.129,7301.298,12067.481,19093.654,13434.442,9108.923,9394.519,10576.625,9143.942,8418.894,8949.875,8532.827,11097.192,8658.423,8292.817,8621.567,8100.067
671.712,7456.0,6723.25,7089.625,136.022,7259.231,12057.74,19016.144,13428.875,9115.077,9361.029,10541.288,9107.26,8392.731,8918.115,8497.577,11034.798,8637.144,8254.385,8601.827,8033.769
671.84,7510.495,6771.202,7140.8485,142.161,7296.394,12072.99,19016.135,13436.683,9162.683,9398.058,10570.894,9148.673,8450.837,8957.231,8585.413,11128.606,8670.202,8325.846,8653.202,8086.827
671.968,7603.086,6876.385,7239.735500000001,138.022,7392.394,12158.221,19151.51,13549.923,9262.712,9500.856,10668.683,9266.221,8532.269,9054.74,8645.808,11213.269,8788.913,8423.0,8725.067,8178.865
672.096,7569.172,6865.702,7217.437,137.247,7382.712,12092.288,19015.712,13525.221,9225.125,9467.327,10617.923,9156.875,8495.923,8984.24,8642.26,11148.971,8785.548,8374.913,8686.692,8139.519
672.224,7367.871,6629.827,6998.849,132.032,7166.529,11860.74,18828.913,13301.26,9006.856,9218.702,10411.192,9006.337,8309.721,8796.26,8424.962,10979.942,8554.798,8177.74,8528.625,7945.567
672.352,7355.376,6629.971,6992.6735,138.269,7148.25,11856.76,18866.471,13290.51,8990.769,9222.183,10383.837,8950.577,8273.75,8786.788,8423.51,10994.385,8541.635,8168.798,8480.779,7929.125
672.48,7329.151,6581.567,6955.359,145.591,7110.298,11782.337,18786.385,13246.865,8968.548,9167.76,10333.308,8911.76,8224.087,8711.827,8379.548,10936.067,8493.923,8131.942,8443.548,7868.817
672.608,7373.398,6653.231,7013.3145,135.806,7142.0,11767.51,18756.567,13280.5,8992.808,9197.885,10366.452,8950.875,8281.683,8797.394,8435.894,10931.212,8568.625,8163.212,8495.413,7903.058
672.737,7293.914,6582.423,6938.1685,139.043,7113.221,11724.317,18711.356,13213.769,8947.346,9164.019,10277.279,8898.462,8235.952,8703.673,8365.308,10899.548,8514.962,8106.279,8424.288,7840.817
672.865,7241.57,6533.173,6887.371499999999,141.151,7045.471,11633.904,18629.99,13180.885,8914.192,9105.615,10233.087,8843.106,8183.5,8649.625,8304.481,10834.394,8444.212,8043.25,8379.346,7829.558
672.993,7228.398,6548.154,6888.276,142.022,7042.635,11617.135,18571.24,13180.106,8892.779,9100.279,10174.615,8826.51,8168.625,8659.202,8345.337,10845.779,8446.5,8066.183,8378.423,7796.923
673.121,7216.462,6536.894,6876.678,137.194,7026.51,11572.577,18591.154,13137.558,8876.346,9062.548,10202.269,8807.019,8129.125,8635.038,8320.76,10851.24,8456.885,8035.538,8359.894,7775.212
673.249,7233.957,6521.846,6877.9015,130.935,7017.75,11543.615,18504.106,13139.452,8837.875,9046.856,10180.471,8766.481,8130.885,8602.163,8314.231,10803.76,8434.721,8003.721,8329.202,7769.423
673.377,7164.43,6453.375,6808.9025,135.301,6970.548,11484.442,18531.788,13091.49,8840.923,8981.606,10108.0,8706.913,8086.923,8575.048,8258.788,10753.933,8376.365,7991.077,8282.356,7724.654
673.505,7169.548,6444.51,6807.029,134.043,6932.087,11401.279,18445.712,13074.788,8790.721,8970.288,10083.269,8670.894,8051.913,8536.125,8248.827,10756.221,8371.221,7976.24,8282.163,7713.769
673.633,7208.946,6506.846,6857.896,141.785,7008.308,11459.337,18475.356,13111.846,8850.663,9040.837,10131.0,8732.317,8100.231,8580.808,8318.962,10798.558,8433.933,8013.0,8324.798,7783.115
673.762,7137.527,6402.24,6769.8835,132.645,6918.442,11368.173,18431.673,13011.625,8762.394,8939.962,10010.288,8620.548,8034.635,8513.317,8239.779,10705.49,8324.442,7922.173,8231.606,7678.327
673.89,7111.763,6458.74,6785.2515,136.742,6934.029,11364.269,18336.442,13035.673,8775.096,8940.587,10041.0,8619.327,8031.337,8499.683,8230.856,10730.635,8353.087,7931.212,8249.394,7668.269
674.018,7142.839,6441.26,6792.0495,134.409,6911.01,11342.183,18399.279,13023.404,8782.837,8910.635,10027.913,8638.712,8006.635,8487.24,8250.442,10730.327,8334.779,7936.26,8251.144,7684.346
674.146,7080.269,6402.587,6741.428,137.989,6875.808,11272.817,18310.865,12986.894,8694.817,8884.827,9946.923,8559.75,7968.558,8427.731,8183.596,10663.712,8292.212,7870.548,8154.731,7630.183
674.274,7057.0,6387.269,6722.1345,132.667,6844.077,11225.596,18287.981,12958.308,8698.058,8873.731,9902.183,8540.0,7962.048,8432.0,8161.577,10663.288,8298.596,7865.279,8179.067,7632.087
674.402,7130.882,6430.635,6780.7585,135.43,6920.885,11260.625,18304.712,12996.51,8735.24,8871.962,9968.971,8593.596,7976.26,8458.375,8210.875,10709.125,8333.423,7884.875,8199.798,7634.231
674.53,7015.269,6349.952,6682.610500000001,145.075,6850.423,11201.962,18166.087,12893.538,8690.731,8840.106,9868.394,8509.26,7944.981,8370.75,8147.49,10646.702,8246.058,7831.817,8140.663,7594.231
674.658,6962.441,6325.375,6643.907999999999,136.484,6806.462,11102.644,18088.567,12870.625,8623.788,8771.904,9811.769,8460.625,7854.24,8358.577,8125.442,10549.74,8198.519,7805.231,8100.702,7527.442
674.787,6967.237,6324.471,6645.853999999999,140.312,6770.596,11065.298,18075.721,12811.808,8585.337,8727.683,9765.26,8432.596,7823.471,8310.942,8099.933,10580.173,8194.471,7770.769,8077.952,7489.933
674.915,7100.892,6421.702,6761.2970000000005,140.366,6926.606,11141.587,18186.337,12953.077,8747.596,8884.308,9899.067,8565.875,7960.452,8448.26,8231.077,10690.308,8320.538,7890.442,8195.481,7632.683
675.043,6968.215,6295.817,6632.016,138.118,6760.99,11006.337,18088.385,12803.567,8576.231,8710.01,9735.25,8422.173,7842.356,8307.673,8086.865,10554.865,8165.087,7737.74,8060.654,7495.635
675.171,6954.989,6292.875,6623.932,147.57,6745.981,10964.087,17980.769,12780.173,8601.038,8706.192,9703.375,8396.26,7832.183,8257.471,8077.673,10542.558,8186.442,7750.885,8047.846,7476.712
675.299,6903.774,6236.192,6569.983,142.667,6716.596,10887.135,17895.49,12729.558,8498.827,8642.74,9654.144,8305.923,7780.644,8211.038,7998.481,10470.702,8113.202,7672.74,7946.154,7410.846
675.427,6871.194,6211.904,6541.549000000001,134.914,6666.442,10853.971,17891.096,12716.548,8479.471,8603.615,9620.394,8305.317,7728.827,8185.721,7967.029,10438.317,8075.913,7668.962,7950.76,7385.327
675.555,6846.742,6186.288,6516.514999999999,140.946,6673.75,10794.375,17856.337,12667.279,8487.548,8589.212,9585.981,8294.971,7726.202,8173.635,7971.644,10446.087,8081.317,7653.798,7952.298,7377.894
675.683,6874.989,6210.558,6542.773499999999,146.763,6693.317,10838.298,17827.154,12703.942,8486.913,8632.913,9599.24,8279.26,7734.875,8189.731,8007.096,10477.058,8077.558,7650.827,7945.337,7403.567
675.812,6844.72,6162.548,6503.634,140.624,6615.779,10751.067,17721.731,12656.298,8443.385,8551.279,9548.692,8214.788,7694.317,8129.433,7945.606,10415.433,8064.971,7606.538,7931.74,7363.135
675.94,6824.656,6142.885,6483.7705000000005,149.925,6607.846,10705.933,17719.99,12608.337,8424.654,8529.827,9527.365,8228.298,7674.327,8129.394,7943.933,10395.173,8035.404,7570.981,7905.721,7303.99
676.068,6763.57,6114.76,6439.165,141.355,6549.846,10614.885,17664.067,12550.212,8401.548,8470.827,9470.904,8131.808,7640.769,8059.096,7882.558,10348.433,7955.327,7561.75,7813.471,7239.096
676.196,6832.828,6150.058,6491.443,135.688,6595.029,10680.058,17681.212,12591.962,8403.413,8514.135,9475.538,8151.856,7648.962,8096.298,7918.548,10421.317,8012.99,7553.904,7857.26,7319.231
676.324,6743.183,6073.481,6408.332,151.151,6542.394,10563.875,17512.529,12512.51,8329.721,8451.654,9388.856,8100.221,7586.308,8023.019,7859.875,10313.288,7924.519,7510.375,7822.385,7215.712
676.452,6698.344,6032.856,6365.6,144.914,6498.173,10516.923,17482.731,12473.471,8311.625,8397.837,9361.077,8067.885,7518.538,7961.721,7824.808,10252.663,7910.894,7464.817,7745.942,7207.952
676.58,6681.925,6028.817,6355.371,136.645,6476.846,10464.769,17417.971,12444.452,8270.827,8367.548,9313.731,8009.106,7501.904,7925.337,7772.663,10227.385,7891.067,7437.548,7736.375,7178.625
676.708,6661.0,6023.365,6342.1825,146.538,6477.173,10464.462,17413.788,12426.808,8288.635,8340.558,9277.462,7992.875,7479.433,7894.923,7781.75,10252.327,7882.087,7423.173,7715.106,7179.163
676.837,6671.194,5990.625,6330.9095,140.946,6440.587,10427.75,17344.365,12440.99,8251.788,8332.471,9253.49,8006.433,7480.837,7916.087,7769.385,10243.462,7843.971,7404.096,7693.442,7119.712
676.965,6759.742,6090.24,6424.991,143.366,6543.548,10477.913,17432.856,12502.327,8337.125,8415.26,9339.933,8061.721,7549.952,7978.308,7852.144,10315.106,7970.163,7505.288,7801.721,7246.817
677.093,6780.032,6130.154,6455.093000000001,138.215,6589.192,10512.913,17499.452,12521.625,8392.837,8432.731,9358.087,8092.154,7589.654,8009.942,7911.106,10351.096,7962.558,7542.654,7803.865,7271.01
677.221,6636.613,5982.106,6309.3595000000005,139.624,6458.856,10346.885,17269.269,12372.74,8263.019,8294.962,9243.269,7938.587,7453.817,7889.49,7758.163,10197.817,7847.221,7399.183,7681.346,7121.846
677.349,6562.215,5925.423,6243.8189999999995,138.387,6371.962,10254.971,17133.683,12267.327,8157.846,8194.135,9146.058,7854.51,7398.635,7767.952,7713.096,10130.106,7794.5,7345.394,7612.587,7025.625
677.477,6668.978,6011.75,6340.364,160.14,6436.5,10323.163,17221.337,12344.346,8224.615,8276.327,9190.75,7921.837,7457.288,7853.548,7793.106,10199.952,7852.471,7399.067,7677.923,7123.529
677.605,6549.817,5880.462,6215.1395,135.548,6315.817,10171.933,17155.875,12254.837,8104.894,8172.875,9072.577,7800.846,7334.76,7745.51,7658.904,10060.933,7742.779,7264.962,7562.404,6985.606
677.733,6553.871,5910.077,6231.974,145.376,6355.317,10186.173,17029.048,12233.173,8125.827,8164.625,9092.5,7821.952,7329.962,7755.856,7656.279,10084.096,7779.721,7315.962,7559.846,7017.663
677.862,6514.806,5909.202,6212.004,130.591,6341.644,10154.173,17057.077,12233.462,8118.548,8139.885,9060.26,7797.827,7318.558,7726.663,7656.125,10073.894,7741.673,7277.365,7564.385,6990.163
677.99,6504.484,5867.587,6186.0355,131.237,6335.779,10086.048,17032.413,12235.962,8121.163,8137.337,9053.913,7760.529,7307.731,7745.885,7652.365,10084.731,7756.106,7270.865,7536.0,6981.327
678.118,6553.473,5950.058,6251.7654999999995,141.581,6376.51,10150.385,17007.577,12260.962,8153.5,8166.356,9049.635,7825.913,7352.163,7753.817,7711.308,10082.337,7770.74,7326.635,7568.904,7042.577
678.246,6476.538,5838.962,6157.75,148.71,6286.606,10057.462,16955.712,12184.01,8043.837,8088.971,8980.154,7747.029,7270.154,7687.327,7641.019,10040.654,7674.558,7247.038,7511.288,6933.721
678.374,6531.344,5901.067,6216.2055,140.301,6327.846,10070.933,16922.635,12212.596,8107.327,8098.587,9018.144,7775.625,7308.106,7718.76,7673.981,10088.019,7725.394,7280.74,7551.538,7011.894
678.502,6444.935,5817.971,6131.4529999999995,142.054,6247.625,9972.356,16829.25,12113.125,8038.808,8037.404,8943.26,7673.683,7220.692,7622.596,7579.683,9991.952,7630.279,7189.375,7466.865,6896.721
678.63,6373.978,5768.356,6071.1669999999995,138.624,6178.442,9928.077,16806.798,12037.029,7961.827,7964.087,8853.173,7619.577,7179.913,7557.808,7521.51,9948.981,7601.548,7119.577,7395.135,6832.942
678.758,6395.333,5783.106,6089.219499999999,156.548,6199.433,9923.519,16781.519,12052.644,7995.635,8010.058,8857.202,7611.625,7199.346,7601.837,7548.25,9956.875,7629.01,7165.087,7434.587,6882.356
678.887,6523.505,5902.058,6212.7815,141.602,6319.731,10033.942,16841.596,12183.375,8125.808,8102.375,8984.067,7745.26,7329.221,7681.144,7658.144,10074.067,7740.529,7277.298,7550.683,7003.067
679.015,6313.323,5698.702,6006.012500000001,142.753,6113.26,9765.644,16626.115,11968.635,7914.183,7866.24,8762.885,7508.096,7088.952,7497.587,7444.173,9867.346,7525.567,7045.654,7319.577,6751.529
679.143,6302.355,5677.404,5989.8795,136.043,6135.279,9755.548,16585.452,11976.356,7872.952,7866.577,8748.981,7480.519,7078.462,7460.269,7438.202,9817.962,7525.808,7048.827,7311.212,6767.135
679.271,6298.183,5684.654,5991.4185,151.484,6096.981,9748.24,16566.038,11937.26,7902.413,7835.625,8721.529,7488.615,7078.375,7421.192,7440.087,9844.231,7508.606,7054.058,7309.981,6741.087
679.399,6289.71,5659.356,5974.532999999999,147.946,6108.269,9715.375,16509.837,11913.962,7864.644,7843.365,8713.115,7458.952,7043.433,7443.144,7426.856,9847.375,7536.606,7021.654,7287.635,6723.26
679.527,6304.688,5677.038,5990.862999999999,135.731,6117.952,9716.038,16494.49,11943.212,7865.346,7877.779,8693.5,7513.096,7070.212,7453.452,7446.442,9843.702,7507.74,7064.404,7297.673,6751.875
679.655,6326.785,5724.067,6025.4259999999995,135.065,6128.865,9736.029,16578.654,11989.49,7901.731,7909.76,8702.115,7522.288,7092.788,7470.885,7495.423,9905.644,7575.096,7105.731,7321.644,6781.769
679.783,6217.828,5613.144,5915.486000000001,136.742,6018.904,9619.394,16385.423,11849.442,7805.365,7764.865,8607.952,7379.308,6973.663,7354.125,7346.817,9782.596,7449.202,6989.423,7226.865,6655.423
679.912,6209.849,5589.625,5899.737,143.323,6007.885,9582.163,16383.673,11884.433,7786.077,7755.029,8580.346,7403.769,6983.288,7321.519,7379.462,9768.798,7428.913,6970.163,7215.288,6655.817
680.04,6372.989,5782.856,6077.9225,140.774,6205.337,9737.481,16485.962,11995.731,7920.51,7891.192,8742.548,7521.731,7161.26,7517.779,7523.962,9946.135,7624.779,7146.875,7387.058,6847.519
680.168,6172.882,5586.212,5879.5470000000005,139.172,6008.115,9537.702,16256.933,11807.346,7755.365,7748.894,8528.365,7338.558,6949.721,7326.192,7322.26,9735.269,7426.587,6933.24,7158.394,6621.442
680.296,6193.624,5596.471,5895.0475,142.656,6040.981,9524.106,16235.433,11798.058,7787.635,7735.019,8550.981,7353.327,6972.202,7321.702,7339.962,9759.135,7440.827,6964.798,7173.077,6631.894
680.424,6143.194,5536.404,5839.799000000001,137.774,5972.971,9511.913,16215.644,11759.462,7754.26,7700.625,8518.048,7295.692,6899.808,7279.212,7313.75,9719.558,7369.856,6927.808,7158.788,6587.5
680.552,6140.419,5556.538,5848.478499999999,146.409,5928.394,9428.817,16171.029,11760.654,7717.375,7657.74,8469.721,7265.962,6890.26,7226.894,7287.346,9666.365,7379.423,6876.413,7116.413,6577.0
680.68,6103.301,5526.654,5814.977500000001,152.161,5911.394,9395.183,16144.644,11697.423,7687.913,7630.25,8459.5,7239.904,6867.865,7256.769,7265.894,9662.346,7350.971,6859.587,7099.481,6543.25
680.808,6095.839,5513.913,5804.876,142.968,5883.433,9374.75,16040.135,11705.606,7646.173,7594.933,8415.913,7220.471,6862.452,7170.365,7230.288,9619.894,7345.74,6807.99,7050.029,6521.865
680.937,6047.258,5464.692,5755.975,134.989,5853.442,9318.538,16049.115,11660.135,7637.798,7572.856,8373.029,7179.288,6799.721,7170.49,7208.673,9606.452,7317.423,6814.24,7042.096,6478.279
681.065,6089.054,5522.577,5805.815500000001,133.462,5929.529,9385.115,15998.865,11688.154,7674.75,7638.317,8411.606,7241.231,6880.625,7203.846,7273.337,9670.606,7353.462,6873.74,7110.683,6551.481
681.193,6004.118,5446.163,5725.1404999999995,137.656,5855.433,9266.423,15928.663,11639.375,7596.404,7542.221,8346.442,7125.827,6775.288,7130.163,7186.519,9581.365,7276.308,6815.577,7019.038,6469.067
681.321,5998.097,5411.298,5704.6975,137.796,5804.038,9218.913,15936.51,11615.817,7587.5,7518.038,8303.49,7116.192,6732.567,7085.76,7169.394,9558.779,7262.24,6778.413,6988.538,6432.894
681.449,6064.806,5476.654,5770.73,137.774,5843.933,9278.375,15941.779,11650.212,7635.673,7568.49,8323.308,7162.067,6825.279,7132.221,7203.923,9590.875,7302.481,6809.375,7043.173,6481.865
681.577,5991.226,5423.433,5707.3295,138.763,5841.808,9223.933,15879.019,11578.144,7567.673,7489.673,8258.865,7115.683,6763.269,7091.558,7175.74,9570.365,7248.76,6733.894,6985.317,6439.981
681.705,5974.398,5385.856,5680.127,144.914,5756.327,9175.481,15880.519,11575.663,7551.337,7454.279,8255.346,7049.5,6710.317,7053.154,7128.173,9543.596,7232.644,6746.202,6959.788,6403.587
681.833,5968.763,5430.663,5699.713,136.763,5812.077,9174.923,15883.308,11609.731,7587.75,7483.462,8246.75,7079.558,6744.115,7061.048,7138.702,9567.413,7263.356,6757.692,6958.538,6442.058
681.962,5942.387,5385.769,5664.0779999999995,145.57,5769.49,9116.933,15759.894,11554.615,7526.846,7434.154,8213.279,7047.433,6698.5,7037.288,7125.99,9537.365,7224.019,6706.433,6923.567,6378.837
682.09,5927.376,5338.827,5633.101500000001,144.849,5721.49,9073.125,15675.433,11507.538,7513.471,7395.173,8151.74,6993.49,6657.115,6991.452,7080.067,9487.635,7165.019,6657.615,6874.0,6360.971
682.218,5903.312,5381.029,5642.1705,132.978,5737.0,9080.885,15726.356,11467.721,7517.231,7414.317,8152.51,6985.26,6651.0,6980.356,7085.808,9502.038,7158.587,6657.885,6896.24,6364.587
682.346,5908.946,5346.779,5627.8625,133.387,5736.202,9081.375,15677.673,11516.135,7511.048,7404.058,8167.317,6989.25,6669.654,6975.615,7063.087,9511.654,7178.933,6682.125,6883.567,6352.183
682.474,5886.57,5304.452,5595.511,145.215,5687.346,8981.154,15605.26,11453.962,7474.442,7359.663,8086.99,6925.481,6621.558,6954.519,7025.269,9461.067,7128.135,6618.519,6858.962,6327.5
682.602,5858.312,5318.337,5588.324500000001,138.613,5669.933,8971.865,15594.913,11478.221,7438.279,7349.606,8107.096,6922.462,6595.548,6916.317,7031.385,9443.51,7131.385,6620.51,6835.346,6293.394
682.73,5914.505,5385.548,5650.0265,139.129,5727.413,8995.779,15621.308,11478.067,7516.837,7404.24,8131.779,6954.298,6634.846,6959.654,7078.865,9519.394,7200.308,6651.865,6889.442,6331.202
682.858,5829.495,5259.029,5544.262000000001,134.398,5642.846,8901.404,15502.337,11440.337,7417.702,7308.212,8040.298,6884.058,6552.721,6879.269,6959.981,9432.885,7091.192,6592.048,6759.875,6255.029
