sample10v_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:16:17
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	730.330
586.124	702.680
586.252	709.010
586.380	710.093
586.508	707.186
586.637	709.732
586.765	713.515
586.893	705.670
587.021	714.866
587.149	712.598
587.277	707.804
587.405	709.990
587.533	710.701
587.662	715.000
587.790	720.701
587.918	711.670
588.046	711.485
588.174	714.000
588.302	714.990
588.430	714.639
588.558	720.639
588.687	715.536
588.815	730.031
588.943	723.588
589.071	718.237
589.199	716.278
589.327	722.237
589.455	712.825
589.583	721.598
589.712	721.907
589.840	718.825
589.968	716.433
590.096	723.268
590.224	716.526
590.352	725.526
590.480	717.021
590.608	722.567
590.737	720.876
590.865	719.258
590.993	711.876
591.121	717.784
591.249	722.144
591.377	718.649
591.505	721.701
591.633	718.928
591.762	724.691
591.890	729.814
592.018	721.938
592.146	729.856
592.274	725.546
592.402	710.711
592.530	721.474
592.658	722.938
592.787	723.175
592.915	724.381
593.043	727.526
593.171	727.536
593.299	729.423
593.427	728.423
593.555	723.186
593.683	727.608
593.812	737.722
593.940	740.938
594.068	740.186
594.196	745.247
594.324	738.103
594.452	740.835
594.580	747.897
594.708	748.608
594.837	751.485
594.965	753.320
595.093	757.732
595.221	758.918
595.349	751.557
595.477	755.155
595.605	763.979
595.733	766.072
595.862	768.134
595.990	758.299
596.118	762.227
596.246	764.577
596.374	766.010
596.502	768.907
596.630	772.835
596.758	772.505
596.887	778.175
597.015	776.876
597.143	770.062
597.271	766.010
597.399	780.876
597.527	775.990
597.655	776.577
597.783	768.474
597.912	776.206
598.040	771.670
598.168	778.742
598.296	778.000
598.424	773.186
598.552	775.268
598.680	770.629
598.808	772.670
598.937	769.454
599.065	770.526
599.193	775.691
599.321	769.186
599.449	775.608
599.577	775.711
599.705	774.134
599.833	780.247
599.962	764.186
600.090	775.691
600.218	770.536
600.346	776.113
600.474	776.897
600.602	775.526
600.730	770.887
600.858	777.680
600.987	780.165
601.115	791.144
601.243	782.649
601.371	782.753
601.499	786.320
601.627	790.464
601.755	787.237
601.883	788.495
602.012	786.072
602.140	786.371
602.268	792.969
602.396	803.732
602.524	797.485
602.652	800.794
602.780	801.701
602.908	806.464
603.037	814.660
603.165	810.340
603.293	820.567
603.421	817.680
603.549	816.753
603.677	823.103
603.805	820.701
603.933	825.144
604.062	834.845
604.190	832.918
604.318	839.505
604.446	838.619
604.574	837.268
604.702	842.773
604.830	847.072
604.958	851.423
605.087	855.144
605.215	855.103
605.343	858.031
605.471	866.196
605.599	864.784
605.727	863.948
605.855	862.515
605.983	860.309
606.112	878.969
606.240	883.639
606.368	874.299
606.496	875.887
606.624	882.186
606.752	879.402
606.880	877.577
607.008	883.608
607.137	886.505
607.265	888.577
607.393	888.825
607.521	889.773
607.649	887.598
607.777	890.093
607.905	893.206
608.033	890.588
608.162	888.670
608.290	882.722
608.418	902.392
608.546	892.804
608.674	901.835
608.802	891.608
608.930	898.258
609.058	895.608
609.187	892.371
609.315	886.825
609.443	895.856
609.571	898.216
609.699	897.124
609.827	891.505
609.955	896.856
610.083	884.948
610.212	894.165
610.340	894.371
610.468	895.247
610.596	898.907
610.724	892.660
610.852	898.299
610.980	895.433
611.108	908.093
611.237	898.155
611.365	892.763
611.493	895.835
611.621	892.588
611.749	908.309
611.877	905.928
612.005	903.402
612.133	911.773
