sample10u_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:15:51
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	2031.155
586.124	1965.381
586.252	1964.289
586.380	1963.299
586.508	1962.835
586.637	1982.134
586.765	1986.371
586.893	1992.629
587.021	1999.351
587.149	1989.165
587.277	1995.928
587.405	2012.351
587.533	2002.536
587.662	2016.608
587.790	2022.464
587.918	2021.330
588.046	2034.649
588.174	2027.691
588.302	2034.443
588.430	2029.773
588.558	2037.227
588.687	2043.784
588.815	2072.165
588.943	2062.320
589.071	2062.041
589.199	2055.639
589.327	2069.361
589.455	2062.103
589.583	2073.474
589.712	2086.144
589.840	2083.371
589.968	2083.505
590.096	2088.227
590.224	2084.031
590.352	2097.866
590.480	2098.206
590.608	2109.742
590.737	2096.928
590.865	2111.103
590.993	2114.052
591.121	2111.835
591.249	2135.113
591.377	2121.814
591.505	2126.948
591.633	2131.402
591.762	2144.402
591.890	2158.021
592.018	2147.567
592.146	2146.113
592.274	2170.000
592.402	2155.464
592.530	2152.588
592.658	2162.619
592.787	2175.794
592.915	2185.196
593.043	2178.227
593.171	2193.649
593.299	2207.093
593.427	2196.186
593.555	2199.031
593.683	2197.247
593.812	2215.505
593.940	2226.031
594.068	2237.845
594.196	2248.392
594.324	2236.804
594.452	2264.515
594.580	2273.722
594.708	2279.959
594.837	2270.495
594.965	2292.392
595.093	2291.598
595.221	2290.124
595.349	2317.289
595.477	2300.186
595.605	2312.691
595.733	2349.876
595.862	2357.691
595.990	2319.371
596.118	2345.474
596.246	2379.969
596.374	2354.206
596.502	2368.052
596.630	2391.392
596.758	2381.835
596.887	2384.969
597.015	2393.031
597.143	2366.691
597.271	2392.670
597.399	2399.320
597.527	2414.165
597.655	2419.186
597.783	2412.206
597.912	2414.464
598.040	2425.969
598.168	2438.722
598.296	2408.784
598.424	2420.990
598.552	2441.928
598.680	2416.175
598.808	2433.887
598.937	2465.361
599.065	2449.701
599.193	2469.320
599.321	2448.402
599.449	2469.629
599.577	2456.845
599.705	2473.433
599.833	2466.464
599.962	2462.010
600.090	2479.536
600.218	2468.268
600.346	2512.515
600.474	2474.938
600.602	2480.515
600.730	2486.619
600.858	2495.134
600.987	2553.856
601.115	2522.144
601.243	2506.351
601.371	2521.495
601.499	2533.495
601.627	2545.546
601.755	2535.722
601.883	2572.175
602.012	2570.763
602.140	2563.763
602.268	2630.454
602.396	2578.876
602.524	2592.175
602.652	2612.825
602.780	2615.485
602.908	2625.340
603.037	2647.546
603.165	2638.082
603.293	2667.299
603.421	2668.247
603.549	2686.000
603.677	2712.340
603.805	2692.351
603.933	2715.742
604.062	2774.866
604.190	2729.918
604.318	2729.773
604.446	2748.773
604.574	2801.619
604.702	2796.443
604.830	2789.598
604.958	2821.392
605.087	2842.144
605.215	2865.763
605.343	2855.732
605.471	2883.794
605.599	2873.000
605.727	2878.196
605.855	2895.330
605.983	2909.392
606.112	2898.474
606.240	2924.454
606.368	2926.505
606.496	3048.567
606.624	2953.474
606.752	2967.753
606.880	3091.835
607.008	3133.351
607.137	3091.299
607.265	2980.711
607.393	3008.897
607.521	3112.309
607.649	3005.443
607.777	3033.629
607.905	3072.948
608.033	3075.866
608.162	3043.320
608.290	3085.794
608.418	3091.722
608.546	3127.794
608.674	3130.722
608.802	3077.443
608.930	3086.340
609.058	3083.804
609.187	3112.155
