Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;-1.722998;-0.516782;0.586971;0.308845;-0.726254
-390;0.542608;0.100037;0.741522;-0.190289;-0.108316
-380;-0.955369;0.172164;0.112412;1.640008;-0.559022
-370;1.132930;-0.153905;-1.476763;-1.070455;0.598702
-360;-0.312505;-0.248250;1.029683;0.313789;-0.257016
-350;-1.602900;-0.369662;0.608257;-0.804009;-0.298236
-340;0.537901;-0.133432;0.790870;-0.720324;0.425302
-330;-1.215756;0.358753;-0.149141;-0.843847;0.031249
-320;-0.023525;-1.012511;-0.277907;0.406793;-0.771263
-310;-0.194940;0.677398;-0.493547;-0.898056;-0.353343
-300;-1.052025;-0.422276;0.015096;-0.969338;0.538070
-290;1.598196;-1.513859;0.161432;0.779333;-0.767256
-280;0.145266;0.573287;0.686256;-0.480058;-1.510354
-270;-0.279644;0.620845;-1.199449;0.601662;-0.484346
-260;-0.069629;-0.673360;-0.420785;-0.263166;-0.072653
-250;0.045925;-0.467003;-1.021257;-0.000970;1.026308
-240;0.472253;1.002360;-0.385792;0.509875;0.792766
-230;-0.950239;0.372299;0.151307;1.133254;0.499769
-220;0.055759;-0.433813;-0.421735;-0.164122;-0.798789
-210;-0.546907;-1.284623;0.080826;-0.671748;0.166649
-200;0.183235;-0.073114;-0.475175;0.020390;-0.466783
-190;0.495526;0.448992;-0.608347;-1.436060;0.536649
-180;-0.241482;0.308566;-1.048298;0.373955;0.570102
-170;0.033571;-0.663627;-0.556127;-1.125686;0.216662
-160;-0.385237;-0.075491;0.503804;-0.447933;-0.190644
-150;0.538060;-0.201489;-0.094461;-0.505618;0.558760
-140;-1.321939;-0.964400;-0.026769;0.088283;-0.082854
-130;-0.297706;0.810188;-0.736663;-1.623989;-0.200272
-120;-0.795224;-0.017642;0.883514;0.134771;-0.224969
-110;-0.601625;0.037733;-0.486693;0.150719;1.140661
-100;-0.087471;0.217583;0.130848;0.181689;-0.078618
-90;0.476246;-0.436323;1.091912;-1.045032;-1.393335
-80;-1.226063;-0.748559;0.829133;-0.192166;-1.048915
-70;1.522630;-0.741401;0.917308;-0.224346;0.704915
-60;-0.838580;-2.053684;0.165187;0.569844;0.852858
-50;-0.623268;-0.539358;-0.498623;0.143133;0.943582
-40;1.026597;-0.406289;-1.172709;0.550580;0.148123
-30;0.447619;-0.115633;-1.121594;0.228376;-0.667096
-20;0.602002;0.434579;0.930045;0.633281;0.476526
-10;2.087017;1.146892;2.415450;1.417545;1.781750
0;4.505560;5.093798;4.846370;4.486618;3.445004
10;7.579972;7.086643;7.390662;7.255695;6.371578
20;10.015454;10.567788;10.754450;10.759113;11.990906
30;12.646682;12.049269;11.968187;12.982305;12.282486
40;15.387664;14.286512;15.783288;14.703684;14.618159
50;18.119852;18.817121;17.776285;18.973133;17.726173
60;20.338029;20.942612;20.846643;20.510747;19.771576
70;23.154141;23.044861;22.986960;23.064641;23.194500
80;25.109281;25.357051;24.069183;26.114017;26.325623
90;28.866245;28.407711;28.849960;27.754210;27.622658
100;30.874211;30.294798;31.153094;30.134319;31.096039
110;32.268039;32.693029;32.560075;32.617909;32.934478
120;32.799700;34.412286;33.145420;33.737439;32.562217
130;32.943141;32.303919;33.793845;32.441641;31.821913
140;30.614040;31.235909;33.805394;33.320177;32.138775
150;29.719005;31.513604;31.951546;32.021817;31.902039
160;32.369294;31.499545;30.720873;31.042399;30.965243
170;30.995073;31.464932;30.424009;31.265449;31.323655
180;30.562631;30.845230;30.620435;31.395284;28.755010
190;29.897574;29.066995;31.270216;30.813688;30.047887
200;30.621037;29.577496;32.001133;30.837158;31.830531
210;29.990615;29.830489;28.737870;30.424656;29.365636
220;28.829510;29.621553;30.178709;29.103271;29.390743
230;29.657697;28.822974;29.112218;29.030480;29.779882
240;29.275526;28.023514;29.266223;28.978259;29.325162
250;29.555273;28.112576;28.795174;27.636021;27.801257
260;29.597258;28.464450;28.062695;27.968195;28.867596
270;27.818230;28.835381;29.161502;28.713212;27.838055
280;27.494273;28.464056;28.178952;27.190400;28.301017
290;27.680339;27.316835;27.193152;27.179082;27.749836
300;26.695869;26.384975;27.132236;26.900695;27.530653
310;26.428698;27.192695;26.715388;28.080797;26.341802
320;25.441264;26.092723;26.829763;26.383809;26.193933
330;25.181241;25.616148;27.025155;26.075238;26.602319
340;26.224463;25.985320;25.699330;25.701960;24.925999
350;25.846050;26.038364;25.852329;26.876786;25.726373
360;24.782251;25.485765;25.540605;26.305679;25.659177
370;23.611411;25.495630;24.958912;25.260878;25.619607
380;24.918325;24.884441;24.312432;26.303058;24.314125
390;23.918766;24.440929;24.493475;24.777732;24.521633
400;25.163902;24.419942;24.890668;24.002562;24.159829
410;24.037004;24.365190;22.999726;23.899171;24.160256
420;23.718914;24.772924;24.008537;24.231613;25.000064
430;22.611505;23.849714;22.883925;23.439556;24.724210
440;22.468317;23.541990;23.744465;22.769759;23.078280
450;23.000139;22.135373;22.328921;23.409435;22.477753
460;22.399661;23.657784;22.915815;23.106832;22.398180
470;24.817479;22.545015;22.488434;22.765992;22.914493
480;22.885344;21.432794;24.510656;22.013673;23.007921
490;23.025444;22.358492;21.980264;22.646103;21.690346
500;22.607987;22.535056;22.181394;21.689454;21.536933
510;21.883371;22.398872;20.441295;21.277088;22.851391
520;22.445815;20.063766;22.467149;21.715718;22.896559
530;21.939706;20.669077;22.261523;20.472189;20.572532
540;21.326376;20.313498;20.337796;21.762191;23.174577
550;20.221152;19.906172;21.981848;20.779582;21.444170
560;19.163790;20.501736;21.846365;20.893761;19.584468
570;21.369140;20.379999;19.600369;20.219918;19.834648
