sample12v_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:18:55
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	766.557
586.124	738.433
586.252	736.701
586.380	735.773
586.508	729.351
586.637	739.320
586.765	744.691
586.893	732.144
587.021	748.515
587.149	743.856
587.277	746.206
587.405	733.887
587.533	742.887
587.662	744.062
587.790	733.320
587.918	742.103
588.046	749.165
588.174	742.124
588.302	747.010
588.430	735.763
588.558	743.320
588.687	741.639
588.815	753.557
588.943	745.928
589.071	740.794
589.199	754.454
589.327	746.856
589.455	735.897
589.583	748.526
589.712	740.979
589.840	746.443
589.968	739.320
590.096	739.392
590.224	745.814
590.352	743.990
590.480	747.804
590.608	743.351
590.737	737.567
590.865	741.093
590.993	741.361
591.121	736.691
591.249	744.804
591.377	728.918
591.505	739.113
591.633	736.876
591.762	741.021
591.890	738.876
592.018	741.361
592.146	744.897
592.274	741.856
592.402	737.144
592.530	744.866
592.658	739.907
592.787	743.588
592.915	740.062
593.043	744.959
593.171	739.546
593.299	752.340
593.427	747.546
593.555	749.464
593.683	745.134
593.812	751.794
593.940	751.794
594.068	748.082
594.196	760.330
594.324	755.876
594.452	769.763
594.580	765.670
594.708	760.711
594.837	763.608
594.965	767.206
595.093	762.289
595.221	769.237
595.349	770.093
595.477	770.216
595.605	771.175
595.733	784.340
595.862	786.103
595.990	781.268
596.118	785.412
596.246	782.412
596.374	787.196
596.502	788.845
596.630	787.371
596.758	785.619
596.887	793.412
597.015	792.845
597.143	788.227
597.271	781.732
597.399	789.464
597.527	791.216
597.655	794.371
597.783	788.505
597.912	790.979
598.040	797.918
598.168	784.258
598.296	784.124
598.424	786.701
598.552	781.897
598.680	782.196
598.808	786.124
598.937	787.124
599.065	782.041
599.193	780.701
599.321	771.165
599.449	777.711
599.577	782.392
599.705	782.711
599.833	776.454
599.962	780.443
600.090	782.423
600.218	776.536
600.346	781.186
600.474	782.649
600.602	784.825
600.730	788.412
600.858	784.000
600.987	787.216
601.115	777.278
601.243	780.660
601.371	786.268
601.499	784.505
601.627	785.474
601.755	789.423
601.883	788.052
602.012	789.526
602.140	787.887
602.268	799.299
602.396	797.722
602.524	789.361
602.652	801.639
