90_100_wo_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
11:19:40
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	34913.029
586.124	34396.548
586.252	34321.212
586.380	34312.808
586.508	34442.019
586.637	34595.308
586.765	34646.144
586.893	34667.577
587.021	34676.673
587.149	34761.269
587.277	34841.231
587.405	34874.038
587.533	35003.587
587.662	35040.692
587.790	34946.346
587.918	34947.471
588.046	34878.048
588.174	34991.635
588.302	34999.615
588.430	34999.577
588.558	34923.471
588.687	34980.077
588.815	34953.644
588.943	34878.962
589.071	34875.606
589.199	34902.010
589.327	34924.423
589.455	34861.202
589.583	34833.760
589.712	34835.962
589.840	34760.279
589.968	34690.250
590.096	34858.635
590.224	34800.269
590.352	34910.740
590.480	34772.904
590.608	34688.135
590.737	34758.808
590.865	34757.442
590.993	34636.558
591.121	34705.433
591.249	34627.135
591.377	34670.538
591.505	34697.587
591.633	34697.548
591.762	34682.875
591.890	34708.904
592.018	34785.548
592.146	34819.625
592.274	34632.298
592.402	34699.471
592.530	34925.058
592.658	34807.779
592.787	34856.808
592.915	34928.644
593.043	34855.260
593.171	34930.519
593.299	34944.423
593.427	34931.327
593.555	34986.173
593.683	35034.250
593.812	35017.558
593.940	35107.404
594.068	35141.731
594.196	35148.615
594.324	35215.587
594.452	35417.356
594.580	35358.702
594.708	35451.952
594.837	35508.644
594.965	35616.163
595.093	35603.875
595.221	35769.712
595.349	35763.106
595.477	35746.163
595.605	35840.490
595.733	35825.625
595.862	35854.990
595.990	35843.510
596.118	35917.404
596.246	36044.067
596.374	36011.365
596.502	36129.115
596.630	36059.990
596.758	36023.260
596.887	36127.106
597.015	36128.625
597.143	36121.750
597.271	36132.394
597.399	36248.154
597.527	36172.250
597.655	36166.731
597.783	36222.231
597.912	36164.250
598.040	36225.010
598.168	36176.250
598.296	36075.529
598.424	36235.250
598.552	36048.933
598.680	36045.010
598.808	36147.500
598.937	36072.423
599.065	35984.692
599.193	36033.404
599.321	36028.923
599.449	35918.077
599.577	35870.731
599.705	35866.154
599.833	35804.346
599.962	35753.163
600.090	35758.683
600.218	35686.298
600.346	35780.337
600.474	35688.029
600.602	35707.779
600.730	35710.769
600.858	35732.837
600.987	35796.519
601.115	35712.212
601.243	35758.702
601.371	35878.904
601.499	35815.423
601.627	35853.250
601.755	35806.462
601.883	35853.337
602.012	35818.154
602.140	35830.096
602.268	35868.625
602.396	36047.837
602.524	36143.375
602.652	36188.625
602.780	36192.221
602.908	36282.942
603.037	36382.683
603.165	36440.279
603.293	36480.000
603.421	36575.923
603.549	36658.635
603.677	36719.163
603.805	36754.058
603.933	36885.510
604.062	37031.971
604.190	37202.356
604.318	37258.394
604.446	37220.769
604.574	37374.433
604.702	37401.808
604.830	37526.173
604.958	37582.731
605.087	37669.269
605.215	37890.577
605.343	37892.269
605.471	37994.981
605.599	37958.654
605.727	38182.000
605.855	38211.000
605.983	38321.923
606.112	38349.298
606.240	38309.817
606.368	38383.010
