70_100_90_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
10:46:55
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	12772.904
586.124	12533.510
586.252	12553.692
586.380	12582.048
586.508	12616.413
586.637	12723.558
586.765	12680.740
586.893	12717.077
587.021	12735.712
587.149	12750.673
587.277	12791.308
587.405	12785.990
587.533	12870.529
587.662	12897.356
587.790	12850.048
587.918	12846.731
588.046	12864.423
588.174	12892.692
588.302	12872.808
588.430	12869.798
588.558	12891.865
588.687	12914.385
588.815	12934.404
588.943	12916.817
589.071	12930.038
589.199	12920.567
589.327	12915.702
589.455	12989.106
589.583	12942.885
589.712	12964.135
589.840	12927.500
589.968	12937.962
590.096	12964.894
590.224	12929.692
590.352	13038.077
590.480	12962.990
590.608	12928.173
590.737	12953.990
590.865	13066.356
590.993	12957.644
591.121	12975.933
591.249	12982.125
591.377	12999.442
591.505	13095.644
591.633	13001.106
591.762	13014.635
591.890	13012.404
592.018	13134.077
592.146	13094.029
592.274	13034.202
592.402	13015.635
592.530	13255.173
592.658	13136.904
592.787	13165.385
592.915	13188.231
593.043	13136.471
593.171	13211.433
593.299	13197.827
593.427	13213.942
593.555	13242.587
593.683	13259.663
593.812	13254.423
593.940	13287.202
594.068	13308.663
594.196	13330.654
594.324	13383.385
594.452	13583.663
594.580	13471.615
594.708	13508.260
594.837	13531.962
594.965	13610.163
595.093	13586.010
595.221	13690.740
595.349	13680.144
595.477	13678.337
595.605	13743.827
595.733	13750.587
595.862	13796.192
595.990	13793.038
596.118	13855.625
596.246	13905.154
596.374	13857.510
596.502	13907.231
596.630	13934.885
596.758	13946.827
596.887	13951.404
597.015	14002.567
597.143	14000.077
597.271	14005.673
597.399	14091.087
597.527	14059.490
597.655	14085.269
597.783	14072.308
597.912	14088.038
598.040	14113.010
598.168	14092.971
598.296	14054.712
598.424	14224.798
598.552	14106.788
598.680	14122.087
598.808	14158.692
598.937	14126.606
599.065	14132.885
599.193	14176.933
599.321	14182.192
599.449	14152.125
599.577	14171.288
599.705	14173.837
599.833	14141.731
599.962	14095.760
600.090	14174.875
600.218	14156.385
600.346	14202.692
600.474	14131.442
600.602	14112.990
600.730	14143.702
600.858	14226.250
600.987	14263.712
601.115	14210.606
601.243	14314.337
601.371	14312.298
601.499	14286.115
601.627	14316.904
601.755	14302.587
601.883	14386.404
602.012	14307.433
602.140	14362.971
602.268	14392.394
602.396	14545.356
602.524	14537.510
602.652	14582.923
602.780	14576.971
602.908	14634.952
603.037	14715.673
603.165	14705.212
603.293	14769.712
603.421	14790.096
603.549	14808.567
603.677	14908.702
603.805	14890.163
603.933	14935.779
604.062	15044.567
604.190	15110.990
604.318	15142.327
604.446	15134.837
604.574	15277.144
604.702	15298.769
604.830	15273.077
604.958	15333.231
605.087	15429.087
605.215	15553.654
605.343	15575.019
605.471	15602.058
605.599	15650.558
605.727	15775.337
605.855	15711.721
605.983	15815.173
606.112	15842.346
606.240	15815.250
606.368	15870.952
606.496	15914.327
606.624	16007.894
606.752	15976.317
606.880	16080.356
607.008	16079.558
607.137	16096.683
607.265	16165.510
607.393	16159.923
607.521	16260.087
607.649	16246.433
607.777	16242.144
607.905	16291.048
608.033	16244.365
608.162	16282.240
608.290	16258.500
608.418	16375.769
608.546	16364.192
608.674	16389.000
608.802	16346.125
608.930	16359.317
609.058	16372.500
609.187	16376.875
609.315	16383.433
609.443	16385.462
609.571	16473.490
609.699	16388.231
609.827	16457.163
609.955	16446.587
610.083	16428.904
610.212	16412.240
610.340	16388.375
610.468	16419.163
610.596	16448.885
610.724	16427.481
610.852	16483.442
610.980	16492.510
611.108	16469.808
611.237	16509.615
611.365	16512.538
611.493	16504.779
611.621	16541.192
611.749	16555.865
611.877	16660.202
612.005	16601.827
612.133	16665.663
612.262	16692.673
612.390	16765.452
612.518	16770.663
612.646	16772.644
612.774	16833.673
612.902	16842.587
613.030	16904.394
613.158	16912.029
613.287	16971.462
613.415	16929.567
613.543	16973.019
613.671	16973.433
613.799	17050.817
613.927	17123.760
614.055	17216.519
614.183	17207.433
614.312	17230.125
614.440	17353.760
614.568	17341.038
614.696	17386.837
614.824	17439.731
614.952	17471.750
615.080	17489.048
615.208	17579.769
615.337	17689.231
615.465	17633.942
615.593	17738.519
615.721	17740.269
615.849	17866.269
615.977	17799.010
616.105	17909.846
616.233	17900.115
616.362	18029.510
616.490	18047.615
