lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
665.305,1251.918,100.887,4789.443,4146.619,3510.144,3297.691,2994.856,2527.742,2185.485,2295.237,1908.722,2769.598,3762.155,2978.639,2359.33,2264.887,1921.536,2164.918
665.433,1250.196,99.691,4779.031,4147.814,3526.052,3297.34,3007.856,2514.526,2188.165,2293.948,1906.649,2764.216,3758.01,2962.32,2354.247,2255.093,1917.722,2171.072
665.562,1254.227,100.124,4897.227,4252.948,3626.588,3321.402,3000.103,2519.175,2192.639,2288.237,1917.433,2760.474,3753.907,2996.938,2355.608,2247.814,1914.608,2166.186
665.69,1254.722,100.309,4762.33,4132.546,3525.825,3315.361,2998.165,2504.536,2187.876,2283.144,1898.918,2733.856,3755.598,2977.887,2341.742,2238.124,1910.155,2154.608
665.818,1247.608,100.206,4895.701,4255.32,3650.412,3455.753,3151.412,2526.66,2180.381,2276.33,1885.412,2871.742,3914.443,3156.454,2361.072,2241.897,1913.887,2146.371
665.946,1249.546,99.381,4716.722,4061.598,3428.041,3272.918,2964.433,2503.742,2175.134,2284.588,1884.948,2723.309,3763.196,2967.258,2363.732,2249.34,1904.0,2152.948
666.074,1239.938,98.062,4705.979,4053.856,3439.268,3251.186,2952.186,2502.876,2166.969,2277.299,1882.784,2705.113,3747.887,2975.639,2365.845,2229.959,1908.309,2158.763
666.202,1242.309,99.649,4727.113,4072.711,3462.866,3276.454,2953.082,2485.629,2166.371,2270.072,1888.876,2683.866,3742.103,2960.814,2352.794,2247.711,1909.381,2143.876
666.33,1232.557,100.392,4676.588,4025.021,3404.959,3288.186,2987.948,2489.691,2152.258,2250.567,1875.237,2719.608,3755.124,3014.969,2346.691,2243.0,1892.918,2144.598
666.458,1238.381,100.979,4740.969,4142.763,3506.619,3282.938,2981.454,2471.433,2158.629,2257.052,1873.041,2694.691,3764.608,2978.392,2353.0,2245.443,1913.67,2145.443
666.587,1230.216,100.443,4659.0,4015.753,3420.093,3224.289,2916.557,2477.423,2164.66,2241.031,1861.546,2637.639,3709.289,2929.134,2332.763,2230.175,1902.33,2140.103
666.715,1237.289,99.144,4701.423,4044.186,3429.247,3259.165,2949.196,2481.546,2175.485,2261.866,1874.165,2676.773,3759.041,2978.381,2356.763,2248.134,1910.959,2136.577
666.843,1229.423,100.608,4662.268,4025.959,3402.536,3242.784,2920.052,2467.464,2160.32,2241.052,1867.474,2641.124,3715.536,2952.433,2349.237,2234.959,1907.763,2141.093
666.971,1227.959,99.567,4705.474,4057.979,3428.711,3226.979,2933.505,2458.505,2136.691,2246.0,1854.68,2631.021,3727.289,2960.505,2350.691,2240.412,1896.515,2131.258
667.099,1232.732,100.66,4741.897,4074.722,3443.608,3285.814,2974.701,2476.536,2156.299,2246.753,1869.268,2661.567,3775.093,2991.835,2350.031,2238.557,1901.753,2125.536
667.227,1229.268,99.278,4762.237,4085.175,3492.175,3270.124,2969.402,2474.258,2159.495,2253.99,1866.175,2633.67,3762.278,3020.629,2371.598,2246.876,1909.856,2134.526
667.355,1219.392,99.567,4741.722,4086.753,3443.866,3297.278,2973.299,2471.804,2145.887,2240.845,1855.536,2666.33,3774.093,3020.412,2356.567,2223.845,1896.351,2124.773
667.483,1216.608,99.649,4656.464,4007.928,3391.423,3237.598,2922.124,2455.134,2128.216,2222.825,1854.041,2618.814,3749.237,2965.113,2346.887,2234.526,1882.99,2117.268
667.612,1210.082,99.784,4660.454,4032.237,3410.289,3247.722,2935.278,2454.258,2131.34,2229.753,1848.876,2622.381,3748.031,2990.464,2346.485,2225.247,1884.433,2132.381
667.74,1216.66,99.505,4687.381,4046.134,3415.67,3275.866,2963.175,2435.557,2127.588,2221.258,1845.237,2643.67,3786.546,3021.082,2358.062,2231.969,1882.505,2109.247
667.868,1215.216,98.928,4621.072,3992.474,3356.361,3293.258,2991.423,2456.948,2134.711,2221.237,1840.206,2646.588,3790.928,3044.01,2358.103,2234.763,1893.629,2118.876
667.996,1214.443,100.546,4623.474,3962.268,3346.278,3224.979,2911.34,2442.887,2124.969,2209.649,1834.732,2600.186,3750.093,2982.412,2352.299,2214.227,1874.701,2100.32
668.124,1206.577,101.082,4673.639,4012.464,3382.907,3237.794,2924.289,2452.876,2123.464,2212.515,1838.0,2596.711,3762.309,2984.433,2344.742,2213.175,1882.557,2106.928
668.252,1213.278,98.608,4734.907,4078.32,3465.67,3275.175,2942.206,2444.371,2119.959,2222.433,1833.32,2585.196,3777.165,3018.165,2369.464,2224.732,1886.505,2113.443
668.38,1204.402,100.856,4617.763,3969.732,3323.804,3207.629,2895.928,2425.959,2106.134,2191.031,1808.66,2576.144,3720.794,2980.825,2321.309,2205.691,1862.093,2094.866
668.508,1220.742,100.804,4638.474,3969.0,3362.454,3241.072,2916.371,2450.588,2121.454,2202.268,1828.598,2579.773,3759.082,2994.041,2361.742,2224.938,1887.196,2100.959
668.637,1200.814,101.082,4658.515,3982.515,3361.557,3218.608,2914.526,2419.402,2096.629,2186.062,1805.866,2567.433,3777.082,3003.856,2336.784,2205.608,1869.742,2088.753
668.765,1201.814,100.577,4659.402,4026.361,3383.505,3211.928,2898.505,2427.175,2107.608,2193.784,1816.155,2547.144,3762.155,2993.124,2360.402,2207.897,1865.041,2102.412
668.893,1212.711,101.454,4658.309,4000.722,3373.536,3265.526,2944.784,2422.866,2090.773,2185.443,1822.691,2570.887,3799.887,3044.299,2344.443,2211.938,1877.175,2102.134
669.021,1191.278,100.124,4551.361,3903.196,3268.959,3166.804,2852.103,2409.196,2088.99,2179.876,1813.608,2543.361,3701.649,2955.546,2341.825,2206.216,1860.113,2093.845
669.149,1197.835,99.649,4660.454,3985.722,3376.691,3264.361,2947.412,2387.402,2084.165,2166.505,1792.969,2568.351,3795.938,3060.835,2347.309,2201.649,1847.309,2069.299
669.277,1194.598,99.835,4550.351,3918.557,3282.216,3235.412,2903.99,2403.794,2074.361,2164.062,1792.814,2532.67,3764.794,3013.629,2326.412,2194.113,1846.206,2062.825
669.405,1185.196,101.052,4680.062,3993.258,3406.474,3227.412,2903.691,2387.155,2061.732,2164.01,1791.412,2528.619,3755.247,3022.887,2329.113,2190.021,1850.928,2069.196
669.533,1184.784,99.093,4621.742,3965.206,3365.825,3194.691,2896.959,2389.825,2071.268,2164.041,1780.485,2535.876,3758.99,3019.649,2336.093,2200.876,1850.505,2079.412
669.662,1183.052,99.67,4548.093,3892.216,3276.144,3348.691,3054.515,2404.082,2062.031,2160.175,1793.66,2577.814,3903.186,3153.351,2341.918,2188.196,1849.763,2082.454
669.79,1178.825,100.0,4556.536,3901.082,3274.093,3194.206,2872.361,2373.485,2062.32,2151.175,1787.959,2495.443,3715.433,3001.515,2320.268,2186.742,1842.309,2059.948
669.918,1173.515,99.093,4594.649,3934.722,3316.969,3255.052,2946.608,2382.392,2060.32,2141.887,1780.361,2528.258,3814.567,3058.155,2341.505,2195.309,1837.237,2066.268
670.046,1179.021,99.835,4706.928,4023.598,3443.577,3219.825,2910.794,2378.227,2035.907,2135.979,1763.412,2486.412,3779.268,3048.845,2328.557,2183.0,1829.67,2059.32
670.174,1178.34,100.753,4508.505,3851.701,3221.68,3230.505,2933.124,2364.031,2041.124,2126.33,1774.474,2512.897,3801.34,3057.876,2316.907,2183.072,1830.557,2055.856
670.302,1172.464,100.856,4486.124,3829.34,3222.237,3210.216,2901.505,2372.814,2041.804,2139.423,1770.351,2492.814,3765.0,3022.072,2333.474,2178.113,1825.99,2060.216
670.43,1159.412,100.66,4482.103,3836.33,3204.567,3151.144,2863.876,2341.392,2015.052,2103.361,1748.526,2462.34,3734.794,2989.619,2310.742,2174.278,1811.113,2035.309
670.558,1167.041,101.68,4535.928,3881.258,3271.474,3225.804,2919.825,2348.206,2015.763,2105.237,1738.701,2455.082,3797.742,3060.794,2315.206,2164.567,1798.897,2039.155
670.687,1165.557,100.546,4660.526,3997.093,3367.186,3198.237,2883.876,2339.639,2028.742,2099.412,1754.639,2447.021,3758.639,3027.546,2313.825,2176.474,1807.969,2036.175
670.815,1152.825,98.907,4501.155,3828.381,3208.505,3237.711,2939.227,2328.918,2009.124,2111.67,1742.237,2460.742,3828.742,3088.763,2309.722,2159.495,1803.546,2032.309
670.943,1154.278,100.711,4508.557,3876.67,3257.371,3142.753,2826.629,2331.093,2018.103,2109.825,1739.227,2430.959,3681.619,2974.763,2316.536,2175.608,1796.144,2025.371
671.071,1153.082,100.691,4425.247,3782.711,3168.371,3146.443,2817.0,2322.67,2001.608,2091.412,1726.371,2429.144,3689.794,2953.082,2301.732,2147.309,1798.495,2000.526
671.199,1154.907,98.113,4439.67,3765.402,3148.093,3144.113,2837.031,2316.598,2005.784,2080.526,1730.804,2415.732,3680.103,3000.495,2304.113,2164.897,1798.567,2016.361
671.327,1153.598,99.175,4436.289,3786.165,3174.309,3106.804,2801.701,2317.804,1986.897,2073.619,1710.505,2407.34,3668.412,2937.557,2295.938,2148.763,1790.835,2004.412
671.455,1148.072,99.794,4417.093,3780.278,3169.155,3114.01,2805.753,2305.237,1979.206,2072.062,1718.856,2406.0,3678.299,2994.165,2307.454,2148.959,1794.464,1999.515
671.583,1148.113,100.093,4416.33,3761.825,3171.454,3112.34,2805.32,2308.546,1987.794,2077.258,1722.33,2401.464,3667.474,2970.32,2292.577,2141.577,1789.299,2004.784
671.712,1132.876,100.01,4405.361,3724.763,3123.289,3195.845,2905.289,2295.464,1968.309,2042.897,1705.361,2392.763,3761.299,3081.062,2295.526,2132.99,1786.227,1983.175
671.84,1143.577,100.66,4469.216,3776.485,3185.68,3116.763,2820.175,2272.371,1953.959,2052.876,1695.0,2375.361,3686.948,2979.629,2276.062,2128.041,1778.701,1981.722
671.968,1127.753,99.732,4552.649,3896.155,3321.577,3129.67,2824.536,2274.588,1949.907,2037.103,1683.072,2349.175,3707.536,2999.381,2282.67,2118.588,1765.443,1977.99
672.096,1123.165,99.845,4549.887,3873.423,3269.351,3139.711,2821.856,2257.546,1949.392,2025.732,1687.649,2353.773,3701.742,3019.99,2266.289,2121.505,1753.629,1972.443
672.224,1129.227,100.588,4332.938,3687.639,3068.392,3056.258,2766.99,2270.866,1941.072,2030.639,1681.289,2345.887,3629.691,2932.206,2267.34,2118.557,1752.361,1975.948
672.352,1121.876,99.67,4334.876,3664.887,3071.804,3176.175,2866.835,2262.299,1942.845,2012.969,1671.155,2339.103,3724.052,3064.155,2267.969,2108.464,1756.113,1970.041
672.48,1119.062,100.402,4285.371,3643.0,3026.938,3059.041,2776.773,2253.907,1937.258,2037.608,1667.876,2334.237,3628.124,2936.052,2271.856,2114.876,1758.68,1962.32
672.608,1114.897,99.371,4378.402,3709.526,3117.897,3061.876,2748.928,2241.608,1928.711,2019.361,1667.412,2310.485,3623.206,2947.433,2262.454,2106.567,1748.557,1968.887
672.737,1097.876,99.309,4321.247,3647.155,3062.082,3026.701,2742.0,2259.691,1919.381,2015.876,1668.206,2307.464,3601.784,2924.103,2255.722,2098.155,1749.876,1955.969
672.865,1102.546,99.021,4265.052,3617.062,3004.68,3149.485,2841.649,2235.629,1908.567,2000.113,1653.711,2297.021,3675.68,3022.753,2251.557,2092.515,1738.649,1947.464
672.993,1093.68,100.33,4294.928,3650.247,3030.278,3055.588,2734.423,2226.711,1893.598,2003.68,1645.701,2285.454,3594.99,2933.196,2241.66,2081.99,1740.268,1947.639
673.121,1107.629,100.485,4273.928,3619.691,3032.474,3005.649,2717.866,2230.082,1905.485,2003.526,1642.505,2277.577,3553.969,2902.165,2254.082,2084.825,1719.526,1929.278
673.249,1095.01,99.866,4276.175,3617.773,3021.577,2999.969,2712.361,2223.124,1903.258,1979.474,1667.763,2274.227,3579.588,2931.144,2250.361,2089.649,1717.082,1932.206
673.377,1091.835,98.619,4231.876,3569.814,2966.041,2988.443,2673.979,2192.186,1881.691,1966.887,1628.144,2262.763,3525.144,2863.34,2233.887,2070.433,1707.299,1926.784
673.505,1088.309,100.454,4233.897,3567.505,2968.969,2990.392,2696.845,2194.371,1872.041,1964.495,1644.608,2256.794,3549.959,2893.289,2238.557,2073.34,1709.99,1914.433
673.633,1084.649,99.361,4260.784,3619.144,3006.021,3001.412,2709.773,2181.041,1857.515,1941.814,1621.835,2245.835,3571.866,2926.495,2216.165,2070.041,1704.887,1906.928
673.762,1074.804,99.072,4174.907,3529.67,2934.928,2953.68,2679.515,2171.247,1866.34,1944.258,1610.216,2241.196,3526.01,2864.113,2225.784,2053.536,1694.742,1898.753
673.89,1085.505,100.732,4220.742,3539.454,2940.557,2958.227,2676.907,2184.186,1864.237,1963.474,1614.536,2239.01,3521.186,2884.794,2234.897,2059.103,1701.103,1907.454
674.018,1080.959,98.979,4230.897,3562.825,2976.464,3116.742,2776.887,2169.67,1849.124,1937.918,1600.887,2210.897,3674.392,3033.278,2217.299,2064.216,1686.289,1904.464
674.146,1072.031,100.031,4174.99,3505.701,2929.629,2967.093,2668.608,2153.887,1845.804,1930.701,1598.526,2192.155,3525.763,2893.66,2213.196,2051.68,1686.175,1878.433
674.274,1076.371,99.495,4166.918,3517.67,2905.268,2962.165,2667.32,2173.0,1839.845,1937.639,1596.629,2216.34,3529.938,2884.876,2223.258,2039.928,1691.289,1892.825
674.402,1071.196,100.763,4218.423,3570.186,2971.052,3092.474,2772.505,2142.433,1827.742,1919.206,1580.856,2192.34,3663.175,3039.423,2203.598,2034.979,1676.567,1880.794
674.53,1068.536,99.495,4172.278,3495.784,2903.887,2947.515,2645.258,2138.979,1825.897,1909.619,1580.897,2174.32,3521.567,2857.309,2199.515,2030.505,1664.361,1877.804
674.658,1070.01,99.567,4141.536,3486.979,2893.258,2936.814,2664.289,2137.67,1831.526,1904.536,1584.299,2178.216,3527.062,2882.969,2199.701,2025.691,1673.309,1881.629
674.787,1063.227,100.072,4119.268,3482.598,2886.134,2911.835,2619.031,2111.918,1807.918,1887.237,1576.402,2157.186,3477.454,2860.639,2186.804,2018.216,1657.732,1855.34
674.915,1062.969,99.041,4244.969,3629.711,3033.485,2954.278,2620.464,2113.722,1800.979,1882.206,1564.814,2144.041,3507.485,2900.835,2188.722,2023.804,1659.196,1858.402
675.043,1057.485,99.392,4116.773,3464.845,2896.186,2931.371,2643.691,2113.124,1791.443,1878.258,1566.082,2145.216,3506.784,2889.041,2177.412,2016.536,1654.206,1853.845
675.171,1045.072,100.155,4142.485,3494.01,2899.082,2944.371,2641.134,2116.289,1798.299,1875.784,1560.381,2146.175,3507.361,2901.093,2189.155,2006.206,1652.804,1855.629
675.299,1045.155,99.072,4111.309,3424.258,2833.887,2876.278,2602.103,2096.216,1798.495,1879.598,1560.887,2125.835,3445.639,2845.887,2187.01,2000.402,1636.289,1845.928
675.427,1037.309,100.608,4074.804,3422.588,2829.175,2899.619,2615.845,2095.546,1782.505,1862.753,1553.784,2129.34,3459.969,2853.392,2177.258,1982.804,1635.237,1828.979
675.555,1040.814,100.268,4053.32,3405.464,2822.629,2858.918,2590.897,2103.526,1772.526,1862.897,1537.062,2109.485,3428.804,2837.124,2176.186,1998.103,1643.464,1838.351
675.683,1036.144,99.773,4088.763,3425.649,2841.258,2859.619,2580.938,2083.155,1759.928,1852.557,1537.856,2100.856,3451.175,2839.639,2169.918,2002.01,1630.361,1824.959
675.812,1028.629,99.206,4038.289,3391.268,2812.433,2861.753,2582.34,2063.588,1762.99,1825.66,1541.01,2083.062,3429.918,2863.206,2153.876,1981.309,1623.608,1814.227
675.94,1024.443,99.649,4021.546,3366.144,2808.299,2863.866,2567.515,2048.443,1730.247,1828.134,1528.598,2076.825,3399.165,2822.289,2146.598,1965.082,1616.814,1799.412
676.068,1022.031,102.34,3985.711,3355.474,2783.155,2844.072,2576.784,2065.021,1755.763,1825.588,1525.093,2066.938,3416.66,2845.928,2164.959,1980.845,1621.68,1820.526
676.196,1022.68,99.505,4036.907,3375.474,2793.402,2846.144,2546.66,2037.577,1731.485,1808.021,1521.742,2051.165,3391.691,2808.247,2144.134,1979.536,1602.536,1799.897
676.324,1012.206,100.567,3963.464,3316.907,2743.866,2845.763,2561.536,2064.412,1741.814,1829.443,1511.062,2066.237,3406.577,2825.443,2158.412,1968.536,1605.454,1794.835
676.452,1014.351,100.495,3958.052,3297.959,2746.278,2830.588,2556.876,2036.897,1733.619,1812.392,1505.155,2036.588,3391.01,2827.794,2142.763,1960.784,1597.402,1792.412
676.58,1020.227,100.33,3925.33,3279.155,2718.588,2804.814,2543.361,2035.701,1719.175,1807.412,1509.701,2042.536,3352.938,2790.897,2141.361,1962.216,1589.247,1782.186
676.708,1013.66,100.515,3939.0,3304.247,2751.289,2829.804,2544.526,2016.856,1712.299,1791.99,1508.536,2027.381,3375.794,2827.969,2126.041,1954.206,1586.814,1779.082
676.837,1011.062,97.99,3929.825,3301.567,2741.093,2854.99,2577.072,2041.959,1722.443,1810.144,1507.835,2045.835,3398.01,2859.247,2156.361,1969.515,1608.392,1799.165
676.965,1004.588,99.278,4035.392,3411.536,2811.443,2855.825,2528.639,2010.701,1698.186,1782.773,1481.515,2005.093,3362.907,2810.216,2123.938,1944.722,1580.907,1764.113
677.093,998.979,99.722,4059.258,3440.371,2847.485,2839.546,2543.526,2004.474,1701.557,1790.237,1490.763,2011.165,3385.753,2852.907,2135.227,1947.629,1587.299,1764.794
677.221,996.691,101.124,3944.918,3316.742,2757.052,2794.649,2522.124,1993.237,1690.309,1785.031,1481.773,1987.938,3335.216,2796.485,2118.351,1943.093,1572.887,1767.959
677.349,993.804,100.577,3875.216,3231.113,2674.031,2813.897,2513.371,1982.433,1669.763,1760.412,1461.557,1976.969,3339.959,2818.608,2103.041,1914.773,1569.649,1753.691
677.477,992.907,100.969,3974.825,3319.206,2733.969,2851.845,2535.784,1998.33,1678.206,1761.99,1477.577,1977.969,3399.0,2872.392,2110.237,1921.701,1564.948,1754.495
677.605,992.794,99.165,3880.753,3234.567,2707.299,2791.99,2506.443,1974.598,1665.804,1747.134,1463.381,1962.938,3320.918,2796.835,2106.608,1907.041,1552.794,1727.588
677.733,991.598,99.722,3876.619,3233.309,2686.814,2816.825,2525.866,1981.577,1677.474,1752.381,1470.237,1955.649,3376.052,2826.732,2109.021,1917.01,1567.144,1744.959
677.862,983.608,100.474,3884.763,3237.495,2685.845,2744.619,2478.278,1982.918,1659.485,1744.629,1452.67,1957.598,3292.041,2782.742,2095.268,1910.598,1551.165,1743.619
677.99,978.876,100.907,3881.278,3234.072,2701.526,2745.546,2484.938,1956.835,1665.732,1744.165,1468.485,1962.887,3292.526,2758.021,2103.309,1902.918,1545.536,1725.515
678.118,975.041,98.299,3914.897,3275.34,2690.062,2749.402,2481.082,1949.041,1645.598,1736.742,1445.247,1940.124,3294.918,2806.794,2096.732,1907.32,1542.258,1732.278
678.246,970.866,99.495,3859.175,3185.536,2658.546,2747.804,2476.876,1949.814,1639.052,1712.041,1439.639,1917.474,3297.186,2787.423,2077.34,1895.649,1530.041,1721.814
678.374,967.34,99.309,3902.825,3265.546,2663.835,2758.649,2470.814,1927.577,1627.237,1707.742,1430.969,1921.567,3304.887,2791.649,2081.423,1897.845,1520.598,1703.907
678.502,966.887,99.722,3835.753,3208.876,2656.732,2722.186,2464.722,1940.227,1638.412,1722.186,1433.062,1904.979,3263.412,2751.845,2084.062,1893.536,1520.289,1712.691
678.63,963.186,99.031,3785.835,3154.856,2611.412,2696.34,2448.062,1924.464,1626.113,1679.062,1426.505,1903.165,3245.392,2722.804,2063.443,1884.412,1525.072,1707.402
678.758,959.041,99.856,3830.433,3179.68,2628.021,2694.32,2452.361,1918.33,1627.031,1695.505,1431.247,1897.928,3223.113,2726.402,2072.825,1890.536,1509.464,1704.206
678.887,958.773,100.351,3946.381,3321.289,2685.412,2772.103,2470.062,1918.732,1618.691,1695.052,1421.99,1907.041,3290.969,2818.742,2066.454,1885.237,1514.979,1695.546
679.015,967.34,101.093,3746.557,3099.021,2604.629,2695.381,2449.124,1924.175,1619.278,1687.918,1433.031,1896.784,3225.68,2736.237,2081.887,1898.722,1515.753,1698.381
679.143,953.804,99.062,3756.412,3115.835,2596.567,2698.753,2437.742,1908.629,1606.33,1676.268,1417.361,1890.423,3218.237,2729.381,2064.423,1875.722,1514.124,1694.577
679.271,946.845,99.206,3732.423,3092.32,2607.814,2683.969,2454.825,1893.784,1615.402,1679.608,1397.351,1890.103,3207.227,2727.423,2070.794,1872.258,1508.01,1680.773
679.399,955.175,99.649,3766.33,3105.526,2584.948,2697.196,2427.289,1890.66,1590.887,1675.938,1403.835,1851.505,3227.773,2761.619,2060.01,1877.948,1508.32,1678.237
679.527,939.124,99.99,3774.227,3154.825,2589.196,2706.515,2433.361,1890.619,1574.268,1659.309,1403.722,1854.691,3239.959,2748.227,2045.598,1855.907,1486.464,1677.464
679.655,938.66,99.196,3810.175,3177.814,2585.701,2692.227,2405.309,1885.897,1587.907,1664.103,1400.351,1860.866,3212.289,2761.536,2057.68,1851.784,1492.052,1672.062
679.783,938.825,100.134,3701.062,3054.381,2548.072,2691.278,2417.897,1868.062,1570.392,1661.639,1395.876,1847.835,3204.278,2735.454,2062.495,1869.247,1493.814,1674.938
679.912,931.784,98.701,3708.423,3054.309,2546.124,2689.577,2398.309,1864.093,1575.649,1638.031,1386.515,1838.402,3193.784,2720.33,2045.392,1846.536,1482.031,1653.021
680.04,937.196,99.732,3890.474,3252.155,2587.99,2706.474,2424.577,1869.979,1569.773,1649.608,1390.186,1835.557,3240.577,2773.639,2051.186,1846.186,1481.99,1652.443
680.168,931.856,99.103,3723.423,3053.392,2545.381,2664.495,2408.938,1860.062,1560.103,1644.278,1379.567,1832.979,3189.557,2751.474,2044.845,1849.433,1476.062,1658.216
680.296,923.732,99.505,3720.052,3069.021,2546.093,2680.773,2391.165,1848.227,1551.289,1622.124,1370.742,1812.289,3181.155,2734.959,2037.392,1833.072,1466.577,1643.258
680.424,925.763,99.268,3701.082,3056.278,2542.0,2630.866,2392.443,1861.99,1563.165,1645.454,1387.165,1822.856,3155.639,2706.227,2046.938,1843.794,1466.753,1640.32
680.552,916.979,99.351,3651.443,3039.866,2512.309,2663.66,2387.515,1847.763,1550.412,1624.629,1369.856,1802.856,3188.876,2729.113,2035.639,1829.062,1462.68,1637.773
680.68,922.134,98.742,3645.773,2996.113,2508.227,2688.959,2410.67,1843.041,1542.804,1624.093,1366.216,1810.351,3219.938,2754.557,2027.32,1833.784,1465.959,1638.928
680.808,918.804,99.567,3631.268,2982.969,2503.773,2624.794,2374.299,1835.186,1540.546,1603.948,1369.021,1787.773,3125.701,2701.784,2023.825,1823.567,1456.969,1640.701
680.937,915.794,99.155,3627.247,2980.649,2487.412,2626.907,2383.928,1832.732,1527.258,1607.021,1359.082,1788.897,3114.577,2685.897,2028.526,1830.691,1456.897,1629.928
681.065,919.216,99.814,3699.928,3058.629,2513.01,2632.711,2386.773,1837.072,1533.804,1607.01,1359.041,1796.711,3147.959,2722.299,2034.206,1813.928,1444.969,1634.526
681.193,906.32,99.196,3628.938,2996.814,2478.753,2632.175,2368.639,1827.227,1513.948,1596.423,1347.371,1773.124,3119.103,2713.515,2027.289,1803.814,1448.412,1617.567
681.321,916.649,99.742,3591.309,2966.515,2469.814,2617.598,2355.052,1826.113,1527.732,1594.062,1352.381,1786.113,3114.938,2711.711,2021.629,1830.629,1450.464,1618.082
681.449,902.454,99.67,3650.608,2999.34,2478.113,2613.99,2354.835,1815.907,1514.629,1590.619,1349.876,1772.072,3120.474,2696.247,2021.299,1812.66,1442.897,1620.165
681.577,901.629,100.113,3611.742,2971.33,2461.732,2629.165,2355.536,1811.371,1513.68,1592.639,1341.722,1756.907,3085.392,2683.845,2023.32,1801.268,1438.732,1605.412
681.705,899.134,98.866,3568.443,2907.979,2439.485,2628.557,2349.979,1799.691,1502.165,1565.649,1334.948,1738.186,3100.598,2702.588,1999.371,1792.567,1418.515,1597.165
681.833,897.062,98.351,3608.0,2969.155,2453.155,2603.278,2344.691,1802.423,1501.186,1582.742,1336.196,1745.619,3099.701,2704.907,2013.196,1813.67,1428.567,1597.557
681.962,892.567,99.938,3581.247,2951.134,2439.144,2592.649,2334.041,1786.959,1491.897,1578.948,1328.227,1737.371,3065.598,2684.567,2002.722,1797.216,1428.722,1588.732
682.09,893.443,100.0,3544.784,2910.763,2444.041,2689.938,2360.474,1799.371,1500.505,1578.763,1334.959,1747.742,3191.227,2807.577,2017.443,1804.01,1433.856,1604.196
682.218,891.144,99.536,3591.588,2945.99,2454.546,2588.01,2347.155,1802.897,1497.784,1570.804,1331.701,1742.773,3069.825,2690.969,2013.402,1800.784,1418.227,1601.113
682.346,897.918,97.763,3600.237,2937.979,2436.649,2592.825,2341.175,1796.351,1499.577,1575.361,1325.361,1732.392,3070.948,2697.237,2022.082,1793.711,1419.856,1592.67
682.474,895.557,98.278,3525.124,2893.536,2402.351,2605.351,2351.567,1786.938,1477.773,1562.557,1311.825,1735.031,3063.866,2695.289,2001.845,1799.402,1412.474,1588.289
682.602,889.443,98.619,3541.608,2885.557,2399.732,2593.412,2342.887,1790.485,1494.588,1576.68,1328.155,1717.691,3046.196,2679.196,2018.464,1808.876,1423.742,1595.165
682.73,889.01,100.052,3576.351,2940.557,2413.557,2608.546,2331.67,1780.979,1474.866,1557.021,1309.845,1702.948,3093.093,2701.619,2001.392,1793.608,1409.062,1572.515
682.858,887.216,98.887,3499.33,2857.856,2397.66,2569.464,2318.99,1778.103,1471.67,1549.052,1310.701,1693.361,3023.155,2680.608,2007.67,1791.742,1400.557,1577.206
682.987,881.464,99.804,3532.072,2871.186,2380.608,2594.866,2330.237,1778.835,1479.495,1559.134,1302.237,1717.784,3070.381,2698.619,2012.0,1786.608,1406.701,1574.845
683.115,878.546,100.072,3562.804,2908.33,2386.093,2566.804,2302.784,1760.01,1457.402,1536.464,1306.577,1685.371,3051.031,2681.887,2001.639,1770.031,1400.134,1558.113
683.243,875.959,100.351,3525.031,2881.557,2376.515,2585.289,2315.619,1749.186,1458.289,1537.196,1301.289,1686.515,3049.969,2690.423,1985.928,1776.866,1403.567,1561.309
683.371,867.742,99.938,3513.0,2878.856,2355.99,2562.34,2301.186,1760.227,1466.237,1537.557,1303.959,1694.103,3007.454,2664.072,1984.763,1784.052,1414.526,1567.433
683.499,867.062,98.876,3489.567,2827.979,2378.835,2544.381,2293.866,1748.474,1458.907,1512.598,1302.557,1670.742,2999.515,2672.031,1984.67,1758.144,1389.216,1544.928
683.627,877.938,99.072,3533.856,2889.454,2362.289,2587.887,2332.361,1762.567,1457.938,1541.907,1298.495,1694.268,3050.546,2707.938,2012.804,1773.536,1408.021,1567.361
683.755,867.907,99.01,3508.443,2862.052,2358.412,2591.443,2297.371,1741.794,1449.876,1512.959,1289.278,1658.299,3065.041,2711.299,1980.113,1760.062,1390.474,1550.33
683.883,872.464,99.546,3480.639,2808.784,2360.577,2609.515,2303.773,1757.722,1441.175,1518.289,1300.897,1665.649,3109.33,2778.216,1997.433,1771.052,1385.216,1551.887
684.012,861.052,98.351,3506.165,2871.526,2349.155,2551.433,2290.474,1740.124,1440.433,1509.887,1285.052,1652.196,3013.825,2678.546,1977.68,1759.0,1385.526,1546.103
684.14,858.072,99.134,3458.649,2814.732,2334.247,2539.794,2279.639,1723.371,1432.897,1501.258,1286.835,1651.711,2986.856,2673.887,1972.948,1753.588,1378.227,1533.412
684.268,854.557,98.433,3472.876,2811.351,2324.34,2546.454,2284.371,1725.165,1436.186,1513.979,1278.237,1651.247,2981.784,2662.216,1983.649,1750.732,1378.608,1542.33
