lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
733.852,261.691,98.546,1314.639,985.0,583.299,742.278,868.052,613.928,368.299,392.309,377.113,398.247,541.402,729.845,781.546,736.443,408.402,433.196
733.98,261.351,97.938,1296.784,970.247,580.845,732.948,863.443,608.392,372.567,388.577,377.402,399.979,532.804,732.351,776.0,736.526,404.794,432.938
734.108,262.32,97.928,1315.082,983.918,584.062,740.0,868.701,616.268,373.454,396.0,377.722,398.423,536.495,734.577,777.443,740.959,413.691,434.701
734.237,259.134,97.557,1306.299,987.526,580.784,747.289,860.887,613.814,364.464,390.979,378.289,396.32,534.464,734.072,776.062,738.732,408.134,434.485
734.365,255.959,97.979,1308.0,987.825,581.856,727.866,861.165,616.557,365.99,386.34,369.299,395.969,527.959,716.866,768.526,738.196,399.33,426.093
734.493,262.062,98.464,1298.258,964.619,566.299,732.155,855.845,614.505,366.062,383.113,376.351,397.845,531.268,718.454,770.608,740.959,411.01,436.309
734.621,261.526,99.588,1298.701,976.67,571.639,722.041,856.515,608.289,360.381,386.546,371.062,391.557,522.546,726.082,760.866,730.907,399.402,430.969
734.749,261.577,98.866,1307.588,979.206,578.381,722.216,855.361,613.753,368.093,383.485,374.227,398.722,530.753,725.557,766.856,734.33,406.186,429.835
734.877,257.155,99.134,1296.371,968.567,565.928,718.763,852.835,604.237,358.32,379.948,370.907,392.876,520.979,713.34,767.763,731.969,399.907,424.804
735.005,257.371,97.196,1291.711,964.072,564.773,717.247,856.557,614.381,361.608,380.474,371.845,390.711,519.247,719.856,763.959,738.072,405.557,424.649
735.133,257.66,98.784,1295.371,970.825,577.474,712.845,850.959,606.866,359.546,380.866,370.742,390.474,518.959,710.619,766.67,735.031,399.526,429.68
735.262,259.639,97.763,1290.608,974.598,566.629,716.979,844.66,615.052,361.155,382.454,370.186,391.907,519.412,713.515,759.907,738.763,398.186,432.268
735.39,252.649,98.866,1263.454,958.866,556.103,708.629,840.979,602.866,360.093,377.247,368.361,386.515,511.289,703.01,751.495,731.691,396.897,424.041
735.518,252.072,97.464,1283.691,964.948,561.876,704.062,845.258,604.598,356.371,373.825,361.763,384.206,513.454,699.897,754.649,724.577,390.959,419.588
735.646,251.392,97.289,1281.443,963.732,560.289,707.629,842.371,594.237,355.959,371.258,366.134,383.66,503.66,692.959,747.629,725.021,391.062,423.309
735.774,255.144,98.443,1271.918,961.072,556.351,705.381,833.928,605.701,357.763,377.134,367.474,383.814,503.67,692.423,752.557,731.794,389.948,424.33
735.902,250.433,98.948,1274.794,959.206,556.144,695.351,842.897,610.258,356.835,379.062,362.216,380.897,503.0,691.237,740.588,725.711,397.856,418.948
736.03,251.825,98.34,1270.546,964.196,556.474,698.526,835.691,604.505,354.701,378.722,359.361,380.01,504.01,692.526,744.567,723.021,394.433,418.526
736.158,254.691,98.299,1266.33,962.32,557.773,687.784,828.031,602.165,353.68,371.639,357.392,379.938,498.825,688.351,746.918,722.103,392.897,414.247
736.287,253.01,98.918,1266.701,959.186,556.062,687.216,827.0,600.794,350.969,370.701,362.505,376.969,496.031,687.887,737.268,727.402,387.247,415.639
736.415,256.216,98.186,1262.835,956.216,551.588,689.0,832.021,606.072,352.309,370.948,362.691,376.227,501.474,684.443,742.021,723.072,388.278,419.031
736.543,253.412,97.351,1261.041,954.062,549.371,691.907,823.557,603.289,353.33,371.268,360.784,379.103,497.588,677.01,743.722,720.598,387.289,411.485
736.671,248.423,98.588,1262.546,948.948,544.299,681.258,823.67,598.433,348.0,365.443,354.186,367.825,491.866,667.526,738.526,717.588,384.598,405.835
736.799,248.887,99.68,1247.093,951.175,545.093,674.309,819.113,595.33,344.124,366.948,355.67,377.897,491.227,664.392,734.423,725.68,384.072,411.443
736.927,246.474,98.278,1251.093,950.856,545.99,673.639,822.959,594.175,348.175,367.227,349.928,374.082,480.175,660.567,726.711,718.247,382.918,406.206
737.055,247.515,97.227,1256.237,953.732,539.299,674.196,815.381,598.196,348.196,364.639,358.299,370.227,484.443,672.66,733.856,720.32,384.619,407.392
737.183,244.526,97.247,1240.32,944.742,540.67,670.165,817.216,587.887,346.464,369.381,351.0,373.134,485.66,667.99,733.134,720.639,382.814,404.031
737.312,247.32,98.794,1239.773,938.196,541.392,667.794,816.629,594.722,344.464,361.278,352.113,367.825,482.784,656.474,727.608,716.186,379.794,402.845
737.44,242.701,98.216,1226.845,938.567,532.134,663.845,800.175,590.041,342.206,360.546,347.237,367.381,474.876,650.485,713.897,714.206,382.959,402.381
737.568,253.856,99.186,1233.784,952.196,530.722,670.206,807.196,591.247,345.742,361.588,346.412,370.722,476.351,657.639,726.227,715.474,379.175,404.856
737.696,244.68,98.701,1235.206,938.371,528.268,657.361,812.216,596.0,343.485,366.186,354.711,367.804,476.381,658.907,721.258,715.505,384.175,409.103
737.824,245.299,99.227,1234.237,943.021,529.052,656.876,808.062,593.495,337.763,361.309,347.196,366.887,480.0,651.0,712.557,709.258,379.887,410.866
737.952,243.588,97.454,1255.299,961.103,556.268,650.103,798.948,595.021,337.835,360.773,344.103,366.278,475.196,648.639,720.515,711.206,383.68,395.969
738.08,247.784,98.175,1233.969,933.309,521.794,644.093,793.113,589.144,340.423,360.794,349.351,363.845,471.124,645.237,713.515,706.938,376.68,396.588
738.208,244.897,98.031,1214.093,936.33,522.639,646.454,792.835,586.402,338.557,359.113,348.845,361.608,466.753,637.01,715.876,708.918,378.691,392.959
738.337,241.278,98.134,1221.01,932.412,527.443,641.876,792.866,585.701,331.082,355.371,338.268,357.351,458.155,628.299,700.619,704.186,367.629,393.794
738.465,243.082,97.598,1215.608,936.784,524.423,641.711,792.742,584.412,334.227,355.928,348.835,358.546,466.856,634.567,708.33,709.918,378.907,388.948
738.593,243.433,98.134,1212.155,929.072,518.711,636.454,785.505,582.825,331.268,353.34,342.072,354.845,454.103,622.268,702.01,702.113,371.773,395.309
738.721,239.474,98.907,1205.639,929.68,519.608,620.093,781.619,581.536,331.866,347.907,336.639,356.289,450.299,628.227,702.515,694.01,372.474,391.351
738.849,241.969,99.299,1199.32,930.979,518.237,629.598,782.0,582.371,339.557,353.722,340.309,355.495,457.845,628.701,696.536,698.629,373.969,392.351
738.977,238.371,98.247,1195.196,919.536,516.794,633.392,778.134,583.041,329.938,349.887,338.072,350.402,457.01,622.691,695.268,697.639,371.763,389.371
739.105,239.928,97.165,1191.907,936.577,514.784,629.113,785.588,583.258,330.845,349.278,336.619,353.113,450.814,624.474,694.515,699.371,370.845,389.052
739.233,237.454,97.897,1212.784,928.804,514.041,624.619,771.753,578.0,327.711,345.485,333.835,346.928,449.928,613.67,688.299,690.969,363.186,384.474
739.362,235.67,97.412,1192.619,926.278,519.423,622.309,782.567,585.227,321.546,345.041,331.99,345.67,445.113,616.845,690.289,690.918,366.742,383.959
739.49,234.124,97.876,1197.423,918.031,514.99,618.34,779.866,585.443,327.536,346.588,331.557,350.031,448.021,611.361,683.887,689.072,363.165,385.165
739.618,236.093,98.062,1185.021,915.856,509.784,617.711,766.979,575.536,327.856,344.536,329.392,348.959,440.33,608.68,681.948,690.546,364.268,377.835
739.746,228.804,98.784,1183.381,913.196,508.247,614.979,766.371,573.887,326.959,348.021,329.773,346.505,446.474,607.969,680.155,692.773,364.619,385.495
739.874,236.804,97.412,1168.959,906.289,500.113,612.99,763.948,573.258,325.66,342.536,328.278,344.876,440.68,606.959,677.938,694.206,361.948,380.773
740.002,238.247,99.897,1182.309,912.0,506.392,608.495,766.763,578.041,331.165,344.897,329.629,349.619,442.99,602.33,686.856,692.155,362.268,383.598
740.13,231.052,97.32,1160.392,906.99,495.711,602.835,756.309,576.124,324.701,339.495,322.969,342.763,424.691,586.979,671.258,679.732,354.711,378.443
740.258,235.969,98.155,1166.887,902.866,502.454,608.206,757.443,576.969,324.402,342.268,327.392,345.495,433.258,600.784,673.959,689.186,357.918,381.175
740.387,234.361,99.732,1166.464,908.124,501.412,605.258,756.887,576.474,326.165,343.144,332.289,344.412,435.928,598.495,675.505,694.948,362.619,381.753
740.515,231.072,99.082,1173.856,912.598,504.412,599.608,753.464,571.742,323.629,341.928,324.66,339.918,432.588,594.495,670.124,683.093,359.124,377.619
740.643,232.691,99.155,1148.454,906.0,494.639,595.196,754.443,566.876,323.567,344.856,326.99,341.639,435.031,587.454,667.99,681.454,358.062,380.938
740.771,232.814,98.649,1157.928,898.021,495.784,596.567,748.495,569.845,320.856,338.598,326.433,341.216,427.423,579.175,669.485,684.577,358.753,374.639
740.899,227.01,98.773,1154.649,891.433,490.351,578.804,741.938,570.794,319.186,329.887,321.948,333.258,423.062,574.113,666.969,684.804,357.052,374.804
741.027,226.299,97.639,1143.247,897.928,486.454,586.691,742.639,565.804,316.876,331.619,320.928,334.454,422.763,575.907,658.515,671.052,355.979,372.072
741.155,227.959,97.629,1147.773,894.33,490.691,580.577,742.526,567.464,322.443,337.186,323.577,334.969,418.031,577.649,665.33,671.959,355.619,371.454
741.283,227.103,98.639,1147.237,892.845,491.814,583.588,739.412,562.938,314.258,330.041,316.711,331.918,420.711,566.68,659.144,677.866,349.856,369.546
741.412,225.495,97.289,1154.351,913.67,493.155,576.052,735.165,560.278,317.124,336.866,320.485,332.165,421.691,573.887,651.629,675.165,354.598,372.845
741.54,225.485,98.443,1137.402,897.938,488.206,577.258,740.227,566.866,318.206,330.495,318.969,329.938,409.608,574.536,649.041,677.814,354.021,366.33
741.668,221.175,98.258,1138.66,898.608,490.113,573.742,730.526,565.67,308.557,336.093,321.474,331.515,413.052,558.959,649.969,675.567,352.052,362.01
741.796,222.959,97.732,1127.0,894.763,482.794,568.866,718.392,563.0,313.464,328.031,316.361,328.773,410.742,566.33,648.412,671.485,351.01,371.505
741.924,224.763,97.155,1123.34,887.454,479.619,566.68,728.711,565.763,307.99,330.639,317.577,329.773,415.134,567.258,650.144,673.742,349.711,368.247
742.052,223.216,98.186,1121.577,886.433,480.01,573.052,724.258,557.227,311.835,325.072,313.938,326.536,410.515,554.804,647.856,663.907,352.464,364.598
742.18,222.052,99.381,1122.959,891.99,475.856,563.639,721.876,558.433,306.433,321.649,313.845,325.299,408.887,558.608,639.392,666.031,343.34,358.0
742.308,223.021,98.536,1106.227,882.546,477.68,559.639,713.887,556.753,308.742,325.289,312.598,325.082,404.361,552.361,634.371,664.526,346.784,364.361
742.437,219.227,99.155,1100.474,872.515,477.588,556.093,721.082,554.825,309.619,323.979,310.495,328.897,404.711,548.701,635.835,661.093,344.536,363.134
742.565,220.959,98.897,1110.598,892.557,474.443,557.66,710.979,555.186,308.567,323.68,308.887,324.536,406.062,548.454,633.402,660.175,343.897,356.093
742.693,220.423,97.722,1103.216,878.732,476.897,552.134,713.505,553.433,309.103,324.227,311.701,328.103,402.794,541.784,631.825,663.907,342.082,360.495
742.821,216.546,99.32,1106.031,884.629,477.619,553.371,705.876,552.216,304.814,321.309,309.845,321.505,400.691,540.979,629.969,660.732,342.175,353.763
742.949,218.216,99.691,1097.237,877.979,465.031,551.649,709.33,549.773,302.505,320.588,306.753,316.876,400.371,539.938,622.062,656.598,339.897,354.804
743.077,218.134,98.907,1085.598,867.113,466.835,543.742,703.639,553.557,309.907,321.649,304.216,316.567,401.897,535.845,622.082,656.649,341.701,358.515
743.205,218.041,99.515,1095.897,876.897,473.351,543.299,697.021,548.443,305.856,318.897,307.402,319.454,398.402,537.701,618.381,660.814,343.196,361.134
743.333,216.68,99.289,1070.742,871.052,466.031,537.608,696.66,547.474,306.093,314.876,298.371,315.278,390.639,535.021,619.959,653.608,340.206,354.948
743.462,220.041,99.639,1074.629,862.99,464.031,537.732,692.845,547.763,302.186,316.113,301.474,312.103,393.814,527.794,616.753,651.691,332.546,352.515
743.59,213.701,97.536,1076.557,868.701,465.371,528.041,693.814,544.175,299.021,318.01,304.598,312.072,386.021,524.433,615.371,649.464,337.804,348.979
743.718,214.928,98.33,1078.649,862.814,454.897,532.907,691.639,544.041,299.804,316.66,299.485,317.031,389.196,520.165,609.825,650.206,332.866,350.557
743.846,213.722,97.546,1070.371,862.619,465.052,525.0,684.68,543.505,295.443,313.505,298.99,312.691,387.216,517.763,605.485,647.34,334.361,349.732
743.974,216.619,97.289,1071.598,861.918,462.031,529.0,687.495,547.258,298.546,318.557,297.567,313.278,385.979,521.474,608.093,645.505,333.412,352.835
744.102,213.196,98.598,1051.175,856.814,454.258,522.052,683.443,544.268,297.144,312.979,296.959,310.33,379.68,511.66,603.351,640.773,331.423,344.175
744.23,212.742,99.68,1066.041,858.402,455.412,523.175,679.124,540.67,299.454,317.969,297.794,315.639,382.897,516.474,606.887,646.485,332.773,345.649
744.358,213.34,98.536,1053.309,854.804,452.278,515.557,672.495,534.639,293.495,312.753,293.598,303.887,374.835,510.526,599.34,640.979,331.526,344.34
744.487,212.918,98.041,1052.412,853.742,452.175,520.041,679.165,538.196,299.072,313.113,300.196,309.505,377.031,506.66,598.134,642.144,332.784,349.649
744.615,209.278,99.103,1041.557,840.155,445.742,504.175,668.577,534.959,294.557,306.381,293.041,306.454,372.691,508.639,592.247,640.186,334.134,340.175
744.743,212.165,98.175,1041.722,851.33,456.289,506.753,666.546,542.474,293.814,308.309,296.536,307.773,375.093,506.938,589.773,633.113,332.299,345.567
744.871,205.856,98.402,1038.526,843.99,443.577,505.412,672.505,534.32,292.649,305.423,292.897,307.206,371.948,502.938,591.33,634.186,329.526,340.835
744.999,208.041,97.371,1035.454,843.959,443.495,505.443,659.887,529.485,291.423,301.948,292.392,305.227,370.093,498.577,589.505,631.34,325.567,337.423
745.127,210.577,98.443,1034.866,853.031,441.588,500.361,666.732,531.464,293.66,308.433,291.031,303.32,365.371,496.68,583.588,632.979,325.557,335.928
745.255,205.825,96.412,1017.557,832.856,436.351,496.557,651.155,524.557,286.072,306.0,286.835,299.227,367.546,487.536,580.536,626.835,323.062,336.814
745.383,205.835,96.134,1023.907,839.134,438.753,490.979,665.134,528.454,291.536,302.124,286.979,300.505,368.608,491.598,583.485,628.505,323.773,339.722
745.512,205.742,98.794,1013.639,828.371,434.247,493.907,658.237,534.814,291.577,301.443,291.278,299.186,367.268,493.938,567.928,627.938,324.948,337.598
745.64,205.103,99.031,1015.515,838.268,436.412,492.093,645.464,525.804,287.969,301.454,289.711,298.979,361.474,491.866,568.536,622.144,318.608,332.361
745.768,209.928,98.165,1014.804,836.825,428.258,480.474,650.392,528.536,285.639,302.216,290.474,299.814,367.021,486.639,576.165,622.433,323.742,337.32
745.896,201.268,97.124,1007.897,832.165,433.299,485.072,648.32,524.351,285.33,297.979,286.68,301.753,356.784,481.959,571.722,620.866,316.979,330.763
746.024,203.887,98.474,999.918,834.134,430.278,484.918,647.948,531.289,284.546,299.732,283.969,296.887,357.66,480.124,571.887,620.526,318.938,332.464
746.152,207.474,98.268,1005.495,823.701,436.381,476.753,642.443,527.649,285.227,296.557,283.144,298.299,355.67,476.423,563.0,616.845,321.691,333.381
746.28,207.546,97.866,1007.371,830.103,433.649,480.485,638.835,526.041,283.598,295.433,286.918,295.505,359.299,477.814,573.773,618.639,321.464,333.928
746.408,203.299,98.381,1002.732,828.856,426.423,469.845,632.835,518.969,282.474,295.412,282.134,291.814,353.371,473.423,554.021,620.247,317.165,332.227
746.537,204.454,98.165,993.835,818.742,427.505,473.144,636.402,522.526,282.495,294.144,280.165,290.268,351.536,476.412,562.691,614.402,314.928,329.742
746.665,208.093,98.897,989.361,823.835,428.67,480.186,635.155,528.144,282.68,299.278,285.701,292.206,358.093,472.577,557.845,614.113,319.423,332.371
746.793,201.732,97.845,987.763,821.32,428.072,473.062,630.33,519.66,283.103,294.206,285.629,288.113,352.711,460.299,560.464,612.773,312.979,326.175
746.921,206.649,98.784,989.247,820.907,425.773,472.66,627.351,516.165,280.825,296.031,277.34,293.423,355.082,461.567,553.351,612.814,314.01,326.979
747.049,205.062,97.423,982.196,820.443,429.454,468.34,623.041,519.711,282.433,295.082,278.402,289.237,347.34,469.433,554.299,608.433,315.619,328.608
747.177,198.887,99.031,970.165,817.742,426.134,456.835,615.897,513.505,276.629,291.412,278.196,286.216,344.402,460.309,547.165,610.835,314.299,329.113
747.305,197.907,98.227,975.134,820.701,417.794,454.124,615.196,518.392,279.247,290.722,276.691,287.887,337.423,453.691,546.186,607.103,306.113,315.773
747.433,200.474,98.423,970.216,826.763,418.515,454.701,616.742,513.33,278.134,289.32,277.433,288.113,346.371,452.237,544.598,609.278,307.711,322.402
747.562,200.515,98.794,960.392,809.928,419.753,453.918,614.361,515.732,277.361,291.062,275.433,289.845,343.268,452.732,540.794,605.639,312.619,319.907
747.69,196.866,97.258,960.495,807.258,416.649,452.134,606.371,514.773,273.113,284.67,276.948,287.959,338.907,450.103,540.351,601.237,304.433,323.381
747.818,199.577,98.598,953.722,802.113,412.67,451.402,607.124,518.412,275.237,284.887,277.67,283.155,337.753,448.629,543.918,597.742,307.897,318.629
747.946,197.856,99.505,955.103,809.361,414.526,450.979,600.258,508.763,271.959,287.619,274.68,284.763,331.32,451.371,534.938,605.979,309.361,320.608
748.074,197.887,96.918,946.753,803.866,411.948,449.186,606.247,510.216,272.093,289.052,267.464,285.619,334.619,444.454,537.155,596.753,304.474,316.979
748.202,198.093,97.742,951.536,807.722,416.454,449.144,611.124,515.835,275.144,288.918,270.67,279.443,337.536,444.938,534.845,593.072,307.794,319.351
748.33,195.99,97.711,939.66,802.979,409.629,443.918,597.979,503.794,267.32,286.526,263.33,280.031,328.464,434.258,533.856,592.041,305.876,308.763
748.458,200.227,98.948,931.124,801.165,408.103,439.784,598.887,509.804,270.639,287.175,271.0,277.948,331.371,441.835,536.536,596.351,305.443,317.443
748.587,196.103,97.577,938.124,805.794,410.67,435.381,590.392,509.247,270.381,284.608,270.588,277.835,330.794,436.32,521.918,591.67,306.423,316.206
748.715,195.062,98.258,927.732,805.062,411.227,436.588,584.227,506.526,265.629,282.072,267.206,277.99,327.052,432.577,518.227,588.464,306.0,311.278
748.843,191.845,98.959,922.093,790.835,409.175,432.165,591.742,502.031,272.825,281.773,261.825,277.361,327.474,435.763,525.196,591.794,302.237,312.412
748.971,195.722,98.0,919.845,787.763,408.052,436.031,590.052,505.103,266.196,282.814,265.392,274.0,327.598,430.01,517.959,592.454,302.887,309.866
749.099,190.918,98.227,933.763,798.278,409.072,435.144,592.175,505.216,269.206,283.732,264.928,272.361,329.876,433.474,516.68,588.278,305.247,312.773
749.227,193.247,97.784,922.32,795.732,407.546,431.742,585.113,503.567,266.856,278.474,265.34,270.67,323.67,427.753,519.557,580.773,297.443,310.474
749.355,192.474,96.742,918.887,798.454,406.134,425.423,579.474,499.99,267.124,275.845,263.443,268.66,318.907,427.536,511.515,588.691,294.979,310.041
749.483,195.299,98.773,910.0,786.175,399.598,428.392,584.175,503.0,267.691,280.155,267.907,273.093,320.227,423.052,517.804,590.474,300.784,310.082
749.612,191.34,97.763,919.443,795.155,403.196,418.629,573.567,496.804,263.536,279.464,261.598,269.814,316.598,420.649,509.0,583.526,296.866,303.268
749.74,189.0,96.979,915.247,787.196,399.495,424.454,578.742,498.186,265.196,274.876,257.979,269.082,316.67,418.443,503.495,575.598,296.155,304.155
749.868,190.505,98.01,907.588,788.041,399.175,417.876,577.175,496.258,262.144,275.485,262.34,270.969,316.495,416.639,511.619,580.794,292.062,302.753
749.996,190.268,97.876,903.093,790.918,397.289,416.464,574.897,489.773,263.67,274.845,260.68,271.536,316.082,413.247,505.608,577.546,298.124,301.608
750.124,189.918,99.227,916.515,793.093,405.515,421.412,559.907,496.258,262.175,276.959,259.423,266.062,314.598,410.196,506.567,575.753,293.33,304.433
750.252,189.794,98.691,893.588,775.144,395.773,419.763,562.979,492.856,259.814,272.206,260.619,262.485,313.928,412.082,502.196,574.742,290.722,304.928
750.38,190.082,98.072,898.938,784.464,388.732,414.464,568.629,494.155,264.619,273.845,259.784,269.32,313.825,416.515,501.33,579.732,295.144,301.649
750.508,187.979,98.856,890.567,784.155,397.619,408.299,565.598,494.443,264.299,272.247,259.371,269.876,313.454,413.082,501.68,573.804,299.01,305.691
750.637,187.258,98.309,881.041,779.99,389.598,405.289,554.536,484.454,261.216,271.464,253.825,266.237,309.103,406.639,494.392,568.082,290.619,297.536
750.765,184.979,97.918,879.598,779.402,394.351,402.969,554.67,495.443,258.309,269.423,254.433,259.206,312.01,410.907,494.062,569.557,291.062,305.103
750.893,186.577,98.402,879.433,784.216,393.402,402.464,556.124,494.392,256.959,270.268,256.031,265.32,309.577,403.124,494.134,571.268,293.216,301.938
751.021,183.361,97.289,877.969,774.649,391.278,403.835,550.062,493.072,257.577,265.948,252.247,264.773,306.959,401.526,490.742,567.093,291.742,299.897
751.149,190.309,97.454,873.124,769.258,391.876,404.619,554.969,486.866,255.227,263.629,253.928,263.423,306.526,404.887,493.124,571.186,290.691,299.649
751.277,187.134,97.619,877.464,770.588,392.887,396.876,547.763,486.402,258.732,267.155,250.711,267.361,302.979,395.34,486.773,568.557,291.897,297.278
751.405,186.979,97.691,861.515,761.629,387.99,400.835,549.732,491.258,253.443,264.969,249.103,259.99,307.392,399.711,482.124,566.825,291.052,298.763
751.533,186.567,98.505,875.216,779.113,386.175,391.485,543.175,487.763,255.876,261.216,252.701,258.938,303.897,398.103,482.753,567.515,287.804,299.423
751.662,188.691,98.887,854.34,765.113,385.268,400.258,554.485,498.557,256.206,274.588,257.948,260.454,308.113,397.278,493.526,564.103,289.361,299.784
751.79,186.237,98.732,861.34,766.454,383.082,391.0,544.546,483.845,258.082,268.979,249.485,259.99,302.742,390.732,480.01,562.918,291.701,295.423
751.918,189.577,100.041,841.763,763.021,377.433,391.206,546.165,490.938,255.052,267.443,253.402,263.969,303.918,392.629,481.186,556.165,285.536,295.742
752.046,184.454,98.103,857.474,767.423,383.526,389.608,540.206,490.454,249.495,264.515,246.907,256.598,300.247,391.402,477.371,557.031,284.938,295.691
752.174,182.258,98.515,840.103,763.485,381.381,388.031,540.289,479.639,251.412,263.887,247.175,253.0,300.021,391.856,474.464,562.299,284.866,288.361
752.302,186.186,98.454,836.433,751.804,380.598,384.753,528.691,484.814,251.619,263.68,249.464,255.423,297.948,386.608,470.577,561.206,285.608,289.072
752.43,181.062,98.876,842.289,761.979,378.247,383.371,538.32,485.155,254.237,263.247,253.948,256.526,295.526,387.464,477.866,552.309,285.227,289.711
752.558,183.546,99.165,837.0,751.814,377.546,375.515,521.433,480.804,247.392,260.278,246.701,253.619,294.165,384.505,462.907,554.412,287.113,292.711
752.687,178.289,98.165,834.443,751.485,375.309,378.567,526.031,476.165,248.0,258.784,246.371,254.907,293.247,378.237,468.804,555.639,277.67,286.835
752.815,183.402,97.351,833.649,750.423,373.423,378.01,523.062,478.588,249.629,260.299,245.763,251.227,295.742,376.948,467.649,554.598,288.536,295.629
752.943,179.526,99.845,820.124,744.856,374.619,374.361,522.979,474.67,249.351,257.412,242.959,249.608,290.299,373.258,463.072,552.845,280.784,286.093
753.071,182.918,98.216,815.763,738.33,374.711,371.907,519.897,474.052,246.928,257.608,243.0,251.052,291.68,374.897,462.072,543.722,277.021,287.485
753.199,180.67,98.186,821.443,751.567,369.227,368.278,516.99,471.959,241.443,256.691,239.814,247.557,286.299,371.845,461.268,547.186,273.619,283.856
753.327,177.845,98.237,812.237,743.577,375.866,369.093,515.021,476.99,245.608,256.103,238.247,252.0,288.237,370.113,456.866,544.701,277.412,285.32
753.455,179.856,97.577,809.711,746.278,372.351,365.99,516.32,473.34,241.897,252.629,233.66,241.99,284.351,368.381,454.113,537.072,276.381,277.649
753.583,177.722,98.351,800.299,743.443,364.33,360.32,508.247,470.155,240.845,254.866,238.66,245.918,285.32,363.268,452.186,542.732,276.155,285.526
753.712,179.278,97.876,788.742,734.577,363.845,361.072,509.485,471.495,245.763,252.485,237.711,248.649,289.165,362.268,447.598,540.402,272.392,282.536
753.84,176.711,97.711,799.784,741.619,369.979,365.093,504.041,475.0,240.557,254.639,234.928,245.021,281.557,364.041,448.165,540.959,274.804,280.0
753.968,182.608,97.742,786.433,742.639,370.969,354.68,502.722,470.907,244.196,255.299,239.237,245.804,282.557,366.423,447.845,540.361,275.351,280.763
754.096,174.443,95.763,791.99,742.794,365.732,354.227,498.845,465.959,237.763,250.34,231.732,240.227,274.082,359.495,439.247,536.598,269.289,271.907
754.224,175.691,97.876,790.959,737.0,362.289,357.01,500.536,468.969,243.928,250.062,235.515,240.918,280.856,361.99,445.402,529.969,277.629,275.526
754.352,175.216,97.567,781.278,728.526,361.433,349.856,493.443,462.732,239.794,249.103,232.711,244.351,278.515,358.804,437.175,528.144,267.629,276.299
754.48,174.773,98.371,789.021,734.082,359.99,350.876,502.876,463.794,242.052,254.093,233.464,244.804,277.742,359.515,434.402,534.103,270.474,277.258
754.608,177.876,99.155,778.309,729.289,358.196,350.01,491.742,462.402,242.722,249.557,235.351,244.031,274.186,354.34,442.423,530.742,271.495,276.216
754.737,172.031,97.928,772.99,724.918,362.495,345.928,489.082,467.794,240.113,251.361,234.216,237.371,274.99,350.845,430.711,523.505,269.887,273.443
754.865,177.68,98.598,770.67,732.66,360.474,348.577,488.546,462.567,241.155,246.722,232.773,239.742,272.392,352.845,435.01,531.742,269.247,278.474
754.993,176.835,99.856,777.062,726.897,358.68,341.711,483.505,462.412,236.052,245.732,229.031,238.237,272.474,351.309,437.082,527.495,269.082,270.701
755.121,175.845,97.155,763.763,724.021,355.247,343.505,484.289,461.454,235.588,244.412,229.351,240.299,272.505,350.649,429.866,524.515,263.299,269.804
755.249,172.753,97.99,754.897,711.691,353.763,340.32,479.082,459.742,235.186,248.938,230.289,239.237,271.165,347.165,426.155,520.041,270.206,272.186
755.377,170.732,96.99,751.237,711.804,347.938,334.969,473.897,455.021,229.938,241.722,224.505,233.495,270.072,340.814,423.155,517.464,265.072,264.062
755.505,173.485,98.371,754.237,710.351,349.124,342.763,479.557,454.361,234.649,243.351,227.247,232.144,267.938,345.68,422.99,520.289,267.567,266.835
755.633,176.175,98.608,759.526,721.227,351.186,339.093,480.072,456.567,235.278,244.68,230.351,238.309,269.268,348.196,428.639,527.598,267.866,270.515
755.762,170.052,97.588,746.165,712.856,353.144,334.794,472.309,452.124,230.825,243.99,222.907,229.577,260.351,339.784,418.619,515.845,266.01,267.062
755.89,174.227,97.258,739.773,704.01,345.68,335.856,468.536,451.392,235.082,239.845,221.866,230.505,265.866,338.258,418.412,515.412,259.557,264.196
756.018,169.041,98.01,737.0,709.959,348.526,327.165,466.959,451.351,229.433,237.99,218.876,233.392,262.794,334.072,409.124,508.474,257.825,265.732
756.146,171.536,98.876,724.227,701.34,346.711,326.124,468.021,449.969,230.845,235.619,222.68,228.969,261.773,331.598,413.278,508.804,259.124,265.175
756.274,168.464,99.165,724.01,697.041,341.134,326.608,461.216,448.825,235.866,241.784,224.887,230.134,263.753,333.649,408.206,507.68,263.784,265.237
756.402,170.588,99.227,724.309,704.742,344.299,327.0,459.969,446.536,231.155,232.361,221.443,228.052,261.34,330.041,404.216,509.763,258.196,255.711
756.53,167.969,97.567,725.68,705.639,346.474,330.041,464.639,445.103,227.474,235.742,221.557,225.495,257.608,331.474,407.247,504.979,259.536,257.402
756.658,172.32,99.155,728.34,697.567,342.825,321.938,459.433,453.68,232.557,238.258,226.629,228.784,258.093,332.918,412.33,511.835,261.206,265.351
756.787,171.412,97.381,708.515,691.557,334.412,318.268,458.598,445.041,227.0,236.371,214.66,224.474,252.258,325.268,402.557,504.247,252.598,257.515
