331,0.9675
332,0.9562
333,0.9306
334,0.9162
335,0.9073
336,0.9075
337,0.9206
338,0.9353
339,0.9523
340,0.9622
341,0.9654
342,0.9575
343,0.9418
344,0.9260
345,0.9151
346,0.9080
347,0.9114
348,0.9191
349,0.9324
350,0.9494
351,0.9545
352,0.9566
353,0.9525
354,0.9365
355,0.9218
356,0.9133
357,0.9101
358,0.9113
359,0.9169
360,0.9213
361,0.9273
362,0.9378
363,0.9448
364,0.9506
365,0.9519
366,0.9442
367,0.9355
368,0.9282
369,0.9219
370,0.9118
371,0.9113
372,0.9172
373,0.9273
374,0.9413
375,0.9476
376,0.9512
377,0.9538
378,0.9517
379,0.9485
380,0.9423
381,0.9356
382,0.9222
383,0.9165
384,0.9166
385,0.9178
386,0.9223
387,0.9258
388,0.9334
389,0.9439
390,0.9526
391,0.9591
392,0.9645
393,0.9651
394,0.9590
395,0.9514
396,0.9425
397,0.9335
398,0.9273
399,0.9237
400,0.9226
401,0.9238
402,0.9228
403,0.9262
404,0.9381
405,0.9496
406,0.9582
407,0.9642
408,0.9717
409,0.9700
410,0.9654
411,0.9601
412,0.9514
413,0.9430
414,0.9356
415,0.9240
416,0.9142
417,0.9076
418,0.9116
419,0.9234
420,0.9283
421,0.9363
422,0.9456
423,0.9566
424,0.9643
425,0.9739
426,0.9743
427,0.9660
428,0.9616
429,0.9612
430,0.9523
431,0.9386
432,0.9288
433,0.9262
434,0.9239
435,0.9224
436,0.9212
437,0.9182
438,0.9202
439,0.9251
440,0.9338
441,0.9406
442,0.9449
443,0.9520
444,0.9549
445,0.9555
446,0.9535
447,0.9499
448,0.9490
449,0.9496
450,0.9441
451,0.9404
452,0.9364
453,0.9338
454,0.9301
455,0.9296
456,0.9280
457,0.9251
458,0.9219
459,0.9225
460,0.9279
461,0.9330
462,0.9381
463,0.9411
464,0.9463
465,0.9473
466,0.9495
467,0.9535
468,0.9599
469,0.9624
470,0.9598
471,0.9547
472,0.9502
473,0.9428
474,0.9378
475,0.9368
476,0.9382
477,0.9329
478,0.9299
479,0.9258
480,0.9220
481,0.9194
482,0.9169
483,0.9265
484,0.9351
485,0.9351
486,0.9345
487,0.9424
488,0.9482
489,0.9499
490,0.9545
491,0.9597
492,0.9637
493,0.9637
494,0.9617
495,0.9634
496,0.9583
497,0.9523
498,0.9476
499,0.9438
500,0.9417
501,0.9397
502,0.9359
503,0.9337
