sample15u_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:22:37
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1840.515
586.124	1801.598
586.252	1780.691
586.380	1771.340
586.508	1784.691
586.637	1794.794
586.765	1796.062
586.893	1796.052
587.021	1809.495
587.149	1799.608
587.277	1796.629
587.405	1806.381
587.533	1791.515
587.662	1807.093
587.790	1800.320
587.918	1790.567
588.046	1802.866
588.174	1804.309
588.302	1811.216
588.430	1814.835
588.558	1810.804
588.687	1814.845
588.815	1820.402
588.943	1837.742
589.071	1819.093
589.199	1838.887
589.327	1832.474
589.455	1818.680
589.583	1836.825
589.712	1828.237
589.840	1831.021
589.968	1841.629
590.096	1841.052
590.224	1844.371
590.352	1841.670
590.480	1835.010
590.608	1834.103
590.737	1835.155
590.865	1843.928
590.993	1839.124
591.121	1832.237
591.249	1840.443
591.377	1841.876
591.505	1852.660
591.633	1843.340
591.762	1855.536
591.890	1858.732
592.018	1846.495
592.146	1862.093
592.274	1865.557
592.402	1858.144
592.530	1840.485
592.658	1856.423
592.787	1866.093
592.915	1854.258
593.043	1865.907
593.171	1861.340
593.299	1866.062
593.427	1870.959
593.555	1871.928
593.683	1872.103
593.812	1873.639
593.940	1885.103
594.068	1882.289
594.196	1893.887
594.324	1888.402
594.452	1907.165
594.580	1916.464
594.708	1908.340
594.837	1910.113
594.965	1936.155
595.093	1918.000
595.221	1921.289
595.349	1929.433
595.477	1920.258
595.605	1937.969
595.733	1962.876
595.862	1955.938
595.990	1955.742
596.118	1948.082
596.246	1960.763
596.374	1952.021
596.502	1968.443
596.630	1962.608
596.758	1961.330
596.887	1976.485
597.015	1996.433
597.143	1951.577
597.271	1971.649
597.399	1977.072
597.527	1993.907
597.655	1972.134
597.783	1975.990
597.912	1964.526
598.040	1975.186
598.168	1965.804
598.296	1969.320
598.424	1975.072
598.552	1972.165
598.680	1955.660
598.808	1982.320
598.937	1988.546
599.065	1969.907
599.193	1976.505
599.321	1954.485
599.449	1966.845
599.577	1964.887
599.705	1969.165
599.833	1975.402
599.962	1968.474
600.090	1973.670
600.218	1963.206
600.346	1975.237
600.474	1964.144
600.602	1972.753
600.730	1979.557
600.858	1974.722
600.987	1986.567
601.115	1972.619
601.243	1964.412
601.371	1978.845
601.499	1996.155
601.627	1976.093
601.755	1999.526
601.883	1998.052
602.012	2013.299
602.140	2004.113
602.268	2018.464
602.396	2001.897
602.524	2008.082
602.652	2029.938
602.780	2031.660
602.908	2050.227
603.037	2042.546
603.165	2051.062
603.293	2062.258
603.421	2059.845
603.549	2061.907
603.677	2063.629
603.805	2061.309
603.933	2099.856
604.062	2079.485
604.190	2098.381
604.318	2093.144
604.446	2109.309
604.574	2108.557
604.702	2110.072
604.830	2104.474
604.958	2124.866
605.087	2149.474
605.215	2142.072
605.343	2147.103
605.471	2159.598
605.599	2167.351
605.727	2158.330
605.855	2166.485
605.983	2153.258
606.112	2179.381
606.240	2177.216
606.368	2193.412
606.496	2193.608
606.624	2182.227
606.752	2170.742
606.880	2192.072
607.008	2204.371
607.137	2209.093
607.265	2197.361
607.393	2207.722
607.521	2191.639
607.649	2188.031
607.777	2188.794
607.905	2214.680
608.033	2223.732
608.162	2196.608
608.290	2209.485
608.418	2213.567
608.546	2206.412
608.674	2221.928
608.802	2205.660
608.930	2221.804
609.058	2196.928
609.187	2206.773
609.315	2187.619
609.443	2209.216
609.571	2194.773
609.699	2204.134
609.827	2185.979
609.955	2194.320
610.083	2196.918
610.212	2195.649
610.340	2199.237
610.468	2201.186
610.596	2205.567
610.724	2200.443
610.852	2201.134
610.980	2190.381
611.108	2217.732
611.237	2207.052
611.365	2199.598
611.493	2213.948
611.621	2191.082
611.749	2207.443
611.877	2218.165
612.005	2222.876
612.133	2204.732
612.262	2214.907
612.390	2230.742
612.518	2235.206
612.646	2228.258
612.774	2236.680
612.902	2241.093
613.030	2241.732
613.158	2254.237
613.287	2254.124
613.415	2265.959
613.543	2258.443
613.671	2269.000
613.799	2266.784
613.927	2275.608
614.055	2288.938
614.183	2303.412
614.312	2291.113
614.440	2291.196
614.568	2284.515
614.696	2308.052
614.824	2312.825
614.952	2311.608
615.080	2312.526
615.208	2323.124
615.337	2332.206
