Laser Delay [ns];TA [mOD]
-400;0.164411
-390;0.029989
-380;0.126922
-370;-0.044210
-360;0.032335
-350;-0.008761
-340;-0.050727
-330;-0.002667
-320;0.088960
-310;0.066354
-300;0.032872
-290;0.098047
-280;-0.200724
-270;0.020976
-260;0.067404
-250;0.116555
-240;-0.084378
-230;0.024021
-220;-0.087285
-210;0.015675
-200;0.080928
-190;-0.056124
-180;0.019898
-170;-0.021551
-160;-0.031656
-150;-0.111993
-140;-0.168724
-130;0.153702
-120;-0.012422
-110;-0.057651
-100;-0.034612
-90;-0.179375
-80;-0.117223
-70;0.247502
-60;-0.019841
-50;-0.036797
-40;-0.107953
-30;-0.037710
-20;-0.029587
-10;0.888338
0;3.381040
10;5.917469
20;8.632008
30;10.825926
40;13.351638
50;15.532395
60;17.698681
70;19.793074
80;21.977699
90;23.976092
100;25.824156
110;27.711876
120;28.298234
130;27.588885
140;26.743450
150;26.104649
160;25.506266
170;24.838144
180;24.266021
190;23.562802
200;23.064838
210;22.243115
220;21.898287
230;21.189387
240;20.678306
250;20.207046
260;19.625309
270;19.140283
280;18.548413
290;18.125742
300;17.710692
310;17.286301
320;16.907772
330;16.515866
340;15.720984
350;15.427661
360;14.960478
370;14.563466
380;14.195418
390;13.987484
400;13.450074
410;13.186216
420;12.832442
430;12.382920
440;11.990089
450;11.836018
460;11.572132
470;11.254829
480;11.068763
490;10.606440
500;10.534643
510;10.092618
520;9.713867
530;9.603754
540;9.182719
550;9.190900
560;8.587527
570;8.586698
580;8.522380
590;8.117587
600;7.987388
610;7.681498
620;7.596244
630;7.409534
640;7.102129
650;7.101933
660;6.954072
670;6.620694
680;6.366590
690;6.215746
700;6.084395
710;5.976536
720;6.034392
730;5.560731
740;5.377523
750;5.257039
760;5.136711
770;5.046519
780;4.940893
790;4.834624
800;4.597213
810;4.611723
820;4.502564
830;4.336089
840;4.413735
850;4.200869
860;4.035365
870;3.777444
880;3.920255
890;3.747222
900;3.497291
910;3.728074
920;3.539566
930;3.440742
940;3.255798
950;3.321862
960;3.155368
970;2.949896
980;2.905916
990;3.139756
1000;2.896998
1010;2.838771
1020;2.652957
1030;2.717399
1040;2.543082
1050;2.619219
1060;2.111428
1070;2.390290
1080;2.287321
1090;2.029347
1100;2.113155
1110;2.179182
1120;2.045972
1130;2.023861
1140;2.038155
1150;1.927625
1160;1.871643
1170;1.812018
1180;1.684590
1190;1.757644
1200;1.644106
1210;1.624939
1220;1.529007
1230;1.584064
1240;1.651079
1250;1.429305
1260;1.544046
1270;1.328445
1280;1.471390
1290;1.596338
1300;1.366905
1310;1.291191
1320;1.310328
1330;1.395153
1340;1.375602
1350;1.246875
1360;1.297012
1370;1.016169
1380;1.035154
1390;1.041034
1400;1.106167
1410;1.165240
1420;0.966983
1430;1.052092
1440;0.901656
1450;0.958799
1460;1.098952
1470;0.867105
1480;0.969668
1490;0.907195
1500;0.921195
1510;0.848494
1520;0.769323
1530;0.669895
1540;0.775681
1550;0.744035
1560;0.555196
1570;0.891783
1580;0.665924
1590;0.690175
1600;0.655598
1610;0.689890
1620;0.869152
1630;0.636174
1640;0.629440
1650;0.698243
1660;0.884795
1670;0.559030
1680;0.552842
1690;0.598461
1700;0.506061
1710;0.493120
1720;0.603946
1730;0.515873
1740;0.430905
1750;0.537129
1760;0.481593
1770;0.566807
1780;0.473866
1790;0.439047
1800;0.507530
1810;0.357479
1820;0.399668
1830;0.551899
1840;0.451335
1850;0.599808
1860;0.490295
1870;0.448542
1880;0.419443
1890;0.336546
1900;0.427638
1910;0.411966
1920;0.462886
1930;0.374208
1940;0.363138
1950;0.331108
1960;0.369526
1970;0.478100
1980;0.410008
1990;0.552055
2000;0.343996
2010;0.314591
2020;0.417795
2030;0.431614
2040;0.251533
2050;0.248278
2060;0.439021
2070;0.268073
2080;0.262274
2090;0.478263
2100;0.402896
2110;0.231575
2120;0.457312
2130;0.445329
2140;0.157016
2150;0.459805
2160;0.339628
2170;0.228663
2180;0.267869
2190;0.190707
2200;0.185677
2210;0.147191
2220;0.249213
2230;0.348180
2240;0.388854
2250;0.236927
2260;0.335212
2270;0.290287
2280;0.096269
2290;0.335696
2300;0.332633
2310;0.153868
2320;0.229579
2330;0.370513
2340;0.209687
2350;0.152612
2360;0.257683
2370;0.295238
2380;0.286736
2390;0.234513
2400;0.312030
2410;0.209501
2420;0.375820
2430;0.269484
2440;0.289093
2450;0.154747
2460;0.236324
2470;0.146173
2480;0.333873
2490;0.283699
2500;0.380169
2510;0.306048
2520;0.028299
2530;0.371896
2540;0.126411
2550;0.028753
2560;0.291284
2570;0.210171
2580;0.289892
2590;0.287307
2600;0.259250
2610;0.286387
2620;0.123829
2630;0.201787
2640;0.209144
2650;0.201206
2660;0.222897
2670;0.230204
2680;0.127712
2690;0.323664
2700;0.129774
2710;0.274537
2720;0.204303
2730;0.199200
2740;0.092244
2750;0.257266
2760;0.237112
2770;0.198392
2780;0.277395
2790;0.133078
2800;0.303034
2810;0.182405
2820;0.129142
2830;0.295352
2840;0.182215
2850;0.192602
2860;0.213911
2870;0.036990
2880;0.339687
2890;0.261651
2900;0.295112
2910;0.266754
2920;0.143079
2930;0.173741
2940;0.202722
2950;0.172226
2960;0.221849
2970;0.203238
2980;0.069948
2990;0.299532
3000;0.018865
3010;-0.007582
3020;0.036321
3030;0.118422
3040;0.264781
3050;0.191280
3060;0.100134
3070;0.142125
3080;0.250902
3090;0.126585
3100;0.165839
3110;0.028968
3120;0.432766
3130;0.077653
3140;0.374469
3150;0.230152
3160;0.191233
3170;0.238571
3180;0.231510
3190;0.079244
3200;0.170821
3210;0.147045
3220;0.085537
3230;0.181691
3240;0.132849
3250;0.182889
3260;0.233407
3270;0.187282
3280;0.150288
3290;0.170322
3300;0.061813
3310;0.242510
3320;0.334061
3330;0.048092
3340;0.198897
3350;0.227882
3360;0.358269
3370;0.310052
3380;0.206982
3390;0.012787
3400;0.132731
3410;0.154558
3420;0.138298
3430;0.300210
3440;0.253211
3450;0.138267
3460;0.135514
3470;0.217326
3480;0.196146
3490;0.057743
3500;0.223016
3510;0.316919
3520;0.100696
3530;0.106986
3540;0.203650
3550;0.198328
3560;0.382935
3570;0.251976
3580;-0.053478
3590;0.261900
3600;0.163544
3610;0.042281
3620;0.117836
3630;0.178526
3640;0.092374
