Laser Delay [ns];TA [mOD]
3650;0.140482
3660;0.369729
3670;0.165113
3680;0.123496
3690;0.067589
3700;0.108129
3710;0.053284
3720;0.124630
3730;0.310694
3740;0.040646
3750;0.092096
3760;0.059990
3770;0.170798
3780;0.086778
3790;0.140279
3800;0.183964
3810;0.209048
3820;0.053078
3830;0.091603
3840;0.194292
3850;0.137567
3860;0.278760
3870;0.174169
3880;0.029224
3890;0.145509
3900;0.210541
3910;0.208580
3920;0.189765
3930;0.278993
3940;0.098264
3950;-0.079294
3960;0.125361
3970;0.224116
3980;0.014164
3990;0.337745
4000;0.185041
4010;0.146250
4020;0.149330
4030;0.208123
4040;0.219542
4050;0.199107
4060;0.049351
4070;0.157381
4080;0.092215
4090;0.199372
4100;0.159801
4110;0.317477
4120;0.211332
4130;0.214191
4140;0.212021
4150;0.123512
4160;0.093100
4170;0.113886
4180;0.147555
4190;0.196148
4200;0.088465
4210;0.161030
4220;0.155123
4230;0.041923
4240;0.377878
4250;0.204274
4260;0.224693
4270;0.210981
4280;0.319274
4290;0.093774
4300;0.104592
4310;0.142553
4320;0.205318
4330;0.194949
4340;0.138179
4350;0.247336
4360;0.201004
4370;0.155982
4380;0.196593
4390;0.217623
4400;0.153343
4410;0.335817
4420;0.002132
4430;0.180225
4440;0.109124
4450;0.138385
4460;0.276092
4470;-0.009955
4480;0.216328
4490;0.268440
4500;0.068830
4510;0.131437
4520;0.185034
4530;0.183950
4540;0.154523
4550;0.012480
4560;0.197636
4570;0.234580
4580;0.260510
4590;0.081876
4600;0.003298
4610;0.115870
4620;0.065551
4630;0.146865
4640;0.264537
4650;0.219743
4660;0.143298
4670;0.172107
4680;0.160998
4690;0.204150
4700;0.196417
4710;0.018873
4720;0.016840
4730;0.008384
4740;0.218980
4750;0.278353
4760;0.093447
4770;0.208245
4780;0.199778
4790;0.024749
4800;0.165156
4810;0.291025
4820;0.083916
4830;0.217261
4840;0.114513
4850;0.198630
4860;0.212543
4870;0.266573
4880;0.141245
4890;0.367250
4900;0.149088
4910;0.061288
4920;0.314006
4930;0.156870
4940;0.038605
4950;0.106131
4960;0.130428
4970;0.165305
4980;0.102056
4990;0.040897
5000;0.108098
