Laser Delay [ns];TA [mOD]
-400;0.140065
-390;-0.015855
-380;0.019335
-370;0.119758
-360;0.065141
-350;-0.225205
-340;0.054098
-330;0.016927
-320;0.062539
-310;0.190756
-300;0.063876
-290;0.040134
-280;-0.060546
-270;-0.062988
-260;0.004729
-250;-0.016625
-240;-0.081397
-230;-0.128893
-220;0.087031
-210;0.107715
-200;-0.133797
-190;-0.130985
-180;-0.067897
-170;-0.173500
-160;0.092160
-150;-0.046052
-140;0.073058
-130;-0.015848
-120;-0.014569
-110;0.112955
-100;0.070513
-90;0.038292
-80;0.005198
-70;-0.085895
-60;-0.020962
-50;-0.109341
-40;-0.213036
-30;-0.057511
-20;0.335551
-10;1.822835
0;5.339144
10;8.011482
20;11.717679
30;14.486986
40;17.477502
50;20.020521
60;22.892152
70;25.841643
80;28.501175
90;30.966481
100;33.673091
110;35.830031
120;36.164672
130;35.432707
140;34.707787
150;33.948046
160;33.631988
170;32.813374
180;32.172139
190;31.589480
200;30.893488
210;30.472241
220;29.636630
230;29.188189
240;28.589689
250;28.220703
260;27.653181
270;27.213146
280;26.687332
290;26.309213
300;25.685591
310;25.083824
320;24.729451
330;24.158058
340;23.839975
350;23.421513
360;22.853564
370;22.435476
380;22.138812
390;21.675628
400;21.207629
410;20.842684
420;20.289365
430;20.110644
440;19.794291
450;19.165320
460;18.941638
470;18.599559
480;18.166174
490;17.834694
500;17.648999
510;17.186771
520;16.991567
530;16.643018
540;16.052804
550;15.884996
560;15.566346
570;15.589687
580;15.163186
590;14.861748
600;14.602297
610;14.099398
620;13.986540
630;13.723275
640;13.434525
650;12.988793
660;12.888180
670;12.420541
680;12.397949
690;12.151466
700;11.873208
710;11.482157
720;11.529117
730;11.301955
740;11.152850
750;11.163888
760;10.439717
770;10.191246
780;10.071885
790;10.020830
800;9.898436
810;9.639706
820;9.566373
830;9.226271
840;9.012608
850;8.960791
860;8.681561
870;8.763718
880;8.280756
890;8.248902
900;8.104275
910;8.292334
920;7.654683
930;7.584413
940;7.472001
950;7.438597
960;7.350512
970;7.166724
980;6.921994
990;6.810019
1000;6.734252
1010;6.461929
1020;6.217882
1030;6.344422
1040;6.267080
1050;6.179444
1060;5.830014
1070;6.232937
1080;5.575229
1090;5.633180
1100;5.268491
1110;5.375861
1120;5.408262
1130;5.305230
1140;5.055866
1150;5.015790
1160;4.721181
1170;4.593699
1180;4.681111
1190;4.613816
1200;4.555528
1210;4.333575
1220;4.317395
1230;4.103224
1240;4.316113
1250;3.874231
1260;4.004644
1270;3.880984
1280;4.004157
1290;3.903889
1300;3.512482
1310;3.431968
1320;3.541180
1330;3.396682
1340;3.439983
1350;3.252325
1360;3.363410
