Laser Delay [ns];TA [mOD]
1370;3.235270
1380;3.067415
1390;3.073396
1400;3.119640
1410;2.997015
1420;2.862409
1430;2.702312
1440;2.599588
1450;2.681702
1460;2.675634
1470;2.559101
1480;2.408460
1490;2.539902
1500;2.298740
1510;2.432452
1520;2.265822
1530;2.327857
1540;2.367925
1550;2.267716
1560;2.213136
1570;1.878666
1580;2.226282
1590;1.921967
1600;1.914375
1610;2.086100
1620;1.902741
1630;1.872511
1640;1.857359
1650;1.702974
1660;1.429314
1670;1.685449
1680;1.448116
1690;1.426662
1700;1.611749
1710;1.521054
1720;1.685676
1730;1.481206
1740;1.205808
1750;1.435232
1760;1.379765
1770;1.400982
1780;1.488830
1790;1.465230
1800;1.192022
1810;1.053593
1820;1.235181
1830;1.075071
1840;1.241835
1850;1.198408
1860;1.048056
1870;1.176688
1880;0.944136
1890;0.975268
1900;1.082742
1910;0.829542
1920;0.964188
1930;1.029160
1940;0.888855
1950;0.772137
1960;0.741514
1970;0.677837
1980;0.775610
1990;0.657064
2000;0.883233
2010;0.595068
2020;0.737720
2030;0.744797
2040;0.454247
2050;0.648896
2060;0.735628
2070;0.544561
2080;0.683274
2090;0.473355
2100;0.663100
2110;0.693981
2120;0.847365
2130;0.607540
2140;0.518243
2150;0.414276
2160;0.773123
2170;0.480437
2180;0.434570
2190;0.347723
2200;0.385286
2210;0.478570
2220;0.487756
2230;0.319736
2240;0.314002
2250;0.496363
2260;0.276771
2270;0.477337
2280;0.443737
2290;0.492247
2300;0.401943
2310;0.426093
2320;0.153895
2330;0.409806
2340;0.236197
2350;0.264885
2360;0.191341
2370;0.268394
2380;0.106449
2390;0.189072
2400;0.190214
2410;0.364414
2420;0.286882
2430;0.435527
2440;0.194567
2450;0.112746
2460;0.292610
2470;0.144456
2480;0.057371
2490;0.123804
2500;0.022138
2510;0.137731
2520;0.240894
2530;0.135991
2540;0.051980
2550;0.209824
2560;0.148712
2570;-0.257415
2580;0.111060
2590;0.174393
2600;0.200617
2610;0.109502
2620;-0.345881
2630;0.215856
2640;-0.011653
2650;0.108035
2660;0.080920
2670;0.062625
2680;0.161096
2690;0.126104
2700;0.104101
2710;-0.041128
2720;-0.015750
2730;-0.053219
2740;0.191718
2750;-0.083487
2760;0.146209
2770;0.161652
2780;0.100944
2790;0.011676
2800;-0.056199
2810;-0.143344
2820;-0.010139
2830;0.096296
2840;0.102818
2850;-0.141877
2860;0.088081
2870;-0.100187
2880;0.166852
2890;-0.082142
2900;-0.132302
2910;-0.062984
2920;0.068521
2930;-0.052137
2940;0.008139
2950;0.098312
2960;-0.067233
2970;-0.002346
2980;-0.039013
2990;-0.050100
3000;0.067680
3010;-0.093011
3020;-0.070583
3030;-0.001526
3040;-0.266979
3050;-0.319861
3060;-0.027455
3070;-0.096050
3080;-0.191169
3090;-0.056132
3100;-0.098432
3110;-0.155213
3120;-0.093087
3130;0.075157
3140;0.012726
3150;-0.191157
3160;-0.155870
3170;-0.317859
3180;-0.091495
3190;-0.117125
3200;-0.181967
3210;-0.180875
3220;0.010916
3230;-0.184268
3240;-0.169681
3250;0.012415
3260;-0.128614
3270;-0.157348
3280;-0.005120
3290;-0.330839
3300;-0.043893
3310;-0.289229
3320;-0.106971
3330;-0.180950
3340;-0.076386
3350;-0.133326
3360;-0.008524
3370;-0.138485
3380;-0.094344
3390;-0.067036
3400;-0.168464
3410;-0.219602
3420;-0.269814
3430;-0.398383
3440;-0.417563
3450;-0.091808
3460;-0.162243
3470;-0.029598
3480;-0.277799
3490;-0.177332
3500;-0.187771
3510;-0.154435
3520;-0.099770
3530;-0.100426
3540;-0.193247
3550;-0.012747
3560;-0.231218
3570;-0.113444
3580;-0.107032
3590;-0.095767
3600;0.052808
3610;-0.147085
3620;-0.241059
3630;-0.142025
3640;-0.105020
3650;-0.043327
3660;-0.166471
3670;-0.357494
3680;-0.265874
3690;-0.233748
3700;-0.194998
3710;-0.095853
3720;-0.232111
3730;-0.171921
3740;-0.201947
3750;-0.228601
3760;-0.090433
3770;-0.245465
3780;-0.094335
3790;-0.054220
3800;-0.048766
3810;-0.353805
3820;-0.031057
3830;-0.110637
3840;-0.094577
3850;-0.088804
3860;-0.101158
3870;-0.289904
3880;-0.151509
3890;-0.081285
3900;-0.216792
3910;-0.206991
3920;-0.253329
3930;-0.117099
3940;-0.217155
3950;-0.149449
3960;-0.096607
3970;-0.177186
3980;-0.301217
3990;-0.230686
4000;-0.176523
4010;-0.307673
4020;-0.043110
4030;-0.277007
4040;-0.155386
4050;-0.315707
4060;-0.252836
4070;-0.037528
4080;-0.218654
4090;-0.212667
4100;-0.120875
4110;0.026661
4120;-0.134367
4130;-0.070981
4140;-0.258682
4150;-0.270422
4160;-0.235429
4170;-0.155734
4180;-0.335854
4190;-0.353713
4200;-0.086872
4210;-0.226154
4220;-0.156336
4230;-0.240585
4240;-0.111390
4250;-0.120866
4260;-0.164691
4270;-0.424811
4280;-0.289805
4290;-0.203376
4300;-0.123956
4310;-0.121973
4320;0.014758
4330;-0.355523
4340;-0.164412
4350;-0.157482
4360;-0.216748
4370;-0.356521
4380;-0.192015
4390;-0.109672
4400;-0.208779
4410;-0.329870
4420;-0.176696
4430;-0.111089
4440;-0.143343
4450;-0.345776
4460;-0.190661
4470;-0.189580
4480;-0.117791
4490;-0.088922
4500;-0.084582
4510;-0.137454
4520;-0.115470
4530;-0.004619
4540;-0.059896
4550;-0.184898
4560;-0.090759
4570;-0.075543
4580;-0.010444
4590;-0.191202
4600;0.001286
4610;-0.219585
4620;-0.008005
4630;-0.130900
4640;-0.149689
4650;-0.116151
4660;-0.245469
4670;-0.362447
4680;-0.414552
4690;-0.151153
4700;-0.216415
4710;-0.200684
4720;-0.281323
4730;-0.137974
4740;-0.470322
4750;-0.124770
4760;-0.205537
4770;-0.159966
4780;-0.249018
4790;-0.126228
4800;-0.122947
4810;-0.183373
4820;-0.155890
4830;-0.199393
4840;-0.091374
4850;-0.077887
4860;-0.233154
4870;-0.152792
4880;-0.385252
4890;-0.193658
4900;-0.246279
4910;-0.278530
4920;-0.073734
4930;-0.031601
4940;-0.140981
4950;-0.228240
4960;-0.169185
4970;-0.193032
4980;-0.214280
4990;-0.169438
5000;-0.236781
