Laser Delay [ns];TA [mOD]
-400;0.148768
-390;0.489779
-380;-0.411054
-370;-0.745134
-360;0.360208
-350;-0.182379
-340;0.212196
-330;0.060646
-320;-0.126959
-310;0.271275
-300;0.152237
-290;-0.413527
-280;0.952255
-270;0.331523
-260;-0.646072
-250;-0.259407
-240;-0.498668
-230;-0.091027
-220;-0.012695
-210;-0.032974
-200;-0.406366
-190;-0.374901
-180;-0.405672
-170;-0.788073
-160;-0.377703
-150;-0.172478
-140;0.272018
-130;0.237573
-120;-0.142175
-110;-0.081230
-100;0.549218
-90;-0.071710
-80;-0.233790
-70;0.277132
-60;-0.306163
-50;-0.574273
-40;0.158901
-30;-0.385878
-20;0.990581
-10;4.541301
0;6.917684
10;9.873328
20;13.834140
30;16.085661
40;19.648094
50;22.751389
60;25.724354
70;29.138130
80;30.932848
90;34.503968
100;36.714380
110;37.968545
120;38.601575
130;37.628164
140;37.478189
150;37.055904
160;36.791548
170;36.560684
180;35.903536
190;35.877495
200;34.721397
210;34.854596
220;34.706891
230;33.992874
240;33.638235
250;32.990994
260;33.342302
270;32.431485
280;32.213204
290;31.779332
300;31.393495
310;31.882392
320;30.261501
330;30.794376
340;30.150881
350;30.181369
360;29.193276
370;29.600477
380;29.117703
390;28.734377
400;28.287127
410;28.251793
420;27.835667
430;27.197154
440;26.678704
450;27.162674
460;26.418853
470;26.483247
480;26.986127
490;25.428749
500;26.076921
510;24.800368
520;24.822435
530;24.662050
540;23.732725
550;23.124759
560;23.863100
570;23.912714
580;23.291554
590;22.884584
600;22.368680
610;22.573852
620;21.900769
630;21.957743
640;21.855163
650;22.088191
660;21.491549
670;21.617388
680;20.154772
690;20.601903
700;20.369087
710;20.242419
720;19.715881
730;19.318467
740;19.168985
750;19.785879
760;19.342193
770;18.884127
780;18.938259
790;18.945775
800;18.151866
810;18.002541
820;17.513289
830;17.723454
840;17.827038
850;17.804116
860;16.745402
870;17.748562
880;17.163127
890;16.737829
900;16.087020
910;16.690410
920;15.894976
930;15.787166
940;16.219952
950;15.216075
960;15.383593
970;14.888013
980;14.855220
990;14.713537
1000;14.150548
1010;14.121191
1020;13.890793
1030;14.228854
1040;13.909936
1050;13.786993
1060;13.877882
1070;13.480258
1080;14.389435
1090;13.736097
1100;13.446068
1110;12.968914
1120;13.044979
1130;12.197127
1140;12.982773
1150;12.524872
1160;11.964058
1170;12.719618
1180;12.231212
1190;12.095118
1200;11.792706
1210;11.795078
1220;12.018477
1230;11.396091
1240;11.668760
1250;11.278940
1260;11.160597
1270;11.535802
1280;11.056093
1290;11.265624
1300;10.242789
1310;10.569026
1320;10.560127
1330;10.411562
1340;10.124676
1350;10.694872
1360;9.912779
1370;9.790374
1380;9.670465
1390;10.295063
1400;9.499151
1410;9.412629
1420;9.500982
1430;9.698464
