Laser Delay [ns];TA [mOD]
1440;9.126655
1450;9.224436
1460;8.991387
1470;9.093493
1480;8.556745
1490;8.576313
1500;8.545038
1510;8.228826
1520;8.261902
1530;8.709375
1540;8.380294
1550;7.962630
1560;8.256738
1570;7.993974
1580;7.656112
1590;7.629249
1600;7.237090
1610;7.509529
1620;7.208949
1630;7.442190
1640;7.374816
1650;7.378302
1660;7.101601
1670;6.903233
1680;6.946608
1690;7.595486
1700;6.281152
1710;6.503833
1720;6.328006
1730;6.825776
1740;6.059450
1750;6.739727
1760;6.635618
1770;5.973208
1780;6.102333
1790;6.290683
1800;6.057118
1810;5.884532
1820;5.961252
1830;5.906767
1840;5.588321
1850;5.877977
1860;5.324115
1870;5.619531
1880;5.487894
1890;6.134793
1900;4.967774
1910;5.965309
1920;5.768424
1930;5.386370
1940;5.695320
1950;5.089567
1960;5.315039
1970;4.977043
1980;4.933262
1990;4.826912
2000;4.857437
2010;5.199738
2020;4.582434
2030;4.759344
2040;4.510086
2050;4.276823
2060;4.525589
2070;4.298093
2080;4.384095
2090;4.200071
2100;3.978631
2110;4.504977
2120;4.143074
2130;4.373819
2140;3.430695
2150;4.704987
2160;4.193117
2170;4.185793
2180;4.368443
2190;4.507310
2200;3.766679
2210;4.077773
2220;3.957658
2230;3.839378
2240;3.822077
2250;3.876891
2260;3.136866
2270;3.731657
2280;3.500660
2290;3.825248
2300;3.300109
2310;2.785449
2320;2.997023
2330;3.628473
2340;3.396943
2350;2.861804
2360;3.348169
2370;2.978369
2380;3.790783
2390;3.236900
2400;3.253109
2410;3.048661
2420;3.080252
2430;2.858829
2440;2.809015
2450;3.324814
2460;2.702394
2470;2.405116
2480;2.789602
2490;3.531742
2500;3.059079
2510;2.746680
2520;2.978348
2530;3.247137
2540;2.831681
2550;3.160566
2560;2.545612
2570;2.429554
2580;2.904530
2590;3.235894
2600;2.591097
2610;2.624873
2620;2.625468
2630;2.369293
2640;2.471307
2650;2.254302
2660;2.579543
2670;2.285938
2680;2.020537
2690;2.249435
2700;2.020959
2710;2.037718
2720;2.954210
2730;2.616422
2740;2.411375
2750;1.913481
2760;2.348940
2770;2.133623
2780;2.076200
2790;1.971088
2800;2.104753
2810;2.569106
2820;1.479836
2830;2.046748
2840;1.755195
2850;2.123351
2860;1.896932
2870;2.727299
2880;2.112301
2890;1.561342
2900;1.543452
2910;1.991183
2920;1.560677
2930;1.768005
2940;1.645149
2950;2.134058
2960;2.167307
2970;1.397859
2980;2.262462
2990;0.987371
3000;1.811110
3010;1.698674
3020;1.679967
3030;1.416187
3040;1.130129
3050;1.499504
3060;1.396942
3070;1.865135
3080;1.576779
3090;1.352362
3100;1.867921
3110;1.218534
3120;1.491715
3130;1.310396
3140;0.818195
3150;1.304121
3160;1.333882
3170;1.519093
3180;1.804711
3190;1.079682
3200;1.820133
3210;1.233323
3220;1.189823
3230;0.798381
3240;1.464285
3250;1.127011
3260;2.040065
3270;2.110229
3280;1.126159
3290;0.651035
3300;0.806994
3310;1.403026
3320;1.248253
3330;0.985565
3340;0.834643
3350;0.938809
3360;2.061062
3370;1.253399
3380;1.992256
3390;0.905256
3400;1.256348
3410;1.240893
3420;0.810060
3430;0.954010
3440;0.871406
3450;1.088429
3460;1.129108
3470;0.722566
3480;0.952204
3490;0.863425
3500;1.189227
3510;1.287014
3520;0.400439
3530;0.612272
3540;0.317402
3550;0.857459
3560;0.641241
3570;0.331025
3580;0.794537
3590;1.217990
3600;1.320384
3610;0.791048
3620;1.006519
3630;0.975712
3640;0.652520
3650;1.113388
3660;1.218526
3670;0.723693
3680;0.560650
3690;0.816407
3700;0.575697
3710;1.313700
3720;1.362610
3730;0.896039
3740;0.528217
3750;0.802585
3760;0.604840
3770;0.529783
3780;0.563128
3790;0.734954
3800;1.356106
3810;0.602941
3820;1.118513
3830;0.494590
3840;0.449586
3850;0.172756
3860;0.886868
3870;0.482737
3880;0.189156
3890;0.279456
3900;0.348466
3910;0.260322
3920;0.228256
3930;0.868487
3940;1.245218
3950;0.394520
3960;0.472723
3970;0.466726
3980;0.159017
3990;0.314970
4000;0.217343
4010;0.448912
4020;0.662439
4030;0.716476
4040;0.315704
4050;1.082444
4060;1.072282
4070;0.868306
4080;0.079004
4090;0.523185
4100;0.229107
4110;0.980342
4120;0.755965
4130;0.593187
4140;0.669840
4150;0.563099
4160;0.486043
4170;0.394469
4180;0.023179
4190;0.451101
4200;-0.047538
4210;0.384086
4220;0.234181
4230;0.372235
4240;0.466853
4250;0.374760
4260;0.179738
4270;0.626047
4280;0.263390
4290;1.056202
4300;0.732605
4310;-0.211711
4320;0.493073
4330;0.701181
4340;0.300177
4350;0.241387
4360;0.645513
4370;0.905293
4380;0.149863
4390;-0.138423
4400;0.624574
4410;0.560624
4420;0.145950
4430;0.754079
4440;0.531790
4450;-0.061067
4460;0.224072
4470;0.282242
4480;0.386310
4490;0.203206
4500;0.459928
4510;0.328680
4520;0.361497
4530;0.148074
4540;0.425267
4550;0.436242
4560;0.173937
4570;0.471207
4580;0.593332
4590;0.274959
4600;0.091599
4610;0.708966
4620;0.232094
4630;0.233216
4640;1.022904
4650;0.699724
4660;0.076724
4670;0.662944
4680;0.878986
4690;0.462236
4700;0.215035
4710;-0.067059
4720;0.173970
4730;0.199781
4740;0.351877
4750;0.951082
4760;-0.082057
4770;0.339150
4780;0.993368
4790;0.462010
4800;0.498977
4810;0.038180
4820;0.001683
4830;0.231036
4840;-0.223089
4850;0.122141
4860;0.135153
4870;0.134055
4880;-0.027622
4890;-0.028345
4900;-0.255575
4910;0.090971
4920;-0.022391
4930;-0.593074
4940;-0.236571
4950;0.461900
4960;0.645066
4970;0.348195
4980;-0.115484
4990;-0.183535
5000;0.350604
