sample15h_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:22:47
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	773.732
586.124	755.289
586.252	746.515
586.380	750.371
586.508	760.918
586.637	754.763
586.765	759.866
586.893	750.124
587.021	764.134
587.149	762.907
587.277	764.247
587.405	768.216
587.533	762.691
587.662	763.474
587.790	770.227
587.918	767.000
588.046	774.309
588.174	770.691
588.302	774.907
588.430	767.072
588.558	775.443
588.687	773.928
588.815	781.165
588.943	782.608
589.071	776.866
589.199	783.979
589.327	777.784
589.455	773.113
589.583	783.454
589.712	787.258
589.840	784.196
589.968	782.216
590.096	790.711
590.224	789.619
590.352	784.289
590.480	787.680
590.608	792.309
590.737	778.969
590.865	787.814
590.993	786.041
591.121	797.845
591.249	794.485
591.377	801.021
591.505	798.608
591.633	798.526
591.762	809.392
591.890	808.649
592.018	798.845
592.146	800.000
592.274	801.526
592.402	791.784
592.530	806.588
592.658	802.526
592.787	808.330
592.915	792.258
593.043	804.041
593.171	805.784
593.299	810.835
593.427	808.299
593.555	801.113
593.683	798.423
593.812	805.856
593.940	805.918
594.068	808.773
594.196	806.495
594.324	812.876
594.452	806.515
594.580	816.206
594.708	819.722
594.837	817.340
594.965	814.155
595.093	817.639
595.221	819.371
595.349	820.990
595.477	827.175
595.605	824.845
595.733	824.371
595.862	822.000
595.990	817.866
596.118	828.443
596.246	834.907
596.374	824.155
596.502	825.722
596.630	835.186
596.758	835.216
596.887	839.268
597.015	835.639
597.143	837.577
597.271	835.670
597.399	837.330
597.527	844.660
597.655	840.278
597.783	839.876
597.912	832.546
598.040	846.505
598.168	839.670
598.296	837.680
598.424	840.340
598.552	842.557
598.680	838.639
598.808	838.000
598.937	842.722
599.065	843.454
599.193	841.588
599.321	829.557
599.449	840.103
599.577	839.784
599.705	842.196
599.833	846.794
599.962	839.082
600.090	841.608
600.218	845.278
600.346	842.557
600.474	845.082
600.602	844.289
600.730	845.258
600.858	846.515
600.987	844.340
601.115	848.835
601.243	848.082
601.371	841.134
601.499	853.876
601.627	840.505
601.755	854.557
601.883	861.938
602.012	861.670
602.140	860.113
602.268	867.907
602.396	857.773
602.524	867.124
602.652	861.443
602.780	869.814
602.908	858.371
603.037	869.155
603.165	861.938
603.293	874.443
603.421	880.546
603.549	872.660
603.677	887.258
603.805	873.021
603.933	887.361
604.062	884.928
604.190	896.660
604.318	884.299
604.446	889.835
604.574	886.598
604.702	891.794
604.830	887.876
604.958	897.186
605.087	904.175
605.215	900.897
605.343	901.825
605.471	913.423
605.599	901.227
605.727	919.649
605.855	911.505
605.983	907.124
606.112	916.773
606.240	919.454
606.368	920.165
606.496	914.588
606.624	914.495
606.752	915.979
606.880	916.619
607.008	919.330
607.137	923.278
607.265	916.278
607.393	933.979
607.521	923.814
607.649	917.794
607.777	913.330
607.905	921.536
608.033	923.299
608.162	917.155
608.290	922.629
608.418	934.474
608.546	920.629
608.674	923.216
608.802	927.753
608.930	927.660
609.058	918.216
609.187	918.732
609.315	923.598
609.443	920.608
609.571	914.907
609.699	923.082
609.827	912.680
609.955	918.701
610.083	924.918
610.212	932.268
610.340	925.278
610.468	917.464
610.596	923.515
610.724	917.753
610.852	918.567
610.980	919.041
611.108	932.495
611.237	913.629
611.365	922.237
611.493	924.619
611.621	923.144
611.749	931.928
611.877	923.474
612.005	923.918
612.133	923.072
612.262	923.577
612.390	933.773
612.518	931.588
612.646	934.938
612.774	925.629
612.902	937.052
613.030	938.577
613.158	929.639
613.287	945.000
613.415	948.041
613.543	940.784
613.671	939.031
613.799	946.680
613.927	947.206
614.055	947.691
614.183	943.454
614.312	946.588
614.440	949.619
614.568	948.423
614.696	952.938
614.824	953.608
614.952	955.495
615.080	962.577
615.208	965.979
615.337	961.392
615.465	951.505
615.593	955.711
615.721	958.268
615.849	956.979
615.977	972.258
616.105	961.093
616.233	966.474
616.362	973.505
616.490	968.381
616.618	971.206
616.746	962.773
616.874	976.237
617.002	972.464
617.130	971.649
617.258	968.680
617.387	964.588
617.515	970.835
617.643	979.165
617.771	977.866
617.899	963.814
618.027	969.990
618.155	962.402
618.283	973.041
618.412	973.103
618.540	971.082
618.668	976.794
618.796	972.392
618.924	979.113
619.052	984.722
619.180	976.856
619.308	984.082
619.437	979.979
619.565	981.278
619.693	974.629
619.821	977.546
619.949	982.876
620.077	988.948
620.205	973.711
620.333	980.691
620.462	1002.732
620.590	989.351
620.718	988.577
620.846	985.072
620.974	995.619
621.102	988.474
621.230	984.505
621.358	985.031
621.487	983.711
621.615	986.351
621.743	997.948
621.871	996.464
621.999	989.742
622.127	985.711
622.255	977.598
622.383	988.526
622.512	995.124
622.640	993.763
622.768	990.423
622.896	988.495
623.024	981.289
623.152	995.629
623.280	981.835
623.408	986.021
623.537	993.485
623.665	997.856
623.793	994.165
623.921	988.144
624.049	992.536
624.177	991.536
624.305	994.691
624.433	993.093
624.562	985.619
624.690	991.351
624.818	984.505
624.946	992.330
625.074	985.753
625.202	988.546
625.330	993.660
625.458	991.062
625.587	989.299
625.715	990.268
625.843	978.722
625.971	986.062
626.099	983.835
626.227	998.928
626.355	985.711
626.483	995.423
626.612	992.320
626.740	986.227
626.868	1000.072
626.996	992.866
627.124	985.794
627.252	987.330
627.380	974.753
627.508	981.082
627.637	982.670
627.765	991.031
627.893	992.052
628.021	983.742
628.149	994.701
628.277	986.773
628.405	997.485
628.533	988.670
628.662	978.124
628.790	993.464
628.918	982.866
629.046	979.897
629.174	976.351
629.302	988.588
629.430	989.082
629.558	985.711
629.687	984.608
629.815	987.629
629.943	995.835
630.071	989.216
630.199	989.742
630.327	997.680
630.455	996.381
630.583	995.309
630.712	1001.918
630.840	987.567
630.968	1004.299
631.096	995.041
631.224	994.392
631.352	990.629
631.480	997.515
631.608	990.546
631.737	981.763
631.865	1006.763
631.993	998.330
632.121	987.856
632.249	1004.804
632.377	1000.835
632.505	995.000
632.633	986.938
632.762	996.567
632.890	992.175
633.018	997.247
633.146	989.505
633.274	999.289
633.402	990.175
633.530	992.381
633.658	990.103
633.787	988.330
633.915	991.072
634.043	983.598
634.171	990.897
634.299	999.588
634.427	989.278
634.555	994.649
634.683	984.371
