sample3v_at_750.00nm_cut_at_1200.50Y_01.dat
19.06.2023
10:51:43
cut middle at Y: 1200.50
top cursor: 1249 down cursor: 1152 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	1414.660
586.124	1375.732
586.252	1365.454
586.380	1347.567
586.508	1357.856
586.637	1363.660
586.765	1377.660
586.893	1374.505
587.021	1376.608
587.149	1383.588
587.277	1388.732
587.405	1396.010
587.533	1379.608
587.662	1370.320
587.790	1384.804
587.918	1389.340
588.046	1375.928
588.174	1399.433
588.302	1389.691
588.430	1385.464
588.558	1390.784
588.687	1391.072
588.815	1395.825
588.943	1410.495
589.071	1395.804
589.199	1393.773
589.327	1414.227
589.455	1400.474
589.583	1414.041
589.712	1398.887
589.840	1408.247
589.968	1402.784
590.096	1390.247
590.224	1397.897
590.352	1413.588
590.480	1405.216
590.608	1401.619
590.737	1396.835
590.865	1393.495
590.993	1420.577
591.121	1405.567
591.249	1408.299
591.377	1422.082
591.505	1418.722
591.633	1417.680
591.762	1421.495
591.890	1425.000
592.018	1422.773
592.146	1417.546
592.274	1415.670
592.402	1420.082
592.530	1423.866
592.658	1429.031
592.787	1432.928
592.915	1443.031
593.043	1431.041
593.171	1443.732
593.299	1434.660
593.427	1452.598
593.555	1440.443
593.683	1461.124
593.812	1474.299
593.940	1463.330
594.068	1467.113
594.196	1476.464
594.324	1482.918
594.452	1479.918
594.580	1477.825
594.708	1494.134
594.837	1485.660
594.965	1513.175
595.093	1482.113
595.221	1499.897
595.349	1520.474
595.477	1522.959
595.605	1544.031
595.733	1531.753
595.862	1541.237
595.990	1530.454
596.118	1533.660
596.246	1550.722
596.374	1550.835
596.502	1542.959
596.630	1564.351
596.758	1554.969
596.887	1553.423
597.015	1562.454
597.143	1563.856
597.271	1562.124
597.399	1559.536
597.527	1554.237
597.655	1546.959
597.783	1551.134
597.912	1569.423
598.040	1566.639
598.168	1575.876
598.296	1564.412
598.424	1561.103
598.552	1576.938
598.680	1563.206
598.808	1563.959
598.937	1571.165
599.065	1555.897
599.193	1572.021
599.321	1566.010
599.449	1565.351
599.577	1557.371
599.705	1557.041
599.833	1565.588
599.962	1566.289
600.090	1573.515
600.218	1568.165
600.346	1572.175
600.474	1566.052
600.602	1572.567
600.730	1577.598
600.858	1587.680
600.987	1574.134
601.115	1577.433
601.243	1595.031
601.371	1607.938
601.499	1595.845
601.627	1597.351
601.755	1595.711
601.883	1599.443
602.012	1620.134
602.140	1615.866
602.268	1623.227
602.396	1629.691
602.524	1621.763
602.652	1640.443
602.780	1658.402
602.908	1640.082
603.037	1661.041
603.165	1659.701
603.293	1670.691
603.421	1663.010
603.549	1679.361
603.677	1689.938
603.805	1678.639
603.933	1705.433
604.062	1703.526
604.190	1711.433
604.318	1723.392
604.446	1722.845
604.574	1728.753
604.702	1730.175
604.830	1722.072
604.958	1751.010
