sample10h_at_750.00nm_cut_at_1060.50Y_01.dat
19.06.2023
11:16:03
cut middle at Y: 1060.50
top cursor: 1109 down cursor: 1012 mean of: 97 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	985.979
586.124	958.794
586.252	948.990
586.380	959.959
586.508	967.742
586.637	964.309
586.765	979.196
586.893	975.464
587.021	975.454
587.149	979.165
587.277	985.371
587.405	986.979
587.533	976.742
587.662	988.464
587.790	992.866
587.918	989.186
588.046	997.619
588.174	989.938
588.302	1007.928
588.430	997.124
588.558	1004.247
588.687	1010.144
588.815	1015.639
588.943	1018.103
589.071	1017.680
589.199	1019.000
589.327	1022.546
589.455	1016.237
589.583	1030.361
589.712	1031.629
589.840	1040.608
589.968	1030.454
590.096	1041.639
590.224	1044.619
590.352	1046.031
590.480	1049.763
590.608	1042.887
590.737	1046.557
590.865	1051.433
590.993	1057.732
591.121	1056.144
591.249	1062.670
591.377	1067.237
591.505	1066.082
591.633	1065.928
591.762	1079.412
591.890	1080.680
592.018	1081.680
592.146	1080.887
592.274	1091.515
592.402	1082.588
592.530	1089.876
592.658	1090.897
592.787	1096.041
592.915	1099.619
593.043	1103.959
593.171	1107.165
593.299	1111.505
593.427	1105.041
593.555	1117.340
593.683	1110.103
593.812	1120.258
593.940	1124.835
594.068	1123.773
594.196	1134.237
594.324	1122.804
594.452	1144.887
594.580	1145.278
594.708	1151.443
594.837	1147.907
594.965	1164.526
595.093	1160.515
595.221	1164.536
595.349	1172.938
595.477	1177.907
595.605	1176.835
595.733	1190.670
595.862	1187.577
595.990	1184.113
596.118	1197.639
596.246	1197.495
596.374	1201.515
596.502	1204.134
596.630	1209.371
596.758	1217.072
596.887	1222.155
597.015	1225.144
597.143	1211.402
597.271	1218.433
597.399	1233.711
597.527	1233.093
597.655	1227.062
597.783	1240.113
597.912	1236.433
598.040	1248.320
598.168	1240.753
598.296	1246.691
598.424	1239.948
598.552	1249.351
598.680	1241.144
598.808	1253.598
598.937	1271.144
599.065	1260.845
599.193	1268.948
599.321	1258.876
599.449	1274.052
599.577	1281.340
599.705	1277.649
599.833	1281.722
599.962	1276.495
600.090	1285.371
600.218	1285.371
600.346	1295.825
600.474	1290.309
600.602	1300.938
600.730	1310.722
600.858	1316.546
600.987	1302.979
601.115	1314.371
601.243	1311.010
601.371	1328.732
601.499	1329.948
601.627	1330.722
601.755	1340.216
601.883	1348.289
602.012	1357.897
602.140	1353.598
602.268	1354.670
602.396	1364.557
602.524	1355.402
602.652	1378.237
602.780	1392.175
602.908	1388.680
603.037	1399.371
603.165	1411.021
603.293	1418.577
603.421	1412.464
603.549	1426.381
603.677	1423.639
603.805	1423.629
603.933	1441.598
604.062	1451.134
604.190	1470.474
604.318	1454.443
604.446	1474.000
604.574	1478.474
604.702	1484.722
604.830	1484.990
604.958	1512.402
605.087	1522.732
605.215	1518.557
605.343	1520.454
605.471	1547.866
605.599	1536.577
605.727	1535.381
605.855	1547.000
605.983	1540.392
606.112	1563.320
606.240	1566.443
606.368	1579.237
606.496	1570.052
606.624	1565.876
606.752	1590.619
606.880	1590.134
607.008	1590.412
607.137	1618.021
607.265	1610.928
607.393	1626.485
607.521	1617.196
607.649	1624.227
607.777	1613.031
607.905	1621.278
608.033	1639.701
608.162	1628.639
608.290	1644.433
608.418	1668.711
608.546	1640.773
608.674	1665.412
608.802	1661.309
608.930	1670.144
609.058	1666.773
609.187	1670.186
609.315	1666.948
609.443	1678.722
609.571	1681.526
609.699	1690.227
609.827	1681.567
609.955	1700.247
610.083	1694.907
610.212	1698.299
610.340	1697.866
610.468	1700.000
610.596	1720.979
610.724	1709.814
610.852	1720.825
610.980	1725.887
611.108	1719.814
611.237	1730.443
611.365	1737.928
611.493	1745.825
611.621	1757.835
611.749	1769.454
611.877	1779.938
612.005	1782.371
612.133	1781.216
612.262	1776.320
612.390	1797.639
612.518	1801.608
612.646	1808.227
612.774	1808.948
612.902	1824.258
613.030	1828.773
613.158	1833.845
613.287	1840.722
613.415	1863.072
613.543	1860.804
613.671	1871.299
613.799	1870.000
613.927	1878.464
614.055	1891.361
614.183	1897.381
614.312	1901.536
614.440	1909.649
614.568	1905.814
614.696	1920.598
614.824	1930.546
614.952	1930.505
615.080	1947.866
615.208	1952.340
615.337	1964.474
615.465	1968.567
615.593	1976.031
615.721	1982.546
615.849	1981.454
615.977	1991.289
616.105	1990.423
616.233	2010.856
616.362	2001.598
616.490	2012.186
616.618	2022.216
616.746	2031.897
616.874	2048.268
617.002	2041.649
617.130	2061.433
617.258	2061.887
617.387	2056.227
617.515	2059.990
617.643	2079.361
617.771	2080.969
617.899	2094.691
618.027	2083.804
618.155	2110.320
618.283	2095.103
618.412	2107.670
618.540	2112.825
618.668	2122.247
618.796	2111.392
618.924	2148.536
