Ref_Stop_0_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
11:36:33
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	9144.615
586.124	8945.692
586.252	8929.106
586.380	8946.500
586.508	8992.942
586.637	9065.192
586.765	9003.692
586.893	9049.212
587.021	9127.875
587.149	9064.029
587.277	9104.327
587.405	9129.644
587.533	9165.202
587.662	9210.846
587.790	9162.192
587.918	9170.452
588.046	9137.837
588.174	9170.740
588.302	9159.606
588.430	9154.365
588.558	9183.067
588.687	9219.827
588.815	9183.817
588.943	9174.827
589.071	9159.337
589.199	9147.702
589.327	9175.923
589.455	9224.702
589.583	9184.240
589.712	9176.663
589.840	9143.712
589.968	9128.567
590.096	9172.385
590.224	9156.413
590.352	9206.663
590.480	9147.308
590.608	9142.442
590.737	9153.096
590.865	9245.981
590.993	9069.644
591.121	9136.510
591.249	9085.567
591.377	9099.096
591.505	9203.625
591.633	9118.788
591.762	9135.202
591.890	9130.538
592.018	9248.144
592.146	9180.087
592.274	9131.269
592.402	9111.038
592.530	9310.885
592.658	9264.106
592.787	9209.596
592.915	9261.490
593.043	9161.769
593.171	9233.519
593.299	9209.346
593.427	9207.529
593.555	9233.740
593.683	9254.683
593.812	9249.067
593.940	9254.760
594.068	9269.721
594.196	9253.625
594.324	9275.433
594.452	9506.875
594.580	9382.750
594.708	9372.298
594.837	9396.202
594.965	9469.894
595.093	9408.644
595.221	9474.490
595.349	9457.587
595.477	9484.260
595.605	9505.375
595.733	9517.490
595.862	9530.981
595.990	9558.577
596.118	9588.298
596.246	9623.923
596.374	9590.731
596.502	9593.635
596.630	9596.115
596.758	9604.615
596.887	9577.087
597.015	9564.192
597.143	9595.058
597.271	9639.635
597.399	9666.606
597.527	9628.846
597.655	9646.808
597.783	9650.913
597.912	9656.356
598.040	9696.865
598.168	9636.606
598.296	9607.481
598.424	9801.202
598.552	9647.317
598.680	9691.587
598.808	9717.529
598.937	9662.106
599.065	9678.952
599.193	9677.260
599.321	9692.750
599.449	9631.654
599.577	9639.413
599.705	9664.990
599.833	9640.577
599.962	9624.558
600.090	9629.308
600.218	9625.231
600.346	9613.837
600.474	9598.865
600.602	9588.538
600.730	9597.250
600.858	9592.760
600.987	9639.096
601.115	9598.510
601.243	9658.856
601.371	9703.885
601.499	9694.423
601.627	9649.712
601.755	9659.019
601.883	9677.192
602.012	9600.673
602.140	9677.375
602.268	9663.538
602.396	9795.413
602.524	9660.394
602.652	9743.115
602.780	9741.346
602.908	9762.365
603.037	9807.558
603.165	9786.654
603.293	9814.615
603.421	9813.750
603.549	9846.192
603.677	9896.106
603.805	9880.548
603.933	9912.442
604.062	9968.519
604.190	10044.654
604.318	10028.404
604.446	9961.385
604.574	10078.750
604.702	10084.587
604.830	10070.548
604.958	10086.663
605.087	10138.760
605.215	10184.837
605.343	10282.106
605.471	10222.817
605.599	10252.558
605.727	10359.962
605.855	10307.394
605.983	10344.519
606.112	10387.538
606.240	10369.202
606.368	10373.048
606.496	10351.471
606.624	10460.904
606.752	10379.298
606.880	10443.038
607.008	10402.981
607.137	10427.288
607.265	10513.865
607.393	10451.971
607.521	10547.240
607.649	10442.346
607.777	10462.365
607.905	10502.490
608.033	10411.702
608.162	10466.500
608.290	10445.712
608.418	10550.183
608.546	10534.433
608.674	10523.471
608.802	10452.183
608.930	10470.952
609.058	10406.952
609.187	10443.990
609.315	10408.692
609.443	10380.346
609.571	10525.144
609.699	10379.481
609.827	10468.827
609.955	10400.837
610.083	10341.144
610.212	10373.904
610.340	10321.192
610.468	10335.875
610.596	10347.654
610.724	10306.683
610.852	10379.471
610.980	10363.952
611.108	10275.865
611.237	10305.135
611.365	10307.587
611.493	10289.125
611.621	10280.846
611.749	10290.038
611.877	10359.433
612.005	10310.115
612.133	10307.173
612.262	10347.462
612.390	10376.721
612.518	10401.712
612.646	10347.827
612.774	10420.240
612.902	10451.510
613.030	10403.000
613.158	10391.750
613.287	10460.288
613.415	10357.433
613.543	10402.673
613.671	10457.288
613.799	10452.221
613.927	10464.250
614.055	10477.740
614.183	10503.615
614.312	10471.529
614.440	10601.856
614.568	10568.327
614.696	10602.279
614.824	10536.894
614.952	10646.846
615.080	10597.596
615.208	10664.308
615.337	10775.875
615.465	10662.510
615.593	10745.019
615.721	10708.356
615.849	10819.577
615.977	10755.837
616.105	10792.375
616.233	10771.279
616.362	10851.000
616.490	10842.269
616.618	10872.183
616.746	10990.029
616.874	10934.365
617.002	10940.058
617.130	10961.308
617.258	10887.856
617.387	10926.885
617.515	10966.385
617.643	10917.413
617.771	11023.163
617.899	10949.692
618.027	11021.192
618.155	11033.558
618.283	11024.587
618.412	11040.567
618.540	11081.365
618.668	11038.596
618.796	11051.548
618.924	10984.144
619.052	11045.000
619.180	10990.404
619.308	10992.173
619.437	11014.106
619.565	11002.635
619.693	10983.548
619.821	10994.231
619.949	10931.192
620.077	11031.250
620.205	11005.154
620.333	11014.856
620.462	10923.538
620.590	10998.010
620.718	10999.260
620.846	11001.779
620.974	10999.337
621.102	11036.346
621.230	10991.115
621.358	11118.212
621.487	10952.135
621.615	10978.712
621.743	10896.077
621.871	10991.144
621.999	10874.673
622.127	10912.038
622.255	10876.500
622.383	10879.933
622.512	10864.644
622.640	10859.240
622.768	10895.625
622.896	10974.000
623.024	10908.115
623.152	10832.394
623.280	10955.990
623.408	10848.990
623.537	10868.558
623.665	10815.538
623.793	10895.827
623.921	10860.433
624.049	10828.962
624.177	10807.202
624.305	10804.423
624.433	10820.962
624.562	10826.337
624.690	10945.038
624.818	10738.365
624.946	10770.067
625.074	10705.125
625.202	10746.702
625.330	10755.769
625.458	10877.404
625.587	10728.779
625.715	10795.394
625.843	10764.635
625.971	10750.798
626.099	10766.500
626.227	10715.990
626.355	10686.010
626.483	10800.654
626.612	10694.423
626.740	10756.971
626.868	10719.750
626.996	10753.337
627.124	10717.125
627.252	10667.250
627.380	10689.385
627.508	10682.481
627.637	10710.365
627.765	10746.981
627.893	10771.625
628.021	10832.567
628.149	10710.433
628.277	10781.096
628.405	10751.827
628.533	10774.740
628.662	10768.317
628.790	10841.385
628.918	10783.173
629.046	10900.106
629.174	10748.971
629.302	10823.067
629.430	10740.240
629.558	10818.587
629.687	10780.760
629.815	10847.740
629.943	10942.625
630.071	10859.058
630.199	10833.721
630.327	10909.029
630.455	10888.375
630.583	10901.471
630.712	10907.981
630.840	10951.221
630.968	10919.587
631.096	10913.125
631.224	10940.769
631.352	11073.856
631.480	10962.394
631.608	11121.798
631.737	10936.067
631.865	11072.394
631.993	11039.721
632.121	11156.183
632.249	11012.327
632.377	11005.442
632.505	10995.298
632.633	10999.481
632.762	10981.019
632.890	10970.231
633.018	11005.481
633.146	10974.702
633.274	10948.702
633.402	11002.519
633.530	10958.452
633.658	10916.096
633.787	10947.731
633.915	10910.519
634.043	10920.971
634.171	10954.144
634.299	10917.423
634.427	10896.529
634.555	11142.971
634.683	10898.298
634.812	10912.683
634.940	10824.260
635.068	10854.077
635.196	10825.019
635.324	10826.865
635.452	10784.442
635.580	10909.067
635.708	10769.962
635.837	10775.202
635.965	10754.971
636.093	10730.106
636.221	10700.837
636.349	10651.962
636.477	10676.365
636.605	10664.692
636.733	10634.471
636.862	10626.625
636.990	10634.413
637.118	10616.779
637.246	10548.327
637.374	10667.288
637.502	10512.260
637.630	10471.481
637.758	10476.952
637.887	10430.308
638.015	10534.173
638.143	10512.010
638.271	10403.567
