(benzonitrile)Wavelength (nm),(benzonitrile)Abs,(benzonitrile-13)Wavelength (nm),(benzonitrile-13)Abs,(benzonitrile-15)Wavelength (nm),(benzonitrile-15)Abs,(Toluene)Wavelength (nm),(Toluene)Abs,(Toluene-14)Wavelength (nm),(Toluene-14)Abs,
514,0.04935860261,514,0.01165592857,514,0.0361019671,514,0.03158171102,514,0.004042549059,
513,0.04932009056,513,0.01156989112,513,0.03539777547,513,0.03154655173,513,0.003997114487,
512,0.04937461391,512,0.0113939615,512,0.03485025093,512,0.03158917278,512,0.004026924726,
511,0.04941008613,511,0.01135309227,511,0.03446130455,511,0.03161617741,511,0.004087674432,
510,0.04938041419,510,0.01119108871,510,0.03419412673,510,0.03168815002,510,0.003952703904,
509,0.0494337827,509,0.01112187468,509,0.03405307978,509,0.03160941228,509,0.003970781341,
508,0.0494319573,508,0.01097713411,508,0.0340026319,508,0.03167409077,508,0.003804770531,
507,0.049495399,507,0.01096497569,507,0.03398619965,507,0.03172187507,507,0.003770797746,
506,0.04949681833,506,0.01077618171,506,0.0340212211,506,0.03165690973,506,0.003570906585,
505,0.04947976023,505,0.0106146317,505,0.03403684124,505,0.03169884533,505,0.003490030998,
504,0.0494725965,504,0.01053330954,504,0.03416029364,504,0.03164889291,504,0.003273654496,
503,0.04948176444,503,0.01041145995,503,0.03407318145,503,0.03168687224,503,0.003167905612,
502,0.04954056814,502,0.01036103349,502,0.03415475041,502,0.03163316101,502,0.002966884058,
501,0.04956210032,501,0.01028874423,501,0.03419532999,501,0.03171786293,501,0.002902225591,
500,0.04957814515,500,0.01026088651,500,0.03405579552,500,0.03168272227,500,0.002677025273,
499,0.04950233176,499,0.01018124726,499,0.03403840959,499,0.03174025193,499,0.002524031792,
498,0.04956616089,498,0.01017626468,498,0.03396876156,498,0.03169246763,498,0.002400452504,
497,0.04957263172,497,0.01018434763,497,0.03378671035,497,0.03174253553,497,0.002277923282,
496,0.0496686846,496,0.01014610939,496,0.03366593644,496,0.03174710274,496,0.002225725912,
495,0.04964723811,495,0.01010034978,495,0.03340984136,495,0.03177893534,495,0.002100410638,
494,0.04961661994,494,0.01003676653,494,0.0332118161,494,0.03173265234,494,0.002035178943,
493,0.04968055338,493,0.01006919332,493,0.03310726583,493,0.03182378039,493,0.002039262094,
492,0.04972026125,492,0.01007918082,492,0.03270131722,492,0.03176746145,492,0.002030029427,
491,0.04969123751,491,0.009991362691,491,0.03244087845,491,0.03181993589,491,0.001956955064,
490,0.04974417761,490,0.01002299134,490,0.03219701722,490,0.03176531941,490,0.002040146384,
489,0.04980662093,489,0.01003541518,489,0.0320635587,489,0.03195527196,489,0.002055023098,
488,0.04979518428,488,0.01003793254,488,0.03185205162,488,0.03188375384,488,0.002136203926,
487,0.04971909896,487,0.009959763847,487,0.03157642111,487,0.03188191354,487,0.002152202651,
486,0.04982441664,486,0.00996294152,486,0.03137695417,486,0.03184520081,486,0.00214767619,
485,0.0498691611,485,0.0100099314,485,0.03110365383,485,0.03192746639,485,0.00221315911,
484,0.04987853765,484,0.009883913212,484,0.03075919487,484,0.0318774581,484,0.002163961297,
483,0.04991396517,483,0.009872975759,483,0.03055685014,483,0.03191857785,483,0.002184774028,
482,0.049896162,482,0.009837890044,482,0.03032531403,482,0.03191334009,482,0.002188156359,
481,0.04988626018,481,0.00971515011,481,0.03004024923,481,0.03188553825,481,0.002081136685,
480,0.04992511496,480,0.009727486409,480,0.02992131561,480,0.03195998073,480,0.002156807343,
479,0.04994994402,479,0.00973055698,479,0.02976681851,479,0.03195758164,479,0.002115731826,
478,0.05001657084,478,0.009705276228,478,0.0296274256,478,0.03195646778,478,0.002068599919,
477,0.05001221225,477,0.009653026238,477,0.02948106639,477,0.03192479163,477,0.001906954567,
476,0.05000590906,476,0.009644133039,476,0.02939715981,476,0.03194474056,476,0.001882307348,
475,0.05009206757,475,0.009601655416,475,0.02946427837,475,0.0320109427,475,0.001862470992,
474,0.0500488393,474,0.009581966326,474,0.0293793492,474,0.03198176995,474,0.001735389233,
473,0.05019547045,473,0.009594853967,473,0.02950403467,473,0.03201384097,473,0.001701240195,
472,0.05015409365,472,0.009612690657,472,0.02937012538,472,0.03204636276,472,0.00160881225,
471,0.05015258491,471,0.009537271224,471,0.02937716059,471,0.03204914927,471,0.001541290199,
470,0.05015220493,470,0.009562780149,470,0.02926092967,470,0.03206985816,470,0.001522482489,
469,0.05031453446,469,0.009646012448,469,0.02938857302,469,0.03210087493,469,0.001445000409,
468,0.05024106428,468,0.009502185509,468,0.02912615612,468,0.03207270056,468,0.001318170456,
467,0.05032311007,467,0.009582203813,467,0.0290544387,467,0.03202050179,467,0.001233585877,
466,0.05033738166,466,0.009550686926,466,0.02891333587,466,0.03212345392,466,0.001216063509,
465,0.05041941628,465,0.009576699696,465,0.02882549912,465,0.03210268915,465,0.001133315498,
464,0.05041142181,464,0.009512636811,464,0.02871245705,464,0.03212989122,464,0.001150652883,
463,0.05035293102,463,0.009509382769,463,0.02850937843,463,0.03205608949,463,0.001044770819,
462,0.05042148009,462,0.009508324787,462,0.02850724943,462,0.03217092529,462,0.001108426717,
461,0.05052347854,461,0.009630369954,461,0.02837994881,461,0.03212788701,461,0.0009922545869,
460,0.05053991079,460,0.009550290182,460,0.02820691094,460,0.03220189735,460,0.001025491627,
459,0.05056288466,459,0.009609541856,459,0.02811755985,459,0.03210413828,459,0.0009627040708,
458,0.05059920996,458,0.009729525074,458,0.02812446468,458,0.03224246204,458,0.0009597984026,
457,0.05046919361,457,0.00962536782,457,0.02789482661,457,0.03210625425,457,0.000902934582,
456,0.05063708127,456,0.009733283892,456,0.02785795182,456,0.03223858401,456,0.0008989138878,
455,0.05068321526,455,0.009824624285,455,0.02778969891,455,0.0322189033,455,0.0008532626089,
454,0.05074026436,454,0.009973218665,454,0.02773726918,454,0.03227728605,454,0.0008658940205,
453,0.05073118582,453,0.01016884483,453,0.02771574818,453,0.03221547231,453,0.000855415361,
452,0.0508271195,452,0.01040939242,452,0.02770860121,452,0.0322823897,452,0.0009019228746,
451,0.05077064037,451,0.01076524891,451,0.02755028382,451,0.03219308704,451,0.0008683840861,
450,0.05081117153,450,0.01141171344,450,0.027561564,450,0.03236529231,450,0.000873519748,
449,0.05080305412,449,0.01211761869,449,0.02754355408,449,0.03224212676,449,0.0009996230947,
448,0.05081515759,448,0.01347848494,448,0.02762177959,448,0.03232703358,448,0.0010123885,
447,0.05091998726,447,0.01524265576,447,0.02759342268,447,0.03231364489,447,0.00119789294,
446,0.05110904202,446,0.01792841405,446,0.02770824172,446,0.03244562075,446,0.001431027544,
445,0.05103558302,445,0.0219041016,445,0.02777639776,445,0.03237466514,445,0.001741756685,
444,0.05112296343,444,0.02772264555,444,0.02783918381,444,0.0324229449,444,0.002298767446,
443,0.05107107386,443,0.03608089685,443,0.02794655971,443,0.03234872967,443,0.002946711378,
442,0.05119445547,442,0.04823138192,442,0.02816857211,442,0.03236802667,442,0.004140226636,
441,0.05122125149,441,0.06526056677,441,0.02835737169,441,0.03244545311,441,0.00591258239,
440,0.05136128515,440,0.08866599202,440,0.02856682241,440,0.03247284517,440,0.008434440941,
439,0.05131720379,439,0.1201043576,439,0.02890096977,439,0.03244428337,439,0.01228761021,
438,0.0514030084,438,0.1611418724,438,0.02926804684,438,0.03247465938,438,0.01813186891,
437,0.05159306154,437,0.2116316557,437,0.02972038649,437,0.03252479061,437,0.02662316337,
436,0.05169393867,436,0.2711075842,436,0.03028045967,436,0.03252372891,436,0.03911142796,
435,0.05177351832,435,0.3363626599,435,0.03102496453,435,0.03261876479,435,0.05713137612,
434,0.05186740309,434,0.4015086889,434,0.03201172501,434,0.03247870505,434,0.08222846687,
433,0.05205900595,433,0.4617129862,433,0.03343992308,433,0.03272657469,433,0.1175561771,
432,0.0521966815,432,0.5104517341,432,0.03527736664,432,0.0327199325,432,0.1651998311,
431,0.05224052817,431,0.5436528325,431,0.03761127219,431,0.03263369575,431,0.227358073,
430,0.05236950144,430,0.5606687069,430,0.04118391871,430,0.03270955011,430,0.3052772582,
429,0.05237709358,429,0.5614640117,429,0.04584031552,429,0.03288536891,429,0.3986523151,
428,0.05243898183,428,0.5475040078,428,0.05259208754,428,0.03288207203,428,0.5042644143,
427,0.05245732516,427,0.5204827189,427,0.06192836538,427,0.03304623067,427,0.6150773764,
426,0.05238094926,426,0.4832826257,426,0.07487633824,426,0.03284468874,426,0.719840467,
425,0.05245995522,425,0.4384278357,425,0.09319528192,425,0.03300536796,425,0.8080789447,
424,0.05246550217,424,0.3890524805,424,0.1181680411,424,0.0329596214,424,0.866430819,
423,0.05244663358,423,0.3381649852,423,0.1519946307,423,0.03307807446,423,0.8863324523,
422,0.05247003213,422,0.2887624502,422,0.1963566542,422,0.03302620351,422,0.86499089,
421,0.05246786773,421,0.2430710942,421,0.2526914477,421,0.03310927749,421,0.8076652884,
420,0.05247686431,420,0.2021889985,420,0.3219111264,420,0.03296031803,420,0.7242023945,
419,0.05261122808,419,0.1671979874,419,0.4025095701,419,0.03303455561,419,0.6268872023,
418,0.05260319263,418,0.1388115734,418,0.4894216657,418,0.03294320032,418,0.5284557939,
417,0.05268329009,417,0.1161045432,417,0.5782080889,417,0.03307173401,417,0.4351418614,
416,0.05268226564,416,0.09891141951,416,0.6604869366,416,0.03294124454,416,0.3525575101,
415,0.05288790911,415,0.08660061657,415,0.7305822372,415,0.03297447786,415,0.282220453,
414,0.05289951712,414,0.07806981355,414,0.7841128111,414,0.03294082358,414,0.2241323888,
413,0.05312980711,413,0.07273104042,413,0.8213543892,413,0.03302128613,413,0.1782592982,
412,0.05313504115,412,0.06931206584,412,0.8444826007,412,0.03294370323,412,0.1422388852,
411,0.05330323428,411,0.06745928526,411,0.8565437794,411,0.03300642967,411,0.1154121682,
410,0.0534016937,410,0.06623470038,410,0.8600259423,410,0.03296788782,410,0.09607947618,
409,0.05353886262,409,0.06526661664,409,0.8564537168,409,0.03298363835,409,0.08251172304,
408,0.05371991917,408,0.06381923705,408,0.8470790386,408,0.03302491829,408,0.07389541715,
407,0.05384068936,407,0.06166322902,407,0.8314524293,407,0.03301801905,407,0.0684928298,
406,0.05395929143,406,0.05884548277,406,0.8093069792,406,0.03312106803,406,0.06583864242,
405,0.05417284369,405,0.05532402173,405,0.7810311913,405,0.03306500241,405,0.06476102024,
404,0.05418202281,404,0.05107511953,404,0.7448371649,404,0.03305162117,404,0.06446559727,
403,0.05446510762,403,0.04671512917,403,0.7016717792,403,0.0330593586,403,0.0641330108,
402,0.05467643961,402,0.04231254756,402,0.6528788805,402,0.03302419186,402,0.06333697587,
401,0.05484898761,401,0.03809966147,401,0.6002203226,401,0.03315881267,401,0.06144053861,
400,0.05520757288,400,0.03420191258,400,0.5461637974,400,0.03319407254,400,0.05863261595,
399,0.05541888624,399,0.03053632565,399,0.4940720201,399,0.03320851922,399,0.05439430103,
398,0.05575669557,398,0.02768360451,398,0.4462946057,398,0.03320581093,398,0.04957396537,
397,0.05606210232,397,0.02503022365,397,0.4047387838,397,0.03311590105,397,0.04417587817,
396,0.05646048486,396,0.02308678627,396,0.3692759573,396,0.03328612447,396,0.03859148547,
395,0.0568295233,395,0.0214235466,395,0.3401482403,395,0.03319929913,395,0.03321651369,
394,0.05730058625,394,0.02024098113,394,0.3164548874,394,0.03327240422,394,0.02839802206,
393,0.05785928294,393,0.01936634257,393,0.2970169485,393,0.03327298909,393,0.02413221449,
392,0.05842814595,392,0.01871996373,392,0.2810892761,392,0.03340226412,392,0.02077043429,
391,0.05895413458,391,0.01813664474,391,0.2671642303,391,0.03330599517,391,0.01761319488,
390,0.0596938394,390,0.01769539528,390,0.2548704743,390,0.03347892687,390,0.01552908774,
389,0.0604320094,389,0.01731789671,389,0.2434660047,389,0.03347341716,389,0.01399293542,
388,0.0611939989,388,0.01701431908,388,0.2322078645,388,0.03345952183,388,0.01264972705,
387,0.06218440458,387,0.016789997,387,0.2212306261,387,0.03344028443,387,0.01197965071,
386,0.063142851,386,0.01625142433,386,0.210327521,386,0.03336692974,386,0.01118495315,
385,0.06412154436,385,0.01595874131,385,0.1997748464,385,0.03339021653,385,0.01087769493,
384,0.06549732387,384,0.01565804332,384,0.1895068437,384,0.03349536657,384,0.01060659438,
383,0.06686192751,383,0.01539582573,383,0.1798045188,383,0.03346656635,383,0.01040870324,
382,0.06821214408,382,0.01504896581,382,0.1703374088,382,0.03351166844,382,0.01015289314,
381,0.06994002312,381,0.01484676264,381,0.161763221,381,0.03350532055,381,0.01006060932,
380,0.07186871022,380,0.01470838021,380,0.1538355201,380,0.03366174176,380,0.009993614629,
379,0.07372065634,379,0.01442406792,379,0.146500513,379,0.03359427676,379,0.009812550619,
378,0.07588905096,378,0.01431503426,378,0.1399821937,378,0.03366003558,378,0.009823750705,
377,0.07815232873,377,0.01419934072,377,0.1343021244,377,0.03360090405,377,0.00976447016,
376,0.08075004071,376,0.0140353106,376,0.1294164807,376,0.03374359384,376,0.009642888792,
375,0.08339682221,375,0.01381906774,375,0.1249596849,375,0.03359844536,375,0.009602819569,
374,0.08646482974,374,0.01368726417,374,0.1212960556,374,0.03365857899,374,0.009661760181,
373,0.08964378387,373,0.01352270506,373,0.118158631,373,0.03376832604,373,0.009868818335,
372,0.09308917075,372,0.01333020721,372,0.1155026332,372,0.03375534713,372,0.01013988256,
371,0.09684578329,371,0.01299958304,371,0.1133569852,371,0.0338825807,371,0.01028283313,
370,0.1009010077,370,0.01272902079,370,0.1113052368,370,0.03382367268,370,0.0105330972,
369,0.1050562039,369,0.01237562764,369,0.1096962616,369,0.03393693268,369,0.01095053367,
368,0.1096108928,368,0.0118859401,368,0.1082071587,368,0.03386100382,368,0.01133300457,
367,0.1143880412,367,0.01141229831,367,0.106917195,367,0.03384784982,367,0.01164917462,
366,0.1194911897,366,0.01082514413,366,0.1058989838,366,0.03392719477,366,0.01202512905,
365,0.1247898638,365,0.01035125088,365,0.1050378382,365,0.03397063538,365,0.01244517509,
364,0.1302862614,364,0.009678806178,364,0.1041836739,364,0.03404051065,364,0.01286354754,
363,0.136106953,363,0.008890920319,363,0.1034517139,363,0.03402516618,363,0.01326972619,
362,0.1424477696,362,0.008218567818,362,0.1029193327,362,0.03406721726,362,0.01369656064,
361,0.1485766768,361,0.007194998208,361,0.1021981165,361,0.03408995271,361,0.01397013199,
360,0.1551536918,360,0.006207523867,360,0.10161376,360,0.03406606987,360,0.01428780053,
359,0.1621116698,359,0.005183411762,359,0.1010480821,359,0.03414646164,359,0.01459456328,
358,0.1693869084,358,0.00416487176,358,0.100605078,358,0.03426969424,358,0.01482736971,
357,0.1768174469,357,0.002900140826,357,0.09990144521,357,0.03449420631,357,0.0152144786,
356,0.1844054461,356,0.001668886864,356,0.09906091541,356,0.03442963958,356,0.01535044797,
355,0.1923329681,355,5.353548113E-5,355,0.09806229174,355,0.03453019261,355,0.01553732436,
354,0.2005871087,354,-0.001390436897,354,0.09691537917,354,0.03451413289,354,0.01565603167,
353,0.2087606788,353,-0.003308637999,353,0.09541527182,353,0.03444737941,353,0.01549311262,
352,0.2175562978,352,-0.004955036566,352,0.09386570752,352,0.03454311565,352,0.0157978572,
351,0.2263180017,351,-0.006680619903,351,0.09232260287,351,0.03481404483,351,0.01590433717,
350,0.2352982908,350,-0.008492952213,350,0.09070055932,350,0.03486797959,350,0.01571212336,
349,0.2547042668,349,0.00194899831,349,0.1058334485,349,0.0376782082,349,0.0238647759,
348,0.2676950097,348,-0.004926167428,348,0.1011107415,348,0.03739013895,348,0.01588218473,
347,0.2738400996,347,-0.004478400107,347,0.09752429277,347,0.03150009736,347,0.01173408329,
346,0.2883041799,346,-0.004190330859,346,0.0963826403,346,0.0379328765,346,0.017280614,
345,0.2917056382,345,-0.00481108157,345,0.09969248623,345,0.03931122273,345,0.01867469773,
344,0.3055197597,344,-0.005101348739,344,0.1012623012,344,0.03810390085,344,0.02028169297,
343,0.3146007061,343,-0.007507315371,343,0.1010861397,343,0.03938754648,343,0.01526927948,
342,0.321836561,342,-0.01218666136,342,0.09119730443,342,0.03779106587,342,0.01315174904,
341,0.3284825683,341,-0.009659333155,341,0.0972462669,341,0.03371206671,341,0.01542259287,
340,0.3440091014,340,-0.009682775475,340,0.09624262899,340,0.03661129996,340,0.01411833428,
339,0.3491186202,339,-0.01059619989,339,0.09204763174,339,0.04011360183,339,0.01481111161,
338,0.3562589288,338,-0.01508372277,338,0.09575844556,338,0.034865316,338,0.009686323814,
337,0.3668555021,337,-0.0209324155,337,0.08953335136,337,0.03659158945,337,0.018752262,
336,0.3786513507,336,-0.02000099234,336,0.09665070474,336,0.03700598702,336,0.01441601384,
335,0.3851727843,335,-0.01599994116,335,0.09012445062,335,0.038618166,335,0.0121198548,
334,0.3918246329,334,-0.02732264996,334,0.08955924958,334,0.03781718761,334,0.01962934621,
333,0.4089805782,333,-0.02169718593,333,0.08767446131,333,0.0349374935,333,0.01394091453,
332,0.4087018073,332,-0.02564857341,332,0.08222759515,332,0.03633441031,332,0.01184124779,
331,0.4184329212,331,-0.02859241888,331,0.08384738117,331,0.03786519915,331,0.0159643814,
330,0.4279613793,330,-0.03096880205,330,0.07930636406,330,0.03799629956,330,0.01598761044,
329,0.4382535517,329,-0.02520350739,329,0.07855205983,329,0.03840044513,329,0.02118193172,
328,0.4436535835,328,-0.0274703186,328,0.07700839639,328,0.04080526903,328,0.02201631106,
327,0.4459819794,327,-0.03236907721,327,0.07002064586,327,0.03943059966,327,0.01715561934,
326,0.4524102807,326,-0.0268764738,326,0.06550425291,326,0.04003911093,326,0.01874931529,
325,0.4609285891,325,-0.03558628261,325,0.06606281549,325,0.0394984372,325,0.02027602307,
324,0.4656234384,324,-0.03302432224,324,0.0638448149,324,0.03863132,324,0.02446742915,
323,0.4747209847,323,-0.03395348787,323,0.05407719687,323,0.03441002592,323,0.01788430847,
322,0.4793010354,322,-0.03203021735,322,0.05874231085,322,0.04003152996,322,0.02433500998,
321,0.4865264297,321,-0.03488750383,321,0.0591932945,321,0.03752837703,321,0.02469188906,
320,0.4929656982,320,-0.03651722521,320,0.05495687947,320,0.0382636264,320,0.02348799817,
319,0.4969733655,319,-0.03566311672,319,0.04894153029,319,0.04018739611,319,0.02310805395,
318,0.5057883859,318,-0.03703766689,318,0.0465846546,318,0.03851340711,318,0.02779897302,
317,0.5082559586,317,-0.04107606411,317,0.03461352736,317,0.03582753614,317,0.02403620072,
316,0.5151613951,316,-0.04271730408,316,0.03747667745,316,0.03929099068,316,0.02587415092,
315,0.5219342113,315,-0.04557612538,315,0.03051535971,315,0.03818809614,315,0.02291562781,
314,0.525395453,314,-0.04410295188,314,0.02974738553,314,0.04076850414,314,0.02236066014,
313,0.5243453383,313,-0.05038267002,313,0.02071509883,313,0.04020741582,313,0.02547353134,
312,0.5333967805,312,-0.0501084663,312,0.02118353546,312,0.03703828901,312,0.02259575948,
311,0.5409780741,311,-0.04926022515,311,0.01897616684,311,0.04191997275,311,0.02493170835,
310,0.5474492311,310,-0.05665608868,310,0.01591241919,310,0.04123227671,310,0.02439212427,
309,0.5542450547,309,-0.05193920434,309,0.01342345588,309,0.04023586959,309,0.02083935775,
308,0.5636180043,308,-0.0545591563,308,0.007840172388,308,0.04417212307,308,0.02576745115,
307,0.5702192187,307,-0.05632625148,307,0.007807121612,307,0.04555555061,307,0.02530455589,
306,0.5779588223,306,-0.06409050524,306,0.0005783927627,306,0.04310034215,306,0.02081138454,
305,0.5881444216,305,-0.06323913485,305,2.635271449E-5,305,0.04434106126,305,0.02230580151,
304,0.5983041525,304,-0.06879208237,304,-0.005505484995,304,0.04271242023,304,0.02025120705,
303,0.6143794656,303,-0.07618574053,303,-0.01020152867,303,0.04575905576,303,0.02183481865,
302,0.62635988,302,-0.07917401195,302,-0.01270439476,302,0.04556843266,302,0.02152632736,
301,0.6442754865,301,-0.0810411945,301,-0.01738443412,301,0.04888902977,301,0.0230362583,
300,0.6608136296,300,-0.096953623,300,-0.02845284157,300,0.04933012649,300,0.022895189,

