90_70_wo_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
11:26:52
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	26335.260
586.124	25892.048
586.252	25947.923
586.380	25928.413
586.508	26056.067
586.637	26183.683
586.765	26276.231
586.893	26340.346
587.021	26376.702
587.149	26413.500
587.277	26518.837
587.405	26527.817
587.533	26636.115
587.662	26633.385
587.790	26688.673
587.918	26699.337
588.046	26685.048
588.174	26742.096
588.302	26795.615
588.430	26808.356
588.558	26772.750
588.687	26828.577
588.815	26909.288
588.943	26829.731
589.071	26867.837
589.199	26911.423
589.327	26878.490
589.455	26895.760
589.583	26959.298
589.712	26913.183
589.840	26881.038
589.968	26879.240
590.096	26994.529
590.224	26998.048
590.352	27135.981
590.480	27040.596
590.608	26948.904
590.737	27037.510
590.865	27045.288
590.993	26980.981
591.121	26974.077
591.249	27032.558
591.377	27045.433
591.505	27104.558
591.633	27027.481
591.762	27128.173
591.890	27084.692
592.018	27169.740
592.146	27200.923
592.274	27174.260
592.402	27209.904
592.530	27414.971
592.658	27304.423
592.787	27381.538
592.915	27393.971
593.043	27321.327
593.171	27430.731
593.299	27415.913
593.427	27452.346
593.555	27582.490
593.683	27591.731
593.812	27587.019
593.940	27670.163
594.068	27763.519
594.196	27781.875
594.324	27892.500
594.452	28028.404
594.580	27972.385
594.708	28065.827
594.837	28121.490
594.965	28240.173
595.093	28279.385
595.221	28401.750
595.349	28404.115
595.477	28443.202
595.605	28521.163
595.733	28554.933
595.862	28563.375
595.990	28591.635
596.118	28690.952
596.246	28757.760
596.374	28767.144
596.502	28822.452
596.630	28853.471
596.758	28902.913
596.887	28959.798
597.015	29023.048
597.143	29015.452
597.271	29037.644
597.399	29140.827
597.527	29103.279
597.655	29156.904
597.783	29172.019
597.912	29194.587
598.040	29173.221
598.168	29223.019
598.296	29191.337
598.424	29259.567
598.552	29163.721
598.680	29155.327
598.808	29307.404
598.937	29248.346
599.065	29223.067
599.193	29276.990
599.321	29286.933
599.449	29243.077
599.577	29175.221
599.705	29191.433
