Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;-0.042844;0.064710;0.111285;0.338762;0.228412
-390;-0.218581;0.129413;-0.007327;0.280985;-0.263767
-380;-0.090743;-0.005965;0.026114;0.287902;-0.120634
-370;-0.121651;0.074735;0.787254;-0.191071;0.049526
-360;0.248636;-0.058699;0.098946;0.215255;-0.178433
-350;-0.066225;-0.426929;-0.369109;-0.053695;-0.210069
-340;0.544233;-0.052751;0.057707;-0.237864;-0.040837
-330;0.031768;-0.177408;0.057222;0.229928;-0.056875
-320;0.283062;0.035768;0.259625;-0.185967;-0.079793
-310;0.494683;0.011923;0.171744;0.564881;-0.289451
-300;0.015651;-0.107729;0.028855;0.334437;0.048168
-290;-0.076410;0.099516;-0.008701;0.416658;-0.230393
-280;-0.069507;-0.380502;0.036160;0.099184;0.011934
-270;0.010590;-0.082129;-0.102571;0.130377;-0.271205
-260;0.424498;0.186760;-0.226109;-0.162014;-0.199492
-250;-0.054310;0.066966;0.137445;-0.284629;0.051405
-240;-0.328168;-0.146686;0.236104;-0.274176;0.105939
-230;-0.023006;-0.360680;0.043493;-0.291422;-0.012852
-220;0.453502;-0.194524;0.276286;-0.108827;0.008718
-210;-0.037729;0.285744;0.196421;0.095515;-0.001377
-200;-0.236893;-0.428293;-0.115810;0.119813;-0.007800
-190;-0.451299;0.229920;-0.356776;-0.125401;0.048632
-180;-0.192743;-0.096711;-0.119976;0.324093;-0.254149
-170;-0.283712;-0.184257;-0.175819;-0.169548;-0.054163
-160;0.336156;-0.010996;0.287511;0.020659;-0.172529
-150;-0.107718;0.058190;-0.081956;-0.146936;0.048158
-140;-0.014725;0.300725;0.086065;0.288251;-0.295025
-130;-0.732462;0.211163;0.163002;0.137226;0.141831
-120;0.005980;0.172291;-0.398359;-0.010099;0.157342
-110;-0.016103;0.009623;0.107618;0.382439;0.081196
-100;-0.132049;0.255806;0.082393;0.108314;0.038100
-90;-0.075912;0.103117;0.182609;-0.008260;-0.010096
-80;-0.102151;0.069674;-0.119505;-0.027085;0.205056
-70;0.092518;0.047671;-0.021072;-0.378774;-0.169819
-60;-0.007821;-0.011457;-0.161212;-0.131285;0.206965
-50;-0.220778;-0.033482;-0.133655;0.075282;-0.234069
-40;-0.005981;-0.330611;-0.451368;-0.083102;-0.194117
-30;0.181678;0.095776;-0.070100;0.235609;-0.730517
-20;0.347256;0.237325;0.302437;0.385891;0.404849
-10;2.108759;1.440937;2.061172;1.408733;2.094572
0;5.383501;5.339020;4.948710;5.562924;5.461566
10;8.006884;7.843661;7.974732;8.323852;7.908284
20;11.419614;11.693857;11.899663;11.762950;11.812309
30;14.547261;14.478839;14.175094;14.916182;14.317554
40;17.609321;17.477099;17.668951;17.394204;17.237933
50;19.481189;20.082806;20.258012;20.053720;20.226878
60;22.636899;23.152706;22.954579;22.866353;22.850224
70;25.320022;25.621025;25.843983;26.142867;26.280319
80;28.245033;28.492666;28.124449;28.714582;28.929147
90;30.877899;31.446090;30.703331;30.975338;30.829747
100;33.376693;34.059961;33.554535;33.486252;33.888015
110;36.030329;35.320464;36.145602;35.785181;35.868578
120;35.903781;36.363353;35.871103;36.118359;36.566766
130;35.138410;35.738967;35.548085;35.240948;35.497124
140;34.546063;34.751349;34.357572;35.266419;34.617533
150;33.691022;33.954422;33.912088;34.184374;33.998321
160;33.679459;34.082887;33.378790;33.297995;33.720810
170;32.562421;32.633324;32.937480;32.763918;33.169729
180;31.643348;32.804353;31.782408;32.533671;32.096914
190;31.156519;31.866226;31.824498;31.597794;31.502363
200;30.692817;30.816598;31.175465;30.820045;30.962515
210;30.079987;30.625277;30.387766;30.526019;30.742159
220;29.911998;29.300794;29.505014;29.743218;29.722126
230;28.976843;29.478711;28.933621;29.294623;29.257148
240;28.298417;28.532188;28.646939;28.833547;28.637354
250;28.451144;28.396580;28.102457;28.241977;27.911357
260;27.199089;27.422228;27.652046;28.003322;27.989221
270;26.550056;27.492479;27.451024;27.160584;27.411585
280;26.112012;26.760371;26.656721;26.747244;27.160314
290;26.771566;25.958022;26.225320;26.416481;26.174678
300;25.284310;25.364212;26.122830;25.752942;25.903663
310;24.912986;24.888951;25.025781;24.972600;25.618803
320;24.905373;24.692148;24.729447;24.508906;24.811380
330;24.325609;23.899612;24.073926;23.979898;24.511247
340;23.537153;24.464195;24.047460;23.334917;23.816149
350;23.245240;23.222195;23.337101;23.562739;23.740290
360;22.874431;22.930031;22.648431;22.652723;23.162204
370;21.950311;22.623393;22.637277;22.441512;22.524886
380;22.425762;21.929030;22.008938;22.017771;22.312557
390;21.571020;21.426904;21.966155;21.848937;21.565123
400;20.633410;21.142510;21.376742;21.816679;21.068804
410;20.509775;20.901581;21.015342;20.639581;21.147137
420;20.249440;20.046889;20.276293;20.582353;20.291851
430;19.780975;20.054643;20.298468;20.222479;20.196656
440;19.510362;19.691517;19.949737;19.795882;20.023955
450;19.004963;19.332168;19.236959;18.817375;19.435137
460;19.060477;18.828505;19.133988;18.722484;18.962734
470;18.562452;18.366764;18.892573;18.813174;18.362832
480;18.205409;17.701322;18.327342;18.274430;18.322369
490;17.856614;17.791502;18.017481;17.667983;17.839891
500;17.639333;17.769036;17.597701;17.821902;17.417022
510;17.722737;17.195204;17.065043;17.171515;16.779355
520;16.840067;16.861712;17.087012;17.325212;16.843831
530;16.419311;16.753044;16.401676;16.836872;16.804188
540;16.010684;16.015895;16.185296;15.973755;16.078390
550;15.706651;15.824544;16.153967;15.768850;15.970967
560;15.476180;15.572133;15.656580;15.937946;15.188889
570;15.113903;15.744506;15.629043;15.646685;15.814297
580;14.529180;14.765808;16.097149;15.368729;15.055062
590;14.629310;14.617883;14.679596;15.078752;15.303198
600;14.371376;14.758087;14.652162;14.779839;14.450020
610;13.692816;14.355894;14.112864;14.257728;14.077687
620;13.893862;13.761217;14.116256;14.038026;14.123339
630;13.342749;13.670563;13.629545;13.925648;14.047869
640;13.149207;13.381857;13.215749;14.159690;13.266121
650;13.161910;13.073501;13.099979;13.008760;12.599813
660;13.109350;12.560048;12.816678;13.274985;12.679838
670;12.604819;12.684883;12.293082;12.496334;12.023589
680;12.156489;12.654991;12.743005;12.351799;12.083462
690;11.893291;12.167190;12.407408;12.046545;12.242894
700;11.995370;11.696892;11.849425;11.964007;11.860347
710;10.842938;11.608486;11.989709;11.433456;11.536196
720;11.505482;11.272386;11.322472;11.722765;11.822482
730;11.334378;11.311763;11.173818;11.414730;11.275084
740;10.998113;11.155057;11.252989;11.264659;11.093433
750;11.226868;10.955609;11.312678;11.138272;11.186012
760;10.036053;10.470637;10.560286;10.530963;10.600648
770;10.115911;10.384567;10.132607;9.993461;10.329682
780;10.028879;10.255499;9.770578;10.396314;9.908157
790;9.973149;10.272357;10.050490;10.039566;9.768588
800;9.798539;9.663244;10.320029;9.791542;9.918828
810;9.759445;9.707860;9.663075;9.838558;9.229593
820;9.280844;9.300867;9.737058;9.726177;9.786918
830;9.500206;9.351553;9.184691;8.993798;9.101107
840;9.039696;8.990813;8.950899;9.128847;8.952784
850;8.729970;8.763204;9.193327;8.878861;9.238594
860;8.780861;8.784783;8.698643;8.763826;8.379692
870;8.666447;8.641131;8.964580;8.760937;8.785494
880;8.426056;8.226350;8.216688;8.198703;8.335985
890;8.475345;7.958285;8.118511;8.264327;8.428044
900;8.177677;8.093766;8.357429;7.964520;7.927984
910;7.824515;8.758399;8.745024;8.273238;7.860492
920;7.887865;7.484262;7.673527;7.445493;7.782268
930;7.461606;7.691688;7.318845;7.723356;7.726568
940;7.554634;7.373489;7.564745;7.533943;7.333193
950;6.921393;7.383005;7.787041;7.490002;7.611543
960;7.660523;7.436502;7.309691;6.771810;7.574033
970;7.232995;7.247154;6.743513;7.152124;7.457836
980;6.968056;7.235260;6.860006;7.101694;6.444953
990;6.315850;6.640206;7.303404;7.183237;6.607399
1000;6.379781;6.695172;6.977917;7.073391;6.545000
1010;6.408540;6.460583;6.114936;6.527754;6.797831
1020;6.128448;6.264360;6.157475;6.681879;5.857250
1030;6.203336;6.508063;6.612371;6.220034;6.178308
1040;6.245008;6.273999;6.389104;6.276317;6.150971
1050;5.797795;5.897459;6.281425;6.328359;6.592180
1060;5.477658;5.801221;6.049948;6.074302;5.746942
1070;6.194502;7.002042;5.980881;6.080233;5.907025
1080;5.541348;5.348061;5.736208;5.590833;5.659693
1090;4.882556;5.992094;5.589429;6.018366;5.683456
1100;4.788760;5.217714;5.230708;5.574601;5.530675
1110;5.776404;4.941061;5.612946;5.057541;5.491353
1120;5.833933;5.269396;5.402020;5.507938;5.028023
1130;4.924350;5.829042;5.204417;5.163935;5.404407
1140;4.774103;5.189493;5.551809;4.983933;4.779991
1150;5.013143;4.529191;4.904097;5.186476;5.446042
1160;4.603546;4.943065;4.757649;4.525904;4.775742
1170;4.354078;5.060167;4.415294;4.376529;4.762429
1180;4.497090;4.498081;4.474934;4.988973;4.946476
1190;4.811906;4.820724;4.431850;4.344273;4.660329
1200;4.740557;4.867218;4.273981;4.546677;4.349208
1210;4.217837;4.619196;4.486872;4.238186;4.105783
1220;4.425541;3.960417;4.702373;4.042062;4.456582
1230;4.176510;4.296943;4.129728;4.002610;3.910327
1240;4.079752;4.237048;4.863350;4.009882;4.390535
1250;3.987429;3.907934;3.875477;3.944076;3.656236
1260;4.176932;3.942552;3.893051;4.175779;3.834905
1270;3.717831;3.615676;3.636422;3.896912;4.538079
1280;3.540929;4.540828;3.640132;4.287588;4.011308
