Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;0.361573;-0.197017;0.946281;0.459760;0.208638
-390;-0.270014;-0.494146;-0.059674;-0.145954;0.984029
-380;0.972510;-0.047468;0.366827;-1.733876;-0.258414
-370;0.191846;0.055497;-0.642772;0.009740;-1.095248
-360;-0.286669;-0.499678;-0.242661;-0.130254;0.381687
-350;-0.195877;-0.336414;0.884286;0.438725;0.424143
-340;0.694708;0.646653;-0.526383;0.006769;-0.435873
-330;-0.543926;0.227875;1.130606;0.214499;-0.536278
-320;0.901348;-0.136479;0.284288;0.917163;0.021078
-310;0.643835;0.679536;0.313821;-0.722586;0.021495
-300;0.551086;0.408357;-0.299022;-0.470751;0.726478
-290;0.306388;0.572262;0.051157;-0.335911;-0.542314
-280;-0.180732;0.542609;-0.151681;-1.171373;0.286652
-270;0.310080;-0.471657;0.060938;0.408425;0.002528
-260;0.507547;-0.079615;-0.336284;-0.607204;0.531932
-250;-0.294751;-0.190745;0.480455;0.052875;-0.321142
-240;0.137608;0.144990;0.043113;0.420935;0.135635
-230;-0.164900;-0.153465;0.188213;-0.451256;-0.545097
-220;0.260524;-0.148375;0.099023;0.376466;-0.200351
-210;-0.249169;0.016951;-0.145916;0.860113;0.042593
-200;-0.581525;0.074149;-0.261868;0.335606;0.162782
-190;-0.209226;-0.613755;-0.509638;-0.186057;0.126526
-180;0.105856;0.483774;-0.352706;0.316077;-0.251733
-170;-0.530592;-0.350577;0.438343;-0.061760;-0.084734
-160;0.496514;-0.029673;0.084554;0.592682;-0.659401
-150;0.148874;-0.091586;0.137089;-0.273423;0.572112
-140;-0.007228;0.258393;-0.117161;-0.240645;-0.287575
-130;-0.224616;0.164351;-0.816012;0.856719;-0.560113
-120;0.056959;-0.227156;-0.319305;-0.287632;0.124381
-110;-0.109704;-0.167804;0.156099;0.799014;-0.153579
-100;-0.487467;-0.496931;-0.209904;0.182467;0.508188
-90;0.666408;0.569287;0.467242;0.363906;0.359961
-80;-0.461764;0.266940;0.822937;-0.234890;0.429016
-70;-0.088500;0.196868;-0.550339;-0.902984;-0.576319
-60;-0.969029;-0.196623;-0.351146;0.155254;-0.133724
-50;0.006380;0.634206;-0.278070;0.034279;-0.203513
-40;0.420671;-0.069991;-0.473529;-0.667037;0.590423
-30;0.595889;-0.439833;0.356861;-0.099460;1.155876
-20;-0.104176;-0.625173;0.135440;0.239166;-0.559594
-10;0.439966;0.452876;0.865790;0.154048;0.490621
0;1.536883;1.896693;2.082059;1.083139;1.263923
10;1.712484;2.860531;2.465549;2.809833;2.412440
20;4.244059;2.111712;3.524838;4.031837;3.528670
30;3.502078;4.599145;4.254880;4.202278;4.136102
40;5.439747;5.915440;5.292461;6.341281;5.533206
50;6.651177;6.401581;5.776563;7.021178;6.728291
60;8.137306;7.703864;7.290201;7.643855;7.655721
70;8.436312;8.047425;8.644813;8.283799;8.736051
80;9.183255;9.611296;9.857059;9.153580;9.337013
90;10.400020;10.326571;10.136174;9.674193;10.771214
100;11.180386;10.733238;11.559149;11.326848;11.657590
110;11.560345;11.835050;11.633998;11.790442;11.937254
120;12.326743;11.853451;12.040355;11.553460;12.825004
130;11.769253;11.770338;13.024403;12.554904;12.205812
140;11.971203;12.373911;12.283555;12.266922;12.717570
150;12.095801;12.265571;12.594339;12.422728;12.300064
160;11.893143;12.193009;11.213089;12.759420;11.885593
170;12.148845;11.622230;11.650481;11.058930;11.520870
180;11.061293;10.819034;11.467571;11.112929;11.019603
190;11.250288;11.313396;10.999912;11.501658;10.857295
200;9.750215;11.811828;11.255136;11.522698;11.258524
210;11.446402;11.666649;11.590928;12.059400;11.884988
220;12.573085;12.071649;11.501556;11.085259;10.544272
230;10.924516;11.507249;11.082750;10.990702;10.761042
240;11.451133;10.980603;10.231762;10.800475;11.710875
250;10.428313;10.436710;10.996058;10.228197;10.633850
260;10.093281;11.180101;10.684890;10.806049;10.958167
270;10.900640;10.989307;11.190373;10.286618;10.537297
280;10.411105;9.734804;9.506802;10.766729;10.493291
290;10.565821;10.292430;10.412752;10.596763;10.424338
300;9.219624;11.073610;10.200411;10.412109;9.985705
310;10.657013;10.853625;9.859675;10.335081;9.747454
320;9.378280;9.873672;10.156742;10.274532;10.389855
330;9.951311;9.852739;10.427814;10.041891;10.439914
340;9.435944;10.150497;9.262789;10.458451;9.830601
350;10.187871;8.649126;10.091521;9.214625;10.184075
360;9.335740;9.652034;8.869413;10.525097;10.515600
370;10.028763;9.425064;9.714058;9.758763;8.930746
380;9.093559;9.650516;9.320166;9.600862;9.587939
390;8.603367;8.700165;9.784582;9.650354;9.442658
400;9.396491;9.686343;9.436322;9.439686;9.009314
410;9.627555;8.006142;9.927962;9.940435;9.737768
420;8.642812;9.562124;9.666025;9.324930;9.789708
430;9.240936;8.706645;8.678468;8.875144;8.973640
440;8.569477;9.031048;8.558442;9.532917;9.300378
450;9.150774;8.511349;8.558347;8.557848;9.722673
460;7.898505;9.015763;8.324978;8.354806;8.569621
470;8.621763;8.272275;8.506948;9.445826;8.830464
480;8.795890;8.903109;8.680672;8.194941;8.016211
490;8.677075;8.610899;8.591340;9.412697;8.514557
500;7.027544;8.266368;8.724620;9.040823;8.921267
510;7.653199;8.826560;8.076775;7.927460;9.114175
520;8.602217;7.910188;7.829451;8.563475;8.030249
530;8.570021;7.784673;8.109780;7.223977;7.486778
540;7.811900;8.036683;7.781480;7.710192;7.770918
550;8.188103;7.323329;8.297642;6.881838;8.110639
560;8.269878;9.708092;7.373912;7.620163;7.607745
570;8.059424;6.915521;8.227339;7.404666;7.856950
580;7.954461;8.238493;8.087886;7.489697;8.156085
590;7.920766;7.108112;7.171724;6.961670;6.813308
600;8.251592;7.452457;7.096161;8.287066;7.394351
610;6.583625;7.351943;6.974594;7.135932;7.644313
620;7.466753;6.664328;7.104229;6.901544;7.504835
630;6.266636;6.166191;7.922804;7.252574;6.999458
640;7.950855;7.077878;7.514354;7.121567;8.127065
650;6.494766;6.701340;7.316504;7.647029;6.575707
660;6.997164;7.218487;7.545193;6.303360;7.398912
670;6.409734;6.728663;7.684964;7.090204;7.022342
680;7.817915;7.032280;6.107906;8.526348;6.984177
690;7.550351;6.902748;6.420815;6.449872;6.602610
700;8.237744;6.974824;7.017583;7.413729;6.607739
710;6.505012;7.056784;7.010788;6.662240;6.709081
720;6.495822;6.077326;6.535252;7.412273;6.803462
730;6.956516;7.197310;6.145835;6.931464;7.016237
740;6.961738;6.597837;6.939575;6.437373;6.195169
750;6.605357;7.016062;5.804162;6.125614;7.018683
760;6.657767;6.217116;6.561143;6.516746;6.169296
770;6.474205;7.308270;6.015387;6.220493;6.090202
780;5.560016;5.837812;6.561176;5.952541;6.241884
790;6.518348;6.238659;6.159058;6.308886;6.592465
800;6.290083;6.865912;5.618140;5.792705;6.323647
810;5.999554;5.322084;5.762013;6.470561;6.500849
820;6.221585;4.891225;6.243271;5.843050;5.162532
830;5.440855;6.422388;6.045585;6.008438;5.077374
840;6.066645;5.695796;5.842524;6.167392;6.052752
850;5.288712;6.132794;5.770207;5.597420;5.323866
860;6.594584;5.056654;5.829117;5.637682;5.625511
870;6.180926;5.136533;5.545270;6.297433;6.037683
880;5.189450;4.992876;6.459461;5.409234;5.680787
890;5.472166;5.083462;5.724926;6.310915;6.514757
900;5.640508;4.819275;5.538623;6.170783;5.524289
910;5.477704;4.368176;5.143466;5.839715;5.388099
920;4.765715;4.996978;5.504270;4.598803;5.020692
930;5.449190;4.293510;5.269481;5.556834;5.959532
940;5.248823;4.756133;5.898797;5.667261;6.150167
950;4.939929;4.582615;4.945450;4.766251;5.166394
960;4.731599;4.263171;4.612353;5.892382;5.164925
970;5.220913;4.956933;4.788155;6.107976;4.304213
980;5.547554;4.990690;5.768442;4.822337;4.978218
990;5.848807;4.946154;6.379633;4.611251;5.332989
1000;4.557103;5.299948;6.284847;4.517296;5.505404
1010;4.628020;5.784175;5.146179;4.466267;4.767303
1020;5.753144;4.299245;4.999400;3.928970;5.511336
1030;4.697962;4.706788;4.079027;4.959835;5.624301
1040;4.397826;4.315291;5.483993;4.008252;4.476348
1050;4.699245;4.618543;4.840982;4.643812;4.290758
1060;5.057321;3.818053;3.744306;4.177182;4.667588
1070;4.802186;4.569823;3.975355;4.281127;4.402696
1080;4.636298;4.863018;4.341542;4.338091;3.025394
1090;5.059708;4.075859;3.563257;3.500211;5.563785
1100;4.346994;4.796375;4.426436;4.769459;4.472912
1110;4.218029;4.955107;3.925237;4.370639;4.527022
1120;3.450601;4.095426;4.144003;5.065274;3.715958
1130;3.952559;5.000210;4.373287;4.355556;4.434399
1140;4.255215;4.412952;4.083206;4.098242;4.560296
1150;4.603262;4.208926;4.437625;3.702709;4.816047
1160;3.741078;3.007855;4.076145;4.052267;3.962425
