Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;-0.916521;-0.314938;0.135256;0.712029;1.128017
-390;0.832796;1.022942;0.920506;-0.858484;0.531136
-380;-0.422797;0.147463;-0.964996;-0.600943;-0.213998
-370;-0.903666;0.218097;-0.184669;-1.234533;-1.620898
-360;0.374254;-0.186590;0.468232;0.324202;0.820942
-350;0.565646;-0.309829;0.089635;-1.237667;-0.019683
-340;-0.520994;0.464620;-0.205844;0.199115;1.124082
-330;-0.637985;1.014390;0.525402;0.268851;-0.867427
-320;-0.661448;-0.268531;0.561134;-0.139608;-0.126340
-310;0.912457;0.693069;-0.973018;0.248110;0.475757
-300;-0.381675;0.101790;-0.000457;0.849051;0.192477
-290;-0.910406;-0.042941;-0.300338;-0.655084;-0.158867
-280;-0.412196;1.427580;1.185692;1.632414;0.927785
-270;0.845252;0.788778;0.314133;0.047982;-0.338530
-260;-0.788303;-0.878481;-0.671738;-0.042907;-0.848932
-250;-1.244409;-0.897297;1.502663;-0.265907;-0.392084
-240;-0.219250;-0.759737;-0.021442;-0.722730;-0.770182
-230;0.457202;-0.888189;-0.473364;0.724186;-0.274973
-220;-0.619422;-0.142121;-0.615726;0.743605;0.570190
-210;0.157894;-0.268153;-0.966946;1.077099;-0.164764
-200;-0.656662;-0.359560;-0.187303;0.537701;-1.366005
-190;-0.250683;0.097913;-0.994345;-0.749797;0.022408
-180;-0.417775;0.470395;-1.857979;0.394049;-0.617052
-170;0.350527;-0.321110;-0.922502;-2.122467;-0.924813
-160;-0.270897;-0.193433;0.516239;-0.522352;-1.418073
-150;-0.532587;0.066270;-0.687962;-0.028333;0.320221
-140;2.146710;-0.225196;-0.195483;-0.508724;0.142784
-130;0.565197;0.609716;0.159824;-0.706891;0.560020
-120;0.198529;-0.781573;0.059370;0.103114;-0.290315
-110;-0.545860;0.376154;-0.454000;-0.057517;0.275071
-100;0.320569;0.125213;0.751945;0.262508;1.285855
-90;-0.150872;-0.462661;-0.863075;0.630431;0.487629
-80;-0.822720;-0.688595;0.292317;0.562609;-0.512560
-70;-0.106314;1.119866;-0.456460;0.722839;0.105727
-60;1.974107;-0.341969;0.120606;-1.746254;-1.537305
-50;-1.176124;-0.789551;0.652190;-0.958149;-0.599731
-40;0.005471;0.262460;0.187107;0.015980;0.323489
-30;-0.950764;-0.435307;-0.385718;-0.599944;0.442345
-20;0.589795;1.440226;1.522237;1.109695;0.290954
-10;5.275149;4.049644;5.011974;3.889808;4.479928
0;8.212737;7.137257;5.698253;7.412642;6.127530
10;9.976904;10.466701;9.476253;10.077701;9.369078
20;14.390760;14.060027;13.738162;13.952495;13.029255
30;16.659250;14.924557;16.779530;16.002395;16.062574
40;19.299643;19.932154;20.099525;18.893458;20.015691
50;23.966014;23.893915;22.273276;22.232246;21.391495
60;26.543549;25.314341;25.448148;25.713557;25.602177
70;28.261059;28.923863;29.757092;29.114680;29.633954
80;30.440600;31.854799;30.868148;30.724340;30.776352
90;34.569746;34.011066;34.604188;35.551675;33.783166
100;35.533371;37.289802;37.488826;37.225027;36.034877
110;37.907349;37.970085;37.983073;37.654347;38.327869
120;38.600064;38.282687;38.178879;37.809131;40.137114
130;37.767008;38.128044;37.057133;36.888541;38.300093
140;36.494180;37.317316;37.505885;38.437039;37.636523
150;36.688239;37.147792;37.432169;37.749832;36.261489
160;37.154205;37.163704;37.466236;35.356684;36.816910
170;36.836641;36.598989;36.206865;37.943039;35.217884
180;35.887542;34.925938;35.594967;37.034389;36.074842
190;36.678808;35.983790;35.091330;35.427718;36.205830
200;33.899901;34.342147;33.348941;36.649721;35.366274
210;34.842597;34.094845;36.529604;33.612881;35.193051
220;34.693920;34.730863;34.842227;34.545344;34.722100
230;33.879379;34.878773;34.592740;34.159586;32.453895
240;33.775357;32.857555;34.264582;33.791307;33.502372
250;31.577390;32.533820;34.382630;33.524781;32.936347
260;32.201880;34.125483;33.123274;33.168282;34.092589
