90_80_90_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
11:24:22
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	9771.529
586.124	9575.702
586.252	9577.202
586.380	9597.971
586.508	9603.327
586.637	9706.490
586.765	9672.231
586.893	9691.615
587.021	9743.654
587.149	9746.317
587.277	9783.740
587.405	9773.327
587.533	9816.192
587.662	9888.058
587.790	9836.981
587.918	9851.587
588.046	9801.788
588.174	9872.567
588.302	9867.587
588.430	9871.375
588.558	9911.462
588.687	9912.865
588.815	9893.423
588.943	9923.788
589.071	9888.298
589.199	9924.202
589.327	9905.913
589.455	10003.115
589.583	9934.212
589.712	9913.567
589.840	9928.683
589.968	9934.856
590.096	9937.837
590.224	9930.433
590.352	9992.548
590.480	9948.673
590.608	9939.288
590.737	9983.817
590.865	10038.538
590.993	9911.413
591.121	9960.279
591.249	9960.058
591.377	9968.462
591.505	10092.606
591.633	9958.644
591.762	10003.721
591.890	9993.856
592.018	10077.596
592.146	10032.433
592.274	10020.769
592.402	10013.538
592.530	10202.644
592.658	10141.933
592.787	10112.769
592.915	10160.587
593.043	10071.808
593.171	10132.452
593.299	10126.375
593.427	10135.019
593.555	10151.212
593.683	10160.894
593.812	10158.625
593.940	10219.702
594.068	10230.702
594.196	10194.510
594.324	10238.404
594.452	10436.356
594.580	10299.663
594.708	10333.135
594.837	10339.875
594.965	10426.837
595.093	10422.394
595.221	10472.683
595.349	10453.827
595.477	10463.913
595.605	10493.288
595.733	10512.577
595.862	10536.510
595.990	10554.510
596.118	10617.442
596.246	10669.942
596.374	10592.096
596.502	10632.212
596.630	10651.183
596.758	10658.894
596.887	10681.135
597.015	10692.462
597.143	10722.663
597.271	10709.423
597.399	10780.894
597.527	10735.510
597.655	10751.308
597.783	10773.577
597.912	10785.846
598.040	10793.442
598.168	10777.510
598.296	10742.519
598.424	10952.260
598.552	10783.115
598.680	10800.000
598.808	10853.048
598.937	10818.577
599.065	10832.029
599.193	10891.817
599.321	10815.846
599.449	10798.788
599.577	10807.500
599.705	10835.394
599.833	10834.385
599.962	10801.942
600.090	10841.817
600.218	10816.135
600.346	10846.740
600.474	10803.942
600.602	10805.808
600.730	10809.769
600.858	10819.856
600.987	10918.202
601.115	10838.106
601.243	10928.615
601.371	10950.798
601.499	10941.875
601.627	10959.558
601.755	10902.971
601.883	10988.683
602.012	10873.471
602.140	10964.577
602.268	10973.913
602.396	11098.038
602.524	11021.087
602.652	11122.663
602.780	11122.356
602.908	11104.433
603.037	11200.269
603.165	11188.510
603.293	11226.856
603.421	11243.856
603.549	11261.635
603.677	11319.894
603.805	11333.606
603.933	11379.144
604.062	11451.240
604.190	11503.067
604.318	11500.615
604.446	11522.212
604.574	11588.231
604.702	11649.846
604.830	11596.029
604.958	11647.490
605.087	11731.587
605.215	11767.971
605.343	11867.298
605.471	11841.519
605.599	11842.442
605.727	11964.837
605.855	11958.798
605.983	11999.038
606.112	12040.260
606.240	12045.683
606.368	12104.673
606.496	12036.875
606.624	12176.683
606.752	12127.394
606.880	12223.663
607.008	12191.721
607.137	12178.788
607.265	12313.058
607.393	12274.808
607.521	12317.356
607.649	12262.846
607.777	12285.317
607.905	12329.212
608.033	12320.077
608.162	12338.702
608.290	12286.913
608.418	12447.337
608.546	12372.308
608.674	12447.808
608.802	12343.183
608.930	12373.490
609.058	12324.337
609.187	12339.548
609.315	12368.288
609.443	12353.913
609.571	12441.913
609.699	12332.125
609.827	12438.288
609.955	12404.202
610.083	12339.058
610.212	12352.731
610.340	12309.519
610.468	12347.904
610.596	12327.846
610.724	12324.721
610.852	12350.587
610.980	12358.385
611.108	12299.260
611.237	12353.183
611.365	12341.010
611.493	12349.288
611.621	12336.933
611.749	12384.106
611.877	12414.654
612.005	12346.615
612.133	12405.846
612.262	12420.683
612.390	12477.538
612.518	12489.240
612.646	12451.029
612.774	12532.837
612.902	12531.615
613.030	12562.510
613.158	12543.510
613.287	12595.221
613.415	12526.529
613.543	12566.394
613.671	12619.779
613.799	12650.154
613.927	12675.837
614.055	12730.827
614.183	12713.510
614.312	12720.240
614.440	12887.913
614.568	12835.913
614.696	12873.394
614.824	12877.875
614.952	12914.875
615.080	12931.779
615.208	12995.471
615.337	13098.471
615.465	13003.423
615.593	13103.702
615.721	13092.817
615.849	13158.048
615.977	13121.635
616.105	13169.731
616.233	13233.067
616.362	13257.769
616.490	13267.673
616.618	13340.462
616.746	13461.394
616.874	13384.913
617.002	13464.240
617.130	13433.135
617.258	13396.731
617.387	13439.538
617.515	13516.029
617.643	13499.683
617.771	13627.096
617.899	13525.558
618.027	13609.875
618.155	13637.548
618.283	13669.288
618.412	13673.346
618.540	13705.894
618.668	13707.048
618.796	13729.317
618.924	13733.856
619.052	13725.788
