330,0.0383
331,0.0375
332,0.0370
333,0.0367
334,0.0369
335,0.0373
336,0.0379
337,0.0392
338,0.0402
339,0.0413
340,0.0426
341,0.0439
342,0.0460
343,0.0473
344,0.0487
345,0.0500
346,0.0520
347,0.0532
348,0.0543
349,0.0553
350,0.0567
351,0.0575
352,0.0582
353,0.0588
354,0.0595
355,0.0598
356,0.0599
357,0.0600
358,0.0599
359,0.0597
360,0.0594
361,0.0590
362,0.0582
363,0.0576
364,0.0568
365,0.0561
366,0.0548
367,0.0539
368,0.0529
369,0.0519
370,0.0504
371,0.0493
372,0.0483
373,0.0472
374,0.0456
375,0.0446
376,0.0436
377,0.0427
378,0.0413
379,0.0405
380,0.0397
381,0.0390
382,0.0381
383,0.0375
384,0.0370
385,0.0366
386,0.0361
387,0.0359
388,0.0357
389,0.0356
390,0.0357
391,0.0358
392,0.0360
393,0.0364
394,0.0367
395,0.0371
396,0.0375
397,0.0383
398,0.0388
399,0.0394
400,0.0400
401,0.0410
402,0.0417
403,0.0424
404,0.0435
405,0.0442
406,0.0449
407,0.0456
408,0.0467
409,0.0475
410,0.0481
411,0.0488
412,0.0498
413,0.0504
414,0.0510
415,0.0518
416,0.0523
417,0.0528
418,0.0533
419,0.0539
420,0.0542
421,0.0545
422,0.0547
423,0.0550
424,0.0552
425,0.0553
426,0.0554
427,0.0554
428,0.0554
429,0.0554
430,0.0553
431,0.0551
432,0.0549
433,0.0546
434,0.0544
435,0.0541
436,0.0538
437,0.0533
438,0.0529
439,0.0524
440,0.0518
441,0.0514
442,0.0509
443,0.0502
444,0.0497
445,0.0493
446,0.0488
447,0.0480
448,0.0475
449,0.0470
450,0.0462
451,0.0456
452,0.0451
453,0.0446
454,0.0438
455,0.0432
456,0.0427
457,0.0420
458,0.0416
459,0.0411
460,0.0405
461,0.0401
462,0.0397
463,0.0393
464,0.0388
465,0.0386
466,0.0383
467,0.0379
468,0.0377
469,0.0375
470,0.0372
471,0.0371
472,0.0369
473,0.0368
474,0.0367
