Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4110;0.234443;1.164422;0.456176;1.707225;0.298341
4120;0.438433;1.064703;1.288146;-0.051166;1.364757
4130;-0.013620;0.037823;0.981783;0.414638;0.831492
4140;0.563548;1.164465;0.197211;1.910153;-0.231011
4150;0.768281;0.764959;0.938700;0.340704;0.981885
4160;0.084743;0.612305;0.005901;1.647053;0.385929
4170;0.329772;0.718447;1.256526;0.423778;0.938797
4180;0.685247;0.856181;0.526116;1.224978;0.462150
4190;0.954078;0.185786;0.289026;1.332324;1.286942
4200;0.283764;1.185857;1.603091;0.157853;0.412366
4210;1.149776;0.989777;0.550650;-0.057586;0.365742
4220;1.289711;-0.309549;0.774695;1.185893;1.111795
4230;1.642929;1.304563;1.919238;-0.168788;0.834308
4240;0.241738;0.249249;0.274745;0.585450;0.390366
4250;0.959704;0.436901;0.915329;0.808127;0.335031
4260;0.703750;1.505709;0.648686;0.473146;1.148060
4270;0.409567;0.605107;1.185214;1.245510;0.389824
4280;0.144177;0.943220;1.065866;0.782500;0.024596
4290;-0.085739;1.342196;-0.200217;0.403262;0.362445
4300;1.285524;0.458634;0.786693;1.023023;0.573900
4310;1.266333;0.393944;0.187010;0.460812;-0.159257
4320;1.032200;0.933195;0.051616;-0.305862;1.272761
4330;1.110536;0.529218;0.466518;0.052142;0.746306
4340;0.171641;0.574807;0.710305;1.004941;1.407393
4350;1.079767;0.524497;0.208102;0.541412;0.908417
4360;0.379561;1.202125;0.262939;1.025394;0.843180
4370;0.133534;0.353221;1.363705;0.385128;0.677924
4380;1.093866;0.342702;0.723258;0.228658;0.529912
4390;1.705407;0.292617;0.440685;0.116045;1.545920
4400;1.231314;0.230345;0.465300;0.850338;0.674315
4410;-0.550390;1.056301;0.999848;0.715982;0.600807
4420;1.231473;1.415328;1.285207;0.927869;0.545531
4430;1.279196;0.624643;0.837915;-0.119431;1.454377
4440;0.137449;0.484949;1.254385;0.234915;0.718157
4450;0.849947;0.080001;0.713827;0.808996;-0.069750
4460;1.026968;1.410426;-0.353367;1.154972;0.008845
4470;0.436109;0.246452;1.599241;0.701410;-0.001965
4480;0.804306;0.358364;1.014338;0.710047;0.714929
4490;0.659008;0.001966;-0.137357;0.491452;-0.242065
4500;0.899827;0.734223;0.622656;0.168662;1.201006
4510;0.673290;0.471993;0.848749;0.582830;0.897317
4520;0.327516;0.632444;0.255970;0.638194;0.792545
