Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;-0.009685;-0.219549;-0.113766;0.319009;-0.553903
-390;-0.336075;-1.001060;-0.449471;0.527232;0.182951
-380;-0.020365;-0.502563;-0.608678;0.117290;0.162618
-370;-0.341133;0.124826;-0.708697;-0.349227;-0.155793
-360;0.225805;-0.077016;-0.950657;-0.264967;-0.189866
-350;-0.276100;0.215169;-0.236686;-0.060808;0.588923
-340;0.312331;0.422818;-0.487811;0.134392;-0.432467
-330;-0.356013;-0.025361;0.059398;0.221849;-0.290697
-320;-0.667308;0.032200;0.016197;-0.416662;0.015254
-310;-0.087017;-0.124911;-0.093752;-0.698880;-0.677322
-300;-0.118707;-0.496965;1.043082;-0.068165;-0.044797
-290;-0.048016;0.560557;-0.027480;-0.524482;0.079721
-280;-1.105529;0.060971;0.107004;-0.327162;-0.834450
-270;0.149663;-0.527529;-0.879200;-0.541066;-0.523085
-260;0.019116;-1.069540;-0.224175;-0.011292;-0.158378
-250;-0.121336;-0.692378;-0.297010;-0.438279;-0.457186
-240;-0.395109;-0.752368;0.194448;-0.338198;-0.580889
-230;-0.437840;-0.122478;-0.412696;-1.234289;-0.081159
-220;-0.641548;-0.066842;-0.118767;0.099205;-0.682839
-210;-0.666493;-0.222071;0.788344;-0.136458;-0.300612
-200;-0.232490;0.642939;-0.446881;-0.470046;-0.688455
-190;0.146272;-0.083474;0.999892;-0.238994;-0.572029
-180;-0.294819;0.899750;-0.998297;0.073580;0.779461
-170;0.344994;-0.462108;-0.235734;-0.696837;-0.816529
-160;0.431852;-0.063998;0.251342;-0.742914;-0.274064
-150;-0.306471;0.116193;-0.171349;0.805031;-0.954323
-140;-1.622161;-0.099650;-0.571787;-0.201406;-0.291901
-130;0.130109;-1.039973;-0.479256;-0.518718;-0.542482
-120;0.836562;-0.172466;0.028000;-0.356533;-0.243085
-110;-0.031364;-0.676313;0.143868;0.547264;-0.848386
-100;-1.206601;-0.718612;-0.119850;-0.003924;-0.016246
-90;-0.206927;-0.367402;-0.749180;-0.504118;-0.397166
-80;0.032761;0.210506;-0.601585;0.149748;0.016728
-70;-0.265882;-0.033720;-0.526972;-0.275843;-0.160442
-60;-0.772054;0.266991;-0.565808;0.055016;-0.344718
-50;-0.923985;-1.362287;-0.472411;-0.545718;-0.605193
-40;-0.072200;-0.053762;0.035834;-0.382123;-0.265130
-30;-1.214871;-0.306744;-0.489603;-1.307508;-0.561473
-20;1.309340;0.145246;-0.512520;-0.285078;-0.095413
-10;0.783015;1.383449;1.475422;1.565560;1.487628
0;2.943593;2.969650;3.077483;3.316061;1.747032
10;5.988777;4.568782;4.284677;5.354916;4.568441
20;6.608592;6.667944;6.090385;6.832804;5.655694
30;8.368139;7.993385;8.376107;7.925178;8.437598
40;10.536740;8.726444;8.899347;9.292534;9.728759
50;12.421200;10.803812;11.453224;11.726751;11.165680
60;13.502535;12.808670;12.378782;12.315995;12.755732
70;15.464498;14.371080;13.209653;14.071454;13.845682
80;16.841768;15.814321;15.947226;15.726927;15.301228
90;18.666551;16.124387;17.553163;18.029789;17.774019
100;19.583742;19.083286;19.177138;18.487788;18.925452
110;20.997040;20.420096;19.922995;20.766443;20.078850
120;21.175518;19.602214;19.262568;20.344517;19.936389
130;21.182521;20.596254;19.828194;20.210755;19.939397
140;21.023161;19.446191;20.131984;19.457299;19.897670
150;20.528540;19.188380;18.943296;19.374922;19.025931
160;20.299280;18.722947;18.992629;18.634569;19.963350
170;20.590391;18.133521;18.759343;19.456410;18.858030
180;20.401045;18.427621;18.125981;17.839854;19.066333
190;20.126750;18.597126;18.509281;18.397961;17.579194
200;19.981577;18.442861;18.295719;18.336704;17.900347
210;19.074394;17.831754;18.394948;17.464430;17.994851
220;18.968593;17.463620;17.506188;17.510919;17.459238
230;18.958146;16.733925;17.209876;17.303992;17.822055
240;18.597827;17.764737;17.163415;17.710458;17.135633
250;18.776846;17.405110;16.845991;17.738926;16.788671
260;17.902451;16.222234;17.023712;17.461121;17.674858
270;18.815262;16.776375;16.714709;16.471255;17.007883
280;17.775254;17.145308;16.694359;16.876111;16.805140
290;17.897885;15.998707;16.319108;16.564930;16.020484
300;17.535680;16.300276;16.657870;16.676903;16.564997
310;16.457738;16.007355;16.282664;16.706254;16.685072
320;17.072448;16.390498;15.470665;15.398506;16.285319
330;17.030129;16.062924;16.119463;15.013828;15.233259
340;16.141988;15.936351;15.900198;15.209546;15.705237
350;17.153788;14.713760;15.331828;14.656871;15.602805
360;16.477837;15.129299;14.872277;14.590074;13.647663
370;16.012747;14.455863;14.424312;14.260650;14.618074
380;16.335780;14.688860;13.977980;14.721446;14.601807
390;15.386981;14.656385;14.866729;14.816223;14.998613
400;16.127105;14.254892;14.034119;13.716221;14.330977
410;15.137548;14.778180;14.899926;13.010031;14.193225
420;15.286119;13.218905;13.763282;13.155279;14.526628
430;14.390292;13.693860;13.396426;13.815562;13.064393
440;15.211630;13.054408;13.790440;14.258835;13.543763
450;14.950484;13.250007;13.651832;13.203931;13.048937
460;15.011934;13.709741;13.231458;13.361706;13.729478
470;14.040983;13.242295;13.347507;13.653668;12.766963
480;13.986510;12.880685;13.366297;12.779444;12.373928
490;14.181914;13.693854;13.293613;13.061452;11.908546
500;13.152147;13.313338;12.795207;12.963476;13.691850
510;13.237330;12.480361;12.422917;12.508979;12.883023
520;13.208065;12.523057;11.607548;12.546252;11.985512
530;12.972505;11.945992;12.608175;12.151479;12.651558
540;13.187653;11.819740;12.097561;11.243487;11.328108
550;12.715277;11.414238;12.154587;12.231258;11.154612
560;12.649020;12.136578;11.109776;11.700011;12.156049
570;13.194024;11.601782;11.961458;11.845639;11.155866
580;12.808398;11.967070;11.615051;11.522710;11.412144
590;12.626029;11.917003;11.973297;11.026626;11.514835
600;12.552122;11.742128;10.723209;11.791967;11.106202
610;12.049534;11.233109;11.261306;10.979192;10.773061
620;11.589363;11.523177;11.143998;11.611239;10.777119
630;12.018681;10.827505;10.995352;10.519587;11.064785
640;11.105428;10.591437;11.576701;11.008300;10.648384
650;10.842734;10.422288;11.294253;10.941985;11.173304
660;11.081820;12.049461;10.198413;9.907952;11.115328
670;11.081213;9.692850;10.913289;9.725612;11.147470
680;10.984962;10.542838;10.526942;10.283991;10.167754
690;10.980181;10.190457;10.227979;10.566832;9.772981
700;10.001558;10.269121;9.964808;9.800907;10.418886
710;11.439268;10.083300;9.994218;9.952541;9.719216
720;10.794263;10.251734;8.952181;10.181405;10.180359
730;11.158335;9.386375;9.860270;8.802596;10.231775
740;11.051687;9.115464;8.994519;9.420625;8.968713
750;9.885775;9.878331;9.291418;9.603841;8.969229
760;10.763863;9.493474;8.428462;9.795639;9.134864
770;10.206682;9.420284;8.830969;8.234328;9.668484
780;9.295838;9.592435;8.812576;8.831370;8.696828
790;8.449807;8.381028;8.518150;8.812785;8.511947
800;9.587477;9.105836;8.979471;8.540192;9.128809
810;9.905599;8.969859;8.386320;9.184585;9.074938
820;9.228305;8.291614;8.193923;9.139264;8.970396
830;8.960574;8.070568;8.437618;8.418790;8.247937
840;9.548342;7.883468;7.913738;8.222940;8.772005
850;8.953830;8.101330;8.830409;7.963753;8.182101
860;8.644615;7.790009;7.572008;8.314187;8.220936
870;8.521837;8.969977;8.429299;7.595194;8.600805
880;8.598689;8.112974;8.139888;7.712354;7.988096
890;7.738647;8.152441;7.678402;7.934682;8.170421
900;9.066571;7.916307;8.055905;7.762883;7.504225
910;8.177145;8.541568;7.963660;7.763591;8.381417
920;8.032281;7.464081;8.210505;7.655955;7.365042
930;8.200254;8.165969;8.399472;7.973534;7.334902
940;8.483977;7.942030;8.277312;7.109655;7.464395
950;7.736244;7.703866;6.913475;7.393080;7.047733
960;7.369941;7.362600;7.069902;7.587864;7.085568
970;8.013023;6.904330;8.156961;7.069854;7.621556
980;7.507970;7.228784;6.985857;7.730001;7.217131
990;7.052291;7.121729;6.935241;6.880856;7.121438
1000;7.865629;5.900201;6.733326;7.115963;6.644106
1010;7.324891;6.545704;7.101596;7.206946;6.464025
1020;7.543190;6.390135;6.824123;6.869201;6.589613
1030;7.002358;6.414651;6.652070;6.433901;7.082836
1040;6.406707;6.916301;6.704931;6.618734;7.296949
1050;7.079526;6.543228;6.494369;6.352201;7.162115
1060;7.109041;6.043931;6.531251;6.477756;7.103503
1070;6.928016;6.427300;6.294377;6.993905;5.893275
1080;6.685886;6.426472;6.582583;6.161310;6.470873
1090;6.894564;6.320146;6.281812;6.524295;5.938536
1100;7.283588;7.013034;6.594959;6.755404;6.322209
1110;7.404342;5.860334;6.307416;5.792956;5.771691
1120;6.199374;6.015694;6.229205;5.773599;6.370619
1130;5.353126;6.147672;6.175012;6.499937;5.438164
1140;6.979292;5.789158;5.863177;5.739580;5.363970
1150;6.206695;6.179631;6.027801;6.099421;6.091025
1160;6.082710;5.246218;6.453979;5.294214;5.552338
1170;6.535052;5.807620;6.316142;6.146576;6.015248
1180;6.136163;6.307827;5.951055;5.512185;5.684191
1190;5.846277;6.553128;6.106291;5.707887;5.473534
1200;5.586773;5.148459;5.967365;5.652419;5.972105
1210;6.189908;4.874073;5.003322;5.182756;5.482901
1220;5.490636;4.734637;5.013577;5.782997;5.202132
1230;6.343921;5.029606;5.054150;5.672084;5.315477
1240;5.158685;5.475648;5.126460;4.764561;4.627321
1250;5.287132;4.903835;5.422616;5.262957;5.443729
1260;5.158789;5.421508;5.501765;5.181924;6.163904
1270;5.282757;4.626464;4.777986;5.801099;4.609781
1280;5.351791;4.289911;5.559404;5.011515;4.967793
1290;6.096181;4.950132;5.295585;5.657889;5.487653
1300;4.934981;5.152170;4.515980;5.129765;5.524100
1310;4.742416;5.229120;5.075287;4.732015;5.304138
1320;5.297970;4.410398;5.280286;4.515780;5.346405
1330;4.716099;5.167761;3.993401;5.242821;4.458984
1340;5.536688;5.020276;5.028357;4.834114;5.235907
1350;4.988444;4.754458;4.450947;5.200212;4.272780
1360;4.949999;4.833104;4.313239;5.374877;3.718219
1370;4.786666;3.783041;4.080118;4.938212;4.454628
1380;4.775076;4.837065;4.826499;4.381218;4.574832
1390;4.925735;4.802093;4.240149;3.052725;3.651850
1400;5.108408;4.031596;5.682637;4.632256;4.317346
1410;4.359648;4.708050;4.192254;5.017087;4.895647
1420;4.623294;5.016806;4.777553;4.670798;4.691443
1430;4.662749;4.266398;3.882115;4.402304;4.077514
1440;5.012233;4.562718;3.985809;4.256507;3.839932
1450;4.773066;4.279268;4.184797;3.999935;5.050951
1460;4.103637;3.963984;4.100327;4.369573;4.397754
1470;4.246191;4.167756;3.544599;3.502749;3.774090
1480;4.049421;3.915607;3.858877;4.054807;3.978193
1490;4.808671;4.414679;4.170319;4.502884;4.082252
1500;3.909529;4.542736;4.268394;3.690393;2.920428
1510;3.633734;3.715610;4.145336;4.508000;4.773112
1520;3.427799;3.276971;3.651366;4.363019;3.983766
1530;4.340491;4.010178;3.648916;3.491056;3.779754
1540;3.529374;4.039606;3.321405;3.640607;3.819681
1550;3.544535;4.297836;3.463229;3.558214;4.595579
1560;3.715888;4.150916;3.697970;3.479352;4.704813
1570;3.785672;4.172727;4.187819;3.759884;3.682619
1580;3.753425;3.910416;3.662367;4.101991;4.123307
1590;3.556258;3.564673;2.900376;3.150029;3.766576
1600;3.864151;3.585104;4.650516;3.503396;4.185566
1610;3.808545;3.229551;3.680825;2.991599;4.393113
1620;3.082860;3.862401;4.413203;3.837575;3.881229
1630;4.060117;3.503667;3.483585;3.323786;3.047827
1640;3.360943;4.053677;3.769415;3.517757;3.965849
1650;3.349999;3.828821;4.367622;3.625847;4.127077
1660;3.380796;2.865861;2.767883;3.478390;3.208382
1670;3.151733;3.588790;3.530626;2.981062;3.242879
1680;4.369243;3.966613;3.756097;2.966898;3.027442
1690;4.151798;3.857394;3.187753;2.739200;2.333214
1700;4.168852;2.985624;3.735846;2.640021;3.054079
1710;3.769519;2.630405;3.313433;2.897982;3.063429
1720;3.309678;3.094256;3.087245;2.339993;3.351660
1730;3.269818;3.202009;2.948025;2.442714;2.363130
1740;3.364313;2.648517;3.377153;2.783078;2.817606
1750;2.665096;2.730201;2.941225;3.758880;3.298460
1760;3.034876;2.850512;4.085638;2.070000;3.535232
1770;3.123233;2.697716;1.957391;2.454571;2.923661
1780;3.420894;2.430503;2.855734;3.485895;3.685860
1790;3.385284;2.583643;3.172730;3.304492;2.822833
1800;3.905530;2.943477;3.108640;2.801536;3.908406
1810;3.813149;2.744697;3.458618;2.742663;2.638728
1820;2.905708;2.723234;3.060364;3.337885;2.580111
1830;3.094078;3.082356;3.070970;2.518323;2.416426
1840;3.159362;2.653209;3.518677;2.874530;3.213678
1850;3.354534;2.658611;2.070305;3.409277;3.245652
1860;2.933456;3.677862;3.147753;2.960543;2.425272
1870;2.032022;2.555238;2.666381;2.217344;2.602179
1880;2.552166;2.534544;2.324462;1.981972;2.820030
1890;2.645637;2.502301;2.891042;2.768188;2.163979
1900;2.588481;2.477049;2.229356;2.792419;3.205680
1910;3.027622;3.539538;2.407931;2.891409;3.010145
1920;2.690197;3.111290;2.280678;1.818297;2.419740
1930;2.335539;2.883546;2.052353;2.289241;3.298527
1940;2.257294;1.388841;1.820549;2.574105;2.480245
1950;2.799271;2.675829;2.785810;1.379276;2.381368
1960;3.051563;2.441680;2.159369;2.331877;2.786010
1970;2.266064;2.326854;1.941562;2.050593;1.777147
1980;2.415541;1.590666;2.712430;2.464371;2.731307
1990;2.984989;2.408097;2.156176;2.355784;2.685267
2000;2.759419;3.505579;2.833994;4.126475;2.227004
2010;2.711454;2.281188;2.015448;2.321622;2.471571
2020;2.882478;2.005574;2.837375;2.183766;1.750907
2030;2.466316;1.567190;1.596936;2.520262;2.668523
2040;2.570578;2.140578;2.950074;2.516698;2.766990
2050;2.091440;1.781175;2.263192;1.844985;2.577332
2060;2.378457;3.131368;2.528838;2.016953;2.177269
2070;2.261209;2.688508;2.130284;2.353964;1.760478
2080;2.676853;1.519217;1.759296;2.451009;1.928023
2090;2.096812;2.192073;1.881668;1.604577;2.535122
2100;3.202180;1.831049;2.052868;1.540806;1.993169
2110;2.678141;2.116193;2.790126;2.445524;2.268608
2120;2.270952;1.465833;2.966773;1.711506;1.933895
2130;1.954276;1.650226;2.477386;3.103568;2.341817
2140;1.809030;2.269415;2.627670;2.207703;2.614383
2150;1.689703;1.813453;2.058113;2.476185;1.635651
2160;2.337600;1.588284;2.097348;1.738651;1.468297
2170;2.117401;1.774919;1.485778;2.493586;2.528616
2180;2.820944;2.676501;2.188610;1.840736;2.192984
2190;2.202045;2.063550;2.365257;2.244677;2.704287
2200;2.058016;1.211958;2.200444;1.785173;2.260978
2210;1.333599;2.358447;2.137038;2.467169;2.233541
2220;1.871503;1.304627;1.652831;2.195055;0.957977
2230;1.819910;2.366412;1.532765;1.883561;2.291576
2240;1.255639;2.016910;1.724147;1.719519;1.803158
2250;2.805449;2.518197;1.649876;1.879181;1.638285
2260;1.419446;2.122367;2.313888;2.576448;1.827229
2270;1.943390;1.884237;2.193697;1.415951;1.706186
2280;1.938007;2.138463;1.636791;2.561309;1.734484
2290;1.821973;1.783978;2.538992;2.176510;1.797389
2300;1.963745;2.282380;2.171771;1.683071;2.281848
2310;1.906129;1.520047;1.578512;1.984152;2.067905
2320;1.270567;1.735345;1.492461;2.225103;2.763723
2330;1.343331;1.841063;1.024938;1.873532;1.798002
2340;2.938610;2.260579;1.971172;1.671224;2.873079
2350;2.321131;2.090101;2.590187;2.245937;1.858107
2360;1.451048;1.261596;0.359478;2.058545;1.983366
2370;1.412508;1.180016;2.178206;1.447552;1.137391
2380;1.343259;1.102794;1.780804;2.790371;1.447221
2390;0.657127;1.794971;0.584668;1.348871;1.462400
2400;1.809630;1.039707;1.534812;1.561787;1.791945
2410;2.166735;2.123189;1.504292;2.459758;1.560260
2420;2.196490;1.997322;2.024133;2.009403;1.312098
2430;1.891004;1.675891;1.485070;1.071733;1.890083
2440;0.850828;1.959027;1.526905;1.716265;1.744878
2450;1.922466;1.874196;1.077063;1.218513;1.110896
2460;1.385589;2.825342;2.321220;1.852612;1.426966
2470;1.555600;1.269955;1.242771;1.362989;1.680263
2480;1.424141;1.533384;1.239142;1.734146;1.389747
2490;1.472987;1.935850;1.266879;1.739761;1.200201
2500;1.963494;1.692267;1.184902;1.585955;1.875799
2510;1.565442;2.216016;1.696446;1.907149;0.761148
2520;1.240545;1.886015;1.306719;1.408781;1.514939
2530;1.539824;1.498778;1.315482;1.859802;0.536271
2540;0.905428;1.661112;0.481870;1.455090;2.925799
2550;1.630531;1.296800;1.617654;1.287543;2.273951
2560;1.454032;1.478109;1.357439;1.643994;1.257383
2570;1.976283;1.805966;1.814550;1.558481;1.587779
2580;2.282142;1.493476;1.824977;1.687261;1.708811
2590;1.329500;1.529902;2.082915;1.019716;1.826125
2600;2.345277;1.273747;1.434474;1.431466;1.225303
2610;0.880485;0.818035;1.207100;1.277335;1.872210
2620;2.045656;1.138457;1.177084;1.101944;1.582311
2630;1.195256;1.945777;1.604908;2.073889;1.559053
2640;1.343628;2.201788;1.321260;1.889261;1.278261
2650;1.588569;1.242915;1.919685;1.604076;1.238431
2660;1.702992;1.611885;1.232817;1.221257;1.531567
2670;2.096840;1.045350;1.863704;1.811602;1.919200
2680;0.819604;1.519378;1.284464;1.923515;1.796132
2690;1.475499;1.689101;0.976696;1.731068;1.661753
2700;1.163009;1.557477;1.312111;1.274032;1.449844
2710;1.237871;1.076173;1.510627;1.521656;1.104538
2720;1.051343;0.833308;0.185911;1.278221;1.066861
2730;1.264157;1.333836;1.673324;1.126864;1.220420
2740;1.214696;0.476934;1.303260;1.026767;1.187080
2750;1.505143;1.293459;1.354016;1.460591;1.485574
2760;2.263771;0.851453;1.467052;2.039270;1.382870
2770;1.572482;1.109877;1.284649;1.111897;1.323644
2780;0.942756;0.868509;1.849643;0.569204;1.905715
2790;0.847459;1.529556;0.367514;1.413096;1.811670
2800;1.009506;1.016932;0.349806;1.444852;1.066209
2810;1.096520;1.033219;1.342530;0.999551;0.245924
2820;1.278614;1.215205;1.363821;1.163087;1.668202
2830;1.055322;1.030469;1.383926;0.962636;0.789120
2840;1.176966;1.257744;0.907104;0.654200;1.197366
2850;0.539696;1.077130;0.989534;1.499325;1.933884
2860;1.273928;1.136057;1.373434;1.769878;1.154112
2870;1.267580;1.085751;1.499526;1.272835;1.474465
2880;1.358787;0.212664;1.383960;1.815407;1.017393
2890;0.633045;1.344646;0.835866;1.034909;1.416740
2900;0.682310;1.617830;1.396112;1.224872;1.534217
2910;1.695657;2.476243;1.448401;1.524551;1.101605
2920;1.248608;1.138283;0.584226;1.098034;0.797912
2930;0.813690;0.575462;1.347686;1.939231;0.914484
2940;1.355801;0.566278;1.754682;1.521367;1.168105
2950;0.889948;1.314192;1.391112;1.315606;1.261527
2960;0.519494;0.570036;1.228401;1.036583;1.379722
2970;0.876618;1.302015;1.429929;0.598936;1.659034
2980;0.794933;1.862984;-0.042273;1.119531;0.907163
2990;1.373971;1.810326;0.780233;1.505884;1.263700
3000;1.373834;1.515161;0.734462;0.659859;0.227472
3010;0.639307;0.650678;1.129913;1.424865;1.157899
3020;1.916976;1.485709;0.568854;0.277165;0.469444
3030;0.800330;1.343361;1.684775;1.024285;1.079120
3040;1.194466;1.069495;1.323353;0.647271;0.680600
3050;1.122642;0.909202;1.316080;1.178009;0.603233
3060;1.667028;0.859968;1.423214;1.523051;1.074409
3070;1.087028;1.456233;0.225492;0.697147;1.017553
3080;0.441599;1.300619;1.209144;0.198346;1.407642
3090;1.672633;1.971542;0.550796;0.604096;1.575835
3100;1.141424;0.681951;1.331688;1.895101;1.063993
3110;1.878760;1.272485;1.051902;0.422352;2.012335
3120;0.959213;1.026409;0.791239;0.897499;0.680515
3130;1.170468;1.375571;1.537654;1.071701;0.978334
3140;0.562747;0.976963;1.369833;0.574361;1.276415
3150;-0.039258;0.755374;0.010803;0.174493;1.132840
3160;0.766967;1.160220;0.655546;0.380827;0.232712
3170;1.206648;0.634175;0.750440;1.255337;0.586581
3180;1.035818;1.072200;0.780823;1.094008;1.323329
3190;1.215227;0.308247;0.476697;0.970994;1.039059
3200;0.893742;1.151712;1.030521;0.113992;1.199099
3210;1.238375;1.232467;1.656948;0.879956;0.238121
3220;1.071711;0.176822;1.126546;0.955273;1.720549
3230;1.360543;0.007367;1.663888;1.026177;0.519588
3240;0.832062;0.710038;1.306390;1.018905;1.445160
3250;0.422931;0.190108;0.393249;1.981496;1.861049
3260;0.707294;0.758681;1.128944;0.583067;1.037291
3270;0.033962;0.549530;1.272622;0.846651;0.607771
3280;0.767222;1.470175;0.648167;1.433478;1.340490
3290;0.709167;0.187673;0.089415;1.106086;1.301069
3300;1.055580;1.396510;0.945932;0.647727;0.772770
3310;0.752831;1.774574;1.713635;0.682290;0.487217
3320;0.688342;0.750426;1.478868;1.100931;0.872481
3330;1.339692;1.257860;0.811603;1.744007;0.366790
3340;-0.005336;1.167712;1.248727;0.291576;0.623740
3350;0.538135;0.083995;0.923114;0.945926;0.797037
3360;1.351080;0.235296;0.936525;1.005309;1.403588
3370;0.413144;0.774867;0.989790;0.987650;0.292320
3380;0.971099;0.541771;0.411050;1.712366;1.041143
3390;0.782400;1.479355;1.606796;1.266064;1.121025
3400;0.768518;0.464852;1.241750;1.276410;0.662220
3410;0.350907;0.521092;0.473909;0.952050;0.918686
3420;1.990799;1.262784;0.136042;0.752939;1.002577
3430;0.913760;0.175215;1.086933;1.485155;0.527534
3440;1.204501;0.480109;0.734921;1.294721;0.279106
3450;0.759844;0.438253;0.356308;0.578123;1.424224
3460;1.318635;0.828464;0.613709;-0.118001;0.539026
3470;1.530465;0.474415;0.865103;0.924598;1.426572
3480;1.806472;1.235342;0.268148;1.061653;1.668961
3490;0.659967;0.216640;1.364807;1.308568;0.713284
3500;1.031936;0.696558;0.717586;0.699802;1.207326
3510;0.909664;0.121347;1.687426;0.895612;0.788730
3520;0.929280;1.209903;0.546644;0.927565;0.897223
3530;0.210815;1.054413;0.065339;0.505032;-0.406747
3540;1.050582;0.718104;0.907994;1.124233;0.820454
3550;1.423256;0.308369;-0.080061;0.892800;1.719557
3560;0.616672;1.872679;0.274638;0.312909;0.656197
3570;0.444399;1.827755;0.935216;0.767989;0.653126
3580;0.716655;0.132495;0.900619;1.098115;1.052119
3590;-0.095261;2.048432;0.712439;0.192814;0.935589
3600;0.451192;0.685003;0.427909;0.268540;1.761488
3610;0.468937;0.713085;1.324967;0.592165;0.097091
3620;1.242396;0.623746;0.658367;0.043290;0.844194
3630;1.081247;0.450124;1.031914;0.642709;0.476347
3640;1.167877;1.009410;0.325481;1.150994;-0.289730
3650;0.938020;0.793819;1.302357;1.487587;0.785868
3660;0.627880;0.542352;2.005381;0.483973;0.265863
3670;0.406391;0.963516;1.615380;0.777524;0.102399
3680;0.346296;1.467729;1.087800;0.671290;1.353308
3690;0.485187;1.008671;0.819226;-1.095607;0.420964
3700;-0.170445;1.146875;0.611238;0.548064;0.954984
3710;0.631119;1.096651;0.635171;0.570723;0.474394
3720;1.203484;0.163653;-0.001963;1.033856;1.204649
3730;0.827337;1.187807;1.348009;0.157850;0.031021
3740;-0.141316;1.620048;0.665984;1.583374;0.465650
3750;0.652430;0.447825;0.803325;-0.070858;0.317706
3760;0.292130;0.748640;0.850391;0.619907;0.054647
3770;0.150492;0.404370;0.819551;0.473814;0.270282
3780;0.761060;0.532091;0.901808;1.002727;0.718763
3790;0.428569;0.217644;1.172185;0.902736;-0.274753
3800;0.906646;1.036919;0.958787;-0.032925;1.439956
3810;1.647993;0.579139;1.105102;0.959324;0.601398
3820;0.720580;0.422779;0.258824;0.822712;1.051161
3830;1.309985;1.119357;0.475521;1.749645;0.605183
3840;0.125818;1.142646;0.647056;0.725276;1.448411
3850;0.457047;0.911067;1.562508;1.112117;0.342100
3860;1.189508;0.567575;0.264555;0.803254;0.715675
3870;1.401982;1.323633;0.822489;0.689956;0.035965
3880;1.182003;0.419411;1.069264;0.612345;1.041859
3890;0.617980;0.626709;0.316102;0.929466;1.480691
3900;0.910234;0.479856;0.364349;1.067187;0.451961
3910;1.140530;0.653484;0.955820;0.511739;0.207350
3920;0.978420;0.617952;0.871764;1.312541;0.263877
3930;0.165319;0.039808;0.546989;1.266096;0.719841
3940;1.265666;0.936450;1.095757;1.333475;0.515149
3950;0.563678;0.465129;1.003252;0.707602;0.454610
3960;0.322574;0.300214;0.856754;-0.100333;0.305314
3970;0.414435;0.673338;0.921970;0.697265;0.975713
3980;0.775399;1.525450;0.905218;1.015660;0.348017
3990;0.877103;1.302263;0.954832;0.639210;0.953159
4000;0.486454;0.508966;0.226572;0.559670;0.646353
4010;1.296349;0.900411;0.445323;0.649312;0.284546
4020;0.939160;0.467454;0.909677;0.971326;0.866600
4030;0.359834;0.365487;0.313735;0.174662;0.742066
4040;0.757926;0.778005;0.777016;1.505638;0.725062
4050;1.602507;0.771385;0.421689;1.211150;0.626933
4060;0.525317;0.881222;0.752093;1.067238;1.362280
4070;0.350532;0.061481;0.670760;0.883494;0.498260
4080;0.482178;1.116073;0.502216;0.163250;0.376151
4090;0.944592;0.813113;1.103930;0.572842;0.126511
4100;1.087493;0.537119;0.524551;0.576934;1.135361
