Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4490;0.053721;0.427207;0.123176;0.072986;0.134354
4500;-0.215534;0.092995;0.175228;0.129922;0.377691
4510;0.285467;0.486397;0.042538;0.123572;0.802552
4520;0.490569;0.574868;0.267153;0.398417;0.065921
4530;0.405928;0.220614;0.396537;0.083896;0.233712
4540;0.380669;0.542280;0.499675;0.014074;0.038389
4550;0.460325;-0.007545;0.389404;-0.147178;0.876880
4560;0.386326;0.703221;0.148482;0.896355;0.325823
4570;0.052539;0.308421;0.181511;0.133073;0.171605
4580;0.283173;0.348102;0.247569;0.331429;0.355457
4590;0.214477;0.763303;0.441928;0.232809;0.543948
4600;0.208953;0.468284;0.686191;0.271759;-0.341249
4610;0.197220;0.333424;0.232347;0.603839;0.488075
4620;-0.015462;0.115979;0.647593;0.447207;0.026882
4630;0.513496;0.398354;0.516586;0.347926;0.444480
4640;0.092124;0.359876;0.361787;0.836179;0.315797
4650;-0.057522;0.399397;0.578252;0.331624;0.120402
4660;-0.035894;-0.264075;0.287494;0.602044;0.136918
4670;0.436870;0.577800;0.506958;0.471471;0.355814
4680;0.289325;0.141695;0.230981;0.281193;0.688998
4690;0.998094;0.433178;0.278686;-0.113097;0.269376
4700;0.459073;0.217515;0.022217;0.430314;0.234192
4710;0.332232;0.056770;0.571156;-0.108554;0.643263
4720;0.887075;0.156968;0.480974;0.516662;0.509865
4730;0.232028;0.591516;0.247439;0.327602;0.381191
4740;0.171411;0.495087;-0.022209;-0.014043;0.565144
4750;0.291553;-0.040991;0.470344;0.388547;-0.122216
4760;0.497310;0.423041;0.768277;0.232303;0.535000
4770;0.332379;0.198026;-0.090113;0.571435;0.490366
4780;0.236968;0.510648;0.303479;0.168492;0.685035
4790;0.144126;0.480345;0.088257;0.567877;0.174893
4800;0.192444;0.653087;0.598073;0.320983;0.304915
4810;0.101530;-0.048554;0.216525;0.432494;0.480531
4820;-0.011141;-0.014497;-0.073654;-0.126333;0.575086
4830;0.092884;0.441350;-0.385012;0.512043;0.099921
4840;0.197470;0.120425;-0.029215;0.345648;0.240697
4850;0.379287;0.340268;-0.370937;0.220770;0.551941
4860;0.461138;0.345644;-0.062877;0.088033;-0.183845
4870;0.336154;0.376131;0.642046;0.409494;0.198506
4880;0.202545;0.257562;0.138454;0.007653;0.157579
4890;0.539037;0.308689;0.162734;0.615270;0.312664
4900;0.179592;0.403136;0.171557;0.162550;0.039696
4910;0.254056;0.249461;0.156274;0.388045;0.296658
4920;0.299908;0.450417;0.385339;0.054822;0.090296
4930;0.358576;0.177486;0.282783;0.378052;0.454935
4940;0.562320;0.356075;0.622914;0.150610;0.372032
4950;1.061469;0.560663;0.216602;0.107797;-0.191637
4960;0.076188;0.121593;0.073715;0.406094;0.153155
4970;0.489380;0.392424;0.666351;0.646497;0.745396
4980;0.387250;0.389878;0.657850;0.054210;0.467384
4990;0.413151;0.029587;0.414851;0.390114;-0.050005
5000;0.229829;0.449070;0.138395;-0.417495;0.801647
