Laser Delay [ns];TA [mOD]
-400;-0.316179
-390;-0.081479
-380;-0.484874
-370;-0.118126
-360;-0.533066
-350;-0.205573
-340;-0.376021
-330;-0.182116
-320;-0.305438
-310;-0.289613
-300;-0.069264
-290;-0.389648
-280;-0.211785
-270;-0.273382
-260;-0.096235
-250;-0.434665
-240;-0.373547
-230;-0.433951
-220;-0.423922
-210;-0.221845
-200;-0.409200
-190;-0.207830
-180;-0.364145
-170;0.134790
-160;-0.243872
-150;-0.132367
-140;-0.274782
-130;-0.390422
-120;-0.403922
-110;-0.230026
-100;-0.287779
-90;0.069109
-80;0.074325
-70;-0.287069
-60;-0.193918
-50;-0.404635
-40;-0.402733
-30;0.391112
-20;1.305385
-10;2.455077
0;4.483998
10;5.147274
20;6.487929
30;7.869267
40;9.574918
50;10.518411
60;11.945534
70;13.096746
80;14.270485
90;15.642638
100;16.105302
110;16.361902
120;16.343815
130;15.896417
140;15.848441
150;15.688971
160;15.412864
170;15.550657
180;14.944169
190;15.056208
200;14.879400
210;14.628568
220;14.274097
230;13.958968
240;13.989452
250;13.781345
260;13.655516
270;13.511519
280;13.302880
290;13.096301
300;13.016487
310;12.684287
320;12.556445
330;12.707491
340;12.131329
350;12.238467
360;11.868366
370;12.163690
380;11.497677
390;11.527265
400;11.198912
410;10.951828
420;11.125055
430;10.999134
440;10.806279
450;10.647279
460;10.339510
470;10.446661
480;10.174617
490;10.140224
500;9.938652
510;9.840305
520;9.545958
530;9.480838
540;9.575344
550;9.149345
560;9.358010
570;9.246175
580;8.766021
590;9.052683
600;8.783769
610;8.657571
620;8.420422
630;8.578089
640;8.327004
650;8.347063
660;7.985409
670;7.800713
680;7.959502
690;7.597757
700;7.576077
710;7.628652
720;7.542655
730;7.664531
740;7.197659
750;7.035380
760;7.083466
770;7.363179
780;6.898078
790;6.780924
800;6.723321
810;6.497472
820;6.736104
830;6.794207
840;6.096427
850;6.373658
860;6.332843
870;5.952253
880;6.349716
890;5.972898
900;5.824277
910;6.217554
920;5.621966
930;5.766755
940;6.120006
950;5.794264
960;5.711707
970;5.486824
980;5.382537
990;5.639030
1000;5.530134
1010;5.434997
1020;5.376972
1030;5.204879
1040;5.164621
1050;5.159661
1060;5.243325
1070;5.162023
1080;4.831366
1090;4.852175
1100;4.734987
1110;4.987873
1120;4.573609
1130;4.628436
1140;4.638745
1150;4.625333
1160;4.360251
1170;4.461104
1180;4.584151
1190;4.232729
1200;4.321055
1210;4.202425
1220;3.974206
1230;4.292533
1240;4.083301
1250;3.920512
1260;4.080050
1270;4.058421
1280;3.995188
1290;4.124642
1300;3.770746
1310;3.514749
1320;3.885076
1330;3.554560
1340;3.872038
1350;3.906596
1360;3.842410
1370;3.686498
1380;3.582902
1390;3.617030
1400;3.437261
1410;3.490552
1420;3.147857
1430;3.327617
1440;3.354631
1450;3.375515
1460;3.381149
1470;3.410567
1480;3.154863
1490;3.375492
1500;3.460608
1510;3.281865
1520;3.130940
1530;3.212829
1540;3.070905
1550;3.203899
1560;3.061806
1570;3.084320
1580;3.278491
1590;3.097588
1600;2.934840
1610;2.723262
1620;3.237543
1630;2.638370
1640;2.878650
1650;3.026425
1660;2.658443
1670;2.891722
1680;2.736605
1690;2.970396
1700;2.549257
1710;2.441311
1720;2.541212
1730;2.688939
1740;2.577117
1750;2.648579
1760;2.755592
1770;2.346261
1780;2.708308
1790;2.332067
1800;2.529275
1810;2.818510
1820;2.469253
1830;2.531476
1840;2.580306
1850;2.204967
1860;2.508915
1870;2.472197
1880;2.443511
1890;2.589756
1900;2.009762
1910;2.182829
1920;2.278903
1930;2.624293
1940;2.058564
1950;2.635583
1960;2.382920
1970;2.299707
1980;2.140157
1990;2.284682
2000;2.290871
2010;1.884888
2020;2.263910
2030;2.320748
2040;2.011496
2050;2.106971
2060;2.127656
2070;2.128318
2080;1.890428
2090;2.161736
2100;1.989275
2110;2.171890
2120;2.236406
2130;1.986385
2140;2.025840
2150;1.908188
2160;1.963694
2170;1.874005
2180;2.118030
2190;1.831096
2200;1.901385
2210;2.059969
2220;1.959683
2230;1.862337
2240;1.975113
2250;1.866445
2260;2.037043
2270;2.064183
2280;1.965935
2290;1.841888
2300;2.009023
2310;1.972834
2320;1.626078
2330;1.785798
2340;1.990593
2350;1.837286
2360;1.843233
2370;1.993449
2380;1.813232
2390;1.789331
2400;1.998443
2410;1.820363
2420;1.624123
2430;1.893631
2440;1.836260
2450;1.829992
2460;1.608716
2470;1.794755
2480;1.722099
2490;1.615406
2500;1.819625
2510;1.456277
2520;1.824144
2530;1.608070
2540;1.970396
2550;1.652031
2560;1.764511
2570;1.865362
2580;1.901541
2590;1.789557
2600;1.576208
2610;1.740134
2620;1.695705
2630;1.699668
2640;1.630093
2650;1.753827
2660;1.490716
2670;1.559990
2680;1.720124
2690;1.603121
2700;1.761396
2710;1.624455
2720;1.847938
2730;1.675055
2740;1.725959
2750;1.494642
2760;1.918434
2770;1.847460
2780;1.537767
2790;1.636343
2800;1.802779
2810;1.349057
2820;1.457635
2830;1.401047
2840;1.580254
2850;1.563701
2860;1.549780
2870;1.657864
2880;1.804787
2890;1.563656
2900;1.623540
2910;1.693490
2920;1.523048
2930;1.276391
2940;1.477646
2950;1.639215
2960;1.527896
2970;1.693146
2980;1.679876
2990;1.614220
3000;1.476321
3010;1.520051
3020;1.554134
3030;1.441679
3040;1.540516
3050;1.520895
3060;1.552929
3070;1.517523
3080;1.543236
3090;1.719575
3100;1.582337
3110;1.476523
3120;1.560292
3130;1.658524
3140;1.685485
3150;1.372489
3160;1.581773
3170;1.668087
3180;1.649340
3190;1.443933
3200;1.349684
3210;1.650639
3220;1.246927
3230;1.392183
3240;1.657948
3250;1.486278
3260;1.468051
3270;1.750829
3280;1.715267
3290;1.504791
3300;1.665154
3310;1.566591
3320;1.391485
3330;1.666675
3340;1.474520
3350;1.696144
3360;1.611120
3370;1.535007
3380;1.589615
3390;1.500110
3400;1.154584
3410;1.433177
3420;1.551113
3430;1.483157
3440;1.575423
3450;1.586543
3460;1.456607
3470;1.326337
3480;1.267685
3490;1.543699
3500;1.228771
3510;1.189466
3520;1.495300
3530;1.555438
3540;1.533073
3550;1.428406
3560;1.741211
3570;1.168855
3580;1.279761
3590;1.816546
3600;1.691962
3610;1.596615
3620;1.704790
3630;1.403391
3640;1.615455
3650;1.223918
3660;1.510329
3670;1.458126
3680;1.575042
3690;1.399173
3700;1.322806
3710;1.413685
3720;1.599197
3730;1.418043
3740;1.699450
3750;1.271872
3760;1.702852
3770;1.566710
3780;1.179543
3790;1.762461
3800;1.555632
3810;1.235549
3820;1.560648
3830;1.512701
3840;1.324552
3850;1.412256
3860;1.653306
3870;1.477721
3880;1.589717
3890;1.409233
3900;1.420833
3910;1.530957
3920;1.292945
3930;1.462031
3940;1.408540
3950;1.326123
3960;1.256175
3970;1.251587
3980;1.403078
3990;1.376211
4000;1.482687
4010;1.265327
4020;1.270358
4030;1.346819
4040;1.210029
4050;1.275340
4060;1.583390
4070;1.220829
4080;1.386431
4090;1.470463
4100;1.157908
4110;1.611106
4120;1.509838
4130;1.594994
4140;1.394824
4150;1.162888
4160;1.313066
4170;1.424335
4180;1.157030
4190;1.351358
4200;1.390643
4210;1.375449
4220;1.182604
4230;1.487250
4240;1.409312
4250;1.347325
4260;1.589751
4270;1.558084
4280;1.339812
4290;1.439498
4300;1.548340
4310;1.644613
4320;1.225278
4330;1.739601
4340;1.282708
4350;1.293866
4360;1.379778
4370;1.425404
4380;1.562973
4390;1.667680
4400;1.427971
4410;1.493325
4420;1.591730
4430;1.701574
4440;1.550812
4450;1.502099
4460;1.622186
4470;1.341419
4480;1.439887
4490;1.477361
4500;1.394825
4510;1.461265
4520;1.204628
4530;1.357675
4540;1.391524
4550;1.136460
4560;1.456264
4570;1.294280
4580;1.427248
4590;1.339187
4600;1.691124
4610;1.476284
4620;1.391702
4630;1.305777
4640;1.481049
4650;1.141091
4660;1.636184
4670;1.637674
4680;1.404376
4690;1.523128
4700;1.284784
4710;1.430167
4720;1.609956
4730;1.576801
4740;1.560898
