Laser Delay [ns];TA [mOD]
-400;-0.414044
-390;0.217112
-380;0.082039
-370;-0.193898
-360;0.105140
-350;-0.493310
-340;0.180063
-330;-0.363748
-320;-0.335683
-310;-0.252498
-300;-0.378094
-290;0.051569
-280;-0.117121
-270;-0.148186
-260;-0.299919
-250;-0.083400
-240;0.478293
-230;0.241278
-220;-0.352540
-210;-0.451161
-200;-0.162290
-190;-0.112648
-180;-0.007431
-170;-0.419041
-160;-0.119100
-150;0.059051
-140;-0.461536
-130;-0.409688
-120;-0.003910
-110;0.048159
-100;0.072806
-90;-0.261307
-80;-0.477314
-70;0.435822
-60;-0.260875
-50;-0.114907
-40;0.029261
-30;-0.245666
-20;0.615287
-10;1.769731
0;4.475470
10;7.136910
20;10.817542
30;12.385786
40;14.955861
50;18.282513
60;20.481921
70;23.089021
80;25.395031
90;28.300157
100;30.710492
110;32.614706
120;33.331412
130;32.660892
140;32.222859
150;31.421602
160;31.319471
170;31.094624
180;30.435718
190;30.219272
200;30.973471
210;29.669853
220;29.424757
230;29.280650
240;28.973737
250;28.380060
260;28.592039
270;28.473276
280;27.925740
290;27.423849
300;26.928886
310;26.951876
320;26.188298
330;26.100020
340;25.707415
350;26.067981
360;25.554695
370;24.989288
380;24.946476
390;24.430507
400;24.527381
410;23.892269
420;24.346410
430;23.501782
440;23.120562
450;22.670324
460;22.895654
470;23.106283
480;22.770077
490;22.340130
500;22.110165
510;21.770403
520;21.917801
530;21.183006
540;21.382888
550;20.866585
560;20.398024
570;20.280815
580;20.335855
590;19.425224
600;19.797827
610;19.507372
620;19.221106
630;18.602457
640;18.859103
650;18.990959
660;18.077735
670;18.133685
680;17.934969
690;18.123076
700;17.341924
710;17.920898
720;16.907657
730;16.973099
740;16.947442
750;16.449863
760;15.892581
770;16.678458
780;16.372981
790;16.076998
800;15.911084
810;15.148272
820;15.478538
830;14.869483
840;15.252293
850;15.231137
860;14.842535
870;14.581895
880;15.088719
890;14.384859
900;14.205582
910;14.530031
920;13.898190
930;13.698569
940;14.028721
950;13.757752
960;13.339258
970;13.407914
980;13.310295
990;13.428333
1000;13.253128
1010;12.630120
1020;12.594729
1030;12.706541
1040;12.424566
1050;12.360079
1060;12.016781
1070;11.863243
1080;11.335054
1090;11.357818
1100;11.864854
1110;11.155593
1120;11.006071
1130;10.968715
1140;11.492019
1150;10.542228
1160;10.467521
1170;9.640437
1180;11.186995
1190;10.205910
1200;10.488391
1210;10.392591
1220;9.733700
1230;9.845281
1240;9.699979
1250;9.893327
1260;8.966227
1270;10.086138
1280;9.612761
1290;9.583249
1300;9.281759
1310;8.880332
1320;8.855914
1330;9.217265
1340;8.810286
1350;9.033862
1360;9.046818
1370;8.222077
1380;8.132779
1390;7.939872
1400;7.885401
1410;8.768940
1420;7.559417
1430;8.519190
1440;7.312306
1450;7.789331
1460;8.057132
1470;7.014504
1480;7.225665
1490;7.896174
1500;7.329222
1510;7.397925
1520;7.802135
1530;7.095685
1540;7.097786
1550;7.576665
1560;7.274403
1570;6.767225
1580;6.644480
1590;6.911605
1600;6.613977
1610;6.317092
1620;6.941296
1630;6.964624
1640;6.167732
1650;6.291141
1660;6.010920
1670;6.299996
1680;6.914158
1690;5.718434
1700;5.897909
1710;5.398052
1720;6.167303
1730;5.717961
1740;5.492552
1750;6.261447
1760;5.627094
1770;5.017614
1780;5.627915
1790;5.610674
1800;5.212962
1810;5.663334
1820;4.936801
1830;5.163595
1840;4.099701
1850;5.080191
1860;4.901160
1870;5.674168
1880;5.013820
1890;4.653094
1900;4.852003
1910;5.299794
1920;5.003667
1930;4.682875
1940;4.655772
1950;4.587554
1960;4.239203
1970;4.266130
1980;4.144085
1990;4.338806
2000;4.466242
2010;3.840918
2020;4.012667
2030;3.927924
2040;4.650145
2050;4.526745
2060;4.360945
2070;4.058124
2080;3.920790
2090;4.312443
2100;3.260149
2110;4.198476
2120;4.278075
2130;3.929028
2140;3.849845
2150;3.722905
2160;3.045045
2170;3.857144
2180;3.387528
2190;3.716407
2200;3.287308
2210;3.461997
2220;3.683425
2230;3.641825
2240;3.860978
2250;2.972410
2260;3.006401
2270;3.445269
2280;3.461537
2290;2.715284
2300;3.566497
2310;3.233876
2320;3.080605
2330;3.700773
2340;2.947345
2350;3.059562
2360;3.181916
2370;2.588843
2380;2.949522
2390;3.095760
2400;3.065488
2410;3.154791
2420;2.850440
2430;2.800046
2440;2.936765
2450;3.338409
2460;2.682424
2470;2.552154
2480;3.082013
2490;3.112125
2500;2.672381
2510;2.892359
2520;1.652175
2530;2.382470
2540;2.555883
2550;2.257441
2560;2.195257
2570;2.763659
2580;1.934389
2590;2.557336
2600;2.172413
2610;2.203351
2620;2.273983
2630;1.460273
2640;1.761969
2650;2.220120
2660;1.875930
2670;2.653284
2680;1.857962
2690;1.848060
2700;2.701212
2710;2.036175
2720;2.300950
2730;2.512833
2740;1.980588
2750;1.810623
2760;1.459892
2770;2.153550
2780;1.915324
2790;1.603849
2800;1.750587
2810;1.945963
2820;1.856629
2830;1.268130
2840;1.729708
2850;2.098294
2860;1.631523
2870;1.854121
2880;1.664133
2890;2.048892
2900;1.884332
2910;1.604065
2920;1.481395
2930;1.497337
2940;1.485799
2950;1.863581
2960;2.012778
2970;1.409482
2980;1.300665
2990;1.353229
3000;1.430382
3010;1.761721
3020;0.585848
3030;1.012965
3040;1.078797
3050;1.835127
3060;1.748114
3070;1.925274
3080;1.022271
3090;1.464612
3100;1.617949
3110;1.293198
3120;1.335833
3130;1.398328
3140;1.798989
3150;1.260245
