Laser Delay [ns];TA [mOD]
3160;1.390366
3170;1.565910
3180;2.197590
3190;1.603667
3200;1.157771
3210;1.276551
3220;0.929517
3230;0.998887
3240;1.579190
3250;1.393340
3260;1.541884
3270;1.103720
3280;0.843648
3290;0.581753
3300;0.816038
3310;1.662276
3320;0.790412
3330;0.909221
3340;0.634050
3350;1.187605
3360;0.822835
3370;1.032223
3380;0.934651
3390;1.054028
3400;1.005323
3410;1.442460
3420;0.805256
3430;0.169163
3440;0.337102
3450;1.252417
3460;1.095271
3470;0.212597
3480;1.220441
3490;0.395276
3500;0.396335
3510;0.528866
3520;0.993693
3530;0.578346
3540;0.306008
3550;1.119492
3560;1.199291
3570;1.455917
3580;0.719642
3590;0.997496
3600;0.762281
3610;0.913620
3620;0.819905
3630;0.272077
3640;0.658986
3650;0.483903
3660;0.313424
3670;0.973641
3680;1.036451
3690;0.768561
3700;1.320923
3710;0.709448
3720;0.817204
3730;0.336603
3740;1.272608
3750;0.403871
3760;0.753095
3770;0.820940
3780;1.099955
3790;0.382511
3800;1.056654
3810;0.584576
3820;0.708294
3830;0.855209
3840;0.262982
3850;0.504126
3860;1.058340
3870;0.270376
3880;0.678063
3890;0.375944
3900;0.848232
3910;0.878457
3920;0.406758
3930;0.866860
3940;0.453477
3950;0.758393
3960;0.792498
3970;0.513222
3980;0.611246
3990;0.918976
4000;0.214143
4010;0.312899
4020;1.234058
4030;1.031615
4040;0.462538
4050;0.799312
4060;0.145448
4070;0.527441
4080;0.215302
4090;0.558093
4100;0.623243
4110;0.509244
4120;0.563153
4130;0.738400
4140;0.595222
4150;0.252164
4160;0.436835
4170;0.357322
4180;0.954917
4190;0.610797
4200;0.935537
4210;-0.349741
4220;0.162834
4230;0.745558
4240;0.037534
4250;0.734083
4260;0.880468
4270;0.904798
4280;-0.011501
4290;0.876832
4300;0.728657
4310;-0.377100
4320;-0.202686
4330;0.283642
4340;-0.345810
4350;0.223250
4360;0.507795
4370;-0.231987
4380;0.347516
4390;0.210903
4400;-0.228883
4410;0.284195
4420;0.019011
4430;0.333861
4440;-0.002803
4450;0.337548
4460;0.161358
4470;0.295946
4480;0.520370
4490;0.371178
4500;0.080163
4510;0.864958
4520;0.037082
4530;0.127999
4540;0.750163
4550;0.925446
4560;-0.016744
4570;0.350332
4580;0.631219
4590;0.593118
4600;0.273557
4610;0.266397
4620;0.704020
4630;-0.366169
4640;0.153223
4650;0.326416
4660;-0.178317
4670;-0.310992
4680;0.376499
4690;-0.200845
4700;-0.037561
4710;0.470699
4720;0.517949
4730;0.687657
4740;0.166377
4750;0.451844
4760;0.214851
4770;0.424355
4780;0.143259
4790;-0.426010
4800;0.344510
4810;0.723347
4820;-0.426270
4830;0.064872
4840;0.486719
4850;0.176151
4860;-0.202219
4870;0.589018
4880;0.219798
4890;0.600126
4900;0.351742
4910;0.010762
4920;0.634701
4930;0.160409
4940;0.495390
4950;0.466665
4960;0.618868
4970;-0.189122
4980;0.472340
4990;-0.163923
5000;0.018203
