Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
-400;-0.315364;0.144850;-0.464800;-0.327791;-0.617789
-390;-0.285470;0.153606;-0.357572;0.184096;-0.102052
-380;-0.324128;-0.502316;-0.087986;-0.770709;-0.739230
-370;0.099028;0.011746;0.004423;0.173272;-0.879100
-360;0.086562;-0.756547;-0.188609;-0.948041;-0.858697
-350;-0.533984;-0.320320;0.149892;-0.556144;0.232689
-340;-0.360700;-0.338796;-0.665151;-0.006892;-0.508568
-330;-0.192814;0.121205;-0.401587;-0.163482;-0.273904
-320;-0.086340;0.049396;-0.295279;-0.975991;-0.218974
-310;-0.432149;-0.379056;-0.225565;-0.232787;-0.178509
-300;-0.157915;-0.040110;-0.043195;0.084675;-0.189774
-290;-0.617313;-0.209366;-0.327538;-0.294051;-0.499971
-280;0.314664;-0.480304;0.261607;-0.534782;-0.620109
-270;0.032692;0.005866;-0.597989;-0.658234;-0.149244
-260;-0.197130;0.033239;0.454235;-0.314029;-0.457490
-250;-0.672007;-0.504635;-0.000491;-0.903597;-0.092592
-240;-0.027909;-0.586379;-0.268557;-0.053664;-0.931226
-230;-0.772365;-0.474158;-0.288793;-0.039879;-0.594561
-220;-0.021178;-0.333928;-0.905728;-0.619746;-0.239027
-210;-0.461386;-0.084568;-0.490248;0.111729;-0.184752
-200;-0.542504;-0.300610;-0.429735;-0.096528;-0.676624
-190;-0.461256;0.474168;-0.329946;-0.304457;-0.417658
-180;-0.780801;-0.004403;-0.504158;-0.513134;-0.018230
-170;0.215924;-0.128115;-0.209073;-0.110251;0.905465
-160;-0.152314;-0.277038;-0.876507;-0.172731;0.259233
-150;0.272080;-0.398960;0.229593;-0.193465;-0.571084
-140;0.106608;-0.553321;-0.352150;-0.154049;-0.421000
-130;-0.344337;-0.335674;-0.468290;-0.316616;-0.487190
-120;-0.271457;-0.311705;-0.713051;-0.143790;-0.579605
-110;-0.076237;0.215034;-0.263432;-0.592828;-0.432668
-100;-0.287828;-0.528061;0.069677;-0.543361;-0.149324
-90;-0.294781;0.214106;0.448995;0.496489;-0.519263
-80;0.686257;0.360340;-0.494619;0.066912;-0.247265
-70;-0.499965;-0.361702;-0.166333;-0.189511;-0.217832
-60;0.106210;-0.367374;0.135928;-0.406089;-0.438265
-50;-0.328625;-0.359825;-0.102637;-0.569431;-0.662654
-40;-0.091736;-0.738981;-0.866206;-0.205346;-0.111395
-30;0.040065;0.149255;0.281428;0.207373;1.277436
-20;1.499209;1.106815;1.743000;0.891047;1.286855
-10;2.502159;2.421854;1.907223;2.720206;2.723945
0;4.859011;4.592845;4.185868;4.142770;4.639496
10;5.231700;5.196737;5.153148;5.194846;4.959939
20;6.304072;6.569552;6.382298;6.691110;6.492613
30;7.618073;7.905509;8.327803;7.619183;7.875768
40;9.307781;9.705421;9.348637;9.613089;9.899662
50;11.003468;10.287769;10.539950;10.760416;10.000450
60;12.512775;12.167654;11.891549;11.624577;11.531117
70;13.728051;13.337510;12.748336;12.804826;12.865006
80;14.255440;14.668818;14.312876;14.269951;13.845339
90;15.555780;15.502240;15.855610;15.636095;15.663465
100;16.639897;16.091193;16.263671;15.994348;15.537403
110;16.539738;16.425242;16.288193;16.439053;16.117283
120;16.096688;16.858837;16.239410;16.467490;16.056649
130;16.383702;16.127149;16.307589;15.064281;15.599366
140;16.731691;15.253577;16.385532;15.475091;15.396316
