316,0.9097
317,0.9037
318,0.8959
319,0.8929
320,0.8908
321,0.8903
322,0.8866
323,0.8841
324,0.8848
325,0.8869
326,0.8861
327,0.8860
328,0.8884
329,0.8941
330,0.8965
331,0.8993
332,0.9048
333,0.9100
334,0.9109
335,0.9111
336,0.9125
337,0.9196
338,0.9248
339,0.9285
340,0.9335
341,0.9390
342,0.9413
343,0.9423
344,0.9438
345,0.9444
346,0.9481
347,0.9535
348,0.9553
349,0.9557
350,0.9566
351,0.9569
352,0.9559
353,0.9560
354,0.9615
355,0.9666
356,0.9659
357,0.9593
358,0.9528
359,0.9507
360,0.9498
361,0.9481
362,0.9469
363,0.9471
364,0.9484
365,0.9489
366,0.9491
367,0.9462
368,0.9386
369,0.9339
370,0.9269
371,0.9216
372,0.9184
373,0.9145
374,0.9166
375,0.9130
376,0.9111
377,0.9129
378,0.9124
379,0.9131
380,0.9122
381,0.9107
382,0.9125
383,0.9161
384,0.9164
385,0.9120
386,0.9063
387,0.9064
388,0.9065
389,0.9113
390,0.9125
391,0.9141
392,0.9124
393,0.9125
394,0.9161
395,0.9187
396,0.9179
397,0.9137
398,0.9136
399,0.9188
400,0.9232
401,0.9257
402,0.9282
403,0.9327
404,0.9371
405,0.9372
406,0.9318
407,0.9279
408,0.9362
409,0.9408
410,0.9426
411,0.9445
412,0.9433
413,0.9418
414,0.9410
415,0.9387
416,0.9403
417,0.9390
418,0.9410
419,0.9487
420,0.9563
421,0.9600
422,0.9624
423,0.9631
424,0.9634
425,0.9634
426,0.9674
427,0.9693
428,0.9677
429,0.9654
430,0.9616
431,0.9571
432,0.9547
433,0.9581
434,0.9602
435,0.9608
436,0.9625
437,0.9557
438,0.9525
439,0.9513
440,0.9444
441,0.9428
442,0.9438
443,0.9431
444,0.9417
445,0.9398
446,0.9377
447,0.9323
448,0.9327
449,0.9351
