70_140_wo_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
11:15:58
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	28565.817
586.124	28129.942
586.252	28164.567
586.380	28150.577
586.508	28261.500
586.637	28424.240
586.765	28392.356
586.893	28539.519
587.021	28554.635
587.149	28663.558
587.277	28728.712
587.405	28689.298
587.533	28865.067
587.662	28910.490
587.790	28909.019
587.918	28869.683
588.046	28873.702
588.174	28954.442
588.302	29012.846
588.430	29081.538
588.558	29013.221
588.687	29068.202
588.815	29103.423
588.943	28992.933
589.071	29111.740
589.199	29133.385
589.327	29149.154
589.455	29121.750
589.583	29088.462
589.712	29099.471
589.840	29051.615
589.968	29087.413
590.096	29177.875
590.224	29208.519
590.352	29293.500
590.480	29205.163
590.608	29158.337
590.737	29197.865
590.865	29220.471
590.993	29147.721
591.121	29169.490
591.249	29177.019
591.377	29244.394
591.505	29321.327
591.633	29230.644
591.762	29290.548
591.890	29311.462
592.018	29349.058
592.146	29410.183
592.274	29356.269
592.402	29357.260
592.530	29537.817
592.658	29490.663
592.787	29512.808
592.915	29613.115
593.043	29528.635
593.171	29675.029
593.299	29667.115
593.427	29644.606
593.555	29771.202
593.683	29788.250
593.812	29822.567
593.940	29918.433
594.068	29969.010
594.196	29979.317
594.324	30090.933
594.452	30318.413
594.580	30266.913
594.708	30366.404
594.837	30346.875
594.965	30512.548
595.093	30584.913
595.221	30710.962
595.349	30748.269
595.477	30766.942
595.605	30867.202
595.733	30889.500
595.862	30995.240
595.990	31021.769
596.118	31059.952
596.246	31191.846
596.374	31187.625
596.502	31301.385
596.630	31323.442
596.758	31317.567
596.887	31427.096
597.015	31459.548
597.143	31505.827
597.271	31457.798
597.399	31665.712
597.527	31571.750
597.655	31563.240
597.783	31667.596
597.912	31594.240
598.040	31692.596
598.168	31688.250
598.296	31603.231
598.424	31777.846
598.552	31619.212
598.680	31640.413
598.808	31765.356
598.937	31668.481
599.065	31687.413
599.193	31700.856
599.321	31702.971
599.449	31647.192
599.577	31610.183
599.705	31625.442
599.833	31550.808
599.962	31569.769
600.090	31616.596
600.218	31584.856
600.346	31658.096
600.474	31621.337
600.602	31543.231
600.730	31610.173
600.858	31674.471
600.987	31778.788
601.115	31673.606
601.243	31750.356
601.371	31787.837
601.499	31787.548
601.627	31950.760
601.755	31907.538
601.883	31931.000
602.012	31877.163
602.140	31995.442
602.268	32005.529
602.396	32221.173
602.524	32224.029
602.652	32405.779
602.780	32369.106
602.908	32479.596
603.037	32663.721
603.165	32688.433
603.293	32778.385
603.421	32859.529
603.549	32920.538
603.677	32984.240
603.805	33154.452
603.933	33254.221
604.062	33421.038
604.190	33527.721
604.318	33577.654
604.446	33670.769
604.574	33801.538
604.702	33803.981
604.830	33984.760
604.958	33989.731
605.087	34150.923
605.215	34404.510
605.343	34463.654
605.471	34512.673
605.599	34559.202
605.727	34794.433
605.855	34845.067
605.983	34925.250
606.112	35016.721
606.240	35047.615
606.368	35089.163
606.496	35168.904
606.624	35280.452
606.752	35252.683
606.880	35387.827
607.008	35404.058
607.137	35432.365
607.265	35532.990
607.393	35567.010
607.521	35690.702
607.649	35651.106
