70_100_0_Pol_at_750.00nm_cut_at_1179.00Y_01.dat
03.07.2023
10:47:41
cut middle at Y: 1179.00
top cursor: 1231 down cursor: 1127 mean of: 104 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
585.996	12294.702
586.124	12106.077
586.252	12093.798
586.380	12092.087
586.508	12142.971
586.637	12267.865
586.765	12200.317
586.893	12210.788
587.021	12247.058
587.149	12258.010
587.277	12318.135
587.405	12301.154
587.533	12371.173
587.662	12404.827
587.790	12351.221
587.918	12357.779
588.046	12327.144
588.174	12346.712
588.302	12374.173
588.430	12355.240
588.558	12375.298
588.687	12367.837
588.815	12344.606
588.943	12356.865
589.071	12358.885
589.199	12372.154
589.327	12355.942
589.455	12407.288
589.583	12347.923
589.712	12350.423
589.840	12290.702
589.968	12332.135
590.096	12328.837
590.224	12298.288
590.352	12383.596
590.480	12301.933
590.608	12311.615
590.737	12324.731
590.865	12409.779
590.993	12287.231
591.121	12274.413
591.249	12294.962
591.377	12314.375
591.505	12398.471
591.633	12318.115
591.762	12341.596
591.890	12300.731
592.018	12411.567
592.146	12337.442
592.274	12339.240
592.402	12333.385
592.530	12535.010
592.658	12431.769
592.787	12426.135
592.915	12455.567
593.043	12361.250
593.171	12455.625
593.299	12402.163
593.427	12397.962
593.555	12459.337
593.683	12482.106
593.812	12493.635
593.940	12464.404
594.068	12502.452
594.196	12483.500
594.324	12558.192
594.452	12711.250
594.580	12616.529
594.708	12666.875
594.837	12640.817
594.965	12744.606
595.093	12691.837
595.221	12770.817
595.349	12772.519
595.477	12783.942
595.605	12807.538
595.733	12824.913
595.862	12860.308
595.990	12844.452
596.118	12914.173
596.246	12951.231
596.374	12855.212
596.502	12920.702
596.630	12932.279
596.758	12938.231
596.887	12958.644
597.015	12937.125
597.143	12978.365
597.271	12978.183
597.399	13036.567
597.527	12984.904
597.655	13019.452
597.783	13045.202
597.912	13030.490
598.040	13017.308
598.168	13001.500
598.296	12945.673
598.424	13161.260
598.552	12956.663
598.680	12996.471
598.808	13070.452
598.937	12953.952
599.065	12959.183
599.193	13039.712
599.321	13013.663
599.449	12986.615
