lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
725.012,169.515,97.629,446.206,405.907,332.67,308.072,303.402,267.093,220.165,237.144,268.742,273.072,288.299,325.206,308.979,303.505,244.979,261.289
725.14,165.567,96.99,443.258,405.247,328.443,305.546,303.371,268.691,220.897,234.361,266.639,268.979,287.639,325.351,306.031,303.918,246.866,262.082
725.268,170.093,99.526,446.66,399.041,335.392,314.784,307.701,269.928,225.495,238.845,272.165,269.247,289.351,327.031,312.474,308.619,246.711,266.103
725.396,164.371,98.763,439.711,393.784,321.897,305.041,297.165,266.814,224.804,234.454,267.268,273.887,288.804,319.536,308.216,295.897,242.845,261.433
725.524,166.546,98.629,442.443,399.412,329.464,305.062,303.113,269.639,224.33,231.99,272.082,273.701,291.639,322.907,306.67,299.701,240.784,257.649
725.652,168.959,97.722,435.381,393.268,322.351,301.258,302.124,261.691,220.052,231.227,264.753,264.485,286.474,317.505,306.515,297.34,236.918,254.402
725.78,165.392,97.402,431.361,393.443,324.557,305.649,295.691,259.649,222.062,228.485,264.021,267.629,285.392,317.175,302.835,294.103,237.34,255.144
725.908,166.144,97.804,433.299,392.381,324.01,295.701,292.062,262.454,217.876,227.938,257.598,263.928,283.361,322.856,304.289,295.443,238.031,254.66
726.037,162.887,97.103,430.691,396.299,321.753,298.412,295.845,258.186,212.289,225.144,262.711,264.289,281.031,318.701,300.351,292.567,236.433,248.918
726.165,163.67,98.732,433.32,386.237,321.402,298.113,296.66,265.113,213.278,228.34,263.711,264.505,281.742,313.979,297.639,293.845,237.691,253.103
726.293,162.381,97.392,427.969,390.959,322.113,298.907,294.165,260.371,215.722,221.773,254.794,260.289,275.814,314.206,300.897,293.454,233.237,247.938
726.421,164.289,98.299,431.454,389.773,322.103,296.34,292.103,257.928,217.289,227.969,258.33,264.165,276.887,308.546,302.361,293.052,235.381,250.041
726.549,164.773,98.619,428.268,385.959,319.124,296.0,292.474,259.866,210.732,227.268,261.68,265.247,287.237,314.072,304.299,294.959,233.598,246.67
726.677,167.619,99.175,427.082,389.196,314.289,294.186,290.196,252.979,213.495,223.309,262.557,256.299,274.866,308.948,300.753,291.866,235.536,247.928
726.805,162.691,97.835,419.113,384.464,314.928,294.155,295.196,254.845,214.639,221.918,260.567,265.557,272.845,311.588,295.68,289.134,234.113,250.825
726.933,166.175,100.268,418.845,375.155,311.763,295.66,295.567,254.474,211.928,220.979,251.845,265.186,275.0,307.381,302.588,291.608,230.742,246.732
727.062,161.175,98.0,418.515,378.711,308.99,291.856,288.361,250.206,211.381,221.443,250.856,258.897,269.124,309.948,295.278,291.33,228.639,246.598
727.19,159.948,97.691,424.258,377.887,312.577,285.732,283.289,254.701,212.474,217.763,258.608,257.134,267.979,307.309,292.763,285.01,230.588,246.515
727.318,162.928,98.732,417.258,373.825,310.608,287.959,287.711,254.515,210.351,221.32,254.804,258.588,272.247,305.443,296.021,293.887,230.093,245.907
727.446,161.588,99.113,416.876,376.907,310.186,290.68,288.722,252.959,207.649,220.773,254.34,255.68,269.856,302.124,294.392,287.32,230.598,242.969
727.574,163.031,98.938,413.722,370.763,307.351,292.567,283.577,252.907,212.66,222.134,257.01,267.691,273.515,304.268,294.557,289.495,234.33,246.309
727.702,158.938,98.299,408.794,366.784,304.536,285.144,281.948,250.0,210.814,222.186,255.629,255.165,273.227,301.515,292.505,282.536,231.175,248.175
727.83,162.711,99.186,418.845,378.928,305.052,286.412,287.691,250.577,211.134,218.464,249.392,258.443,265.691,306.959,291.804,285.66,228.103,243.464
727.958,163.515,99.392,410.67,373.021,307.351,282.897,281.711,248.485,209.938,216.144,249.134,253.99,266.639,304.753,294.649,281.577,227.629,240.907
728.087,157.948,97.866,414.113,368.66,303.887,281.103,280.144,249.443,206.938,216.979,251.289,253.918,268.443,298.165,293.938,283.392,229.186,239.753
728.215,158.454,98.629,409.948,367.68,305.825,286.278,280.691,248.392,207.041,207.763,249.711,252.0,262.196,298.948,292.825,280.763,228.227,234.536
728.343,161.557,98.196,410.619,368.268,304.464,277.443,275.155,244.33,205.969,218.763,246.124,248.588,262.247,298.959,287.289,278.68,226.371,237.474
728.471,159.907,98.412,403.206,366.155,302.804,279.567,282.206,252.536,208.299,218.763,255.155,253.948,268.124,295.825,287.33,283.32,226.814,241.33
728.599,158.598,97.856,404.691,360.608,300.711,275.722,280.186,242.32,205.309,213.887,246.784,245.959,263.433,297.629,286.742,278.268,222.485,239.753
728.727,160.113,98.557,405.639,365.598,297.66,277.722,276.66,248.237,202.309,209.515,248.021,250.773,263.608,294.113,285.515,280.639,226.557,241.113
728.855,157.629,98.711,401.835,359.031,300.629,277.258,277.557,244.155,203.969,215.67,251.794,251.691,260.423,294.577,287.381,280.887,225.309,238.32
728.983,160.309,97.876,399.887,359.711,295.845,276.32,278.443,245.979,200.309,212.247,247.351,250.196,260.866,294.124,283.701,283.381,225.196,238.577
729.112,158.814,98.289,400.938,360.247,293.66,273.454,273.01,240.268,200.969,209.526,239.32,242.186,257.052,295.495,279.258,280.072,220.34,229.753
729.24,157.701,98.186,403.691,363.268,293.856,272.072,275.495,243.948,203.763,204.01,246.237,247.155,256.773,292.948,285.186,277.866,217.175,231.742
729.368,158.227,99.608,398.155,355.866,294.155,270.701,273.835,236.021,202.113,204.959,239.639,243.794,257.515,290.722,283.907,275.474,219.381,230.68
729.496,158.052,100.206,396.216,353.443,293.794,268.155,275.351,241.124,201.577,208.794,241.515,244.103,255.01,289.742,281.794,275.804,218.856,235.412
729.624,156.588,98.0,391.876,355.567,293.505,269.577,273.938,238.361,201.165,209.072,245.227,243.763,255.33,289.979,278.144,281.577,219.691,235.433
729.752,157.33,99.34,388.113,357.34,291.072,270.742,271.443,237.763,201.701,207.01,247.99,246.567,256.773,288.763,284.619,275.031,222.01,235.515
729.88,156.598,99.557,393.959,353.608,290.361,269.979,272.969,236.423,202.68,205.474,241.052,241.918,258.134,286.474,280.216,275.515,217.196,230.598
730.008,159.577,99.381,388.433,348.33,290.268,271.577,272.485,238.227,200.072,210.289,241.897,244.093,256.588,286.371,278.165,277.856,222.825,231.144
730.137,154.907,97.866,386.577,350.887,287.959,268.773,269.948,235.928,200.041,207.464,237.907,237.34,249.515,285.804,277.577,269.608,214.773,228.66
730.265,154.371,99.144,389.711,352.577,293.433,269.0,271.711,234.454,195.66,206.34,242.505,241.474,255.103,288.103,279.588,272.639,221.443,232.371
730.393,158.247,99.206,384.505,352.113,289.351,265.454,264.732,237.969,197.567,201.928,237.897,241.598,251.588,286.423,274.526,275.773,219.351,225.072
730.521,152.691,98.887,389.103,351.66,284.866,262.34,265.887,234.361,194.887,200.515,236.412,235.856,249.371,286.124,273.01,267.753,213.804,228.485
730.649,159.144,99.649,384.082,344.237,280.165,266.392,265.309,238.268,196.206,202.804,238.278,243.928,247.309,281.206,279.371,274.134,213.856,227.072
730.777,152.928,97.969,383.216,348.773,283.309,264.856,261.907,231.01,192.619,201.196,235.794,236.969,246.835,282.773,274.237,266.196,213.144,223.557
730.905,154.907,99.062,386.186,345.845,285.423,262.959,261.588,230.649,193.67,200.186,231.969,236.031,246.784,276.825,272.856,266.959,213.711,224.979
731.033,154.742,98.784,372.639,343.0,278.237,260.835,258.041,232.918,196.093,203.309,235.649,236.186,248.526,280.103,271.814,266.753,211.423,223.402
731.162,155.299,99.031,383.711,347.856,278.031,259.412,264.309,235.557,196.691,203.443,238.082,236.113,250.165,280.66,274.423,267.732,216.165,227.186
731.29,152.412,97.732,380.082,342.866,283.309,261.186,260.289,232.928,193.711,198.485,234.546,234.67,242.969,280.247,272.299,268.763,211.196,225.031
731.418,152.124,97.763,381.639,344.67,280.103,256.072,260.392,230.732,195.103,199.649,232.629,235.433,245.485,279.979,265.959,265.722,215.052,224.227
731.546,152.969,97.753,371.948,339.309,281.351,258.876,256.598,227.052,190.32,198.433,231.99,234.381,240.876,275.227,265.371,264.814,210.639,222.052
731.674,152.454,97.629,376.629,337.907,279.567,248.278,252.722,227.887,192.979,200.928,229.794,231.196,243.588,277.856,268.021,262.165,210.103,221.557
731.802,150.629,97.825,373.361,340.495,277.144,254.103,254.784,227.969,190.567,197.876,230.041,230.258,243.835,274.495,265.237,265.474,208.753,220.0
731.93,151.99,98.577,376.165,338.175,277.062,257.577,260.526,225.918,187.072,196.784,230.814,234.33,244.278,274.381,268.66,265.309,210.866,217.948
732.058,153.588,99.052,364.546,333.814,271.392,253.608,260.32,225.66,191.763,199.289,229.485,229.598,238.68,272.887,267.649,259.68,209.165,219.299
732.187,152.32,98.258,366.567,331.99,273.402,254.072,259.402,230.546,187.443,194.835,231.732,231.526,241.67,274.577,269.619,264.557,208.052,224.309
732.315,148.969,99.32,368.907,335.794,272.979,254.742,258.072,230.052,188.701,199.186,231.34,236.289,245.093,277.515,268.619,263.474,208.423,221.835
732.443,152.464,98.753,372.454,333.474,272.804,253.392,255.948,230.948,192.124,199.835,230.33,237.588,238.062,274.515,268.289,269.021,209.649,220.268
732.571,149.052,97.495,367.866,335.124,275.711,247.34,257.113,225.392,186.825,192.103,225.34,226.474,240.546,273.01,266.113,265.753,208.32,217.773
732.699,151.093,98.763,369.454,332.454,263.918,253.68,257.278,222.567,189.454,197.052,231.825,232.299,239.948,273.577,267.093,265.33,208.598,218.526
732.827,151.186,99.041,367.918,332.01,269.144,250.866,252.856,222.619,186.515,193.68,226.784,225.041,236.495,267.866,264.979,259.907,201.938,216.175
732.955,149.825,97.835,366.845,331.68,267.907,245.258,251.979,223.495,184.371,192.773,226.443,224.99,237.784,261.031,263.649,259.948,207.33,215.0
733.083,150.464,97.577,361.598,325.278,262.969,244.67,250.794,225.691,187.773,191.732,225.495,228.515,233.495,267.33,259.412,261.175,205.742,217.082
733.212,149.186,96.938,368.67,334.196,270.918,243.948,250.711,221.454,183.567,191.897,221.443,222.155,234.082,264.742,260.258,261.237,204.763,214.072
733.34,148.289,96.639,368.01,324.701,267.144,247.608,250.485,221.093,183.227,191.216,220.66,222.804,236.309,264.546,261.392,257.258,205.144,216.897
733.468,149.392,97.866,362.402,327.876,264.33,250.392,247.505,221.567,188.443,192.309,220.794,224.557,228.691,264.722,255.742,257.794,203.082,214.093
733.596,147.577,97.773,364.423,327.784,263.402,246.825,247.237,220.856,185.124,191.99,221.722,224.897,231.165,264.649,264.546,259.34,206.113,211.67
733.724,148.856,98.598,357.608,326.577,264.866,242.887,247.68,217.186,181.206,190.175,218.361,219.216,231.526,260.186,255.216,256.567,201.237,208.361
733.852,148.691,98.546,358.99,322.485,261.588,243.897,246.732,221.299,183.753,189.124,221.732,220.732,232.113,262.196,255.897,255.299,202.32,214.351
733.98,147.505,97.938,352.619,320.237,254.351,242.33,245.742,215.402,181.041,187.598,223.196,220.773,230.186,261.206,254.577,253.99,200.804,208.505
734.108,148.66,97.928,355.794,325.485,258.0,238.979,244.804,220.763,182.66,189.629,222.144,223.124,230.155,261.082,261.577,256.093,202.082,210.825
734.237,146.093,97.557,352.031,319.969,261.031,237.505,243.948,216.34,183.907,186.598,217.928,221.495,231.691,259.299,257.247,258.021,197.392,210.546
734.365,144.144,97.979,356.918,322.825,259.649,235.309,242.196,214.01,181.165,186.34,217.918,218.608,224.0,253.938,255.649,250.866,194.598,209.567
734.493,147.258,98.464,351.794,319.072,258.454,236.216,247.866,219.237,182.649,186.979,220.876,220.948,228.134,257.928,257.103,253.495,202.031,208.247
734.621,149.485,99.588,347.134,320.959,256.753,240.629,243.278,218.062,182.742,190.237,219.928,221.33,229.464,254.639,252.021,252.103,202.629,210.598
734.749,147.402,98.866,357.031,320.443,255.485,234.175,244.515,220.381,182.371,188.392,216.567,218.536,225.309,253.557,254.227,253.103,200.155,211.454
734.877,144.629,99.134,352.567,315.99,256.588,234.082,245.649,216.866,178.907,187.711,214.887,214.918,225.041,254.216,255.722,254.938,200.557,210.979
735.005,147.268,97.196,346.876,316.948,254.423,231.041,245.464,213.959,179.753,184.557,216.433,214.443,222.66,253.66,253.237,247.103,201.041,207.361
735.133,144.784,98.784,347.237,316.278,251.351,234.515,244.608,215.258,179.897,187.031,219.412,215.948,226.247,256.289,252.969,256.258,199.897,206.082
735.262,147.505,97.763,347.093,317.144,258.021,234.258,239.897,217.206,181.845,186.649,217.433,215.237,222.577,254.649,249.062,254.186,199.32,206.093
735.39,146.608,98.866,341.289,310.928,249.979,231.99,237.454,210.505,178.856,184.454,213.464,215.021,220.258,251.948,252.784,248.639,195.371,207.134
735.518,143.412,97.464,342.268,314.113,252.464,231.392,239.773,210.959,178.34,181.876,214.701,213.01,218.423,251.804,247.464,242.144,197.258,205.701
735.646,145.876,97.289,341.845,315.619,252.175,230.278,236.577,209.227,177.351,180.866,215.371,209.887,218.577,252.289,249.845,247.0,195.495,203.629
735.774,146.031,98.443,346.515,314.722,245.866,227.948,236.598,213.124,178.845,184.433,210.155,214.948,223.34,252.546,248.443,251.515,194.825,206.361
735.902,146.093,98.948,343.948,307.773,246.34,232.722,239.763,211.237,176.485,181.763,215.32,212.598,219.588,247.619,247.082,248.763,198.856,201.773
736.03,144.237,98.34,343.258,306.206,249.629,227.072,238.464,211.247,180.979,181.041,212.33,212.381,221.371,246.629,248.052,249.381,195.619,203.247
736.158,144.804,98.299,341.629,311.423,248.237,232.278,238.041,213.34,176.918,182.392,210.268,209.031,219.247,249.732,244.701,251.454,198.381,205.309
736.287,141.629,98.918,339.289,307.979,242.979,229.299,234.34,207.175,175.206,182.041,212.412,206.887,216.433,246.34,249.629,250.825,193.814,204.237
736.415,143.784,98.186,342.237,310.598,244.763,232.557,243.134,209.474,177.629,179.629,212.907,212.546,220.814,252.165,250.361,251.371,196.381,207.876
736.543,141.299,97.351,335.206,310.825,245.072,229.825,235.711,211.082,176.309,178.773,212.546,214.773,223.649,250.691,251.072,251.423,196.876,203.959
736.671,140.186,98.588,339.021,303.062,243.876,224.918,230.072,212.515,173.361,179.629,208.773,213.186,215.732,243.144,242.34,244.361,195.639,203.34
736.799,143.258,99.68,337.206,307.0,246.567,224.876,236.309,212.0,176.845,180.598,212.33,212.072,216.155,246.485,247.351,244.742,194.649,199.433
736.927,143.402,98.278,332.866,306.557,242.928,222.99,233.381,208.856,174.536,179.557,208.186,208.289,214.794,245.103,244.175,243.773,193.072,202.021
737.055,142.526,97.227,336.918,307.938,243.485,226.052,231.175,209.753,174.33,181.938,206.299,207.979,215.32,247.866,243.299,243.206,193.227,201.361
737.183,143.216,97.247,335.567,304.68,238.691,224.742,231.99,207.392,170.804,178.021,206.742,208.289,215.969,240.691,239.701,243.907,194.433,201.041
737.312,144.742,98.794,330.392,302.804,243.124,223.567,229.041,207.732,175.485,178.072,208.742,206.402,215.103,245.216,238.753,242.526,194.433,201.361
737.44,142.485,98.216,332.433,300.814,239.186,220.082,227.835,204.371,173.361,178.608,207.887,205.392,212.433,236.99,239.474,242.062,190.289,198.186
737.568,143.196,99.186,332.227,304.577,243.918,223.68,231.155,207.454,175.082,178.093,207.856,209.598,216.835,244.134,241.969,246.0,192.196,202.536
737.696,143.031,98.701,330.639,298.691,237.495,224.526,228.278,205.299,174.742,179.361,210.155,211.722,214.557,240.948,245.093,242.113,192.485,200.237
737.824,140.969,99.227,333.485,299.866,236.175,222.093,226.165,204.938,170.876,177.423,205.371,207.474,213.845,239.629,240.495,247.0,189.526,197.082
737.952,140.99,97.454,360.392,323.227,269.495,219.753,227.495,206.742,171.794,177.814,209.464,209.175,211.278,239.907,239.67,244.392,193.68,196.474
738.08,143.649,98.175,326.01,294.412,235.237,221.309,225.804,207.031,174.113,177.918,207.062,204.526,213.216,237.381,238.784,241.206,193.866,199.216
738.208,141.897,98.031,331.392,295.237,236.392,220.062,224.639,205.402,172.629,175.763,202.32,201.072,210.196,237.165,239.639,241.897,190.165,200.206
738.337,141.68,98.134,323.175,298.34,236.938,213.825,227.381,203.67,170.309,173.876,203.289,202.732,208.361,235.629,235.814,238.124,188.814,194.979
738.465,138.959,97.598,325.608,289.474,237.402,213.918,224.608,201.794,170.155,175.536,203.526,205.124,209.206,237.67,235.825,238.866,190.67,194.639
738.593,138.619,98.134,324.515,293.113,233.031,212.021,218.608,200.845,168.041,174.361,203.216,203.0,204.124,231.247,232.876,234.443,188.361,190.34
738.721,138.258,98.907,320.577,290.866,235.381,214.588,222.742,201.402,170.639,172.021,202.959,197.567,208.144,233.773,236.412,242.392,187.485,193.412
738.849,141.773,99.299,321.866,291.495,234.959,219.196,223.268,201.093,169.361,174.206,204.392,203.546,208.979,239.825,236.052,245.278,185.124,195.0
738.977,140.351,98.247,320.557,290.32,230.289,217.629,222.103,202.691,168.649,172.619,202.732,204.0,209.598,231.856,233.557,238.536,187.773,195.784
739.105,139.237,97.165,320.99,294.856,234.175,210.052,221.876,200.433,170.876,174.639,201.155,200.526,205.258,230.825,234.639,234.639,186.66,192.866
739.233,138.423,97.897,320.155,290.113,233.711,213.773,221.134,196.206,167.784,170.0,201.423,195.536,205.361,233.443,236.691,236.155,189.021,188.753
739.362,138.402,97.412,321.505,290.969,232.031,212.67,217.505,196.247,166.711,167.753,198.443,199.206,203.526,231.454,228.897,234.495,183.701,193.289
739.49,137.557,97.876,318.66,288.897,230.557,209.196,217.381,196.938,166.021,170.711,196.825,196.309,204.196,231.33,230.113,233.227,183.979,190.67
739.618,138.289,98.062,317.639,290.577,234.258,207.866,216.969,197.928,165.0,170.804,199.454,200.866,205.711,228.206,232.124,236.907,186.227,191.34
739.746,141.062,98.784,319.567,283.629,227.433,207.412,219.237,197.485,169.309,173.206,195.835,198.794,201.577,225.753,227.278,234.412,188.021,191.784
739.874,139.34,97.412,316.485,286.918,225.247,209.557,217.629,196.474,166.629,169.814,198.753,197.814,201.608,228.454,229.402,233.258,183.01,189.814
740.002,141.526,99.897,316.732,288.732,226.237,211.608,217.464,198.959,166.959,170.773,197.392,197.443,201.639,227.464,228.381,235.948,184.041,192.134
740.13,137.608,97.32,315.175,280.103,225.423,205.732,215.897,197.062,164.113,166.722,193.794,193.814,200.691,227.278,223.887,228.216,183.515,186.186
740.258,138.371,98.155,313.464,285.711,223.814,207.175,216.619,200.258,164.567,170.196,196.0,198.763,200.598,227.629,228.938,237.33,180.99,186.763
740.387,141.0,99.732,317.959,284.649,225.948,208.969,218.299,199.897,166.794,170.948,199.536,200.124,204.66,228.608,232.866,238.845,186.433,190.268
740.515,139.289,99.082,313.268,288.794,228.918,205.515,215.577,197.402,166.227,169.134,192.918,196.412,195.072,219.938,225.845,232.144,181.072,185.546
740.643,138.505,99.155,306.041,276.268,222.959,205.928,218.0,198.464,167.619,170.773,198.247,200.649,202.34,223.082,226.01,231.082,186.381,190.526
740.771,138.062,98.649,308.845,282.165,224.134,206.134,218.495,198.938,162.711,166.557,196.691,198.258,202.34,226.155,226.866,238.701,186.155,187.052
740.899,136.763,98.773,307.835,280.825,219.165,206.155,214.289,196.536,162.732,167.227,195.887,194.34,197.546,224.918,223.639,229.825,184.753,187.907
741.027,135.33,97.639,305.495,280.588,219.206,201.588,209.01,193.856,162.371,165.485,192.649,193.196,194.031,220.701,221.082,229.227,178.505,184.505
741.155,135.938,97.629,305.247,281.175,219.103,202.0,210.196,193.722,163.155,166.433,193.309,193.165,197.134,223.608,225.557,228.021,181.825,186.165
741.283,135.918,98.639,307.155,281.474,218.206,200.959,211.814,191.722,161.485,165.196,191.485,189.505,195.289,224.856,222.268,229.351,181.928,187.216
741.412,137.072,97.289,307.505,282.175,220.835,199.299,209.268,195.639,162.608,164.835,192.237,190.835,194.959,221.454,222.784,230.649,180.856,184.186
741.54,137.289,98.443,307.093,276.278,223.268,199.856,208.423,192.289,165.021,164.423,192.918,196.423,198.32,217.371,223.928,227.165,181.237,185.34
741.668,136.979,98.258,302.588,276.155,218.443,199.649,208.041,194.763,164.392,165.753,193.01,187.784,195.072,214.928,219.701,228.753,179.082,185.577
741.796,136.464,97.732,303.433,273.959,215.515,197.103,208.814,191.186,161.763,165.732,189.103,190.918,194.082,220.206,219.742,228.742,179.33,185.887
741.924,135.856,97.155,296.206,274.082,216.227,198.701,207.01,190.546,162.763,160.742,189.784,190.711,196.072,216.784,221.01,225.485,178.845,185.804
742.052,136.33,98.186,301.423,272.247,218.619,196.918,206.371,189.773,162.113,161.351,189.866,190.907,194.144,218.021,220.155,224.577,178.485,183.649
742.18,137.041,99.381,296.959,272.763,212.619,198.34,209.515,189.423,162.804,162.918,192.175,190.629,190.144,214.722,220.474,222.969,180.443,180.216
742.308,135.361,98.536,296.01,275.144,213.876,196.34,204.784,187.464,159.814,162.722,189.649,186.216,191.01,215.691,221.144,222.01,177.814,182.495
742.437,136.278,99.155,294.454,271.722,212.021,197.845,207.732,191.371,163.866,161.01,189.113,189.577,193.186,212.536,218.938,224.062,177.67,186.887
742.565,133.33,98.897,293.887,269.948,212.392,197.113,206.433,188.66,159.175,163.031,187.165,186.588,193.01,215.474,217.732,224.485,176.309,178.134
742.693,133.454,97.722,298.887,272.443,211.99,195.134,203.814,190.299,159.845,163.278,186.742,188.32,193.299,218.33,216.557,224.938,176.01,182.814
742.821,134.825,99.32,294.845,268.567,216.309,194.979,207.959,186.979,161.948,163.825,188.134,188.454,193.052,218.278,218.856,228.794,177.536,180.196
742.949,135.268,99.691,293.969,270.052,210.918,194.34,209.33,188.34,158.722,161.67,186.515,187.454,190.206,210.505,217.948,221.32,179.216,181.918
743.077,137.732,98.907,292.557,268.969,209.907,195.505,203.588,189.351,160.237,160.876,186.144,187.093,190.34,213.639,221.784,226.856,176.557,181.299
743.205,135.732,99.515,295.216,274.052,213.732,194.093,207.649,191.268,157.897,163.629,188.526,191.247,191.402,215.536,217.485,223.371,180.237,181.866
743.333,132.959,99.289,291.454,270.124,212.371,193.165,202.031,187.835,158.082,160.072,185.505,181.753,188.907,210.918,213.732,223.474,172.928,179.485
743.462,134.165,99.639,291.268,265.794,212.216,192.938,202.206,188.546,157.959,159.784,185.227,187.144,189.0,207.969,214.732,225.515,175.711,179.526
743.59,133.268,97.536,288.309,269.268,206.268,188.979,201.897,186.052,158.093,156.835,181.68,185.227,189.979,208.072,211.784,215.928,174.33,178.887
743.718,134.113,98.33,286.557,266.113,208.794,189.206,201.309,181.918,158.649,160.99,186.041,185.649,189.155,211.0,214.32,222.289,174.649,181.67
743.846,131.773,97.546,286.835,268.103,208.505,188.866,203.67,183.392,154.649,159.052,181.814,184.351,187.68,206.701,213.876,220.103,173.289,178.536
743.974,133.619,97.289,286.485,259.979,202.753,190.454,199.474,189.082,156.34,159.495,183.423,182.969,189.103,210.381,211.845,218.258,172.959,179.381
744.102,132.629,98.598,283.701,258.381,203.371,188.062,199.701,186.938,158.289,158.99,182.175,181.237,189.186,204.969,210.897,219.485,172.68,175.711
744.23,134.206,99.68,281.412,259.557,203.258,187.907,199.577,186.928,157.196,161.959,185.093,185.062,189.021,207.814,210.959,218.278,175.68,179.464
744.358,133.959,98.536,282.464,258.113,204.959,189.268,199.278,182.567,154.979,159.619,184.351,184.082,183.381,206.577,208.134,217.918,173.68,174.732
744.487,135.052,98.041,285.443,262.0,204.32,189.948,199.742,187.402,157.351,161.536,183.732,183.732,188.041,207.845,208.918,217.938,175.082,177.928
744.615,133.845,99.103,283.546,256.103,200.68,184.629,197.464,182.907,154.948,155.938,182.258,180.66,183.515,202.649,208.309,217.835,168.887,175.722
744.743,131.155,98.175,281.577,260.093,202.907,186.134,198.031,181.588,153.423,156.732,184.711,182.299,184.402,203.392,214.969,214.938,173.856,175.742
744.871,131.165,98.402,278.082,252.402,200.918,186.959,194.299,179.742,153.907,157.072,181.093,181.701,183.66,203.866,206.433,218.175,174.113,175.268
744.999,131.175,97.371,279.113,253.216,199.567,184.33,196.99,179.948,150.938,154.268,180.113,178.928,181.701,199.33,206.423,214.062,168.722,175.649
745.127,131.01,98.443,277.701,259.474,201.856,182.742,197.412,180.629,151.691,156.01,178.67,179.907,182.206,204.062,209.062,212.722,170.113,174.33
745.255,131.794,96.412,270.814,250.052,198.134,181.866,193.196,180.01,151.598,155.928,178.825,178.052,182.577,198.742,204.124,212.567,167.113,173.67
745.383,132.34,96.134,270.165,248.835,197.268,183.495,195.124,181.206,152.701,155.33,180.577,177.814,181.907,202.784,204.495,214.423,172.392,174.598
745.512,131.897,98.794,273.773,254.433,195.773,184.103,197.144,180.856,152.959,156.536,180.608,181.01,184.216,202.515,205.278,214.299,173.99,173.567
745.64,131.361,99.031,276.402,250.546,200.351,183.412,191.68,178.289,150.412,155.887,176.113,180.237,177.979,200.68,203.186,214.763,171.031,172.021
745.768,130.773,98.165,270.392,250.784,195.464,183.608,192.165,178.825,151.155,154.639,178.67,180.052,180.577,202.268,205.082,213.361,171.206,172.124
745.896,128.938,97.124,270.093,246.969,194.021,180.505,188.021,179.072,150.969,153.144,176.938,176.113,178.639,198.619,201.433,211.165,167.948,170.619
746.024,132.247,98.474,266.278,254.753,195.907,180.32,191.557,179.464,152.485,154.351,177.289,179.649,179.948,200.68,202.299,214.742,170.309,175.588
746.152,130.928,98.268,277.206,254.289,201.227,181.588,192.897,179.515,151.979,155.423,178.299,176.175,179.082,197.598,204.66,213.093,170.67,173.948
746.28,132.433,97.866,275.536,248.268,196.68,181.876,189.711,180.526,151.34,154.186,178.052,177.381,184.062,199.938,200.402,213.959,170.052,171.567
746.408,131.32,98.381,266.897,244.361,194.371,181.32,191.175,179.505,152.649,154.567,176.887,178.031,179.041,197.567,198.639,212.113,167.082,169.175
746.537,132.33,98.165,263.649,247.32,193.825,181.722,195.691,181.381,151.237,154.619,178.32,177.392,183.124,195.433,200.742,210.619,170.381,171.196
746.665,134.691,98.897,267.206,247.062,196.495,184.825,195.34,181.66,156.351,156.443,179.691,182.041,184.732,199.773,205.031,213.454,172.608,175.969
746.793,129.742,97.845,265.639,244.99,196.278,178.928,190.237,175.526,151.196,151.103,177.928,176.423,179.258,197.526,200.649,212.567,166.557,169.093
746.921,130.897,98.784,267.402,250.113,195.412,181.856,192.773,181.34,152.722,154.216,178.351,178.433,180.227,199.454,202.928,211.381,170.887,175.412
747.049,129.876,97.423,264.742,250.392,192.557,178.495,188.371,176.031,148.876,152.351,176.464,177.072,178.381,198.794,201.608,212.588,167.567,172.103
747.177,129.175,99.031,269.866,246.969,191.825,178.134,189.371,178.959,151.052,154.206,176.381,175.237,177.67,193.918,198.546,213.567,168.371,171.175
747.305,129.938,98.227,261.227,243.887,195.67,174.103,186.804,174.227,149.68,151.113,175.32,173.392,177.072,193.753,196.206,207.577,167.536,170.186
747.433,130.351,98.423,265.887,245.515,193.216,177.99,188.711,174.175,149.289,153.186,176.938,172.835,174.866,193.33,196.392,205.588,167.124,170.01
747.562,131.309,98.794,260.526,242.299,187.701,176.825,185.99,176.536,149.052,151.691,176.268,173.485,175.897,194.948,198.206,208.639,168.196,171.969
747.69,129.536,97.258,257.546,242.351,194.825,176.67,184.794,172.309,147.959,152.072,174.103,174.814,176.371,192.175,193.32,203.227,166.918,168.32
747.818,129.722,98.598,257.351,239.845,190.66,176.876,187.722,178.299,150.856,152.825,177.938,174.134,176.485,194.969,198.196,205.464,167.485,167.371
747.946,129.485,99.505,257.165,242.113,195.474,174.567,187.206,175.485,150.062,152.186,176.227,175.237,174.732,194.959,196.557,206.268,169.495,170.763
748.074,129.753,96.918,257.113,241.608,188.485,170.34,185.887,174.619,149.155,151.99,173.629,171.948,173.443,190.392,197.227,205.216,163.454,168.412
748.202,128.485,97.742,256.227,239.309,186.196,172.041,184.371,174.938,145.866,149.68,172.804,172.082,176.938,194.021,193.856,206.031,164.01,167.897
