lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
719.246,213.897,97.186,921.526,614.629,392.093,667.423,684.629,416.289,271.691,281.278,233.299,274.433,503.103,683.196,602.68,494.753,287.082,305.907
719.374,215.021,98.845,922.412,615.979,395.464,665.505,681.608,419.216,273.041,285.639,240.505,274.113,500.093,681.784,594.948,496.247,290.608,306.052
719.502,212.464,98.649,919.608,608.309,395.258,665.113,680.402,420.557,273.33,283.505,241.567,273.629,495.629,688.577,602.804,503.289,291.186,311.773
719.63,216.041,97.505,928.887,620.155,391.443,655.856,675.722,412.433,271.134,282.546,237.124,272.515,489.062,672.227,588.897,501.381,287.608,302.918
719.758,213.557,99.629,918.804,613.381,394.619,648.784,683.536,416.32,274.577,286.34,235.938,272.32,493.732,675.969,595.629,501.247,293.67,308.918
719.887,215.247,99.155,913.268,608.01,386.113,655.196,679.784,410.247,271.392,281.856,234.969,273.155,489.763,674.495,598.588,502.577,287.691,308.773
720.015,214.691,98.412,915.144,603.258,387.268,655.34,676.639,419.845,268.309,281.227,235.454,271.979,488.062,670.371,590.268,494.412,287.804,308.021
720.143,211.99,98.474,923.928,607.423,377.021,645.825,667.598,413.773,264.969,285.732,234.474,269.464,481.134,666.784,587.268,485.464,283.474,301.155
720.271,211.629,100.546,908.773,612.897,384.814,649.691,676.979,420.041,267.567,280.505,233.732,267.34,490.392,674.784,592.299,497.186,290.247,304.897
720.399,210.505,98.938,916.392,610.072,382.33,642.423,666.01,418.289,266.278,285.577,231.742,268.278,480.381,660.68,589.165,496.134,287.866,300.505
720.527,210.103,98.887,902.072,601.021,376.722,647.072,663.289,413.567,269.103,281.938,236.361,270.01,477.082,659.608,586.155,496.268,283.186,300.464
720.655,208.402,97.99,910.67,602.577,378.598,641.701,666.0,412.464,266.876,282.536,234.423,263.175,467.093,657.526,583.433,488.0,282.577,302.113
720.783,211.155,98.289,899.876,599.351,376.969,639.443,661.186,410.711,263.247,279.948,235.082,261.948,474.381,651.835,582.711,484.649,285.598,297.969
720.912,207.278,99.794,893.68,605.67,380.309,636.34,662.031,414.113,263.216,276.619,229.505,263.351,471.113,643.103,584.381,490.567,283.072,296.887
721.04,206.825,98.34,894.722,596.814,376.021,634.052,666.691,415.67,267.99,277.629,229.062,266.454,473.557,647.629,578.701,485.711,283.536,300.67
721.168,211.206,98.546,895.505,608.062,380.897,638.66,666.639,411.072,262.144,271.649,228.711,265.258,467.567,648.99,574.258,485.062,278.155,296.371
721.296,205.227,97.814,886.536,593.196,373.33,632.515,655.278,413.144,258.062,272.237,228.959,256.897,462.794,637.732,577.361,486.856,278.649,292.103
721.424,204.268,97.082,892.866,599.361,373.309,631.969,657.196,411.32,260.412,270.866,225.309,258.928,458.196,629.835,575.041,488.928,282.237,291.948
721.552,207.454,97.268,894.928,600.691,376.381,623.093,652.887,407.639,254.227,272.701,226.67,259.072,453.093,639.907,572.68,486.577,279.711,293.309
721.68,204.526,97.351,882.381,593.268,366.66,621.361,653.918,404.608,254.598,272.01,223.309,257.474,446.804,633.237,569.649,480.32,279.144,287.536
721.808,203.433,98.299,886.557,588.309,368.299,619.309,650.124,409.351,262.402,274.814,222.959,261.206,456.175,632.969,568.969,482.794,274.031,290.33
721.937,205.938,98.103,892.536,592.237,371.588,614.216,648.619,405.454,256.804,264.402,221.113,255.227,448.897,630.165,565.876,485.495,279.021,288.464
722.065,202.392,98.588,884.701,589.825,367.526,614.361,656.649,405.371,257.918,273.031,226.041,259.041,444.969,621.206,559.804,479.649,275.072,292.619
722.193,200.99,99.742,880.289,596.031,368.021,604.619,644.845,404.577,252.969,271.052,221.155,252.763,438.474,616.691,560.588,477.577,271.907,287.722
722.321,201.959,98.773,891.876,595.351,369.216,616.01,656.629,401.814,254.402,271.546,223.866,252.598,450.124,621.361,559.629,479.402,274.505,288.072
722.449,199.423,97.722,879.134,586.701,365.134,602.0,640.742,403.753,254.247,270.969,219.299,253.639,445.546,612.155,556.68,472.948,269.619,286.196
722.577,203.948,99.938,878.711,587.052,367.557,601.247,638.289,401.742,254.258,269.474,219.165,251.804,437.186,612.186,559.33,480.103,276.794,284.773
722.705,198.052,98.608,872.464,580.443,361.608,591.165,644.526,397.732,250.32,265.773,218.134,245.412,431.701,607.134,550.412,472.948,271.804,282.938
722.833,201.907,97.402,869.598,581.186,365.371,595.124,636.639,404.155,248.01,262.165,221.299,246.309,433.103,606.845,552.258,468.443,274.165,284.052
722.962,196.959,97.072,874.206,581.557,365.67,592.876,638.216,396.845,252.691,261.278,214.474,249.392,432.258,603.722,554.979,475.351,270.175,284.072
723.09,197.887,98.99,867.247,584.186,361.351,590.763,633.144,395.722,250.845,262.144,219.175,244.381,425.938,592.959,550.763,467.134,266.052,283.278
723.218,196.691,98.33,866.196,581.608,358.289,592.299,632.412,395.01,249.505,262.464,219.021,247.392,423.134,587.67,550.093,468.608,267.99,280.134
723.346,197.66,98.309,865.825,578.113,355.763,585.052,634.763,397.062,247.598,264.392,215.732,247.897,423.784,587.196,547.072,466.381,271.866,279.897
723.474,199.412,100.072,863.361,579.619,356.887,576.227,634.577,396.278,250.113,262.052,217.361,249.454,421.588,587.928,548.351,473.237,265.608,281.722
723.602,197.577,98.814,860.608,571.619,352.691,586.918,631.361,389.299,239.577,258.577,215.041,240.938,418.794,582.485,546.443,468.588,261.268,278.031
723.73,194.887,98.423,861.103,577.423,355.041,580.144,623.907,397.928,243.753,256.423,211.784,243.052,417.433,578.474,542.443,460.526,262.773,275.907
723.858,197.639,99.588,860.464,573.753,354.124,580.835,623.175,394.443,242.938,262.474,213.443,240.979,415.082,585.144,539.196,463.639,268.928,278.423
723.987,193.361,99.093,863.959,574.938,353.99,577.392,623.505,392.732,245.897,258.227,213.835,240.485,412.732,580.526,537.639,463.969,263.567,276.732
724.115,194.01,98.773,844.866,577.577,356.649,577.66,613.577,388.34,240.433,256.691,209.814,240.041,404.175,572.402,536.856,455.794,266.175,276.918
724.243,194.835,98.515,851.32,581.67,352.134,577.196,613.835,389.979,240.845,258.237,209.732,235.546,404.866,578.031,533.495,464.392,259.237,270.753
724.371,192.969,98.67,845.608,570.691,349.897,568.206,615.959,390.32,241.711,252.866,210.784,238.247,401.062,565.309,533.969,458.629,263.794,273.299
724.499,193.247,99.113,857.835,579.67,351.093,569.031,623.041,392.866,245.113,252.753,210.598,240.969,404.577,569.072,540.918,466.258,257.062,276.155
724.627,190.845,98.454,846.392,566.835,352.701,560.732,613.113,387.722,238.495,253.794,209.381,237.0,405.082,559.629,533.66,459.794,260.691,275.381
724.755,193.546,99.082,848.598,576.031,346.495,566.268,613.928,383.68,245.216,255.34,207.598,234.351,403.34,561.526,528.34,462.268,260.165,270.526
724.883,193.835,99.175,844.68,566.495,347.495,564.588,623.577,392.526,238.68,249.835,211.66,234.206,397.113,566.804,532.763,467.67,257.588,273.031
725.012,192.237,97.629,843.423,570.32,349.99,557.464,603.959,388.34,239.948,249.0,208.608,234.753,400.794,555.969,527.701,457.526,255.598,267.454
725.14,188.907,96.99,841.876,567.938,345.928,551.031,601.722,388.175,238.629,246.753,209.526,231.825,393.814,547.907,525.742,452.351,254.711,269.144
725.268,194.113,99.526,837.495,564.32,344.784,550.093,609.289,389.722,245.711,251.196,211.99,232.969,393.062,556.515,528.773,461.247,259.526,275.485
725.396,190.649,98.763,830.969,560.34,343.784,542.649,605.0,382.021,235.062,253.959,209.309,235.299,384.464,542.505,524.454,454.423,257.825,272.021
725.524,189.041,98.629,833.711,568.938,341.247,541.794,605.021,385.825,237.948,248.526,208.742,230.598,384.113,545.258,519.216,453.206,256.773,266.557
725.652,191.711,97.722,821.794,559.67,340.701,542.948,596.67,380.495,238.588,248.113,201.021,231.773,380.113,539.825,524.753,450.856,253.979,267.495
725.78,187.412,97.402,827.124,561.495,339.247,540.474,593.68,381.763,232.402,247.485,204.052,228.794,385.856,534.505,514.753,452.278,249.052,262.907
725.908,187.258,97.804,829.969,557.443,340.515,540.804,596.701,382.619,230.608,246.639,202.938,226.485,381.866,536.227,520.052,449.722,251.784,263.268
726.037,186.309,97.103,826.588,561.433,340.412,531.371,598.062,381.041,235.454,243.68,200.691,226.711,378.062,529.289,521.258,448.289,250.969,264.979
726.165,183.464,98.732,823.32,557.536,338.268,535.216,598.835,377.691,237.608,244.505,199.216,225.979,373.866,528.742,509.68,449.052,253.701,262.722
726.293,184.268,97.392,822.021,557.773,338.392,529.134,590.67,376.351,235.268,244.567,197.598,223.629,375.938,525.433,504.206,444.351,244.247,258.155
726.421,186.68,98.299,821.711,558.072,338.629,528.948,592.526,375.804,232.113,244.392,201.639,226.784,370.103,525.134,509.165,449.928,254.907,261.392
726.549,186.887,98.619,819.309,556.691,335.062,524.567,590.0,386.165,230.722,239.814,199.32,226.031,367.32,517.526,505.928,444.278,247.175,256.814
726.677,187.742,99.175,814.577,556.289,336.155,523.711,583.32,381.299,227.144,241.412,200.773,222.557,372.134,526.464,513.928,445.082,252.113,258.052
726.805,183.753,97.835,811.505,554.278,331.567,524.784,591.711,377.928,231.237,245.052,202.474,223.742,366.052,520.598,513.052,443.66,245.454,259.825
726.933,186.247,100.268,820.196,550.608,332.186,519.33,584.196,377.258,232.835,249.031,199.99,220.186,363.979,520.876,504.546,449.186,248.216,260.103
727.062,183.742,98.0,810.938,549.794,328.67,515.309,582.66,374.505,227.402,239.856,200.196,218.113,358.443,512.412,499.423,438.052,244.278,255.649
727.19,181.649,97.691,796.247,544.577,333.052,512.34,583.165,372.309,230.866,236.701,194.598,220.371,360.093,505.979,503.454,442.443,244.351,256.732
727.318,181.814,98.732,804.959,552.041,328.165,520.546,582.361,376.454,229.577,235.629,199.907,223.371,357.588,508.588,504.32,441.928,245.474,254.99
727.446,183.814,99.113,806.536,548.938,330.794,513.67,578.134,372.247,228.804,240.309,196.835,220.773,356.928,507.722,496.423,443.969,242.402,257.299
727.574,183.227,98.938,800.794,542.876,323.938,517.876,580.711,375.309,234.433,245.196,194.845,222.619,355.918,500.969,502.99,442.732,250.546,261.546
727.702,178.763,98.299,797.01,541.33,325.392,507.577,569.175,370.258,229.784,241.845,198.557,218.918,351.969,501.773,493.639,436.67,250.412,255.763
727.83,184.186,99.186,793.165,548.577,332.113,509.588,573.876,376.433,226.113,238.268,198.928,218.258,351.918,504.072,497.691,439.515,242.701,258.052
727.958,185.588,99.392,796.206,537.433,326.773,505.979,572.134,378.845,226.515,236.526,197.588,218.474,352.711,498.464,491.825,437.67,241.021,252.103
728.087,181.526,97.866,801.124,545.474,327.495,507.495,568.608,377.32,226.247,237.01,195.701,217.959,351.784,492.052,496.845,439.969,240.0,253.031
728.215,179.227,98.629,788.948,533.247,320.32,498.361,569.598,372.454,221.206,232.206,191.938,212.608,347.67,482.227,486.093,436.979,239.969,249.742
728.343,181.402,98.196,791.072,542.526,324.969,502.856,572.165,373.629,223.175,235.732,195.866,213.557,346.299,492.784,489.784,438.392,240.515,247.814
728.471,180.546,98.412,793.082,539.237,320.093,500.34,564.082,372.443,227.598,237.526,195.237,214.361,343.639,488.588,492.299,441.134,244.144,255.536
728.599,177.34,97.856,790.979,544.567,319.175,490.402,569.309,366.464,220.206,232.742,193.825,212.144,340.526,484.845,482.062,437.32,238.351,248.68
728.727,179.928,98.557,791.278,541.804,318.371,494.577,563.814,370.887,222.784,233.897,191.216,213.773,342.835,482.711,485.371,439.34,241.66,253.876
728.855,178.464,98.711,785.082,536.165,322.887,493.608,561.371,368.144,224.897,237.804,193.103,211.711,342.649,478.763,484.175,434.649,246.052,250.433
728.983,178.814,97.876,766.381,532.588,314.289,486.66,555.041,371.536,223.165,234.577,192.278,212.66,338.753,473.351,484.258,430.649,240.557,250.072
729.112,179.835,98.289,777.856,536.763,315.691,479.845,558.794,370.371,221.546,228.722,191.299,206.979,335.216,476.443,481.588,427.711,235.948,246.464
729.24,176.361,98.186,785.608,537.763,318.165,480.495,559.68,367.845,222.227,234.505,191.959,207.464,338.742,470.959,481.515,429.361,238.155,248.01
729.368,178.01,99.608,771.227,537.608,316.701,479.948,558.887,366.134,218.093,228.371,191.907,208.412,332.134,469.629,475.887,425.0,232.082,246.773
729.496,181.433,100.206,772.701,534.299,316.732,483.351,557.371,369.134,218.588,225.031,190.351,210.371,332.392,469.041,482.67,433.701,237.814,246.505
729.624,176.814,98.0,771.402,539.918,315.392,478.567,557.361,369.969,218.196,231.196,189.443,208.485,331.093,465.258,476.753,426.062,236.722,245.34
729.752,178.072,99.34,773.701,530.753,313.897,478.309,550.062,368.598,222.175,233.897,188.072,206.918,328.247,464.825,478.093,430.134,237.258,249.041
729.88,175.309,99.557,770.588,527.216,315.371,478.619,553.216,373.268,218.052,228.155,187.969,206.814,329.423,465.629,474.526,423.887,234.278,242.485
730.008,181.278,99.381,767.495,528.67,312.546,481.402,553.144,368.887,217.763,229.196,190.32,208.887,325.515,461.691,476.412,426.897,236.897,243.969
730.137,170.649,97.866,768.206,532.845,311.041,469.485,549.031,363.0,216.526,228.402,185.711,202.34,322.299,457.773,468.907,426.113,229.278,238.969
730.265,174.742,99.144,769.124,533.227,311.495,468.66,544.887,362.351,219.412,226.938,189.402,204.495,320.845,459.155,476.495,425.485,235.68,242.897
730.393,174.526,99.206,762.381,531.309,312.485,463.928,553.351,363.402,214.557,226.443,186.33,202.526,317.103,448.763,467.546,423.144,231.845,240.536
730.521,172.361,98.887,766.598,527.887,308.268,460.619,547.711,362.649,213.258,223.155,185.412,202.99,318.082,453.216,467.825,423.072,230.536,239.66
730.649,175.536,99.649,762.856,531.423,310.495,461.814,546.33,361.845,212.299,227.907,186.495,203.825,315.237,450.165,461.649,425.598,233.381,238.371
730.777,170.299,97.969,754.433,527.526,307.557,465.649,540.32,365.722,214.66,222.165,182.856,201.433,315.546,446.381,462.557,419.495,228.887,233.278
730.905,172.701,99.062,753.381,524.825,308.866,464.309,542.031,364.01,211.402,223.371,185.186,198.866,312.979,445.33,457.732,417.134,228.299,234.928
731.033,171.732,98.784,760.113,524.268,302.082,459.515,543.505,365.928,212.691,224.216,183.124,201.062,313.412,440.784,459.165,418.082,225.247,235.876
731.162,174.155,99.031,745.804,525.062,307.969,457.753,536.814,358.845,217.381,224.454,187.093,205.093,310.845,446.691,453.619,420.577,228.237,242.866
731.29,169.814,97.732,754.052,529.588,306.68,455.835,535.237,362.031,211.876,217.856,183.268,202.381,308.412,442.928,459.268,420.742,223.99,234.856
731.418,173.763,97.763,760.062,527.052,310.175,449.392,541.897,365.062,208.299,220.557,185.526,198.443,312.371,437.711,460.155,421.052,227.031,232.351
731.546,172.588,97.753,749.68,522.247,301.897,449.144,537.206,357.175,210.186,219.454,183.433,198.392,309.814,434.67,464.773,417.103,227.289,235.186
731.674,172.0,97.629,747.557,528.876,301.948,447.289,535.526,359.536,209.753,225.01,184.505,199.268,307.289,431.144,456.856,418.557,223.278,232.433
731.802,172.103,97.825,742.536,523.866,303.175,456.0,533.227,356.866,207.99,217.814,182.773,195.588,304.454,431.247,456.103,420.814,223.619,232.495
731.93,168.67,98.577,757.526,526.392,303.732,446.412,533.588,360.753,209.196,225.113,179.196,197.629,305.381,424.938,454.278,416.433,221.381,230.474
732.058,169.701,99.052,736.567,518.485,296.66,444.701,529.433,358.021,206.629,221.557,180.711,197.866,305.918,428.948,451.897,414.887,224.309,230.835
732.187,172.237,98.258,733.237,517.711,300.567,441.206,530.134,365.918,209.103,218.216,180.258,199.113,301.691,433.505,452.227,418.567,223.134,234.371
732.315,171.124,99.32,741.175,517.423,298.928,447.144,517.784,358.165,213.742,218.66,181.124,195.299,298.794,424.526,454.814,412.309,226.784,233.732
732.443,171.0,98.753,737.629,526.742,299.588,440.443,531.608,362.412,210.021,221.742,181.526,201.144,305.557,429.268,451.0,419.0,227.567,236.753
732.571,168.598,97.495,740.959,525.412,298.701,436.866,522.144,356.701,206.155,215.072,180.969,195.948,299.938,419.247,447.34,419.464,221.866,228.866
732.699,167.959,98.763,730.897,518.825,298.711,439.639,532.021,360.268,211.237,225.598,183.485,198.381,298.948,424.206,451.175,418.742,227.649,237.711
732.827,168.629,99.041,739.567,519.113,296.969,439.052,522.567,355.247,208.165,216.979,177.526,194.608,295.557,416.082,450.608,416.546,219.392,227.01
732.955,167.557,97.835,742.485,525.155,300.412,431.629,517.639,359.258,205.897,216.928,177.464,192.969,295.041,415.299,447.402,417.134,219.155,228.825
733.083,167.278,97.577,734.361,517.629,298.454,433.505,520.175,358.196,208.959,218.598,177.711,195.515,293.629,414.289,445.835,417.289,219.062,232.052
733.212,166.536,96.938,733.536,522.784,295.876,431.959,517.948,360.062,204.629,214.227,178.021,190.258,292.412,408.299,446.103,416.103,223.557,226.278
733.34,166.371,96.639,736.918,521.103,296.33,438.062,521.062,360.856,206.309,214.474,178.619,193.619,290.196,408.392,445.804,413.608,222.031,232.68
733.468,170.392,97.866,733.144,523.412,297.124,429.443,521.227,361.701,206.835,213.598,177.485,193.041,290.742,412.32,447.402,415.784,217.856,224.629
733.596,165.474,97.773,735.711,522.278,295.041,429.918,516.959,359.639,207.608,214.155,177.175,194.361,293.155,406.351,443.062,412.691,217.423,230.32
733.724,165.33,98.598,725.402,513.216,296.67,429.402,515.32,356.402,203.907,213.938,174.423,193.258,289.072,406.845,440.773,406.67,220.66,223.433
733.852,168.196,98.546,725.866,519.546,297.649,425.381,516.732,353.144,206.629,212.186,179.856,193.165,289.773,405.711,447.155,415.814,217.711,228.412
733.98,162.794,97.938,720.052,511.052,293.433,422.763,513.979,352.794,201.32,211.0,174.763,192.227,285.67,405.722,437.021,409.124,221.814,222.68
734.108,167.546,97.928,726.526,517.969,288.402,419.546,515.567,363.072,203.691,213.299,175.278,192.598,283.588,404.794,438.804,412.99,218.66,223.485
734.237,165.887,97.557,726.299,513.371,290.763,419.546,517.268,361.639,201.619,212.289,172.423,190.763,283.866,405.124,444.536,411.309,217.557,223.052
734.365,164.216,97.979,725.134,522.701,291.526,424.268,509.598,353.588,198.897,210.753,173.443,188.711,280.876,396.371,437.619,408.598,216.093,219.34
734.493,165.268,98.464,723.031,515.33,288.227,421.825,518.093,358.031,204.753,217.742,178.381,189.381,286.598,397.278,437.278,409.031,217.495,226.144
734.621,169.567,99.588,719.814,520.082,289.433,414.959,508.402,359.691,207.041,215.536,176.124,189.309,283.907,395.742,431.639,412.268,218.072,222.969
734.749,166.443,98.866,724.814,519.34,291.577,414.577,507.495,361.68,203.227,208.619,177.505,189.711,279.464,396.247,437.588,413.175,215.402,224.32
734.877,159.68,99.134,719.753,510.814,282.608,414.948,511.381,355.381,203.433,213.825,169.918,187.835,278.979,399.722,426.33,410.01,215.031,222.0
735.005,168.206,97.196,717.907,518.897,289.979,419.062,513.113,360.433,202.588,211.742,176.093,189.732,277.443,394.237,434.629,408.515,214.814,221.866
735.133,162.598,98.784,721.175,516.773,290.68,412.784,509.402,358.464,202.0,213.742,175.526,186.34,280.196,389.165,431.247,410.629,216.66,218.082
735.262,164.01,97.763,716.32,518.474,288.639,412.464,507.959,357.464,203.155,213.33,176.165,187.557,276.113,391.34,429.258,413.804,211.041,223.845
735.39,163.144,98.866,705.495,509.907,279.557,407.216,501.103,358.299,201.093,211.577,172.804,188.536,271.031,390.928,429.866,411.773,213.753,218.495
735.518,162.371,97.464,712.216,512.557,284.206,406.742,506.907,354.278,198.856,209.206,170.041,183.773,269.155,385.691,435.474,407.381,213.0,219.237
735.646,160.897,97.289,712.01,511.876,289.289,399.361,502.423,352.845,198.505,210.464,172.99,185.34,273.866,383.526,425.402,408.299,212.753,216.897
735.774,165.897,98.443,712.268,510.608,282.753,404.247,505.918,355.01,196.691,207.392,176.186,182.577,270.103,384.598,426.629,407.577,214.268,222.412
735.902,162.216,98.948,708.691,510.722,283.567,405.412,503.794,355.866,202.464,208.588,172.103,187.361,274.454,382.062,426.99,409.082,213.856,220.794
736.03,164.619,98.34,716.062,516.825,285.216,399.68,512.289,355.649,198.33,210.309,173.299,184.278,269.742,382.196,431.412,406.732,214.711,218.825
736.158,159.99,98.299,705.753,512.763,285.784,400.144,504.299,355.959,199.031,208.165,172.278,185.67,268.907,379.258,425.144,411.567,215.412,220.351
736.287,159.505,98.918,705.474,511.175,287.093,396.546,494.227,356.474,198.155,205.124,170.206,182.433,265.567,378.536,422.887,410.918,209.34,215.557
736.415,159.495,98.186,708.34,520.485,284.33,399.598,507.835,355.103,201.928,209.216,174.165,182.443,270.33,385.082,425.474,406.629,214.134,219.835
736.543,161.021,97.351,706.196,511.711,287.794,399.258,502.392,357.742,198.701,210.701,167.845,183.082,266.454,379.557,417.856,405.649,212.247,217.052
736.671,161.392,98.588,711.124,509.474,281.701,393.845,496.134,351.753,195.598,208.753,167.33,182.598,261.629,375.66,416.794,404.835,209.495,216.68
736.799,161.175,99.68,704.608,516.062,285.32,389.474,498.557,354.577,200.062,204.464,171.443,187.361,260.639,375.897,418.227,406.113,210.794,217.753
736.927,157.938,98.278,701.134,512.969,277.093,390.454,491.897,352.031,195.402,206.423,168.907,179.649,260.701,371.474,420.278,404.485,205.237,216.979
737.055,160.247,97.227,695.103,509.34,276.505,391.557,494.66,352.887,198.928,208.495,173.247,180.505,258.722,372.598,417.691,405.103,207.392,214.0
737.183,158.794,97.247,694.99,508.33,279.948,386.536,491.598,355.268,197.732,203.948,167.536,182.804,259.866,369.33,414.062,403.454,209.794,215.742
737.312,161.289,98.794,697.052,504.608,277.433,388.629,485.351,353.557,197.639,204.979,169.464,180.722,257.876,365.588,419.134,408.062,207.464,216.196
737.44,160.144,98.216,695.897,509.216,279.412,380.701,491.691,357.474,194.588,204.619,166.392,177.619,256.031,359.835,409.588,399.845,209.536,214.505
737.568,161.33,99.186,689.918,505.68,278.155,388.474,493.598,356.515,198.948,206.876,167.526,182.804,260.938,361.103,413.948,407.309,212.588,219.526
737.696,160.299,98.701,693.34,514.289,277.711,383.144,496.773,354.062,194.371,207.34,169.402,179.619,258.825,365.938,417.113,406.876,210.237,214.093
737.824,161.567,99.227,699.619,512.33,275.794,381.557,485.32,349.557,195.464,206.639,168.845,178.948,258.412,362.711,408.247,405.536,207.155,217.299
737.952,158.897,97.454,722.691,525.196,301.969,383.629,485.979,349.052,195.794,203.732,169.237,181.979,255.907,361.433,413.742,405.66,210.454,210.711
738.08,162.433,98.175,688.536,503.309,275.959,378.381,483.546,353.814,195.32,205.959,170.351,181.732,250.866,363.66,408.959,399.485,207.794,212.722
738.208,158.722,98.031,693.938,512.165,277.629,378.381,482.773,351.691,194.794,201.876,166.134,180.907,252.753,357.041,409.753,400.608,205.845,209.309
738.337,156.804,98.134,689.227,509.753,274.196,372.052,475.289,351.021,193.072,199.082,167.825,176.082,248.216,353.01,404.804,398.948,205.938,211.072
738.465,159.701,97.598,687.763,509.237,271.773,373.567,478.464,351.052,191.629,200.454,164.649,176.515,250.99,354.773,408.938,403.227,206.175,211.082
738.593,156.144,98.134,682.309,512.897,274.959,372.866,478.216,352.175,192.979,199.814,163.887,175.505,242.639,350.918,403.175,394.763,200.825,207.258
738.721,156.866,98.907,683.866,507.495,267.474,368.052,477.412,349.845,192.175,199.247,164.134,171.959,246.67,352.423,402.732,398.505,204.99,210.68
738.849,156.732,99.299,682.206,501.948,269.598,374.887,476.99,347.763,194.258,200.732,166.959,175.175,252.928,348.773,401.557,402.144,207.804,213.567
738.977,156.691,98.247,683.474,504.485,272.567,367.062,475.742,350.464,194.577,199.021,163.062,176.289,244.144,344.474,405.773,395.175,204.784,211.66
739.105,158.68,97.165,676.588,505.557,273.289,367.134,476.773,353.66,193.433,203.134,164.443,173.866,246.113,344.412,398.433,403.474,204.031,209.361
739.233,152.526,97.897,681.546,504.113,272.186,365.794,472.433,351.062,190.495,196.381,162.289,173.67,244.814,345.062,389.784,391.124,200.948,206.938
739.362,152.784,97.412,678.474,503.093,266.784,358.928,472.258,347.649,188.825,195.577,161.856,173.454,240.175,345.577,398.99,397.34,202.392,206.99
739.49,154.536,97.876,679.052,504.845,270.423,358.763,468.103,348.588,190.505,197.443,162.969,170.979,242.433,341.33,395.412,391.536,202.742,207.567
739.618,155.66,98.062,679.093,506.928,274.021,362.938,468.485,344.134,190.649,200.773,162.454,172.495,241.577,337.722,392.742,396.206,200.567,208.474
739.746,155.495,98.784,673.268,507.361,270.268,362.897,467.103,350.68,189.691,198.825,163.649,174.876,240.237,339.309,396.732,393.423,206.443,209.814
739.874,153.866,97.412,668.598,497.588,267.773,359.33,470.371,352.68,190.165,196.124,163.423,171.701,238.351,339.423,394.773,395.649,201.938,206.876
740.002,153.691,99.897,670.68,505.392,268.938,359.887,471.866,349.155,191.629,198.732,162.959,175.381,238.835,341.34,399.258,396.072,202.598,208.144
740.13,153.33,97.32,659.196,499.928,268.0,355.979,466.608,347.361,186.443,197.113,160.649,169.526,234.567,335.845,387.68,390.68,199.021,201.557
740.258,152.722,98.155,658.794,507.186,269.897,356.155,466.649,352.309,188.515,197.546,162.732,172.784,240.021,335.041,388.258,397.66,201.979,204.732
740.387,157.196,99.732,664.918,500.887,264.773,359.175,471.784,352.124,192.485,200.144,162.186,174.536,239.093,337.247,396.433,399.979,198.443,206.361
740.515,155.247,99.082,669.062,513.557,267.33,354.186,459.959,355.505,189.082,197.247,161.835,176.918,234.474,333.598,390.227,396.268,204.835,207.299
740.643,157.454,99.155,653.649,498.258,261.526,353.474,454.124,352.258,191.649,200.32,162.732,176.381,231.68,329.938,393.021,394.711,204.206,208.062
740.771,152.711,98.649,659.175,503.897,266.175,353.412,460.33,345.124,188.68,198.711,161.309,173.918,236.753,330.742,388.206,391.34,201.742,207.464
740.899,153.454,98.773,650.0,497.361,265.515,346.67,457.515,348.268,187.918,198.33,158.856,170.546,232.361,326.814,385.546,390.144,198.237,208.691
741.027,151.485,97.639,660.948,496.526,260.567,343.299,456.34,351.701,184.99,191.649,157.784,169.237,227.629,324.577,383.216,389.928,196.227,201.784
741.155,151.814,97.629,661.206,499.948,264.629,350.464,457.299,341.814,186.66,195.278,161.227,171.031,232.113,326.918,386.093,387.247,200.175,202.247
741.283,151.134,98.639,655.794,501.701,263.66,343.381,452.938,351.423,185.794,196.299,160.052,168.938,226.464,325.588,382.0,388.784,199.196,204.289
741.412,150.608,97.289,655.557,499.639,265.361,340.588,456.835,346.66,186.021,195.577,159.433,169.835,231.031,324.948,378.165,389.093,194.825,202.856
741.54,153.062,98.443,650.371,497.351,261.876,343.835,461.258,348.526,187.113,196.103,160.938,167.835,229.093,325.814,379.351,395.629,198.072,201.588
741.668,152.216,98.258,645.66,502.144,264.052,341.216,451.536,345.763,184.907,194.845,160.443,166.897,225.938,319.144,382.144,389.515,200.155,205.041
741.796,153.186,97.732,650.495,499.629,258.701,336.247,448.866,346.536,189.227,191.526,157.021,167.309,229.113,321.753,374.505,392.856,197.577,201.381
741.924,151.082,97.155,640.711,495.505,260.072,337.773,447.33,343.216,185.588,192.268,158.237,166.856,228.155,318.258,379.639,389.876,198.969,200.495
742.052,151.392,98.186,644.093,495.113,260.103,333.443,442.649,345.928,186.289,193.567,158.629,166.577,220.784,316.557,370.567,387.309,198.052,199.206
742.18,152.866,99.381,644.206,494.175,258.835,338.546,447.021,346.959,187.381,190.124,157.753,166.979,221.01,313.299,372.948,388.619,197.237,199.33
742.308,151.918,98.536,635.495,487.701,258.454,337.557,443.577,347.412,182.784,191.639,155.495,168.278,219.598,312.32,376.052,384.0,194.144,200.216
742.437,153.907,99.155,636.206,495.876,255.175,337.392,444.474,345.546,185.804,190.732,158.206,166.412,222.443,315.68,371.825,387.093,198.155,199.196
