lambda[nm],I_Ref[au],I_Dunkel[au],I_70_70[au],I_70_80[au],I_70_90[au],I_70_100[au],I_70_110[au],I_70_120[au],I_70_130[au],I_70_140[au],I_90_70[au],I_90_80[au],I_90_90[au],I_90_100[au],I_90_110[au],I_90_120[au],I_90_130[au],I_90_140[au]
645.958,776.856,99.691,1807.082,1481.268,1323.237,1463.794,1293.381,1058.278,950.711,944.619,1435.01,2386.969,1754.649,1368.763,1094.021,1066.711,934.371,996.763
646.087,769.175,101.175,1794.588,1463.485,1300.175,1439.845,1286.763,1054.526,949.021,941.464,1430.206,2387.371,1743.598,1365.113,1094.979,1045.67,938.887,979.454
646.215,772.887,101.454,1795.144,1485.577,1330.093,1461.711,1280.639,1052.371,951.66,944.907,1421.804,2365.835,1755.711,1372.32,1099.082,1047.485,937.433,983.289
646.343,775.99,100.01,1789.856,1461.608,1311.134,1462.155,1296.227,1063.062,947.289,941.278,1426.536,2381.722,1768.526,1379.309,1102.722,1049.557,922.392,989.814
646.471,770.113,99.351,1806.619,1490.454,1321.68,1453.557,1292.031,1053.433,943.33,937.268,1409.763,2372.33,1770.546,1377.66,1098.928,1041.928,930.835,989.66
646.599,766.701,100.041,1787.67,1461.557,1304.66,1454.021,1289.309,1051.866,951.247,946.639,1411.062,2362.99,1761.227,1378.918,1095.433,1057.351,924.897,986.515
646.727,768.557,101.175,1790.186,1465.155,1301.918,1455.474,1287.711,1050.0,941.268,941.34,1407.608,2344.113,1771.062,1366.216,1096.732,1047.691,926.33,978.711
646.855,761.289,100.845,1781.412,1447.412,1302.052,1463.34,1293.093,1049.278,943.309,940.258,1406.082,2345.351,1767.134,1369.722,1096.031,1041.175,927.856,973.433
646.983,772.093,101.557,1804.412,1467.588,1316.351,1463.495,1279.711,1047.216,950.392,941.918,1403.371,2349.814,1772.021,1393.082,1094.371,1041.536,923.753,982.01
647.112,764.753,101.443,1788.588,1460.969,1301.907,1463.474,1294.258,1062.113,942.722,937.392,1397.887,2348.845,1780.196,1378.969,1107.794,1040.907,920.155,982.567
647.24,765.32,101.196,1809.804,1484.113,1309.309,1473.186,1297.124,1064.041,939.907,945.907,1403.072,2340.959,1789.351,1384.753,1099.773,1053.289,933.361,983.742
647.368,758.021,100.227,1796.825,1457.835,1305.103,1451.536,1276.897,1041.443,933.485,931.113,1365.216,2308.608,1766.845,1373.412,1088.124,1033.351,921.608,969.732
647.496,768.557,100.742,1771.237,1439.969,1288.814,1448.371,1277.381,1047.186,931.629,934.175,1385.928,2315.825,1790.124,1382.196,1094.082,1046.247,919.01,975.969
647.624,761.845,100.309,1788.103,1450.206,1302.423,1451.856,1283.031,1048.959,935.155,938.412,1375.526,2301.845,1788.186,1369.629,1082.237,1039.835,918.814,980.155
647.752,753.505,101.33,1794.412,1466.381,1294.093,1448.763,1281.33,1043.072,929.186,926.216,1367.01,2306.258,1787.031,1384.897,1085.155,1049.309,916.979,970.577
647.88,756.577,100.443,1782.68,1459.691,1283.299,1462.546,1284.856,1048.227,935.753,930.66,1368.722,2312.464,1802.186,1382.814,1097.299,1044.247,918.258,974.711
648.008,759.639,100.433,1798.804,1464.784,1301.155,1461.918,1283.928,1033.876,931.897,927.268,1358.268,2306.99,1793.639,1384.639,1098.134,1046.216,917.691,968.742
648.137,754.072,101.031,1792.753,1465.495,1287.856,1455.732,1270.959,1025.433,931.371,929.557,1341.546,2289.299,1782.371,1375.103,1083.258,1033.258,904.887,968.289
648.265,750.742,101.753,1777.186,1444.876,1288.536,1436.495,1279.495,1037.33,922.32,918.175,1342.237,2272.753,1790.68,1383.608,1084.505,1026.763,902.412,969.247
648.393,747.268,99.969,1799.515,1457.876,1300.412,1461.66,1270.381,1030.835,918.918,926.948,1338.093,2278.021,1808.67,1385.763,1094.598,1037.804,910.423,969.567
648.521,754.392,100.515,1778.577,1453.258,1285.784,1456.402,1284.773,1038.113,923.732,926.443,1345.454,2277.495,1813.175,1384.268,1092.155,1039.412,911.278,965.66
648.649,754.175,100.196,1799.0,1454.515,1286.732,1457.856,1276.68,1030.072,927.299,924.361,1332.392,2250.381,1810.412,1383.144,1087.99,1039.701,910.196,966.887
648.777,744.309,99.536,1781.443,1444.557,1285.34,1442.392,1271.361,1040.474,915.299,919.155,1328.33,2251.258,1801.351,1374.918,1079.814,1029.99,897.093,965.103
648.905,750.536,100.412,1781.144,1442.897,1286.753,1452.495,1273.722,1026.928,924.093,913.928,1325.701,2247.381,1797.113,1383.041,1083.887,1023.763,906.856,954.062
649.033,737.866,99.66,1801.186,1449.495,1286.33,1439.763,1262.598,1018.866,907.546,906.01,1317.01,2218.155,1783.155,1375.928,1070.845,1020.227,898.887,951.144
649.162,744.124,100.979,1773.0,1439.969,1283.918,1445.845,1266.33,1025.794,905.402,899.794,1302.835,2223.01,1797.887,1379.505,1071.969,1015.649,900.392,946.691
649.29,743.464,101.928,1767.918,1425.402,1262.134,1434.351,1263.443,1022.454,911.392,907.309,1306.588,2214.072,1797.753,1386.887,1078.722,1029.948,894.268,941.423
649.418,732.773,99.99,1774.32,1433.412,1263.711,1442.66,1266.588,1020.546,906.155,908.639,1304.608,2204.134,1795.897,1370.969,1071.876,1016.938,896.825,946.598
649.546,738.423,100.165,1786.237,1440.753,1273.66,1436.175,1266.68,1018.021,902.969,901.227,1296.278,2191.124,1807.485,1373.608,1071.598,1023.526,891.392,945.433
649.674,745.33,101.113,1786.134,1436.835,1268.536,1445.588,1267.763,1024.175,909.381,904.711,1291.814,2203.969,1822.753,1378.897,1075.062,1022.959,901.897,947.247
649.802,739.711,100.093,1784.598,1438.959,1270.505,1445.433,1266.814,1025.289,917.722,912.392,1282.557,2193.866,1822.186,1377.897,1072.515,1021.68,905.66,948.691
649.93,742.938,100.216,1763.351,1431.948,1266.381,1445.68,1262.289,1008.938,909.412,906.454,1283.887,2183.825,1801.763,1371.474,1071.103,1020.588,899.515,944.072
650.058,732.845,100.866,1763.361,1424.474,1256.021,1448.567,1262.206,1008.093,897.66,904.103,1279.216,2181.835,1805.134,1383.588,1068.505,1011.474,889.381,942.856
650.187,738.742,99.722,1774.206,1425.784,1267.804,1441.474,1257.969,1008.784,907.763,898.289,1271.938,2184.557,1819.526,1381.072,1076.124,1020.258,885.237,949.938
650.315,741.052,100.278,1771.804,1414.742,1261.186,1454.454,1263.629,1012.577,911.392,908.423,1272.67,2163.299,1822.144,1387.814,1080.381,1012.845,900.536,945.423
650.443,725.433,101.505,1759.619,1414.732,1256.0,1437.876,1258.052,1005.588,894.608,890.433,1270.99,2148.856,1817.969,1378.608,1068.196,1006.103,880.258,945.773
650.571,730.062,99.907,1742.938,1417.082,1239.536,1434.68,1258.557,1011.258,905.887,904.856,1257.454,2153.278,1817.639,1378.258,1076.742,1014.948,885.268,948.381
650.699,723.062,100.0,1743.753,1416.608,1240.33,1435.01,1261.835,1016.175,904.041,889.619,1255.784,2147.577,1822.361,1382.629,1075.144,1013.124,886.082,939.804
650.827,735.619,101.196,1758.546,1420.443,1258.155,1443.845,1266.227,1011.907,891.505,894.32,1259.918,2149.041,1838.608,1398.505,1079.186,1014.804,888.959,949.196
650.955,729.825,99.856,1777.794,1431.753,1258.134,1442.454,1261.206,1007.546,895.67,892.619,1252.619,2136.216,1820.361,1377.619,1065.722,1016.041,882.33,939.701
651.083,729.907,100.567,1770.825,1419.804,1263.206,1446.887,1260.649,1006.567,895.567,900.186,1248.258,2124.34,1835.186,1379.103,1073.598,1011.021,882.072,937.031
651.212,728.423,101.546,1757.99,1409.784,1250.588,1437.474,1260.691,1001.711,884.866,877.196,1237.289,2120.546,1830.227,1379.371,1068.701,1005.124,880.773,938.041
651.34,721.68,100.835,1754.948,1418.876,1252.371,1430.588,1246.062,993.165,884.701,886.186,1223.742,2101.392,1835.371,1386.402,1070.423,1012.0,882.124,941.99
651.468,713.948,99.361,1755.278,1427.196,1243.361,1442.392,1257.031,1011.32,890.619,891.639,1239.907,2107.371,1848.423,1393.649,1064.526,1005.381,878.412,932.722
651.596,722.0,100.34,1754.021,1412.887,1249.794,1434.515,1255.485,1007.732,886.608,885.505,1228.299,2097.742,1844.608,1393.557,1073.186,1011.866,878.969,928.918
651.724,725.814,101.227,1752.0,1393.258,1239.495,1443.856,1258.021,1000.722,886.722,892.227,1218.206,2105.722,1853.165,1383.959,1071.526,1013.268,880.402,930.196
651.852,709.701,100.68,1734.237,1395.979,1234.474,1432.412,1245.784,997.639,885.361,881.546,1213.856,2077.113,1835.289,1369.01,1060.701,997.021,863.392,928.515
651.98,722.804,100.134,1746.557,1398.433,1230.155,1434.495,1246.577,980.423,871.32,880.608,1213.062,2065.423,1842.144,1383.948,1064.742,1006.825,874.464,925.392
652.108,723.773,99.794,1749.619,1401.629,1232.268,1432.381,1260.495,996.99,887.918,889.464,1216.557,2083.969,1855.155,1398.887,1067.588,1010.608,877.619,926.928
652.237,718.773,100.753,1750.175,1404.258,1239.701,1425.351,1249.577,991.948,878.351,869.763,1206.619,2059.536,1846.495,1384.175,1061.134,1001.01,871.887,922.948
652.365,712.588,101.289,1723.907,1383.216,1226.742,1422.536,1253.072,988.031,875.113,877.01,1198.216,2038.845,1844.99,1390.464,1062.155,997.144,864.113,920.598
652.493,720.794,99.577,1731.299,1399.103,1234.412,1425.526,1249.268,988.897,876.464,882.155,1192.165,2023.845,1842.34,1385.278,1060.804,1008.021,867.66,926.361
652.621,704.948,100.897,1745.742,1383.804,1218.227,1430.68,1245.412,983.206,877.763,878.258,1193.804,2020.588,1841.526,1390.165,1062.907,999.629,867.948,922.608
652.749,715.639,100.227,1742.763,1390.01,1212.567,1434.33,1253.711,999.485,874.433,875.814,1193.031,2034.021,1849.371,1383.68,1063.134,997.711,871.361,920.763
652.877,707.588,100.113,1732.928,1393.144,1221.052,1419.237,1253.113,986.062,873.629,875.227,1188.268,2025.722,1854.753,1383.247,1059.33,1002.072,870.072,922.361
653.005,707.454,101.113,1742.557,1390.082,1222.887,1419.938,1251.918,990.443,873.928,875.753,1181.144,2019.289,1851.701,1396.536,1059.711,999.897,867.598,923.237
653.133,713.979,101.753,1740.629,1375.247,1206.0,1441.588,1254.577,987.804,872.165,880.371,1182.835,2032.278,1865.237,1392.124,1068.155,1001.381,871.598,923.155
653.262,709.464,100.763,1731.856,1386.227,1206.722,1424.01,1247.155,980.052,872.567,875.742,1178.608,2009.67,1868.866,1394.742,1061.67,1003.433,861.784,923.866
653.39,706.557,100.557,1735.433,1379.247,1212.536,1422.371,1246.33,984.732,860.32,870.526,1167.897,2008.691,1854.103,1396.01,1056.454,995.505,864.495,912.474
653.518,704.206,100.155,1724.454,1388.567,1211.103,1438.32,1253.763,978.34,863.866,858.052,1175.742,1988.289,1870.742,1390.907,1063.794,998.546,861.072,918.32
653.646,708.742,100.814,1720.619,1377.639,1204.433,1434.959,1241.629,976.753,863.763,871.825,1163.206,1978.124,1863.639,1399.206,1066.093,994.474,859.918,913.103
653.774,703.392,99.918,1723.979,1374.856,1205.979,1417.32,1248.021,979.711,865.0,870.588,1163.763,1973.856,1870.948,1398.351,1060.454,985.299,862.629,914.052
653.902,706.608,99.619,1725.732,1382.165,1205.165,1433.814,1258.856,981.402,879.835,876.784,1160.722,1992.619,1887.134,1421.381,1068.536,1001.876,865.237,918.082
654.03,702.186,99.474,1731.495,1384.144,1205.546,1423.196,1244.918,981.423,865.866,861.598,1149.845,1965.33,1889.082,1385.763,1064.526,992.34,853.258,912.32
654.158,696.67,100.206,1715.33,1370.67,1190.309,1426.402,1236.227,964.361,858.0,860.237,1137.361,1945.784,1868.227,1392.979,1045.34,992.856,849.959,906.99
654.287,687.433,101.093,1728.144,1376.619,1187.938,1426.021,1243.959,979.196,860.691,854.701,1140.093,1955.598,1878.722,1400.443,1063.67,990.505,856.629,914.155
654.415,691.134,101.01,1711.165,1353.928,1187.794,1415.495,1236.464,970.144,851.402,859.32,1135.794,1933.948,1880.536,1388.144,1055.701,987.443,852.423,906.32
654.543,695.938,100.031,1725.814,1368.639,1186.722,1424.134,1238.155,977.371,857.701,865.144,1144.206,1942.093,1871.093,1399.742,1053.68,995.258,856.268,900.969
654.671,690.68,99.959,1721.732,1362.299,1176.072,1418.845,1235.814,968.691,848.784,845.711,1127.629,1931.392,1878.34,1391.701,1062.763,985.402,851.258,890.918
654.799,687.701,99.969,1708.639,1359.392,1193.412,1425.237,1228.722,969.639,849.206,848.093,1123.309,1919.887,1864.361,1397.144,1049.856,984.134,851.268,899.268
654.927,695.103,99.979,1711.763,1355.103,1179.289,1424.742,1235.165,969.186,856.134,853.588,1126.67,1914.567,1877.041,1393.134,1043.887,986.567,852.227,893.33
655.055,694.113,99.876,1712.99,1352.155,1184.557,1415.959,1231.01,961.66,843.835,847.608,1116.443,1898.918,1880.546,1389.021,1045.887,973.495,843.155,897.485
655.183,679.814,99.474,1705.68,1352.165,1182.412,1414.196,1220.866,964.33,845.052,847.361,1104.979,1888.629,1881.794,1395.979,1038.175,974.0,842.887,893.722
655.312,680.175,100.103,1704.237,1349.629,1185.216,1410.392,1226.835,957.619,840.412,837.639,1114.742,1888.598,1872.072,1398.165,1046.33,981.247,831.227,895.175
655.44,686.948,100.691,1702.526,1347.804,1178.887,1419.928,1233.619,952.186,847.546,848.959,1101.505,1891.289,1881.258,1389.804,1051.072,973.062,848.062,900.124
655.568,682.495,100.629,1694.216,1346.052,1164.031,1409.907,1222.351,953.773,847.722,844.371,1101.402,1879.619,1890.763,1402.505,1044.701,973.928,842.526,888.619
655.696,684.711,100.34,1711.041,1348.175,1174.144,1410.804,1231.196,959.526,843.876,844.155,1095.588,1870.175,1894.99,1397.423,1049.402,974.649,838.113,901.021
655.824,684.227,100.186,1709.392,1354.928,1173.144,1426.598,1240.495,964.443,846.021,844.392,1102.526,1884.464,1900.247,1410.825,1058.082,979.289,842.794,891.412
655.952,681.99,99.546,1697.897,1338.0,1171.412,1408.959,1229.99,958.773,836.443,836.309,1090.897,1857.041,1898.031,1393.041,1045.969,972.258,838.268,886.289
656.08,676.649,100.103,1706.258,1345.639,1167.835,1411.928,1234.268,947.052,836.474,832.237,1078.866,1843.113,1883.495,1394.258,1043.711,972.113,823.598,881.835
656.208,681.711,100.0,1708.113,1342.959,1162.351,1423.907,1228.113,960.948,842.722,846.866,1095.206,1854.258,1910.495,1406.433,1053.68,973.629,844.381,884.856
656.337,675.443,102.546,1698.67,1340.835,1155.784,1422.814,1221.835,948.124,833.258,836.598,1078.381,1829.237,1900.392,1395.557,1046.68,972.381,835.454,879.412
656.465,681.959,100.649,1698.907,1338.423,1170.784,1412.186,1235.619,954.443,834.474,835.907,1077.227,1839.392,1911.412,1410.505,1053.598,974.866,837.907,890.258
656.593,675.794,100.629,1698.021,1343.649,1165.351,1413.165,1222.546,946.392,828.454,829.216,1070.371,1825.381,1901.515,1415.113,1041.68,961.32,830.113,883.67
656.721,668.732,101.289,1697.443,1333.887,1165.588,1415.134,1227.32,941.784,823.175,832.299,1074.588,1830.474,1911.588,1405.278,1040.103,967.495,831.835,882.515
656.849,669.711,101.144,1684.144,1334.856,1156.423,1417.01,1223.835,949.918,834.608,832.825,1072.763,1823.804,1928.557,1408.278,1056.67,959.464,831.175,886.062
656.977,669.515,101.268,1685.763,1335.041,1156.258,1411.0,1224.608,942.144,831.546,826.907,1060.68,1809.794,1907.68,1400.433,1044.33,970.144,818.134,877.196
657.105,665.526,98.825,1696.979,1333.68,1152.299,1411.309,1220.258,941.99,830.196,826.866,1064.175,1804.959,1916.649,1406.649,1041.536,960.299,830.464,885.0
657.233,667.258,99.289,1685.165,1322.216,1145.258,1405.649,1216.155,940.557,814.474,818.351,1056.155,1791.134,1910.701,1399.113,1043.01,955.454,822.979,868.629
657.362,663.938,101.01,1678.247,1331.485,1142.155,1399.247,1222.381,941.309,816.113,824.186,1044.804,1785.412,1909.887,1405.402,1041.103,958.825,817.753,866.495
657.49,664.392,100.784,1692.021,1326.526,1141.773,1402.412,1215.897,942.289,818.918,822.134,1044.351,1779.33,1917.474,1407.268,1038.299,960.505,822.175,866.361
657.618,658.412,101.175,1675.474,1324.753,1150.144,1410.639,1219.433,939.144,821.423,824.0,1045.784,1775.577,1917.485,1411.227,1034.351,959.103,824.258,875.206
657.746,661.268,99.753,1685.351,1324.567,1143.825,1406.412,1215.588,935.794,815.082,821.99,1038.227,1780.144,1917.299,1410.144,1047.01,953.753,822.258,869.825
657.874,654.278,100.0,1675.412,1318.0,1140.948,1396.814,1211.598,922.454,814.155,815.423,1036.619,1749.856,1914.577,1399.423,1030.701,950.34,813.237,866.227
658.002,653.907,100.567,1687.464,1314.608,1136.062,1407.0,1215.216,934.01,814.392,813.897,1033.021,1748.814,1924.753,1409.402,1033.536,953.33,816.32,865.082
658.13,654.227,98.773,1692.546,1322.856,1154.763,1397.072,1222.804,933.67,807.216,813.371,1025.959,1764.124,1915.289,1402.608,1031.093,954.423,810.113,867.237
658.258,663.68,99.784,1689.392,1315.464,1136.247,1401.113,1211.052,933.732,812.557,814.237,1033.443,1739.32,1925.0,1416.485,1028.928,961.866,813.237,867.423
658.387,655.68,101.134,1662.371,1308.381,1124.175,1399.309,1220.897,920.979,803.918,812.278,1020.433,1744.144,1934.588,1410.113,1040.351,952.742,815.546,862.423
658.515,651.876,99.103,1670.258,1304.485,1133.052,1388.876,1204.588,918.711,805.113,805.031,1015.649,1728.474,1916.134,1397.99,1029.309,943.536,806.598,853.979
658.643,643.938,99.691,1666.67,1316.474,1124.412,1401.021,1208.412,921.691,806.536,809.392,1015.763,1710.052,1918.619,1406.959,1031.918,940.897,811.454,854.124
658.771,645.237,99.856,1685.938,1318.701,1145.701,1409.928,1209.598,918.443,808.371,802.175,1014.722,1709.918,1923.464,1411.546,1037.052,949.546,814.216,859.66
658.899,649.464,100.742,1675.804,1314.619,1133.876,1402.948,1208.423,919.268,796.649,812.103,1003.763,1707.557,1911.351,1408.732,1026.876,943.887,799.691,846.835
659.027,648.474,100.454,1663.113,1300.186,1124.454,1399.381,1224.175,916.866,797.031,811.165,999.598,1708.588,1937.299,1413.546,1039.062,949.041,807.804,859.608
659.155,650.68,99.515,1671.144,1307.505,1134.052,1400.34,1207.526,917.67,800.866,799.186,1004.577,1687.794,1921.412,1401.34,1024.907,945.124,801.639,857.804
659.283,640.557,98.907,1661.052,1299.103,1110.794,1394.835,1198.948,908.546,788.031,797.794,992.144,1681.031,1913.515,1401.34,1034.742,934.773,794.794,846.773
659.412,642.928,99.938,1660.907,1308.093,1124.68,1393.918,1207.072,915.258,789.742,794.041,990.845,1683.247,1918.856,1400.505,1026.794,935.392,797.969,848.196
659.54,641.629,100.629,1674.588,1299.206,1117.845,1386.485,1206.32,910.979,791.443,801.907,986.021,1681.639,1934.34,1414.062,1029.938,944.649,798.526,845.691
659.668,646.99,99.629,1668.33,1310.392,1115.186,1386.134,1207.866,913.155,797.402,801.216,999.588,1682.309,1937.557,1405.206,1029.237,948.907,805.402,852.825
659.796,642.639,99.845,1651.258,1287.557,1114.691,1385.577,1199.423,906.619,789.866,789.526,974.021,1650.454,1931.062,1398.031,1021.918,936.742,792.948,843.124
659.924,643.072,100.041,1680.216,1300.485,1119.897,1397.052,1207.227,914.742,794.876,798.773,988.907,1662.155,1936.876,1418.732,1032.258,943.474,792.711,848.68
660.052,635.99,100.134,1681.464,1307.918,1132.711,1406.464,1192.103,908.258,792.443,797.856,984.34,1654.763,1941.031,1413.845,1021.691,939.031,799.588,849.031
660.18,637.773,99.67,1650.526,1285.454,1105.557,1387.742,1198.392,897.34,783.536,796.928,975.32,1641.701,1929.608,1399.546,1022.814,928.155,798.979,835.948
660.308,643.32,100.588,1658.175,1286.722,1114.907,1388.093,1201.062,908.907,785.072,789.495,975.144,1639.536,1940.144,1422.784,1021.918,944.412,792.082,845.918
660.437,634.227,100.33,1665.351,1290.144,1106.876,1389.66,1201.093,902.423,782.794,786.701,965.814,1628.619,1928.0,1413.371,1023.381,932.598,792.753,836.412
660.565,633.619,99.619,1644.969,1292.34,1103.258,1394.691,1200.845,904.938,785.0,786.32,970.247,1619.237,1944.928,1417.804,1023.505,935.124,790.598,841.67
660.693,639.66,100.639,1669.021,1291.423,1110.794,1390.423,1205.289,895.763,785.392,790.258,952.454,1629.515,1933.825,1411.351,1022.134,932.041,788.938,838.474
660.821,635.381,101.34,1656.32,1291.557,1106.186,1393.835,1191.196,905.021,780.196,787.031,956.948,1613.742,1945.546,1420.495,1029.485,932.67,789.392,835.691
660.949,637.402,100.031,1675.557,1303.258,1111.268,1394.546,1195.412,904.165,774.474,785.979,957.412,1623.876,1955.629,1430.938,1029.701,932.825,799.206,840.247
661.077,627.247,100.66,1651.66,1288.67,1099.423,1383.464,1192.711,892.237,783.464,777.464,952.845,1609.814,1939.216,1407.99,1020.289,928.113,782.33,830.01
661.205,632.165,99.072,1641.402,1288.464,1099.031,1392.289,1201.402,895.268,778.32,788.309,948.649,1599.753,1940.866,1408.247,1018.031,930.031,786.649,834.948
661.333,626.309,100.67,1665.052,1290.216,1100.928,1391.402,1192.99,894.866,766.515,772.361,953.505,1595.567,1936.691,1417.093,1024.371,927.753,786.268,825.278
661.462,630.99,102.268,1657.526,1298.309,1105.887,1390.918,1211.969,905.402,793.186,790.227,946.969,1596.959,1969.392,1432.918,1028.557,934.278,784.299,833.608
661.59,634.99,100.412,1651.732,1277.021,1092.66,1400.206,1205.443,893.433,778.897,782.629,945.412,1584.742,1971.495,1416.691,1022.268,939.742,786.031,835.515
661.718,623.588,99.196,1661.505,1288.546,1098.371,1388.464,1192.464,889.825,770.351,776.66,942.093,1569.897,1955.402,1412.165,1017.402,922.381,776.887,830.505
661.846,624.485,99.155,1657.474,1278.619,1099.433,1397.546,1192.464,887.021,771.588,776.505,937.206,1556.505,1960.464,1426.443,1019.093,918.753,785.742,823.031
661.974,622.619,100.474,1658.938,1294.515,1102.351,1393.763,1188.227,896.144,768.052,781.258,935.619,1558.907,1958.216,1426.33,1018.093,929.423,789.577,831.103
662.102,621.66,100.825,1648.381,1271.0,1086.856,1388.155,1193.99,888.753,766.897,779.887,935.99,1552.784,1965.825,1426.289,1013.979,928.309,779.227,827.062
662.23,622.237,99.969,1654.825,1279.691,1093.856,1396.299,1196.072,892.515,768.402,771.526,939.041,1561.639,1962.392,1420.093,1016.856,926.619,781.381,826.031
662.358,623.856,100.474,1653.278,1276.433,1098.082,1374.887,1194.608,884.629,767.918,772.928,921.021,1550.031,1944.835,1425.237,1018.392,919.371,771.258,826.753
662.487,617.474,100.67,1650.784,1275.68,1092.567,1384.938,1186.309,884.206,760.258,768.165,933.093,1539.082,1953.567,1424.134,1021.01,930.196,774.454,816.66
662.615,617.454,100.794,1644.072,1278.856,1084.216,1379.052,1179.309,881.619,762.412,765.33,909.381,1527.567,1944.856,1417.515,1016.103,919.227,770.495,822.062
662.743,611.567,100.258,1646.753,1275.948,1092.67,1383.247,1196.031,893.979,763.103,778.351,928.062,1529.608,1966.732,1428.536,1023.928,926.186,774.918,827.258
662.871,620.433,99.825,1643.701,1281.402,1088.588,1387.577,1185.918,886.979,766.567,770.619,919.763,1521.443,1969.732,1430.289,1023.289,917.423,774.402,819.825
662.999,618.938,99.32,1651.526,1263.99,1084.485,1389.619,1194.887,879.031,759.948,762.732,916.67,1519.237,1972.979,1425.825,1022.072,922.907,771.206,826.66
663.127,616.062,100.361,1654.629,1271.948,1087.67,1390.67,1180.01,886.052,761.928,766.722,915.67,1516.619,1968.969,1435.052,1024.33,919.309,766.619,821.082
663.255,619.979,99.299,1661.701,1270.948,1079.01,1377.031,1195.144,887.258,749.289,766.423,910.856,1514.742,1960.969,1428.474,1025.979,924.031,773.887,812.598
663.383,616.124,100.701,1658.031,1273.928,1088.309,1383.144,1190.474,875.237,759.67,766.887,906.938,1508.443,1973.206,1438.794,1028.021,928.938,774.773,821.742
663.512,610.969,98.124,1642.474,1271.639,1079.206,1385.546,1193.629,885.505,755.742,767.381,908.711,1496.082,1982.371,1441.639,1020.577,924.938,774.928,813.206
663.64,615.608,98.866,1647.196,1266.536,1076.412,1381.526,1191.34,883.485,751.165,768.443,907.206,1495.753,1972.546,1446.825,1030.814,922.485,764.278,818.866
663.768,612.412,99.505,1646.773,1267.557,1077.258,1381.443,1185.598,882.433,762.959,761.814,899.216,1486.402,1971.237,1438.515,1014.454,920.082,766.01,816.722
663.896,608.526,100.237,1646.165,1268.474,1079.536,1392.289,1184.186,884.804,760.711,765.093,899.247,1492.289,1982.577,1425.907,1018.608,915.845,764.722,821.969
664.024,608.144,99.577,1646.464,1260.412,1076.309,1385.804,1187.526,883.186,752.711,761.412,897.392,1469.515,1968.186,1436.938,1023.227,926.753,767.629,820.608
664.152,605.454,99.402,1646.33,1256.299,1076.959,1383.103,1181.742,883.588,751.876,758.34,892.66,1476.216,1980.505,1444.711,1014.588,920.443,760.794,812.887
664.28,606.0,98.897,1646.526,1265.268,1090.856,1374.124,1190.34,876.299,755.474,761.144,893.742,1478.567,1982.794,1445.351,1026.0,918.32,766.113,814.897
664.408,608.412,101.196,1648.588,1248.113,1065.856,1382.289,1183.165,876.144,752.381,757.155,875.938,1449.99,1969.99,1435.454,1011.722,921.835,762.546,809.979
664.537,611.041,101.103,1641.887,1252.361,1058.691,1386.866,1182.33,880.856,753.577,757.763,892.856,1462.268,1983.835,1447.598,1021.722,925.67,769.351,814.979
664.665,603.454,99.443,1636.629,1262.887,1079.237,1386.897,1185.124,882.237,759.062,754.619,883.247,1442.031,1975.804,1459.031,1014.186,920.619,766.289,804.887
664.793,604.0,100.742,1641.918,1260.103,1066.041,1382.856,1180.619,876.186,742.216,753.072,881.031,1449.99,1974.289,1441.856,1021.577,913.804,760.835,804.866
664.921,601.577,101.247,1647.763,1251.289,1054.515,1379.371,1171.619,869.979,742.938,744.691,880.237,1423.629,1969.01,1442.515,1012.66,915.99,755.165,798.866
665.049,602.794,99.969,1651.041,1272.206,1074.072,1384.175,1185.887,872.66,741.299,753.969,882.155,1439.948,1988.691,1443.649,1019.289,919.773,756.155,807.773
665.177,604.598,101.031,1636.175,1255.536,1056.876,1389.68,1189.825,880.639,747.959,759.474,875.814,1439.474,2000.887,1465.928,1021.691,927.227,761.866,804.299
665.305,598.206,100.887,1645.814,1258.495,1058.155,1387.433,1179.258,873.546,748.371,750.443,876.155,1427.247,1979.763,1450.619,1023.959,907.68,757.557,800.237
665.433,601.124,99.691,1628.515,1248.722,1056.938,1387.165,1186.856,868.485,742.557,749.763,862.227,1430.742,1986.536,1454.825,1019.588,905.918,756.474,802.784
665.562,601.134,100.124,1649.866,1269.814,1064.247,1383.454,1199.588,867.216,743.918,749.907,869.722,1424.474,1986.258,1454.361,1018.258,919.629,759.423,798.052
665.69,607.474,100.309,1638.258,1252.526,1056.309,1382.928,1184.0,873.278,737.649,746.021,869.691,1420.825,2000.031,1453.237,1023.247,914.814,754.474,800.381
665.818,594.546,100.206,1626.722,1233.423,1055.794,1380.887,1187.443,863.907,744.866,753.32,866.876,1405.072,1997.072,1459.216,1013.32,912.32,750.227,800.01
665.946,595.928,99.381,1641.887,1254.856,1058.577,1382.742,1188.567,864.093,737.165,742.825,865.866,1404.629,1999.505,1452.856,1017.979,907.959,747.763,796.433
666.074,594.278,98.062,1641.979,1252.784,1063.536,1394.722,1186.619,874.021,737.299,745.155,852.876,1395.619,2006.093,1460.773,1019.66,911.216,751.309,797.082
666.202,591.948,99.649,1634.608,1247.278,1051.32,1390.629,1184.134,862.835,734.804,749.948,850.639,1391.536,1991.67,1460.165,1024.928,909.34,754.485,796.072
666.33,598.546,100.392,1631.742,1244.206,1054.247,1375.649,1184.113,862.515,738.0,741.464,863.629,1390.691,1990.093,1451.113,1015.278,909.093,753.835,791.598
